index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,32,0,0,0,10.000000000000002,20,10.0,21.16675692148279,11,26.0,27.451195012270922,21,31.285714285714285,37.469858925604186,0,,43.00000000000001,0,,0,0.43400000000000005,27533,2,15,1.0,337.50135382224187,False,0.19167816729377615,0,1.2530000000000001,18464,260,0,0.0,2600.0000000000005,False,-0.14978921104706186,0,0.23600000000000002,34109,46,69,1.0,2867.803274234902,False,0.06674574978593148,0,0.8210000000000002,27698,116,0,0.0,2455.3438028920036,False,-0.13185654126936575,0,0.2,46833,0,3,0.0,112.40957677681256,False,0.015335414746073231,0,1.0820000000000003,45358,30,40,1.0,2322.330207392295,False,0.007322602448975735,0,1.0460000000000003,53547,0,49,0.5,2107.0000000000005,False,-0.03339706481137253,0,0.9380000000000002,53458,6,54,1.0,2546.8191535536257,False,-0.031079547917630325,0.5625,307000,0.0,0.0,11,0,0,15,0,0.0,15,30,25,184.0,110.0,14,18,25,1143,1.602046312764287,42.72283045016229
26,25,0,0,0,10.000000000000002,20,10.0,20.86638160686792,19,18.68421052631579,27.451195012270922,0,,36.39341108133738,9,18.0,43.00000000000001,0,,0,0.43400000000000005,27778,0,12,1.0,250.39657928241508,False,0.20034407165280943,6,1.3130000000000002,18248,272,0,0.0,2720.0000000000005,False,-0.15650004301815365,0,0.23600000000000002,33754,55,79,1.0,3316.2953943471384,False,0.06282144413618561,0,0.8210000000000002,27698,116,0,0.0,2420.500266396679,False,-0.13237941915428614,0,0.2,46833,0,3,0.0,109.18023324401216,False,0.015300450761612058,0,1.082,45520,20,41,1.0,2041.1537545802512,False,0.007786251430028114,0,1.0460000000000003,53385,0,58,0.9,2494.0000000000005,False,-0.03283941437852957,0,0.9380000000000002,53458,0,60,0.6,2580.0000000000005,False,-0.03078584453059996,0.5625,306674,0.0,0.0,10,0,0,14,2,2.0,13,27,26,179.0,54.0,12,13,26,687,1.3583350544795394,44.08116550464183
27,26,0,0,0,10.000000000000002,20,10.0,20.86638160686792,0,,26.763654222993075,3,3.0,35.753389031994004,5,17.0,43.000000000000014,2,43.0,0,0.43400000000000005,27658,2,22,1.0,479.06039535109426,False,0.20010024080166683,0,1.3070000000000002,18168,280,0,0.0,2800.0000000000005,False,-0.15822076916458747,0,0.23600000000000002,33754,45,89,1.0,3320.9523981554403,False,0.06289132924390645,3,0.8510000000000002,27620,116,0,0.0,2420.500266396679,False,-0.13472042578713825,0,0.2,46833,0,3,0.0,107.26016709598201,False,0.01527966227556771,0,1.082,45596,13,46,1.0,1992.5834003706343,False,0.008906080426697565,0,1.0460000000000003,53385,0,58,0.0,2494.000000000001,False,-0.03283941437852957,0,0.9380000000000002,53459,0,63,0.5,2709.000000000001,False,-0.029626285694053497,0.4375,306473,0.0,0.0,9,0,0,16,1,1.0,10,26,26,142.0,77.0,11,15,26,371,1.3148080045357347,45.395973509177566
28,26,0,0,0,10.000000000000002,20,10.0,20.56496559261922,40,19.5,28.225717619699658,16,37.0,35.218933996968104,4,17.0,43.000000000000014,16,43.0,2,0.45400000000000007,28272,0,10,1.0,205.6496559261922,False,0.2206325745488728,16,1.4670000000000003,17702,292,0,0.0,2920.0000000000005,False,-0.17568613955089046,0,0.23600000000000002,34042,61,83,1.0,3597.1974635848437,False,0.0756805045707381,0,0.8480000000000001,27144,130,0,0.0,2673.4455270404987,False,-0.14521075772021216,0,0.2,46833,0,3,0.0,105.65680199090431,False,0.015262302700146193,0,1.0820000000000003,45072,19,52,1.0,2367.6732026166346,False,0.0016205062971419875,0,1.0460000000000003,53729,0,50,0.0,2150.000000000001,False,-0.029794465983323595,0,0.9380000000000002,53735,0,59,0.4,2537.000000000001,False,-0.026262679908651547,0.425,306529,0.0,0.0,18,0,0,17,4,3.142857142857143,15,32,18,218.0,42.0,17,9,18,1808,1.4740964071825147,46.87006991636008
29,18,0,0,0,10.000000000000002,20,10.0,20.131988331240084,5,6.0,28.225717619699658,0,,36.22987121635469,10,49.0,43.000000000000014,20,43.0,0,0.45200000000000007,28152,2,20,1.0,422.63976662480167,False,0.22013765307202962,5,1.5010000000000003,17547,300,0,0.0,3000.0000000000005,False,-0.18063322722188763,0,0.23600000000000002,34012,56,93,1.0,3752.383085181513,False,0.07710890310605832,0,0.8480000000000003,27144,130,0,0.0,2617.158483061211,False,-0.14605542658751444,0,0.2,46833,0,3,0.0,108.68961364906406,False,0.015295138841180016,0,1.0820000000000003,45562,9,52,1.0,2137.984761827741,False,0.009744102139708341,0,1.0460000000000003,54000,0,43,0.5,1849.0000000000007,False,-0.027661231787844992,0,0.9380000000000002,53834,0,56,0.5,2408.000000000001,False,-0.02565191991077593,0.5,307084,0.0,0.0,18,0,0,4,1,1.0,16,20,25,41.0,50.0,5,13,25,1550,2.0529252495616674,48.92299516592175
30,25,0,0,0,10.000000000000002,20,10.0,20.516984742796474,13,25.0,21.59862301272411,47,7.382978723404255,35.57687673565806,21,31.761904761904763,43.000000000000014,20,43.0,0,0.45200000000000007,28387,1,17,1.0,358.78874062754005,False,0.2288735425584518,0,1.4960000000000004,17437,311,0,0.0,3110.0000000000005,False,-0.1829992256732341,0,0.23600000000000002,34012,59,78,1.0,2895.1946948174727,False,0.06424554600704513,22,1.0680000000000003,26528,130,0,0.0,2667.2080165635416,False,-0.16379231044503825,0,0.2,46797,0,4,0.1,142.30750694263224,False,0.014879577173974435,0,1.082,45918,45,41,1.0,2430.5899817345653,False,0.020620926157235264,0,1.0460000000000003,53720,11,44,1.0,2283.345644092239,False,-0.028773473152298355,0,0.9380000000000002,54307,0,45,0.0,1935.0000000000007,False,-0.021465115867367712,0.5125,307106,0.0,0.0,21,0,0,8,1,1.0,18,26,28,173.0,37.0,12,13,28,2377,1.376396362669766,50.299391528591514
31,28,0,0,0,10.000000000000002,20,10.0,21.174285588327333,56,22.910714285714285,23.252053126091774,16,37.0,35.57687673565806,0,,43.000000000000014,9,43.0,25,0.702,28785,3,10,1.0,241.74285588327334,False,0.2434772187878189,14,1.6360000000000001,17154,319,0,0.0,3190.0000000000005,False,-0.19345263701281942,0,0.23600000000000002,34228,77,72,1.0,3304.5678153798126,False,0.07687157200665998,0,1.0460000000000003,25621,158,0,0.0,3345.5371229557186,False,-0.18083470207755753,0,0.2,46797,0,4,0.0,142.30750694263224,False,0.014879577173974435,0,1.0820000000000003,45326,51,51,1.0,3000.2754229492416,False,0.013969764870284772,0,1.0460000000000003,54107,1,45,1.0,1970.5768767356587,False,-0.024690841461436578,0,0.9380000000000002,54307,0,45,0.0,1935.0000000000007,False,-0.021465115867367712,0.5,306325,0.0,0.0,14,0,0,16,5,4.571428571428571,11,27,31,114.0,45.0,13,15,31,1542,1.510951871983707,51.81034340057522
32,31,0,0,0,10.000000000000002,20,10.0,21.174285588327333,0,,22.874637815285784,3,6.0,34.653515015756334,45,32.0,43.000000000000014,20,43.0,0,0.6770000000000002,28745,0,17,0.7,359.96285500156466,False,0.24429929568531278,0,1.622,16994,335,0,0.0,3350.0000000000005,False,-0.196894089305687,0,0.23600000000000002,34228,67,82,1.0,3294.397435271366,False,0.07671895067786204,3,1.076,25552,158,0,0.0,3345.5371229557186,False,-0.1829055925604652,0,0.2,46797,0,4,0.0,138.61406006302533,False,0.014839588359531317,0,1.0820000000000003,46748,44,16,1.0,1560.9403041246758,False,0.029178020226117554,0,1.0460000000000003,53226,36,42,1.0,3053.526540567229,False,-0.030701519459634737,0,0.9380000000000002,54608,0,38,0.0,1634.0000000000005,False,-0.018800786021562484,0.4625,306898,0.0,0.0,16,0,0,10,1,1.0,18,28,29,199.0,66.0,14,17,29,2500,1.6951182531192899,53.50546165369451
33,29,0,0,0,10.000000000000002,20,10.0,20.01762045662162,17,7.529411764705881,22.874637815285784,0,,34.653515015756334,0,,43.000000000000014,20,43.0,0,0.677,28712,0,20,0.6,400.3524091324324,False,0.2437484386374522,14,1.7620000000000002,16610,349,0,0.0,3490.0000000000005,False,-0.2104017895551923,0,0.23600000000000002,34100,74,92,1.0,3585.770592796292,False,0.07724977629575161,0,1.0730000000000004,25552,158,0,0.0,3162.7840321462163,False,-0.18564806818712726,0,0.2,46797,0,4,0.0,138.61406006302533,False,0.014839588359531317,0,1.0820000000000003,46748,34,26,1.0,1678.7290761293812,False,0.030453314957768176,0,1.0460000000000003,53570,26,44,1.0,2792.991390409665,False,-0.026917774085987386,0,0.9380000000000002,55124,0,26,0.0,1118.0000000000005,False,-0.014233363428753518,0.45,307213,0.0,0.0,16,0,0,10,3,3.0,18,28,22,180.0,71.0,14,15,22,1087,1.3898203009739518,54.89528195466846
34,22,0,0,0,10.000000000000002,20,10.0,20.01156728014044,8,19.875,23.908838549958613,18,31.0,34.46497375196007,12,32.0,43.000000000000014,20,43.0,0,0.677,28721,0,26,0.9,520.3007492836514,False,0.24671558008439404,5,1.798,16455,360,0,0.0,3600.0000000000005,False,-0.21470360492127677,0,0.23600000000000002,34595,69,87,1.0,3460.86709617609,False,0.0902318061192727,3,1.1030000000000002,25369,161,0,0.0,3221.8623321026107,False,-0.19025387418436013,0,0.2,46797,0,4,0.0,137.8598950078403,False,0.014831423042028592,0,1.082,46574,42,24,1.0,1831.3305891453035,False,0.02833774267713243,0,1.0460000000000003,53573,28,45,1.0,2900.0192650548825,False,-0.025917297209491697,0,0.9380000000000002,55597,0,15,0.0,645.0000000000002,False,-0.0100465593853453,0.4875,307681,0.0,0.0,17,0,0,10,2,2.0,11,21,27,105.0,68.0,8,14,27,2098,1.124727914109826,56.02000986877829
35,27,0,0,0,10.0,20,10.0,20.1629113997448,2,33.0,23.908838549958613,0,,34.46497375196007,0,,43.00000000000002,20,43.0,0,0.677,28727,0,30,0.6,604.887341992344,False,0.24879306852775418,0,1.7930000000000004,16315,374,0,0.0,3740.0,False,-0.21771487567753592,0,0.23600000000000002,34595,59,97,1.0,3508.7691119309284,False,0.09095064545651027,0,1.1,25303,163,0,0.0,3286.5545581584024,False,-0.19126392511542362,0,0.2,46797,0,4,0.0,137.8598950078403,False,0.014831423042028592,0,1.082,46574,32,34,1.0,1936.8919411653183,False,0.029480651579278476,0,1.0460000000000003,54089,18,43,1.0,2469.369527535282,False,-0.020594388730723175,0,0.9380000000000002,55941,0,7,0.0,301.00000000000017,False,-0.007001610990139324,0.45,308341,0.0,0.0,17,0,0,7,0,0.0,18,25,27,135.0,103.0,11,16,27,1126,1.3091683723032475,57.329178241081536
36,27,0,0,0,10.0,20,10.0,19.687845431360266,34,17.529411764705884,23.820207052988053,4,21.0,34.46497375196007,0,,43.00000000000002,20,43.0,0,0.6770000000000002,29049,0,25,0.9,492.19613578400663,False,0.26022103019409804,20,1.9930000000000003,15939,385,0,0.0,3850.0,False,-0.23152370300266711,0,0.23600000000000002,34327,75,105,1.0,3977.7101479157654,False,0.08994432827989693,2,1.12,25001,171,0,0.0,3366.6215687626054,False,-0.19912630077789545,0,0.2,46761,0,5,0.1,172.32486875980038,False,0.014425032684002028,0,1.0820000000000003,46526,25,44,1.0,2111.9640214109445,False,0.030336762103580894,0,1.0460000000000003,54777,8,37,1.0,1866.7197900156812,False,-0.013749006054351663,0,0.9380000000000002,56113,0,3,0.0,129.00000000000006,False,-0.005479136792536336,0.5,308493,0.0,0.0,19,0,0,8,3,3.0,21,29,27,148.0,87.0,13,14,27,1544,1.2533785905689,58.582556831650436
37,27,0,0,0,10.0,20,10.0,19.10007286974463,47,16.97872340425532,22.046903690456435,11,3.0,34.46497375196007,0,,43.00000000000002,20,43.0,0,0.677,29279,1,25,1.0,487.5018217436157,False,0.27001423517473144,37,2.343000000000001,15182,394,0,0.0,3940.0,False,-0.2621526284091887,0,0.23600000000000002,33869,102,115,1.0,4483.601357116442,False,0.0837900500782802,11,1.2280000000000002,24375,181,0,0.0,3457.113189423778,False,-0.21655642141985387,0,0.2,46761,0,5,0.0,172.32486875980038,False,0.014425032684002028,0,1.0820000000000003,46493,26,54,1.0,2434.3280785577113,False,0.03311240638528516,0,1.0460000000000003,55078,0,38,0.8,1634.000000000001,False,-0.01048028749977871,10,1.0380000000000003,56089,0,0,0.0,0.0,False,-0.007045868960999876,0.475,307126,0.0,0.0,12,0,0,10,8,8.0,21,31,30,194.0,51.0,15,12,30,970,1.2076556533575058,59.79021248500794
38,30,0,0,0,10.0,20,10.0,18.583728209365674,8,6.0,21.26136767096424,5,3.0,34.46497375196007,0,,43.00000000000002,20,43.0,0,0.677,29235,0,30,0.9,557.5118462809702,False,0.269627287410328,4,2.346000000000001,14990,406,0,0.0,4060.0,False,-0.2678310246924202,0,0.23600000000000002,33821,100,125,1.0,4516.043779807098,False,0.08283627629591363,5,1.2670000000000001,24245,181,0,0.0,3363.654805895187,False,-0.221860577960095,0,0.2,46761,0,5,0.0,172.32486875980038,False,0.014425032684002028,0,1.082,46478,21,64,1.0,2652.2470412156936,False,0.035146998129270676,0,1.0460000000000003,55551,0,27,0.0,1161.0000000000007,False,-0.0062934834563704925,9,1.118,55965,0,0,0.0,0.0,False,-0.009241064315683254,0.3625,307046,0.0,0.0,13,0,0,8,5,5.0,20,28,33,132.0,68.0,13,17,33,709,1.4752175593748689,61.26543004438281
39,33,0,0,0,10.0,20,10.0,19.72606433617011,28,27.178571428571427,20.82658968927243,9,15.555555555555555,35.44587498599759,11,49.0,43.00000000000002,0,,0,0.677,29866,2,13,1.0,276.43883637021145,False,0.2907261214051925,1,2.3520000000000003,14899,414,0,0.0,4140.0,False,-0.2700249505291233,0,0.23600000000000002,33716,102,126,1.0,4636.208863137677,False,0.08148817286139565,0,1.2620000000000002,23729,197,0,0.0,3886.034674225512,False,-0.22950816839902888,0,0.2,46761,0,5,0.0,177.22937492998796,False,0.014478133593144217,0,1.0820000000000003,46877,20,63,1.0,2649.621917903297,False,0.043758492863984026,0,1.0460000000000003,55306,0,32,0.5,1376.0000000000007,False,-0.00872767185370085,0,1.1090000000000002,55671,0,6,0.6,258.0000000000001,False,-0.012162090392479686,0.5125,306825,0.0,0.0,16,0,0,14,1,1.0,15,29,38,125.0,93.0,13,20,38,1630,1.596944690681994,62.862374735064805
40,38,0,0,0,9.999999999999998,20,10.0,19.800952747288623,1,34.0,20.1075863958194,4,1.0,36.25181390474649,11,47.0,43.00000000000002,0,,0,0.6770000000000002,29790,3,22,1.0,465.6209604403497,False,0.2915258745685354,0,2.3510000000000004,14809,423,0,0.0,4229.999999999999,False,-0.27196076744386133,0,0.23600000000000002,33716,92,136,1.0,4556.319402581992,False,0.08028931544437104,4,1.302,23583,198,0,0.0,3920.588643963147,False,-0.23337152009419324,0,0.2,46761,0,5,0.0,181.25906952373245,False,0.01452176294930524,0,1.0820000000000003,47390,14,62,1.0,2529.118671635754,False,0.05356227313869067,0,1.0460000000000003,54789,1,42,1.0,1842.2518139047475,False,-0.01375314838896785,0,1.1090000000000002,55671,0,6,0.0,258.0000000000001,False,-0.012162090392479686,0.5,306509,0.0,0.0,11,0,0,12,1,1.0,23,35,32,234.0,65.0,19,19,32,751,1.611196949146688,64.47357168421149
41,32,0,0,0,9.999999999999998,20,10.0,20.57874868263113,20,27.25,20.266082007476392,1,36.0,34.41163255794349,15,17.0,43.00000000000002,7,43.0,0,0.677,30227,2,15,1.0,328.6812302394669,False,0.3073793605402966,3,2.3810000000000007,14654,434,0,0.0,4339.999999999999,False,-0.2762625828099458,0,0.23600000000000002,33734,85,145,1.0,4687.775529107723,False,0.08280223789891232,0,1.298,23056,215,0,0.0,4424.430966765693,False,-0.24162743529569175,0,0.2,46761,0,5,0.0,172.05816278971747,False,0.014422145068206828,0,1.0820000000000003,47609,5,57,1.0,2062.793465840161,False,0.05325559717026661,0,1.0460000000000003,54704,0,48,0.6,2064.000000000001,False,-0.013295094446509816,1,1.1190000000000002,55751,0,10,1.0,430.0000000000002,False,-0.009223361127339035,0.575,306496,0.0,0.0,14,0,0,18,2,2.0,13,31,34,159.0,52.0,17,15,34,1276,1.3646439230069518,65.83821560721844
42,34,0,0,0,9.999999999999998,20,10.0,20.911313730960302,15,24.733333333333334,20.43852110515982,1,36.0,34.25217080804795,10,32.0,43.00000000000002,0,,0,0.677,30486,3,12,1.0,280.9357647715236,False,0.31749410145340107,2,2.3980000000000006,14524,443,0,0.0,4429.999999999999,False,-0.2799191258711176,0,0.23600000000000002,33768,77,154,1.0,4757.703407478555,False,0.08487204609199778,0,1.298,22687,228,0,0.0,4767.779530658949,False,-0.24754975343409247,0,0.2,46761,0,5,0.0,171.26085404023974,False,0.014413512635502083,0,1.082,47893,0,53,0.6,1815.3650528265414,False,0.05672641403203203,0,1.0460000000000003,54619,0,53,0.5,2279.000000000001,False,-0.012896772708764848,0,1.118,55516,0,15,0.5,645.0000000000003,False,-0.011480517641227185,0.45,306254,0.0,0.0,12,0,0,8,1,1.0,21,29,31,176.0,87.0,13,21,31,925,1.3259279169142246,67.16414352413267
43,31,0,0,0,9.999999999999998,20,10.0,20.696781735025503,6,14.666666666666666,20.218217777361573,5,16.6,34.25217080804795,0,,43.00000000000002,0,,0,0.677,30398,7,20,1.0,483.93563470051004,False,0.318074843730115,4,2.4360000000000004,14416,449,0,0.0,4489.999999999999,False,-0.2832745418566635,0,0.23600000000000002,33752,73,162,1.0,4786.216346589436,False,0.08481971767744291,3,1.3280000000000003,22609,228,0,0.0,4718.866235585815,False,-0.25062477511951414,0,0.2,46761,0,5,0.0,171.26085404023974,False,0.014413512635502083,0,1.082,47810,0,58,0.5,1986.6259068667812,False,0.05678337310654583,0,1.0460000000000003,54619,0,53,0.0,2279.000000000001,False,-0.012896772708764848,0,1.118,55516,0,15,0.0,645.0000000000003,False,-0.011480517641227185,0.3125,305881,0.0,0.0,9,0,0,12,3,3.0,17,29,34,157.0,69.0,15,16,34,324,1.3753931717947125,68.53953669592738
44,34,0,0,0,9.999999999999998,20,10.0,21.651712869646484,29,26.82758620689655,21.588159208061835,18,27.555555555555557,34.25217080804795,0,,43.00000000000002,0,,9,0.7670000000000001,30862,8,10,1.0,296.51712869646485,False,0.334004067983663,0,2.432000000000001,14326,458,0,0.0,4579.999999999999,False,-0.28521035877140155,0,0.23600000000000002,34063,73,159,1.0,5013.092353566026,False,0.0975583353877071,5,1.3750000000000002,21871,247,0,0.0,5347.973078802682,False,-0.26333363728199105,0,0.2,46761,0,5,0.0,171.26085404023974,False,0.014413512635502083,0,1.0820000000000003,47314,8,68,1.0,2501.852888611755,False,0.0516213690545003,0,1.0460000000000003,54619,0,53,0.0,2279.000000000001,False,-0.012896772708764848,0,1.118,55516,0,15,0.0,645.0000000000003,False,-0.011480517641227185,0.375,305332,0.0,0.0,10,0,0,14,3,2.2105263157894735,15,29,35,196.0,107.0,13,21,35,766,1.6433469206094742,70.18288361653686
45,35,0,0,0,10.0,20,10.0,21.981385845456078,13,26.23076923076923,20.520875245074873,5,2.0,33.03694968587447,11,18.0,43.00000000000002,2,43.0,0,0.758,31029,11,11,1.0,351.79524430001686,False,0.342377080880582,4,2.472000000000001,14216,465,0,0.0,4650.0,False,-0.2884367202959649,0,0.23600000000000002,34019,67,169,1.0,4940.78076806321,False,0.09515262715062292,5,1.4200000000000002,21439,256,0,0.0,5627.234776436756,False,-0.27210848500199947,0,0.2,46761,0,5,0.0,165.18474842937235,False,0.01434772686201434,0,1.0820000000000003,47502,3,67,1.0,2275.038254688814,False,0.053236593563249106,0,1.0460000000000003,54705,0,51,0.0,2193.000000000001,False,-0.012135535609963355,0,1.118,55318,1,25,1.0,1108.036949685875,False,-0.010887133768071622,0.5,304989,0.0,0.0,10,0,0,20,2,2.0,14,34,28,235.0,75.0,20,15,28,781,1.9411577573046088,72.12404137384146
46,28,0,0,0,10.0,20,10.0,20.583492563753683,26,11.846153846153847,20.520875245074873,0,,34.19730594747051,12,47.0,43.00000000000002,0,,0,0.758,31094,12,14,1.0,408.1688958925516,False,0.34638580607185215,19,2.658000000000001,13860,474,0,0.0,4740.0,False,-0.30181536608448767,0,0.23600000000000002,33711,83,179,1.0,5381.666551659958,False,0.09252478393199016,0,1.4150000000000003,21439,256,0,0.0,5269.374096320943,False,-0.27747870439807704,0,0.2,46761,0,5,0.0,170.98652973735256,False,0.01441054253629574,0,1.082,48066,0,58,0.3,1983.4437449532898,False,0.06229232525230382,0,1.0460000000000003,54423,0,57,0.6,2451.0000000000014,False,-0.014844123426629136,0,1.118,55036,0,32,0.7,1376.0000000000007,False,-0.013507532706640466,0.44999999999999996,304390,0.0,0.0,10,0,0,14,1,1.0,15,29,31,140.0,57.0,14,14,31,939,1.4165777061134577,73.54061907995492
47,31,0,0,0,10.0,20,10.0,20.95660583489382,30,23.066666666666666,20.706054942634342,1,36.0,34.19730594747051,0,,43.00000000000002,6,43.0,3,0.788,31486,14,10,1.0,349.5660583489382,False,0.361988429371697,13,2.769000000000001,13624,482,0,0.0,4820.0,False,-0.3102469242020133,0,0.23600000000000002,33630,86,188,1.0,5695.006431016125,False,0.09479585868447621,0,1.4150000000000003,20864,273,0,0.0,5721.153392926013,False,-0.28795652040988606,0,0.2,46725,0,6,0.1,205.18383568482307,False,0.014001254148728012,0,1.0820000000000003,48066,0,58,0.0,1983.4437449532898,False,0.06229232525230382,0,1.0460000000000003,54423,0,57,0.0,2451.0000000000014,False,-0.014844123426629136,0,1.118,55294,0,26,0.0,1118.0000000000005,False,-0.011223821410235984,0.2625,304112,0.0,0.0,12,0,0,11,2,2.0,10,21,32,146.0,69.0,13,18,32,970,1.3626766772940755,74.903295757249
48,32,0,0,0,10.0,20,10.0,20.435143813143807,20,15.75,20.195738821104754,2,1.0,34.74771732347878,14,39.857142857142854,43.000000000000014,12,43.0,1,0.7950000000000002,31611,18,10,1.0,384.35143813143804,False,0.36811389998561983,9,2.846000000000001,13389,488,0,0.0,4880.0,False,-0.31906564570248647,0,0.23600000000000002,33315,96,198,1.0,5960.530092640547,False,0.08932636172515002,2,1.4350000000000003,20808,273,0,0.0,5578.794260988259,False,-0.2917735487111219,0,0.2,46725,0,6,0.0,208.4863039408727,False,0.014037009851896522,0,1.0820000000000003,48622,0,46,0.2,1598.3949968800239,False,0.07016299990125842,0,1.0460000000000003,54436,0,56,0.5,2408.000000000001,False,-0.014994600527555012,0,1.118,55239,0,29,0.9,1247.0000000000005,False,-0.011055641120965886,0.44999999999999996,304145,0.0,0.0,16,0,0,15,4,3.090909090909091,6,21,28,160.0,64.0,14,18,28,1274,3.056396434083581,77.95969219133258
49,28,0,0,0,10.0,20,10.0,20.258344130863627,3,9.666666666666666,17.397776412825017,54,13.796296296296296,34.74771732347878,0,,43.000000000000014,18,43.0,0,0.794,31561,13,20,1.0,535.1668826172726,False,0.3692068932852378,3,2.8670000000000004,13205,503,0,0.0,5030.0,False,-0.32375462445151854,0,0.23600000000000002,33707,89,196,1.0,5212.9568045605665,False,0.0898729974573152,42,1.8530000000000004,19571,273,0,0.0,5530.52794772577,False,-0.32962381902629473,0,0.2,46725,0,6,0.0,208.4863039408727,False,0.014037009851896522,0,1.0820000000000003,47877,44,56,1.0,2711.3743322791124,False,0.06608101093825504,0,1.0460000000000003,54694,0,50,0.0,2150.000000000001,False,-0.01271088923115053,0,1.1180000000000003,55755,0,17,0.0,731.0000000000002,False,-0.006488218528156921,0.375,303095,0.0,0.0,15,0,0,10,5,5.0,7,17,33,99.0,70.0,9,19,33,1395,1.5832739006727934,79.54296609200537
50,33,0,0,0,10.0,20,10.0,19.495550697496988,13,9.846153846153847,17.563635302462227,1,36.0,34.05111182173165,5,16.0,43.000000000000014,0,,0,0.794,31485,14,29,1.0,705.3709702274126,False,0.369598446404272,12,2.9840000000000004,12916,512,0,0.0,5120.0,False,-0.3342510539447647,0,0.23600000000000002,33649,91,205,1.0,5374.640350476982,False,0.0905585454316904,0,1.8110000000000004,19537,274,0,0.0,5341.780891114175,False,-0.3334766816063781,0,0.2,46725,0,6,0.0,204.3066709303899,False,0.013991757117974889,0,1.082,47921,35,61,1.0,2691.8450567118084,False,0.06682234097044036,0,1.0460000000000003,54694,0,50,0.0,2150.000000000001,False,-0.01271088923115053,0,1.118,55675,0,22,0.5,946.0000000000003,False,-0.006001380848690849,0.4375,302602,0.0,0.0,9,0,0,13,4,4.0,12,25,34,210.0,54.0,17,16,34,350,1.9772070134058595,81.52017310541123
51,34,0,0,0,10.000000000000002,20,10.0,18.99015600346235,29,16.20689655172414,17.23062589256275,7,12.428571428571429,33.008264334752944,36,29.5,43.000000000000014,10,43.0,0,0.794,31771,17,23,1.0,606.773588079634,False,0.37978089968337847,13,3.1020000000000008,12583,519,0,0.0,5190.000000000001,False,-0.34707046373569644,0,0.23600000000000002,33251,110,213,1.0,5759.040475496724,False,0.08438189134572963,5,1.8610000000000004,19407,274,0,0.0,5203.3027449486835,False,-0.33945642508855783,0,0.2,46725,0,6,0.0,198.04958600851768,False,0.013924011888098149,0,1.082,48896,32,35,1.0,1706.669280278361,False,0.07726845759379794,0,1.0460000000000003,55124,0,40,0.0,1720.0000000000005,False,-0.00890470373714306,0,1.118,54613,26,32,1.0,2234.214872703577,False,-0.013399411610604369,0.5,302370,0.0,0.0,17,0,0,12,4,4.0,6,18,26,202.0,72.0,18,16,26,2180,1.472890610806644,82.99306371621788
