index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,18,0,0,0,10.000000000000002,20,10.0,30.105189154253978,43,30.41860465116279,17.907421491781648,4,16.0,55.93396544001608,5,64.0,48.99999999999999,20,49.0,28,1.0200000000000002,69615,16,10,1.0,461.0518915425398,False,0.07916204607044386,0,0.2,62102,262,0,0.0,2620.0000000000005,False,-0.020240412842619203,4,0.6450000000000002,92088,173,0,0.0,5208.197723685938,False,-0.03782859460607662,0,0.6680000000000001,92244,167,0,0.0,5027.566588760415,False,-0.03716117162647761,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.623,133903,0,7,0.4,391.53775808011255,False,0.02690790580112614,9,1.7570000000000001,156299,0,5,0.5,244.99999999999997,False,-0.026387860152743976,9,1.5770000000000002,157657,0,0,0.0,0.0,False,-0.01869775490006909,0.2375,895367,0.0,0.0,12,0,0,16,13,12.117647058823529,14,30,16,144.0,88.0,8,10,16,618,1.918209900148213,63.00467539206147
27,16,0,0,0,10.000000000000002,20,10.0,30.089338010221276,34,30.0,17.63725644715573,8,16.0,55.93396544001608,0,,48.99999999999999,20,49.0,24,1.232,69799,16,10,1.0,460.89338010221275,False,0.08200374973040239,0,0.2,62002,272,0,0.0,2720.0000000000005,False,-0.021012947683940547,4,0.681,90988,207,0,0.0,6228.492968115804,False,-0.0438221156931575,4,0.7080000000000002,92164,167,0,0.0,5024.919447706953,False,-0.037987504711136745,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.623,133775,0,15,0.8,839.0094816002412,False,0.027641036419191533,6,1.8080000000000003,156460,0,0,0.0,0.0,False,-0.026148225144870255,9,1.6580000000000004,157496,0,0,0.0,0.0,False,-0.019699864932995564,0.225,894143,0.0,0.0,14,0,0,15,12,10.911764705882353,13,28,14,147.0,52.0,9,7,14,396,2.2341199731454253,65.2387953652069
28,14,0,0,0,10.000000000000002,20,10.0,30.089338010221276,0,,17.41462730520933,8,16.0,57.01194499505672,10,64.0,48.99999999999999,20,49.0,0,1.2080000000000002,69699,16,20,1.0,761.7867602044255,False,0.08278318624427872,0,0.2,61902,282,0,0.0,2820.0000000000005,False,-0.021785482525261888,4,0.7170000000000001,90908,207,0,0.0,6228.492968115804,False,-0.04463499990796215,4,0.7440000000000002,92084,167,0,0.0,5024.919447706953,False,-0.0388003889259414,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.623,134287,0,13,0.8,741.1552849357374,False,0.03118717802556084,12,1.9220000000000002,155883,0,5,0.5,244.99999999999997,False,-0.02897716309496393,8,1.729,157048,0,5,0.5,244.99999999999997,False,-0.0217258699995643,0.35,893270,0.0,0.0,12,0,0,14,13,13.0,13,27,13,126.0,35.0,7,7,13,840,1.832261011004448,67.07105637621135
29,13,0,0,0,10.000000000000002,20,10.0,30.089338010221276,0,,17.228950674786006,8,16.0,55.51874842120513,3,22.0,49.0,20,49.0,0,1.2080000000000002,69599,16,30,1.0,1062.6801403066384,False,0.08356262275815526,0,0.2,61802,292,0,0.0,2920.0000000000005,False,-0.022558017366583232,4,0.7530000000000001,90828,207,0,0.0,6228.492968115804,False,-0.045447884122766805,4,0.7800000000000002,92004,167,0,0.0,5024.919447706953,False,-0.03961327314074605,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.623,134225,0,18,0.8,999.3374715816924,False,0.03170095137872537,1,1.9200000000000004,156053,0,3,0.3,147.0,False,-0.028224024498789375,9,1.8110000000000002,157129,0,0,0.0,0.0,False,-0.021984177865194417,0.2625,893099,0.0,0.0,14,0,0,13,9,8.666666666666666,14,27,16,114.0,60.0,8,5,16,707,2.0157511234283447,69.08680749963969
30,16,0,0,0,10.000000000000002,20,10.0,30.089338010221276,0,,17.07253377385726,8,16.0,56.13955209880801,5,64.0,49.0,20,49.0,0,1.2080000000000002,69459,20,40,1.0,1403.573520408851,False,0.08403304533550304,0,0.2,61742,298,0,0.0,2980.0000000000005,False,-0.023021538271376037,4,0.7890000000000001,90748,207,0,0.0,6228.492968115804,False,-0.04626076833757146,4,0.8160000000000003,91924,167,0,0.0,5024.919447706953,False,-0.04042615735555071,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.623,134417,0,21,0.8,1178.9305940749682,False,0.03385890643670769,6,1.9790000000000003,156113,0,0,0.0,0.0,False,-0.02830805235869315,11,1.9120000000000004,156592,0,5,0.5,245.0,False,-0.02456414437853617,0.2875,892454,0.0,0.0,10,0,0,10,11,11.0,18,28,20,126.0,101.0,7,9,20,667,2.130409974604845,71.21721747424453
31,20,0,0,0,10.000000000000002,20,10.0,30.089338010221276,0,,17.07253377385726,0,,56.79703741897197,7,62.57142857142857,48.99999999999999,20,49.0,0,1.2080000000000002,69369,19,50,1.0,1694.4669005110638,False,0.0848897353335115,0,0.2,61632,309,0,0.0,3090.0000000000005,False,-0.023871326596829518,0,0.7850000000000001,90748,207,0,0.0,6228.492968115804,False,-0.04626076833757146,0,0.812,91924,167,0,0.0,5024.919447706953,False,-0.04042615735555071,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.623,134855,0,14,0.0,795.1585238656075,False,0.0357436096177418,6,2.0330000000000004,155596,0,7,0.7,342.99999999999994,False,-0.030458543143637846,9,1.9910000000000005,156694,0,0,0.0,0.0,False,-0.02469174223987153,0.2125,892277,0.0,0.0,15,0,0,12,7,6.666666666666666,19,31,21,183.0,132.0,11,9,21,834,2.366175441071391,73.58339291531593
32,21,0,0,0,10.000000000000002,20,10.0,30.170988496413646,20,31.0,16.939649764143216,8,16.0,58.07648979799607,15,63.333333333333336,49.0,20,49.0,0,1.2080000000000002,69909,17,40,1.0,1376.8395398565458,False,0.09077932959315638,0,0.2,61512,321,0,0.0,3210.0000000000005,False,-0.02479836840641513,4,0.8250000000000002,90358,217,0,0.0,6547.104503721761,False,-0.048604864585064494,4,0.8520000000000001,91534,177,0,0.0,5340.264963865216,False,-0.04278684670088288,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,1,0.633,135627,0,8,0.8,464.61191838396854,False,0.04038983006617903,8,2.107,155489,0,5,0.5,245.0,False,-0.03142953174697033,5,2.0320000000000005,156003,0,10,1.0,490.0,False,-0.027467773759655423,0.4125,891891,0.0,0.0,18,0,0,10,9,8.2,22,32,19,183.0,120.0,11,10,19,1803,2.1178703624755144,75.70126327779144
33,19,0,0,0,10.000000000000002,20,10.0,30.210323420631102,10,31.0,16.82594690901252,8,16.0,58.07648979799607,0,,49.0,20,49.0,0,1.2080000000000002,70089,20,40,1.0,1408.412936825244,False,0.09380437051408522,0,0.2,61442,328,0,0.0,3280.0000000000005,False,-0.02533914279534007,4,0.861,90278,217,0,0.0,6555.640182276949,False,-0.0493743830601181,4,0.8880000000000001,91144,187,0,0.0,5649.330479658016,False,-0.045179441753503,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,135499,0,16,0.8,929.2238367679371,False,0.041188589182402084,3,2.129,155702,0,0,0.0,0.0,False,-0.030866233871319114,2,2.047,156475,0,0,0.0,0.0,False,-0.026054860856088286,0.225,892088,0.0,0.0,19,0,0,4,5,5.0,25,29,17,162.0,120.0,9,10,17,1245,2.1596856517717242,77.86094892956316
34,17,0,0,0,10.000000000000002,20,10.0,30.45210808789641,18,33.0,16.72805892552633,8,16.0,58.07648979799607,0,,48.99999999999999,20,49.0,0,1.2080000000000002,70603,18,32,1.0,1154.4674588126852,False,0.09978421138726164,0,0.2,61322,340,0,0.0,3400.0000000000005,False,-0.02626618460492568,4,0.8970000000000002,90198,217,0,0.0,6608.107455073521,False,-0.04992070591335921,4,0.9240000000000002,90470,205,0,0.0,6242.682158018764,False,-0.04901345243093658,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,135371,0,24,0.8,1393.8357551519057,False,0.041987348298625146,10,2.226000000000001,155515,0,0,0.0,0.0,False,-0.032030175338134334,10,2.1450000000000005,156294,0,0,0.0,0.0,False,-0.027181456607390717,0.225,891232,0.0,0.0,11,0,0,8,11,11.0,21,29,14,132.0,98.0,9,8,14,794,2.1475204890593886,80.00846941862255
35,14,0,0,0,10.0,20,10.0,30.538139771466785,11,32.0,16.683083183378077,4,16.0,58.07648979799607,0,,49.0,20,49.0,0,1.2080000000000002,70845,19,31,1.0,1136.6823329154704,False,0.10338588372512791,0,0.2,61232,349,0,0.0,3490.0,False,-0.02696146596211489,4,0.933,90118,217,0,0.0,6626.776330408292,False,-0.0506387424152401,0,0.9200000000000002,90118,216,0,0.0,6596.2381906368255,False,-0.05079389223880087,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,135307,0,28,0.4,1626.1417143438898,False,0.042386727856736674,11,2.3260000000000005,155295,0,0,0.0,0.0,False,-0.03339951824026988,9,2.2250000000000005,156135,0,0,0.0,0.0,False,-0.028171118068479592,0.175,890509,0.0,0.0,12,0,0,5,12,12.0,21,26,13,144.0,93.0,8,6,13,552,2.2215016931295395,82.22997111175209
36,13,0,0,0,10.0,20,10.0,30.538139771466785,0,,16.600630185819877,8,16.0,58.6999793663401,10,63.0,48.99999999999999,20,49.0,0,1.2080000000000002,70735,20,41,1.0,1452.0637306301383,False,0.1041227382546132,0,0.2,61142,358,0,0.0,3580.0,False,-0.0276567473193041,4,0.9690000000000001,90038,217,0,0.0,6626.776330408292,False,-0.05145162663004475,4,0.9600000000000002,90038,216,0,0.0,6596.2381906368255,False,-0.05160677645360552,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,135809,0,26,0.8,1526.1994635248427,False,0.045848295989297606,9,2.4050000000000007,154826,0,5,0.5,244.99999999999997,False,-0.03555623331113338,11,2.3260000000000005,155596,0,5,0.5,244.99999999999997,False,-0.030763533153658946,0.35,889643,0.0,0.0,15,0,0,9,13,13.0,18,27,13,129.0,60.0,8,5,13,830,2.106110476888716,84.33608158864081
37,13,0,0,0,10.0,20,10.0,30.60097428821609,8,32.0,16.56288349657791,4,16.0,59.50746241237206,15,63.333333333333336,49.0,20,49.0,0,1.2080000000000002,70931,16,43,1.0,1475.8418943932918,False,0.10733476943228958,0,0.2,61002,372,0,0.0,3720.0,False,-0.028738296097153983,4,1.0050000000000001,89894,219,0,0.0,6701.613369119324,False,-0.052534606670124856,0,0.9560000000000002,89846,222,0,0.0,6793.416291983972,False,-0.05255593003107264,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,136695,0,15,0.4,892.6119361855808,False,0.050207190474348386,3,2.426000000000001,154398,0,10,1.0,490.0,False,-0.03745775265932616,7,2.3850000000000007,155423,0,5,0.5,245.0,False,-0.031840334617610995,0.3625,889648,0.0,0.0,21,0,0,5,7,6.5,25,30,18,126.0,78.0,7,6,18,1847,1.9516830379143357,86.28776462655514
38,18,0,0,0,10.0,20,10.0,30.683355937447164,12,31.833333333333332,16.56288349657791,0,,59.77985868632978,5,64.0,48.99999999999999,20,49.0,0,1.2080000000000002,71203,17,41,1.0,1428.0175934353338,False,0.11116789958155907,0,0.2,60912,381,0,0.0,3810.0,False,-0.02943357745434319,0,1.0010000000000001,89574,229,0,0.0,7026.488509675401,False,-0.054135606819715486,0,0.9560000000000002,89784,224,0,0.0,6873.071729988164,False,-0.05278122374644033,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,137015,0,10,0.0,597.7985868632978,False,0.05152888381844517,0,2.423000000000001,154839,0,1,0.0,48.99999999999999,False,-0.03608529761423121,6,2.4380000000000006,155265,0,5,0.5,244.99999999999997,False,-0.03282377179278107,0.1875,890051,0.0,0.0,22,0,0,5,3,3.0,27,32,21,162.0,117.0,9,9,21,1588,2.0566020160913467,88.34436664264649
39,21,0,0,0,10.0,20,10.0,30.55883190796264,36,30.0,16.526143950764357,4,16.0,60.04622476120798,5,64.0,48.999999999999986,20,49.0,0,1.2080000000000002,72163,19,15,1.0,648.3824786194396,False,0.11997761563780036,0,0.2,60832,389,0,0.0,3890.0,False,-0.030051605327400265,0,1.0010000000000001,89034,247,0,0.0,7548.031481266772,False,-0.05697286246371601,4,0.9960000000000002,89164,242,0,0.0,7395.23732172696,False,-0.05642820036718514,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,137271,0,9,0.4,540.4160228508719,False,0.053269579288780865,8,2.5030000000000006,154758,0,0,0.0,0.0,False,-0.036741959778664394,6,2.4920000000000004,155099,0,5,0.5,244.99999999999994,False,-0.033857003255301533,0.2375,889780,0.0,0.0,12,0,0,8,10,9.0,22,30,19,201.0,117.0,12,9,19,1698,2.1253239661455154,90.469690608792
40,19,0,0,0,9.999999999999998,20,10.0,30.55883190796264,0,,16.49056681931638,4,16.0,60.04622476120798,0,,48.999999999999986,20,49.0,0,1.2080000000000002,72073,18,25,1.0,943.970797699066,False,0.1208705756751882,0,0.2,60722,400,0,0.0,3999.999999999999,False,-0.030901393652853743,0,1.0010000000000001,89034,247,0,0.0,7548.031481266772,False,-0.05697286246371601,4,1.0320000000000003,89084,242,0,0.0,7395.23732172696,False,-0.057241084581989794,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,137207,0,13,0.4,780.6009218957038,False,0.05369912670634339,7,2.565000000000001,154653,0,0,0.0,0.0,False,-0.03739550980013818,8,2.5660000000000007,155213,0,0,0.0,0.0,False,-0.03390990968561132,0.175,889445,0.0,0.0,13,0,0,13,8,7.333333333333334,17,30,14,153.0,70.0,11,8,14,347,1.876974948681891,92.3466655574739
41,14,0,0,0,9.999999999999998,20,10.0,30.473596566275333,32,30.0,16.45628528136798,4,16.0,60.04622476120798,0,,48.999999999999986,20,49.0,7,1.2780000000000002,72788,15,10,1.0,454.7359656627533,False,0.12813831437272297,0,0.2,60592,413,0,0.0,4129.999999999999,False,-0.03190568894657149,0,1.0010000000000001,89034,247,0,0.0,7526.978351870007,False,-0.05707982344220902,4,1.0680000000000003,88044,274,0,0.0,8349.765459159442,False,-0.06295907402753927,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,137143,0,17,0.4,1020.7858209405357,False,0.05412867412390592,7,2.6280000000000006,154548,0,0,0.0,0.0,False,-0.03804905982161196,13,2.6880000000000006,154926,0,0,0.0,0.0,False,-0.035696279744306336,0.175,888534,0.0,0.0,12,0,0,6,12,11.4375,23,29,12,111.0,64.0,7,7,12,680,1.6536247869953513,94.00029034446925
42,12,0,0,0,9.999999999999998,20,10.0,30.619787967343083,20,32.0,16.423409209760457,4,16.0,60.174265185590954,5,62.0,48.99999999999999,20,49.0,10,1.3710000000000002,73058,17,10,1.0,476.19787967343075,False,0.13247580327920505,0,0.2,60512,421,0,0.0,4209.999999999999,False,-0.03252371681962857,4,1.0410000000000001,88634,257,0,0.0,7869.285507607172,False,-0.05940514399427345,0,1.0640000000000003,87724,284,0,0.0,8696.019782725436,False,-0.06445145667466631,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,137389,0,16,0.4,962.7882429694553,False,0.0557904362789349,11,2.7310000000000008,154331,0,0,0.0,0.0,False,-0.03939972986599113,9,2.7650000000000006,154457,0,5,0.5,244.99999999999997,False,-0.03785299481516983,0.2375,887564,0.0,0.0,13,0,0,4,13,13.0,23,27,13,108.0,77.0,6,6,13,830,1.6867424109950662,95.68703275546432
43,13,0,0,0,9.999999999999998,20,10.0,30.619787967343083,0,,16.3920247648675,4,16.0,60.62111510171475,15,62.666666666666664,48.99999999999999,20,49.0,0,1.3610000000000002,72988,14,20,1.0,752.3957593468616,False,0.13352797935282334,0,0.2,60382,434,0,0.0,4339.999999999999,False,-0.033528012113346314,4,1.077,88554,257,0,0.0,7869.285507607172,False,-0.0602180282090781,0,1.0640000000000003,87724,284,0,0.0,8696.019782725436,False,-0.06445145667466631,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.6320000000000001,138265,0,5,0.4,303.10557550857374,False,0.05997283599000097,9,2.8100000000000005,153878,0,5,0.5,244.99999999999997,False,-0.04145685636215385,6,2.8160000000000007,154003,0,10,1.0,489.99999999999994,False,-0.03991634559725136,0.3625,887253,0.0,0.0,14,0,0,6,6,6.0,22,28,18,162.0,72.0,9,4,18,1385,1.7455669371411204,97.43259969260544
44,18,0,0,0,9.999999999999998,20,10.0,30.619787967343083,0,,16.3920247648675,0,,60.900002385771316,10,63.0,48.99999999999999,20,49.0,0,1.3610000000000002,72868,16,30,1.0,1078.5936390202924,False,0.13419388800578075,0,0.2,60302,442,0,0.0,4419.999999999999,False,-0.034146039986403386,0,1.073,88554,257,0,0.0,7869.285507607172,False,-0.0602180282090781,0,1.064,87724,284,0,0.0,8696.019782725436,False,-0.06445145667466631,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,5,0.6820000000000002,138645,0,0,0.0,0.0,False,0.06172224987555998,4,2.841000000000001,153443,0,10,1.0,489.99999999999994,False,-0.04340194571177822,1,2.8200000000000007,154484,0,0,0.0,0.0,False,-0.03844741412041504,0.25,887479,0.0,0.0,17,0,0,9,5,4.25,24,33,20,165.0,114.0,10,8,20,1108,1.9388432363048196,99.37144292891026
45,20,0,0,0,10.0,20,10.0,30.56837595456088,17,30.0,16.3920247648675,0,,61.089560079916836,5,64.0,48.99999999999999,20,49.0,0,1.3610000000000002,73248,19,23,1.0,893.0726469549003,False,0.13863193849815297,0,0.2,60232,449,0,0.0,4490.0,False,-0.03468681437532833,0,1.073,88554,257,0,0.0,7856.072620322147,False,-0.06028515663099049,0,1.064,87214,301,0,0.0,9201.081162322826,False,-0.06706761590040727,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,5,0.7270000000000001,138715,0,0,0.0,0.0,False,0.0622582991920971,0,2.8370000000000006,153368,0,10,0.5,489.99999999999994,False,-0.04386876715568806,15,2.9690000000000003,154116,0,0,0.0,0.0,False,-0.04073795133853269,0.1875,886906,0.0,0.0,14,0,0,8,9,9.0,23,31,18,201.0,114.0,12,8,18,955,1.8338046660646796,101.20524759497494
46,18,0,0,0,10.0,20,10.0,30.56837595456088,0,,16.3920247648675,0,,61.27472067568573,5,64.0,48.99999999999999,20,49.0,0,1.3610000000000002,73138,20,33,1.0,1208.756406500509,False,0.13937112887812875,0,0.2,60142,458,0,0.0,4580.0,False,-0.035382095732517535,0,1.073,88554,257,0,0.0,7856.072620322147,False,-0.06028515663099049,0,1.064,87214,301,0,0.0,9201.081162322826,False,-0.06706761590040727,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,5,0.772,138785,0,0,0.0,0.0,False,0.06279434850863422,0,2.837000000000001,153391,0,8,0.5,391.99999999999994,False,-0.04403059858957681,13,3.084000000000001,153822,0,0,0.0,0.0,False,-0.04256789139865929,0.1875,886505,0.0,0.0,13,0,0,13,8,8.0,19,32,14,183.0,96.0,11,7,14,543,1.9409951511770487,103.14624274615198
47,14,0,0,0,10.0,20,10.0,30.56837595456088,0,,16.362194729508147,4,16.0,61.27472067568573,0,,48.99999999999999,20,49.0,0,1.3610000000000002,73028,21,43,1.0,1524.4401660461178,False,0.14011031925810477,0,0.2,60052,467,0,0.0,4670.0,False,-0.03607737708970674,4,1.1130000000000002,88474,257,0,0.0,7856.072620322147,False,-0.06109804084579514,0,1.0640000000000003,87214,301,0,0.0,9201.081162322826,False,-0.06706761590040727,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,138721,0,4,0.4,245.0988827027429,False,0.06324271119463476,2,2.8570000000000007,153762,0,0,0.0,0.0,False,-0.042941348553787166,10,3.171000000000001,153647,0,0,0.0,0.0,False,-0.04365714143444893,0.175,886357,0.0,0.0,12,0,0,10,8,8.0,17,27,17,144.0,78.0,8,6,17,592,1.694491958245635,104.84073470439762
48,17,0,0,0,10.0,20,10.0,30.445260098404013,51,30.0,16.33395948587341,4,16.0,61.27472067568573,0,,48.99999999999999,20,49.0,8,1.441,74258,21,10,1.0,514.4526009840401,False,0.1513121705214923,0,0.2,59952,477,0,0.0,4770.0,False,-0.03684991193102809,4,1.1490000000000002,87884,274,0,0.0,8342.0012669627,False,-0.06462428864013259,0,1.0640000000000003,86194,335,0,0.0,10199.162132965344,False,-0.07236111297584036,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,138657,0,8,0.4,490.1977654054858,False,0.06369107388063508,13,2.9850000000000008,153473,0,0,0.0,0.0,False,-0.04474016718431978,7,3.2310000000000003,153536,0,0,0.0,0.0,False,-0.044348037171435505,0.175,885413,0.0,0.0,13,0,0,15,13,12.470588235294118,14,29,16,165.0,81.0,10,7,16,1220,1.6470847427845001,106.48781944718212
49,16,0,0,0,10.0,20,10.0,30.51532445873839,10,32.0,16.284648295462894,8,16.0,61.27472067568573,0,,49.0,20,49.0,0,1.4330000000000003,74478,21,10,1.0,515.1532445873839,False,0.1547167365392555,0,0.2,59852,487,0,0.0,4870.0,False,-0.03762244677234943,4,1.1850000000000003,87804,274,0,0.0,8361.198901694319,False,-0.06533963876596897,4,1.1040000000000003,85794,345,0,0.0,10527.786938264744,False,-0.07475594706973158,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,138529,0,16,0.8,980.3955308109716,False,0.06458779925263616,13,3.1020000000000008,153181,0,0,0.0,0.0,False,-0.04655765867260878,7,3.2940000000000005,153448,0,0,0.0,0.0,False,-0.04489577433228973,0.225,884545,0.0,0.0,9,0,0,8,11,11.0,22,30,11,165.0,78.0,10,6,11,520,3.135774075984955,109.62359352316707
50,11,0,0,0,10.0,20,10.0,30.538435996301207,10,31.0,16.24891534212571,7,16.0,61.48842233024172,10,63.0,49.0,20,49.0,0,1.4330000000000003,74678,22,10,1.0,525.384359963012,False,0.1578859148354733,0,0.2,59762,496,0,0.0,4960.0,False,-0.03831772812953864,0,1.181,87804,274,0,0.0,8367.53146298653,False,-0.06530746602150832,7,1.1700000000000002,85344,355,0,0.0,10841.144778686928,False,-0.07773639801510479,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139047,0,13,0.7,799.3494902931424,False,0.06786135272157265,12,3.2090000000000005,152611,0,5,0.5,245.0,False,-0.04934302662127087,8,3.367000000000001,152993,0,5,0.5,245.0,False,-0.046965349400290055,0.3375,883698,0.0,0.0,15,0,0,7,13,13.0,24,31,13,129.0,39.0,8,3,13,1140,1.4336483757942915,111.05724189896137
51,13,0,0,0,10.000000000000002,20,10.0,30.45218670824505,36,30.0,16.21469178215314,8,16.0,61.52135943806161,5,62.0,49.0,20,49.0,26,1.6930000000000003,74846,22,10,1.0,524.5218670824505,False,0.16047496884430684,0,0.2,59662,506,0,0.0,5060.000000000001,False,-0.03909026297085998,4,1.221,87724,274,0,0.0,8343.899158059145,False,-0.06624041478403113,4,1.203,84184,391,0,0.0,11906.805002923815,False,-0.08410910428835126,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139229,0,16,0.8,984.3417510089857,False,0.0699634021940077,5,3.2470000000000008,152796,0,0,0.0,0.0,False,-0.048954008751346,5,3.4090000000000007,152863,0,5,0.5,245.0,False,-0.04777450656973379,0.2875,882763,0.0,0.0,16,0,0,4,9,8.444444444444445,25,29,13,126.0,63.0,7,6,13,1000,1.450045634061098,112.50728753302246
52,13,0,0,0,10.000000000000002,20,10.0,30.419039187996336,16,30.0,16.199456542207553,4,16.0,55.43718293066153,12,20.0,49.0,20,49.0,6,1.727,75116,18,10,1.0,484.1903918799634,False,0.16433508228948399,0,0.2,59522,520,0,0.0,5200.000000000001,False,-0.04017181174870987,4,1.2570000000000001,87644,274,0,0.0,8334.816737510997,False,-0.06709944247568464,0,1.199,83704,407,0,0.0,12380.548949514508,False,-0.08657954097691146,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139405,0,8,0.4,443.4974634452922,False,0.06924033182771872,8,3.3220000000000005,152435,2,10,1.0,600.8743658613231,False,-0.04933096904083351,7,3.4740000000000006,153002,0,0,0.0,0.0,False,-0.04767180585207362,0.3,882287,0.0,0.0,14,0,0,5,9,8.125,26,31,18,132.0,72.0,9,4,18,636,1.6407831814140081,114.14807071443647
53,18,0,0,0,10.000000000000002,20,10.0,30.419039187996336,0,,16.156317771332986,14,16.0,55.43718293066153,0,,49.0,20,49.0,0,1.721,75056,14,20,1.0,748.3807837599268,False,0.1654490033045945,0,0.2,59382,534,0,0.0,5340.000000000001,False,-0.04125336052655975,7,1.323,87504,274,0,0.0,8334.816737510997,False,-0.06852198985159279,7,1.2690000000000001,83564,407,0,0.0,12380.548949514508,False,-0.08800208835281961,0,0.2,131459,0,0,0.0,0.0,False,0.006692958609334916,0,0.7670000000000001,139181,4,18,1.0,1062.4945638372394,False,0.06989506667625395,1,3.324000000000001,152916,0,2,0.2,98.0,False,-0.04790210443106915,9,3.557000000000001,152846,0,0,0.0,0.0,False,-0.048642794455406105,0.275,881908,0.0,0.0,17,0,0,4,8,8.0,27,31,15,180.0,99.0,10,8,15,690,1.7298139361664653,115.87788465060294
