index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
34,15,0,0,0,10.000000000000002,20,10.0,19.727283855357474,0,,37.26293824433242,5,43.0,40.0,16,40.0,0,2.846000000000001,25036,11,25,1.0,603.1820963839368,False,0.1339774010110977,0,0.5510000000000002,24140,0,38,0.9,749.636786503584,False,0.09715442146669322,0,0.2,26305,187,172,1.0,10098.227458977024,False,-0.03436668526367379,0,0.2,27715,137,217,1.0,10788.695487204108,False,0.019690414031476897,0,1.217,46525,46,14,1.0,2274.095159239291,False,-0.04799665275902031,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8166666666666668,199786,0.0,0.0,12,0,0,7,0,0.0,10,17,25,78.0,72.0,6,9,25,1055,1.114617185026873,117.61981737596216
35,25,0,0,0,10.0,20,10.0,19.735621075842513,65,19.76923076923077,37.26293824433242,0,,40.0,11,40.0,20,3.0460000000000003,25536,11,10,1.0,307.35621075842516,False,0.14973496712223466,0,0.5510000000000002,24245,0,28,1.0,552.5973901235903,False,0.09744444571526119,0,0.2,25360,227,182,1.0,11261.84074468475,False,-0.0455521905653719,0,0.2,27375,142,227,1.0,11261.145174233096,False,0.01649438211014933,0,1.217,46965,36,13,1.0,1861.465776795967,False,-0.04332901451317315,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,199546,0.0,0.0,15,0,0,9,1,0.8,12,21,23,147.0,93.0,9,16,23,1425,2.2184661490027793,119.83828352496494
36,23,0,0,0,10.0,20,10.0,20.208538392812724,71,22.169014084507044,37.70786747231639,25,40.0,40.0,10,40.0,36,3.386000000000001,25445,11,10,1.0,312.08538392812727,False,0.14576811188525166,0,0.5510000000000002,24385,0,13,1.0,262.7109991065654,False,0.09722321426572159,0,0.2,24643,245,192,1.0,12191.002460923864,False,-0.05332610931746442,0,0.2,27518,175,212,1.0,11530.5621228733,False,0.02504715310861245,0,1.217,46365,51,13,1.0,2443.101241088136,False,-0.04950463156808012,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,198421,0.0,0.0,14,0,0,8,4,3.2857142857142856,8,16,17,72.0,101.0,4,19,17,1840,1.055398149008397,120.89368167397333
37,17,0,0,0,10.0,20,10.0,20.490475295957072,21,24.904761904761905,38.11630873777682,47,39.319148936170215,40.0,10,40.0,6,3.4100000000000006,25709,8,10,1.0,284.9047529595707,False,0.15697513321159082,0,0.5510000000000002,24300,3,18,1.0,398.8285553272273,False,0.09646501421695375,0,0.2,25774,240,174,1.0,11549.951791402864,False,-0.028365386643011057,0,0.2,27712,181,203,1.0,11446.386702336924,False,0.029725696063087833,0,1.2170000000000003,44917,88,13,1.0,3874.23516892436,False,-0.064134273754875,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,198477,0.0,0.0,15,0,0,9,1,0.8571428571428571,10,19,16,102.0,42.0,8,9,16,2754,0.976065362978261,121.8697470369516
38,16,0,0,0,10.0,20,10.0,20.427892752437536,18,19.333333333333332,38.11630873777682,0,,40.0,8,40.0,0,3.4040000000000004,25877,6,12,1.0,305.1347130292504,False,0.16494662354612533,0,0.5510000000000002,24280,5,18,1.0,417.70206954387567,False,0.09599225898549671,0,0.2,25724,235,184,1.0,11813.955604573755,False,-0.025839919855655136,0,0.2,27414,184,213,1.0,11877.506027594969,False,0.027186726633738303,0,1.217,45237,78,15,1.0,3573.072081546592,False,-0.06075030378960761,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,198597,0.0,0.0,11,0,0,9,0,0.0,9,18,16,78.0,30.0,6,10,16,868,0.9674004160333425,122.83714745298494
39,16,0,0,0,10.0,20,10.0,20.36981517052783,20,19.5,38.46562340394245,23,41.0,40.00000000000001,8,40.0,0,3.4040000000000004,26067,6,12,1.0,304.43778204633395,False,0.17343442942280554,0,0.5510000000000002,24280,5,18,1.0,416.6566730695009,False,0.09596886575970054,0,0.2,26084,230,184,1.0,11762.732195546812,False,-0.015541543031308683,0,0.2,27607,189,210,1.0,11927.675982057674,False,0.033903233477943794,0,1.217,44614,91,17,1.0,4180.371729758764,False,-0.06712901498293461,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,198717,0.0,0.0,14,0,0,6,0,0.0,9,15,18,39.0,39.0,3,13,18,1853,1.0064345310092904,123.84358198399423
40,18,0,0,0,9.999999999999998,20,10.0,19.988513838998443,30,16.333333333333332,38.59452562396067,5,43.0,40.00000000000001,7,40.0,0,3.4040000000000004,26257,6,12,1.0,299.8621660679813,False,0.1818354405224664,2,0.5710000000000002,24332,5,10,1.0,249.88513838998443,False,0.09456420377707621,0,0.2,25989,230,194,1.0,12084.696154018013,False,-0.013509452509731864,0,0.2,27427,199,215,1.0,12275.537263112234,False,0.03371631141226101,0,1.217,44679,86,20,1.0,4119.129203660618,False,-0.06644233293058406,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,198749,0.0,0.0,13,0,0,10,1,0.4,10,20,18,99.0,30.0,8,10,18,1130,1.0878107309690677,124.9313927149633
41,18,0,0,0,9.999999999999998,20,10.0,19.833978469169708,5,11.0,37.87207871440664,5,15.0,40.00000000000001,9,40.0,0,3.4040000000000004,26167,5,22,1.0,486.34752632173354,False,0.18198056584142797,0,0.5690000000000002,24277,6,15,1.0,357.5096770375456,False,0.09451104719471773,0,0.2,25989,220,204,1.0,12089.37932095629,False,-0.013437337219644496,0,0.2,27447,194,220,1.0,12179.649140188383,False,0.03285569972572194,0,1.217,44964,81,21,1.0,3907.638375866938,False,-0.06286189577682073,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,198909,0.0,0.0,11,0,0,8,0,0.0,11,19,23,96.0,48.0,7,11,23,690,0.9548351579578593,125.88622787292115
42,23,0,0,0,9.999999999999998,20,10.0,19.456266328719476,26,15.653846153846153,37.87207871440664,0,,40.00000000000001,12,40.0,0,3.4040000000000004,26270,5,25,1.0,536.4066582179869,False,0.18771049629023423,4,0.6090000000000002,24285,6,10,1.0,254.56266328719477,False,0.09256540152361246,0,0.2,25632,231,214,1.0,12599.02236681722,False,-0.01658419515218327,0,0.2,27397,189,230,1.0,12387.812440441507,False,0.03452128796491398,0,1.217,45444,71,19,1.0,3448.9175887228716,False,-0.05785561181740859,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,199093,0.0,0.0,12,0,0,10,1,0.4444444444444444,11,21,24,152.0,87.0,9,14,24,988,1.071588563034311,126.95781643595546
43,24,0,0,0,9.999999999999998,12,10.0,19.98717284707161,38,23.605263157894736,38.40374070856716,17,43.0,40.00000000000001,7,40.0,3,3.4340000000000006,26940,2,10,1.0,219.87172847071608,False,0.21061295489775145,0,0.6050000000000001,24320,1,10,1.0,209.87172847071608,False,0.09313175189023264,0,0.2,25075,244,224,1.0,13479.308093404517,False,-0.02018312144434072,0,0.2,27788,194,223,1.0,12441.545710342369,False,0.04739060225350121,0,1.217,44993,78,22,1.0,3875.4917752682386,False,-0.06260369744064478,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,199181,0.0,0.0,12,0,0,6,1,0.375,9,15,30,152.0,126.0,9,15,30,1796,1.1609958170447499,128.11881225300021
44,30,0,0,0,10.0,4,10.0,19.919008974922036,22,19.09090909090909,37.12739157414515,42,32.642857142857146,40.00000000000001,11,40.0,2,3.451000000000001,27201,0,6,0.6,119.51405384953222,False,0.22004820206430212,0,0.6050000000000001,24390,0,1,0.1,19.919008974922036,False,0.09201394130359211,0,0.2,25497,255,205,1.0,12690.462561304876,False,-0.019333807186558707,0,0.2,28317,185,220,1.0,11853.04280667251,False,0.05462030807934269,0,1.217,44062,110,21,1.0,4924.013073155967,False,-0.07072792296858123,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.6166666666666667,199532,0.0,0.0,9,0,0,8,2,2.0,10,18,35,201.0,189.0,12,18,35,2211,1.4419932420132682,129.56080549501348
45,35,0,0,0,10.0,20,10.0,19.749106445506648,19,17.42105263157895,37.12739157414515,0,,40.00000000000001,0,,3,3.4790000000000005,27300,0,9,0.9,177.74195800955982,False,0.22578190919283833,9,0.6950000000000001,24114,1,10,1.0,207.49106445506646,False,0.08385900162135404,0,0.2,25462,250,215,1.0,12919.665799817869,False,-0.016882263630768852,0,0.2,28021,189,230,1.0,12271.88118025414,False,0.05195382168546575,0,1.2170000000000003,44062,100,31,1.0,4952.739157414515,False,-0.07044103508025053,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8166666666666668,199024,0.0,0.0,6,0,0,10,3,2.1333333333333333,10,20,30,237.0,212.0,14,21,30,200,1.48567499400815,131.04648048902163
46,30,0,0,0,9.999999999999998,20,10.0,19.446194418729835,25,16.4,37.45254078805326,10,43.0,40.00000000000001,0,,1,3.486000000000001,27476,0,9,0.9,175.01574976856853,False,0.23359773876138035,5,0.736,24004,2,10,1.0,214.46194418729834,False,0.07909196974998434,0,0.2,25642,245,220,1.0,13003.876605960526,False,-0.010041937080989745,0,0.2,27861,199,235,1.0,12671.139774519754,False,0.05317431127994682,0,1.217,43632,100,41,1.0,5385.254078805327,False,-0.07471033577543863,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8166666666666668,198680,0.0,0.0,10,0,0,8,2,1.1,3,11,39,187.0,125.0,11,19,39,700,1.3024171269498765,132.3488976159715
47,39,0,0,0,9.999999999999998,20,10.0,18.757249058484543,19,9.736842105263158,37.61808573702378,5,43.0,40.00000000000001,0,,0,3.4850000000000008,27426,0,14,0.9,262.6014868187836,False,0.23331994018122953,5,0.7810000000000001,23919,3,10,1.0,217.57249058484544,False,0.0753574223636065,0,0.2,25807,240,225,1.0,12965.809064866642,False,-0.005546518865619953,0,0.2,27726,203,245,1.0,13024.15256444319,False,0.05445261109398186,0,1.217,43417,95,51,1.0,5613.718145017259,False,-0.07672307854771532,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8166666666666668,198360,0.0,0.0,10,0,0,16,1,1.0,4,20,42,285.0,87.0,20,19,42,555,1.600071510009002,133.9489691259805
48,42,0,0,0,9.999999999999998,20,10.0,18.706191917200588,33,18.333333333333332,37.61808573702378,0,,40.00000000000001,0,,14,3.625000000000001,27490,0,9,0.9,168.3557272548053,False,0.23407527137609216,0,0.776,23859,4,15,1.0,320.5928787580088,False,0.0749774632733175,0,0.2,25499,247,235,1.0,13460.679551749134,False,-0.007411771608421101,0,0.2,27429,209,255,1.0,13502.205973635988,False,0.05266716928912813,0,1.217,43417,85,61,1.0,5637.537287647022,False,-0.07648519636825106,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8166666666666668,197759,0.0,0.0,8,0,0,12,3,3.0,3,15,54,270.0,156.0,15,27,54,656,1.6197847839794122,135.56875390995992
49,54,0,0,0,9.999999999999998,20,10.0,17.96808800755171,31,12.096774193548388,37.86737254608421,12,41.0,40.00000000000001,0,,6,3.671000000000001,27376,0,10,1.0,179.6808800755171,False,0.22922665771740774,1,0.786,23975,4,10,1.0,219.6808800755171,False,0.07791086824372354,0,0.2,25259,253,245,1.0,13823.432539701214,False,-0.009217238378484533,0,0.2,27786,214,253,1.0,13425.616087775372,False,0.06248253907877074,0,1.217,42925,87,71,1.0,6134.461411509326,False,-0.08134963136413334,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,197386,0.0,0.0,12,0,0,7,3,1.7,8,15,39,270.0,205.0,15,39,39,917,1.4768387350486591,137.04559264500858
50,39,0,0,0,9.999999999999998,20,10.0,17.554539479004944,15,10.666666666666666,38.10451813202934,12,41.0,40.00000000000001,0,,4,3.705000000000001,27320,0,10,1.0,175.54539479004944,False,0.2266278507606079,0,0.7850000000000001,23895,4,19,1.0,373.53625010109397,False,0.07777336757297477,0,0.2,25701,248,243,1.0,13612.923696876356,False,0.0011537372478650756,0,0.2,27676,214,263,1.0,13778.159717230774,False,0.06452355585510881,0,1.217,42433,89,81,1.0,6631.302113750611,False,-0.08621489949315275,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,197090,0.0,0.0,9,0,0,8,1,1.0,8,16,42,277.0,128.0,16,23,42,812,1.454022885998711,138.4996155310073
51,42,0,0,0,9.999999999999998,20,10.0,20.052125782993627,71,28.43661971830986,38.202560381218824,5,41.0,40.00000000000001,0,,21,3.911000000000001,27516,1,10,1.0,210.52125782993627,False,0.23618244848348416,21,0.9950000000000001,24310,3,10,1.0,230.52125782993627,False,0.09314628665032984,0,0.2,24960,272,248,1.0,14928.413187516537,False,-0.0014103297271861246,0,0.2,26603,241,273,1.0,15261.861297774203,False,0.054324935290640614,0,1.217,42228,84,91,1.0,6849.015072022381,False,-0.08813527342432462,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,195682,0.0,0.0,10,0,0,11,4,3.309090909090909,4,15,41,255.0,126.0,15,27,41,894,1.620131237024907,140.1197467680322
52,41,0,0,0,9.999999999999998,20,10.0,20.546107280295956,21,27.095238095238095,38.303991488322,5,41.0,40.00000000000001,0,,0,3.890000000000001,27556,3,13,1.0,297.0993946438474,False,0.2399100294182744,4,1.0140000000000002,24538,1,10,1.0,215.46107280295956,False,0.10301336092022374,0,0.2,24626,282,253,1.0,15484.912099588926,False,-0.0031273159903153014,0,0.2,26573,232,283,1.0,15606.726480223788,False,0.05871152571949171,0,1.217,42023,79,101,1.0,7066.015327577439,False,-0.09006276512955722,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,195381,0.0,0.0,11,0,0,8,3,2.1818181818181817,6,14,44,222.0,228.0,14,27,44,595,1.7091562069836073,141.8289029750158
53,44,0,0,0,9.999999999999998,20,10.0,20.204532346837404,10,11.0,38.74086132723232,24,41.0,40.00000000000001,0,,0,3.890000000000001,27521,2,18,1.0,383.68158224307325,False,0.24028109519877983,0,1.0100000000000002,24483,2,15,1.0,323.06798520256103,False,0.10295980990875771,0,0.2,25350,277,244,1.0,15049.425623918647,False,0.012464207328590247,0,0.2,26723,227,288,1.0,15743.796904974999,False,0.06544189875230975,0,1.2170000000000003,41039,93,111,1.0,8042.900103432607,False,-0.09996104960119238,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,195181,0.0,0.0,11,0,0,8,0,0.0,7,15,45,260.0,147.0,15,29,45,1294,1.4647304049576633,143.29363337997347
54,45,0,0,0,9.999999999999998,20,10.0,20.00563372349957,5,10.0,38.8948456637251,5,43.0,40.00000000000001,0,,0,3.890000000000001,27491,0,23,1.0,460.12957564049015,False,0.24064915806571086,0,1.0100000000000002,24363,4,25,1.0,540.1408430874892,False,0.10244676072071893,0,0.2,25300,272,254,1.0,15320.823171378059,False,0.015103528971020252,0,0.2,26938,217,293,1.0,15737.412297470863,False,0.07196508003496857,0,1.217,40824,88,121,1.0,8262.746418407809,False,-0.1020598580005212,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,194981,0.0,0.0,8,0,0,10,0,0.0,7,17,42,261.0,128.0,17,28,42,465,2.4006610270007513,145.69429440697422
55,42,0,0,0,9.999999999999998,20,10.0,20.001148176052812,31,19.967741935483872,38.97614583688956,5,41.0,40.00000000000001,0,,0,3.890000000000001,27546,0,18,1.0,360.02066716895064,False,0.24087049470034355,0,1.0100000000000002,24727,4,19,1.0,420.0218153450034,False,0.11604953936951763,0,0.2,24681,293,264,1.0,16150.038916522317,False,0.008808729850975005,0,0.2,27143,207,298,1.0,15755.12913183602,False,0.07855141872245175,0,1.217,40619,83,131,1.0,8475.020104461833,False,-0.10403455403513602,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,194781,0.0,0.0,11,0,0,8,0,0.0,6,14,37,212.0,122.0,14,28,37,1024,1.4084454579860903,147.1027398649603
56,37,0,0,0,9.999999999999998,20,10.0,21.011764817558248,69,24.463768115942027,39.059417480198135,5,41.0,40.00000000000001,0,,20,4.090000000000001,27613,3,10,1.0,240.11764817558247,False,0.24118594808842603,12,1.1300000000000001,25195,1,10,1.0,220.11764817558247,False,0.1325214296494715,0,0.2,23449,333,274,1.0,17699.198073821186,False,-0.005278748478269387,0,0.2,26892,216,303,1.0,16373.544697092617,False,0.08034408218498018,0,1.217,40414,78,141,1.0,8686.634563455456,False,-0.10601583378152941,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,193628,0.0,0.0,9,0,0,10,6,4.895604395604396,3,13,40,209.0,82.0,13,24,40,1069,1.2379760609474033,148.34071592590772
57,40,0,0,0,9.999999999999998,20,10.0,20.910574867200374,14,18.928571428571427,39.307080765192836,16,41.0,40.00000000000001,0,,2,4.090000000000001,27690,1,10,1.0,219.10574867200376,False,0.24416187228499825,0,1.118,25135,3,18,1.0,406.39034760960675,False,0.1340044384982458,0,0.2,23329,329,284,1.0,18042.79006862369,False,-0.0036835529931676953,0,0.2,27403,214,297,1.0,16149.06600884315,False,0.09262497703792957,0,1.217,39758,84,151,1.0,9341.794784276199,False,-0.11257570374237298,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,193380,0.0,0.0,11,0,0,10,1,0.4,6,16,33,240.0,147.0,16,24,33,1066,1.5034327320172451,149.84414865792496
58,33,0,0,0,10.0,20,10.0,20.813370183602668,31,20.0,37.72975121292161,26,30.884615384615383,40.00000000000001,9,40.0,21,4.298000000000001,27736,0,8,0.8,166.50696146882134,False,0.2450435678810602,0,1.1180000000000003,25005,6,28,1.0,642.7743651408747,False,0.13347597487336366,0,0.2,24132,319,268,1.0,16751.038413632243,False,0.0011555037516513566,0,0.2,26783,235,307,1.0,16474.175615513563,False,0.0785367356869967,0,1.217,39315,100,152,1.0,9852.975121292162,False,-0.11631903404282264,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.7999999999999999,193036,0.0,0.0,11,0,0,7,1,0.6774193548387096,3,10,32,180.0,99.0,10,23,32,1363,1.168469121970702,151.01261777989566
59,32,0,0,0,10.0,20,10.0,21.46257499693291,18,30.88888888888889,37.97208348020931,10,41.0,40.00000000000001,10,40.0,0,4.277000000000001,27666,0,15,0.7,321.93862495399367,False,0.24538888795546895,0,1.1180000000000003,25431,9,20,1.0,519.2514999386583,False,0.14977737871327101,0,0.2,24277,311,273,1.0,17041.239614143276,False,0.010089923223641347,0,0.2,26492,241,312,1.0,17019.770620086136,False,0.07797614136258305,0,1.217,39305,100,152,1.0,9877.208348020931,False,-0.1162767567360339,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.7833333333333333,193236,0.0,0.0,14,0,0,7,0,0.0,4,11,32,168.0,94.0,11,21,32,1566,1.2855113709811121,152.29812915087678
60,32,0,0,0,10.0,20,10.0,21.124062205514957,17,16.11764705882353,36.79707652186377,31,32.193548387096776,40.00000000000001,9,40.0,0,4.277000000000001,27710,0,13,0.8,274.61280867169444,False,0.24629906929537443,0,1.1180000000000003,25461,11,23,1.0,595.853430726844,False,0.15283417093463217,0,0.2,24523,311,273,1.0,16615.18523638396,False,0.011105408629257116,0,0.2,26970,238,301,1.0,16103.446837993557,False,0.07858710868484073,0,1.217,38667,121,153,1.0,10572.446259145518,False,-0.12207683751976907,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.7999999999999999,193396,0.0,0.0,16,0,0,8,0,0.0,6,14,39,226.0,84.0,14,18,39,1832,1.3075326349935494,153.60566178587032
61,39,0,0,0,10.0,20,10.0,20.74179350728585,49,18.85714285714286,36.79707652186377,0,,40.00000000000001,0,,11,4.3870000000000005,27562,0,9,0.9,186.67614156557264,False,0.23770757567055073,2,1.1380000000000001,25983,12,10,1.0,327.4179350728585,False,0.17018926635948933,0,0.2,24089,325,283,1.0,17154.655545555346,False,0.0060464358724260266,0,0.2,26480,253,311,1.0,16691.56455564295,False,0.07255258016080923,0,1.2170000000000003,38667,111,163,1.0,10604.475493926879,False,-0.1217569610114164,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8166666666666668,192846,0.0,0.0,10,0,0,14,4,2.8,5,19,34,282.0,135.0,19,20,34,880,1.5388907850137912,155.14455257088412
62,34,0,0,0,10.0,20,10.0,20.63132726242955,22,19.318181818181817,37.18621381779583,14,41.0,40.00000000000001,0,,6,4.436000000000001,27583,4,10,1.0,246.3132726242955,False,0.2399819475614102,0,1.1360000000000003,26038,8,13,1.0,348.20725441158413,False,0.17311598761214614,0,0.2,24323,331,279,1.0,17203.922979029216,False,0.014011748984127128,0,0.2,26395,249,321,1.0,17073.97512385742,False,0.07582345432487565,0,1.217,38093,115,173,1.0,11196.414589046522,False,-0.1273103506536849,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,192497,0.0,0.0,10,0,0,6,2,2.0,4,10,35,165.0,126.0,10,24,35,1069,1.235268549004104,156.37982111988822
63,35,0,0,0,9.999999999999998,20,10.0,21.09353987839874,22,26.454545454545453,37.18621381779583,0,,40.00000000000001,0,,0,4.430000000000001,27538,4,15,1.0,356.4030981759811,False,0.24043150506122402,4,1.1760000000000002,26369,8,10,1.0,290.9353987839874,False,0.1866482142585031,0,0.2,23796,338,289,1.0,17876.43227224177,False,0.008137238562392532,0,0.2,26340,244,331,1.0,17455.460504019713,False,0.08000401145703295,0,1.217,38093,105,183,1.0,11224.552450868563,False,-0.1270293373527558,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,192201,0.0,0.0,7,0,0,12,1,0.23529411764705882,5,17,29,216.0,83.0,17,18,29,255,1.2796126289758831,157.6594337488641
64,29,0,0,0,9.999999999999998,20,10.0,22.046097365181218,30,29.966666666666665,36.1661087413645,17,28.0,40.00000000000001,0,,0,4.430000000000001,27921,2,10,1.0,240.4609736518122,False,0.25497809196320737,5,1.2220000000000004,26565,10,10,1.0,320.4609736518122,False,0.19608084885543794,0,0.2,23766,329,299,1.0,18066.832546812606,False,0.010145250181900194,0,0.2,25947,263,324,1.0,17515.94283924476,False,0.06883188850084322,0,1.217,37617,112,193,1.0,11770.604179032827,False,-0.13108354959519794,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,191881,0.0,0.0,11,0,0,7,1,0.35714285714285715,4,11,37,188.0,108.0,11,18,37,1169,1.3282817409490235,158.98771548981313
65,37,0,0,0,9.999999999999998,20,10.0,22.584891027670924,47,25.46808510638298,35.555614178637875,38,33.3421052631579,40.0,7,40.0,3,4.460000000000001,27902,1,10,1.0,235.84891027670923,False,0.2540245459693142,24,1.4570000000000003,26814,11,10,1.0,335.8489102767092,False,0.20756912169434105,0,0.2,23665,346,288,1.0,18054.389179021848,False,0.006843073283366918,0,0.2,26118,273,317,1.0,17436.804945182368,False,0.07287965730185364,0,1.217,36630,140,196,1.0,12817.785985009303,False,-0.1403396985418026,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,191194,0.0,0.0,13,0,0,7,3,2.411764705882353,7,14,39,237.0,144.0,14,23,39,1857,1.410581131989602,160.39829662180273
66,39,0,0,0,10.0,20,10.0,22.08987620783419,11,10.0,35.87929728291515,10,41.0,39.99999999999999,10,40.0,1,4.4670000000000005,27878,2,10,1.0,240.89876207834192,False,0.2530634345255627,0,1.4330000000000003,26724,10,20,1.0,541.7975241566838,False,0.20814978348005464,0,0.2,24075,336,288,1.0,17755.43602331185,False,0.014866584898550193,0,0.2,26008,274,327,1.0,17785.156292459822,False,0.07485611783892555,0,1.217,36620,140,196,1.0,12863.101619608118,False,-0.1400868708717855,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,191370,0.0,0.0,13,0,0,9,1,0.2,4,13,37,219.0,168.0,13,26,37,1070,1.3152838019886985,161.71358042379143
67,37,0,0,0,10.0,20,10.0,21.874848788679127,31,20.129032258064516,36.10561810896964,7,41.0,39.99999999999999,11,40.0,0,4.466000000000001,27888,2,10,1.0,238.74848788679128,False,0.25346286448010186,1,1.4430000000000003,27114,10,10,1.0,318.7484878867913,False,0.22061288238199944,0,0.2,24252,336,291,1.0,17856.68406270635,False,0.021876871923411614,0,0.2,25494,285,337,1.0,18401.92520749632,False,0.06852364039877294,0,1.217,36773,137,195,1.0,12746.469680928838,False,-0.1381956488472102,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,191586,0.0,0.0,12,0,0,7,1,0.2,5,12,43,201.0,194.0,12,25,43,1501,1.474152928974945,163.18773335276637
68,43,0,0,0,10.0,20,10.0,23.290957944500487,54,29.962962962962962,36.10561810896964,0,,39.99999999999999,10,40.0,44,4.9060000000000015,27647,4,10,1.0,272.90957944500485,False,0.24344140662918465,0,1.4420000000000002,27034,8,20,1.0,545.8191588900097,False,0.2221137477374241,0,0.2,23443,353,301,1.0,19089.499205208533,False,0.01594547590404264,0,0.2,24685,302,347,1.0,19562.51878305161,False,0.06148011677012023,0,1.217,37173,127,195,1.0,12385.413499839142,False,-0.1338119095192336,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,190047,0.0,0.0,9,0,0,10,4,3.230769230769231,7,17,33,264.0,243.0,17,26,33,600,1.5927772139548324,164.7805105667212
69,33,0,0,0,10.0,20,10.0,23.353240813131116,19,24.263157894736842,34.85521794675977,26,28.0,39.99999999999999,12,40.0,0,4.862000000000002,27547,4,20,1.0,507.06481626262234,False,0.24420571106924954,0,1.4420000000000002,27395,8,11,1.0,336.88564894444227,False,0.23359482744684132,0,0.2,23388,348,311,1.0,18966.900584411916,False,0.012363729356512532,0,0.2,25007,306,331,1.0,18683.16882919561,False,0.05785600291339096,0,1.2170000000000003,36925,143,193,1.0,12704.296166386644,False,-0.1355807833178204,0,0.2,50065,0,0,0.0,0.0,False,0.0,0.8333333333333334,190327,0.0,0.0,13,0,0,10,0,0.0,6,16,39,246.0,66.0,16,17,39,1869,1.4006938470411114,166.18120441376232
