index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,40,0,0,0,10.000000000000002,20,10.0,7.735574977593878,6,9.5,32.200726121413524,1,36.0,41.583631991272185,15,40.13333333333333,53.00000000000002,20,53.0,5,1.1500000000000001,50592,238,0,0.0,2380.0000000000005,False,-0.050516163338650825,1,1.2180000000000002,49045,282,0,0.0,2820.0000000000005,False,-0.07484826814822965,0,0.2,66422,0,132,0.6,4250.495848026585,False,0.04020225081206252,0,0.2,65747,0,30,0.0,966.0217836424057,False,0.005038254451139736,6,1.0970000000000002,96746,0,0,0.0,0.0,False,0.0009932747025349197,7,0.9179999999999999,97043,0,1,0.1,41.583631991272185,False,0.004281343155671305,7,1.1700000000000002,126277,1,10,1.0,571.5836319912725,False,-0.006594885395197667,11,2.2540000000000004,117609,116,0,0.0,4823.701310987573,False,-0.05794329289346568,0.21250000000000002,669481,0.0,0.0,11,0,0,11,15,14.05,19,30,40,240.0,96.0,14,26,40,289,1.6534664388746023,68.60299021843821
26,40,0,0,0,10.000000000000002,20,10.0,7.934727492811153,16,8.8125,32.49604752434124,2,36.0,41.96061593139563,13,44.69230769230769,53.000000000000014,20,53.0,10,1.245,50342,247,0,0.0,2470.0000000000005,False,-0.05427507930395878,6,1.2770000000000001,48822,293,0,0.0,2930.0000000000005,False,-0.07792874562223812,0,0.2,66353,6,140,1.0,4597.055018364641,False,0.041784690114757855,0,0.2,65747,0,30,0.0,974.8814257302373,False,0.005105476840953017,6,1.1510000000000002,96761,0,1,0.1,41.96061593139563,False,0.001365548970157263,6,0.9710000000000001,96998,0,1,0.1,41.96061593139563,False,0.0038176958920403464,0,1.1630000000000003,126542,0,6,0.5,318.0000000000001,False,-0.0055100743310597085,11,2.3530000000000006,117009,125,0,0.0,5245.076991424454,False,-0.06099904636694403,0.2125,668574,0.0,0.0,17,0,0,9,15,15.0,22,31,43,247.0,106.0,14,26,43,802,1.708884483203292,70.3118747016415
27,43,0,0,0,10.000000000000002,20,10.0,7.529137093356349,20,5.95,33.0121547178369,4,36.0,43.16334735864019,12,52.833333333333336,53.000000000000014,20,53.0,5,1.2850000000000001,50192,255,0,0.0,2550.0000000000005,False,-0.056292058602416706,15,1.4210000000000003,48332,305,0,0.0,3050.0000000000005,False,-0.08581330106166456,0,0.2,66378,16,146,1.0,4940.2407822978885,False,0.04476798068452674,0,0.2,65747,0,30,0.0,990.364641535107,False,0.00522295548829324,5,1.1950000000000003,96785,0,2,0.2,86.32669471728038,False,0.0018433869359404114,5,1.0150000000000001,97025,0,2,0.2,86.32669471728038,False,0.004326573692277711,3,1.1930000000000003,126453,0,7,0.7,371.0000000000001,False,-0.006000643626916164,11,2.4520000000000004,116510,130,0,0.0,5611.235156623225,False,-0.06347874399887271,0.2625,667422,0.0,0.0,15,0,0,6,17,15.916666666666668,29,35,38,255.0,97.0,15,28,38,609,1.6833201833069324,71.99519488494843
28,38,0,0,0,10.000000000000002,20,10.0,7.469782617655156,9,6.888888888888889,33.129596375898295,1,36.0,44.159397811292244,11,53.0,53.00000000000001,20,53.0,5,1.33,49992,268,0,0.0,2680.0000000000005,False,-0.0587674422868878,4,1.4460000000000002,48178,312,0,0.0,3120.0000000000005,False,-0.08799530593908722,0,0.2,66352,15,155,1.0,5247.134177529063,False,0.046701980162744315,0,0.2,65747,0,30,0.0,993.8878912769488,False,0.005249688088234417,6,1.2500000000000002,96909,0,1,0.1,44.159397811292244,False,0.002908222440824002,1,1.0200000000000002,97142,0,0,0.0,0.0,False,0.005090532850491464,2,1.2100000000000002,126589,0,4,0.4,212.00000000000003,False,-0.005557168983461928,11,2.5510000000000006,115904,137,0,0.0,6049.837500147038,False,-0.06651398514890926,0.1875,666813,0.0,0.0,13,0,0,5,12,10.333333333333334,26,31,36,172.0,118.0,11,27,36,554,1.608257120475173,73.6034520054236
29,36,0,0,0,10.000000000000002,20,10.0,7.267491247119834,10,5.5,33.24971206134277,1,36.0,44.97972664636521,10,53.0,53.00000000000001,20,53.0,5,1.3750000000000002,49822,278,0,0.0,2780.0000000000005,False,-0.060967783339750996,5,1.4920000000000004,47963,322,0,0.0,3220.0000000000005,False,-0.09102077488677411,0,0.2,66333,15,164,1.0,5561.965146767011,False,0.0488024306258688,0,0.2,65747,0,30,0.0,997.491361840283,False,0.005277029362349987,3,1.2740000000000002,96959,0,1,0.1,44.97972664636521,False,0.003429796826934079,6,1.0790000000000002,97193,0,0,0.0,0.0,False,0.00561821003621314,9,1.298,126259,0,7,0.7,371.00000000000006,False,-0.007523370721254602,7,2.6100000000000008,115633,140,0,0.0,6297.161730491129,False,-0.06767045622751772,0.22499999999999998,665909,0.0,0.0,11,0,0,3,12,11.15,27,30,35,151.0,91.0,9,27,35,289,1.6000340012833476,75.20348600670695
30,35,0,0,0,10.000000000000002,20,10.0,7.126053948099761,19,6.473684210526316,33.68100642407408,4,36.0,42.847777627249215,8,17.0,53.0,20,53.0,10,1.4700000000000002,49582,286,0,0.0,2860.0000000000005,False,-0.06463501842785632,9,1.5770000000000004,47625,334,0,0.0,3340.0000000000005,False,-0.09611823165924052,0,0.2,66354,24,170,1.0,5896.796386846987,False,0.05166163151269372,0,0.2,65747,0,30,0.0,1010.4301927222223,False,0.0053752025305943375,0,1.2710000000000004,96887,0,3,0.2,128.54333288174763,False,0.0031171408840235896,8,1.1530000000000002,96893,0,2,0.2,85.69555525449843,False,0.002957555898885136,3,1.3190000000000002,126532,0,4,0.4,212.0,False,-0.006004568181283016,10,2.7030000000000003,115366,144,0,0.0,6170.079978323887,False,-0.07026490750483155,0.225,664986,0.0,0.0,16,0,0,4,12,11.75,20,24,33,141.0,78.0,8,27,33,662,1.5387312956154346,76.74221730232239
31,33,0,0,0,10.000000000000002,20,10.0,7.26836716266133,5,10.0,33.77780634871173,1,36.0,43.43402141143943,6,52.666666666666664,53.0,20,53.0,5,1.5100000000000002,49382,299,0,0.0,2990.0000000000005,False,-0.06711040211232741,0,1.5680000000000003,47555,341,0,0.0,3410.0000000000005,False,-0.09675999779965895,0,0.2,66340,19,179,1.0,6184.326312509964,False,0.05363081058992668,0,0.2,65747,0,30,0.0,1013.3341904613518,False,0.0053972365660668615,0,1.2710000000000001,96851,0,4,0.1,173.73608564575773,False,0.002978458797960513,4,1.1850000000000003,97035,0,0,0.0,0.0,False,0.003983445421624418,5,1.366,126463,0,4,0.4,212.0,False,-0.006546156683908542,11,2.803000000000001,115033,146,0,0.0,6341.367126070157,False,-0.07220643498948154,0.1875,664406,0.0,0.0,10,0,0,9,12,11.333333333333332,17,26,31,139.0,96.0,8,25,31,342,1.5203544544056058,78.262571756728
32,31,0,0,0,10.000000000000002,20,10.0,6.703509787166508,9,1.0,33.8763038783046,1,36.0,41.71797358079356,17,32.588235294117645,53.00000000000001,20,53.0,0,1.5050000000000001,49262,311,0,0.0,3110.0000000000005,False,-0.068210572638759,9,1.6580000000000004,47248,349,0,0.0,3490.0000000000005,False,-0.10165575664227955,0,0.2,66367,18,188,1.0,6489.4083052902615,False,0.05635533935241033,0,0.2,65747,0,30,0.0,1016.2891163491379,False,0.005419657018036431,10,1.3710000000000002,96829,0,0,0.0,0.0,False,0.001852043455768236,3,1.211,97029,0,1,0.1,41.71797358079356,False,0.004137185585001488,11,1.471,126291,0,3,0.3,159.00000000000003,False,-0.008104204767548645,5,2.842000000000001,114570,160,0,0.0,6674.87577292697,False,-0.07453169951678157,0.175,663343,0.0,0.0,12,0,0,3,10,9.75,23,26,34,113.0,79.0,7,24,34,603,1.5374451773241162,79.80001693405211
33,34,0,0,0,10.000000000000002,20,10.0,6.737956597514677,8,7.125,34.149684632185355,3,36.0,40.61542196516136,14,33.0,53.00000000000001,20,53.0,5,1.5550000000000002,49062,324,0,0.0,3240.0000000000005,False,-0.0706859563232301,3,1.679,47111,356,0,0.0,3560.0000000000005,False,-0.10352604653721327,0,0.2,66418,16,195,1.0,6766.995808836379,False,0.05923545334332144,0,0.2,65747,0,30,0.0,1024.4905389655607,False,0.0054818851783480635,8,1.441,96601,0,1,0.1,40.61542196516136,False,-0.0002968679670710538,5,1.2580000000000002,97056,0,2,0.2,81.23084393032272,False,0.004620956254166222,12,1.5800000000000003,126022,0,3,0.3,159.00000000000003,False,-0.01021561501691483,5,2.8870000000000013,114196,171,0,0.0,6945.237156042593,False,-0.07640621823645206,0.2,662213,0.0,0.0,15,0,0,4,15,14.416666666666668,24,28,29,148.0,72.0,9,25,29,414,2.2410910353064537,82.04110796935856
34,29,0,0,0,10.000000000000002,20,10.0,6.6190429672572435,4,4.0,34.31076136094829,2,36.0,35.06427647593313,32,17.78125,53.0,20,53.0,0,1.5500000000000003,49002,330,0,0.0,3300.0000000000005,False,-0.0712360415864459,4,1.7160000000000004,46891,370,0,0.0,3700.0000000000005,False,-0.10627647285329227,0,0.2,66474,10,203,1.0,7031.274985945076,False,0.06209046546135759,0,0.2,65747,0,30,0.0,1029.3228408284488,False,0.005518550189902945,19,1.6230000000000004,95966,0,1,0.1,35.06427647593313,False,-0.006895684032716374,10,1.3530000000000002,96816,0,1,0.1,35.06427647593313,False,0.0018989357293115623,5,1.6180000000000003,126116,0,0,0.0,0.0,False,-0.010101802940276131,12,3.002000000000001,113350,203,0,0.0,7118.0481246144245,False,-0.08236835818381658,0.15,660362,0.0,0.0,13,0,0,3,12,11.38888888888889,25,28,32,131.0,57.0,8,21,32,378,1.521876147016883,83.56298411637545
35,32,0,0,0,10.0,20,10.0,6.2993763084750904,5,1.0,34.31076136094829,0,,35.92888212012175,6,53.0,53.0,20,53.0,0,1.5500000000000003,48902,340,0,0.0,3400.0,False,-0.07215285035847223,5,1.7620000000000005,46676,380,0,0.0,3800.0,False,-0.10930194180097916,0,0.2,66469,5,213,1.0,7339.689051424361,False,0.06435467731512608,0,0.2,65747,0,30,0.0,1029.3228408284488,False,0.005518550189902945,0,1.6040000000000003,95966,0,1,0.0,35.92888212012175,False,-0.00689121116337238,5,1.3930000000000002,96915,0,0,0.0,0.0,False,0.0027418520434557684,10,1.7130000000000003,125761,0,3,0.3,159.0,False,-0.012264232396411388,10,3.0900000000000007,112995,206,0,0.0,7401.3497167450805,False,-0.08404295928374887,0.1625,659431,0.0,0.0,10,0,0,7,11,10.666666666666666,21,28,29,177.0,58.0,10,22,29,200,1.6450896728783846,85.20807378925383
36,29,0,0,0,10.0,20,10.0,6.513285845126348,6,9.333333333333334,34.38868940963305,1,36.0,33.24509480665716,23,20.17391304347826,53.00000000000001,20,53.0,5,1.6000000000000003,48717,352,0,0.0,3520.0,False,-0.07444487228853805,1,1.7670000000000003,46573,388,0,0.0,3880.0,False,-0.11045712085373233,0,0.2,66449,1,222,1.0,7640.802334783663,False,0.0663358700930503,0,0.2,65747,0,30,0.0,1031.6606822889917,False,0.00553628852384737,20,1.8040000000000003,95314,0,0,0.0,0.0,False,-0.013823072943610968,2,1.4080000000000001,96901,0,1,0.1,33.24509480665716,False,0.002768986522538305,11,1.8130000000000004,125685,0,0,0.0,0.0,False,-0.013484768804502249,6,3.1400000000000006,112448,229,0,0.0,7613.126710724489,False,-0.08750529143456397,0.1375,657834,0.0,0.0,12,0,0,2,14,13.90909090909091,22,24,29,101.0,61.0,6,23,29,395,1.3928493205457926,86.60092310979962
37,29,0,0,0,10.0,20,10.0,6.730264267249574,6,9.5,34.603442902634036,3,36.0,31.0556436586487,19,17.05263157894737,53.00000000000001,20,53.0,5,1.6450000000000002,48572,360,0,0.0,3600.0,False,-0.07637017070979335,1,1.7760000000000005,46431,400,0,0.0,4000.0,False,-0.11196068723985551,0,0.2,66500,0,226,0.7,7820.378095995292,False,0.06847232158787281,0,0.2,65747,0,30,0.0,1038.1032870790211,False,0.005585171682592964,9,1.8740000000000003,95008,0,2,0.2,62.1112873172974,False,-0.016667815378596497,9,1.4960000000000002,96667,0,1,0.1,31.0556436586487,False,0.00033655273491282195,10,1.9020000000000004,125482,0,0,0.0,0.0,False,-0.015078137877444017,10,3.2340000000000004,111934,248,0,0.0,7701.799627344878,False,-0.09119173164154344,0.125,656341,0.0,0.0,12,0,0,4,14,13.9,23,27,30,141.0,58.0,8,21,30,308,1.4384192628785968,88.03934237267822
38,30,0,0,0,10.0,20,10.0,6.988115538449946,14,8.357142857142858,34.728929369160625,2,36.0,28.1107224454229,31,16.096774193548388,53.00000000000001,20,53.0,10,1.7400000000000002,48262,375,0,0.0,3750.0,False,-0.08067917193831711,4,1.8150000000000006,46297,405,0,0.0,4050.0,False,-0.11395933036287291,0,0.2,66455,4,234,1.0,8154.521934537385,False,0.07032475898007065,0,0.2,65747,0,30,0.0,1041.8678810748188,False,0.005613735478123841,0,1.8650000000000002,94972,0,3,0.1,84.3321673362687,False,-0.016925337985844384,30,1.7870000000000001,95352,0,1,0.1,28.1107224454229,False,-0.013284476345341866,10,1.9920000000000004,125302,0,0,0.0,0.0,False,-0.01649097744951061,10,3.3240000000000016,111233,279,0,0.0,7842.891562272989,False,-0.09614023389451976,0.15,653620,0.0,0.0,11,0,0,3,16,15.923076923076923,22,25,32,141.0,61.0,8,22,32,272,1.4040166456252337,89.44335901830345
39,32,0,0,0,10.0,20,10.0,6.8168091811293845,13,5.769230769230769,34.89448752878882,3,36.0,26.55860513908635,25,17.76,53.0,20,53.0,5,1.7800000000000002,48067,388,0,0.0,3880.0,False,-0.08306287474558556,8,1.8910000000000005,46039,412,0,0.0,4120.0,False,-0.11804829748611034,0,0.2,66488,7,241,1.0,8457.289158706013,False,0.07312277427771709,0,0.2,65747,0,30,0.0,1046.8346258636648,False,0.005651420573186393,10,1.9650000000000003,94672,0,2,0.2,53.1172102781727,False,-0.02019080594786254,11,1.8670000000000002,95070,0,1,0.1,26.55860513908635,False,-0.016210250361411868,15,2.132,124928,0,0,0.0,0.0,False,-0.01942654411591564,5,3.364000000000001,110720,304,0,0.0,8073.81596228225,False,-0.09926055131244067,0.1625,651731,0.0,0.0,13,0,0,5,15,14.616666666666667,25,30,32,173.0,63.0,10,22,32,308,1.438846167176962,90.88220518548042
40,32,0,0,0,9.999999999999998,20,10.0,6.997163543916694,5,10.0,35.07330638196017,4,36.0,26.55860513908635,0,,53.00000000000001,20,53.0,5,1.8250000000000002,47917,396,0,0.0,3959.999999999999,False,-0.08507985404404349,0,1.8830000000000005,45919,424,0,0.0,4239.999999999999,False,-0.11914846801254195,0,0.2,66582,2,247,1.0,8677.101003431997,False,0.07621703999690435,0,0.2,65747,0,30,0.0,1052.1991914588052,False,0.00569212412712688,0,1.9550000000000003,94600,0,4,0.2,106.2344205563454,False,-0.020660970405813026,0,1.8560000000000003,94998,0,3,0.2,79.67581541725905,False,-0.016680414819362357,8,2.1970000000000005,124804,0,0,0.0,0.0,False,-0.020399833598894846,12,3.479000000000001,110449,304,0,0.0,8073.81596228225,False,-0.10138765977927426,0.175,651016,0.0,0.0,13,0,0,6,9,9.0,23,29,33,171.0,61.0,10,22,33,344,1.4111202815547585,92.29332546703517
41,33,0,0,0,9.999999999999998,20,10.0,7.243779570173954,14,8.642857142857142,35.18338115772844,3,36.0,23.536064600171365,70,17.057142857142857,53.0,20,53.0,10,1.9200000000000004,47617,410,0,0.0,4099.999999999999,False,-0.08929717439536461,4,1.9230000000000005,45779,430,0,0.0,4299.999999999999,False,-0.12116544731099987,0,0.2,66569,6,254,1.0,8980.041491484068,False,0.07831832143224426,0,0.2,65747,0,30,0.0,1055.5014347318531,False,0.0057171798440912485,26,2.2150000000000007,93563,0,2,0.2,47.07212920034273,False,-0.0316964711370909,37,2.2260000000000004,93203,0,1,0.1,23.536064600171365,False,-0.03554301052974566,12,2.3090000000000006,124541,0,0,0.0,0.0,False,-0.02246414919585881,8,3.5470000000000015,109119,374,0,0.0,8802.48816046409,False,-0.10896726073772164,0.1625,646138,0.0,0.0,13,0,0,5,19,18.363636363636363,22,27,37,173.0,63.0,10,23,37,308,1.3619769318029284,93.6553023988381
42,37,0,0,0,9.999999999999998,20,10.0,7.028033420419028,5,3.4,35.21779312505444,1,36.0,22.887054554441768,13,13.0,53.0,20,53.0,0,1.9100000000000004,47527,419,0,0.0,4189.999999999999,False,-0.09012230229018832,5,1.9690000000000003,45562,441,0,0.0,4409.999999999999,False,-0.12413590773236519,0,0.2,66588,1,263,1.0,9269.307625309739,False,0.0808014478839247,0,0.2,65747,0,30,0.0,1056.5337937516333,False,0.005725012851312977,11,2.299000000000001,93270,0,0,0.0,0.0,False,-0.034971546818416965,0,2.189000000000001,93167,0,2,0.1,45.774109108883536,False,-0.03580044433984016,4,2.3370000000000006,124501,0,0,0.0,0.0,False,-0.02277811354520694,16,3.699000000000001,108506,387,0,0.0,8857.290112568964,False,-0.11356369115103661,0.1375,644868,0.0,0.0,11,0,0,3,12,11.846153846153847,29,32,41,187.0,96.0,11,26,41,236,1.4943672707304358,95.14966966956854
43,41,0,0,0,9.999999999999998,20,10.0,6.6083170813920376,6,1.0,35.21779312505444,0,,22.239132751058914,17,15.0,53.0,20,53.0,0,1.9100000000000004,47427,429,0,0.0,4289.999999999999,False,-0.09103911106221464,6,2.0240000000000005,45319,451,0,0.0,4509.999999999999,False,-0.12767478959238682,0,0.2,66582,0,270,0.7,9508.804143764699,False,0.08252757400653046,0,0.2,65747,0,30,0.0,1056.5337937516333,False,0.005725012851312977,0,2.2880000000000007,93270,0,0,0.0,0.0,False,-0.034971546818416965,15,2.339000000000001,92702,0,0,0.0,0.0,False,-0.04084842214174858,10,2.4330000000000007,124323,0,0,0.0,0.0,False,-0.024175254899806126,10,3.783000000000001,108050,404,0,0.0,8984.609631427802,False,-0.11664321235988244,0.0875,643420,0.0,0.0,9,0,0,3,13,12.714285714285715,29,32,40,245.0,93.0,14,27,40,200,1.540464200079441,96.69013386964798
44,40,0,0,0,9.999999999999998,20,10.0,6.874300211181169,5,11.0,35.314133521304335,3,36.0,22.239132751058914,0,,53.0,20,53.0,5,1.9600000000000002,47252,440,0,0.0,4399.999999999999,False,-0.09323945211507784,0,2.0180000000000007,45229,460,0,0.0,4599.999999999999,False,-0.1284999174872105,0,0.2,66635,0,272,0.5,9605.44431779478,False,0.08406510302129643,0,0.2,65747,0,30,0.0,1059.42400563913,False,0.005746942286860968,0,2.2880000000000007,93234,0,1,0.1,22.239132751058914,False,-0.03522897499870114,0,2.3240000000000007,92630,0,2,0.2,44.47826550211783,False,-0.041363278502317066,11,2.533000000000001,124099,0,0,0.0,0.0,False,-0.025933455256155664,9,3.863000000000001,107881,404,0,0.0,8984.609631427802,False,-0.1179697117358783,0.1,642707,0.0,0.0,12,0,0,3,10,10.0,31,34,41,259.0,67.0,16,24,41,308,1.4978184066712856,98.18795227631927
45,41,0,0,0,10.0,20,10.0,6.8878812044785755,9,7.0,35.37147581062429,2,36.0,22.239132751058914,0,,53.0,20,53.0,5,2.0050000000000003,47077,451,0,0.0,4510.0,False,-0.09543979316794103,4,2.0580000000000007,45051,469,0,0.0,4690.0,False,-0.13093862882080057,0,0.2,66644,0,279,0.9,9868.641751164178,False,0.08619868395978757,0,0.2,65747,0,30,0.0,1061.1442743187288,False,0.005759994797404597,0,2.2880000000000007,93198,0,2,0.1,44.47826550211783,False,-0.03548640317898545,0,2.3240000000000007,92594,0,3,0.1,66.71739825317674,False,-0.04162070668260123,7,2.592000000000001,123983,0,0,0.0,0.0,False,-0.026843951869265244,13,3.9840000000000013,107569,404,0,0.0,8984.609631427802,False,-0.12041863366079371,0.1375,641863,0.0,0.0,12,0,0,6,13,13.0,25,31,41,222.0,89.0,14,27,41,272,1.505877380259335,99.6938296565786
46,41,0,0,0,10.0,20,10.0,7.517888154006834,15,10.666666666666666,35.42489981620532,2,36.0,22.058491755380622,11,19.0,53.0,20,53.0,15,2.1500000000000004,46662,465,0,0.0,4650.0,False,-0.1017657736949227,0,2.0540000000000003,44991,475,0,0.0,4750.0,False,-0.13148871408401636,0,0.2,66556,5,287,1.0,10204.53568802096,False,0.08741187659732434,0,0.2,65747,0,30,0.0,1062.7469944861596,False,0.005772155410529651,0,2.2880000000000007,93198,0,2,0.0,44.116983510761244,False,-0.035488272201185944,8,2.404000000000001,92395,0,2,0.2,44.116983510761244,False,-0.04379660122343115,10,2.685000000000001,123806,0,0,0.0,0.0,False,-0.028233244115130725,10,4.071000000000001,107162,415,0,0.0,9154.274078482958,False,-0.12294736356882112,0.15,640517,0.0,0.0,11,0,0,4,11,10.727272727272727,22,26,35,194.0,127.0,11,30,35,272,1.3728695260360837,101.06669918261468
47,35,0,0,0,10.0,20,10.0,7.643130021418381,6,9.333333333333334,35.474527283584045,2,36.0,21.94702221047982,4,17.0,52.99999999999999,14,53.0,5,2.1850000000000005,46487,476,0,0.0,4760.0,False,-0.1039661147477859,1,2.0640000000000005,44878,484,0,0.0,4840.0,False,-0.13273557401397215,0,0.2,66572,1,295,1.0,10472.628678678713,False,0.08968882726849609,0,0.2,65747,0,30,0.0,1064.2358185075213,False,0.005783451838504417,2,2.3080000000000007,93110,0,2,0.2,43.89404442095964,False,-0.03639992734391633,0,2.396000000000001,92395,0,2,0.0,43.89404442095964,False,-0.04379775455550454,0,2.6750000000000007,123772,0,2,0.2,105.99999999999999,False,-0.028084111049190365,14,4.201000000000001,106765,417,0,0.0,9151.908261770084,False,-0.12607274451241302,0.175,639726,0.0,0.0,13,0,0,3,10,10.0,26,29,31,159.0,100.0,9,26,31,306,1.2929012291133404,102.35960041172802
48,31,0,0,0,10.0,20,10.0,7.70413474075703,6,8.5,35.520502370719285,2,36.0,22.54525861645251,28,26.035714285714285,52.99999999999999,11,53.0,5,2.2300000000000004,46337,484,0,0.0,4840.0,False,-0.10598309404624383,1,2.0730000000000004,44735,496,0,0.0,4960.0,False,-0.13425747657553588,0,0.2,66593,0,300,0.7,10656.150711215785,False,0.09139997201141005,0,0.2,65747,0,30,0.0,1065.6150711215785,False,0.005793916895213619,13,2.436000000000001,92857,0,1,0.1,22.54525861645251,False,-0.039128063845750405,11,2.5060000000000007,92223,0,1,0.1,22.54525861645251,False,-0.04568781552707477,0,2.6750000000000007,123423,0,10,0.8,529.9999999999999,False,-0.029159438945707716,11,4.2970000000000015,106157,437,0,0.0,9852.278015389747,False,-0.12809636344752579,0.2125,638072,0.0,0.0,11,0,0,4,11,9.666666666666668,26,30,39,173.0,88.0,10,21,39,272,1.347591608762741,103.70719202049077
49,39,0,0,0,10.0,20,10.0,7.5624173519660385,12,6.666666666666667,35.5427289969678,1,36.0,24.593068826139966,14,49.785714285714285,52.99999999999999,9,53.0,5,2.275000000000001,46172,494,0,0.0,4940.0,False,-0.1080917542219044,7,2.1420000000000003,44480,506,0,0.0,5060.0,False,-0.13801639254084383,0,0.2,66549,2,309,1.0,10997.828094766985,False,0.09332474502084281,0,0.2,65747,0,30,0.0,1066.2818699090342,False,0.005798976220135874,5,2.4730000000000008,92915,0,0,0.0,0.0,False,-0.03864459389549922,7,2.565000000000001,92289,0,1,0.1,24.593068826139966,False,-0.04499434522076498,0,2.6750000000000007,123038,0,18,0.8,953.9999999999999,False,-0.030517334756638384,9,4.376000000000001,105672,443,0,0.0,10894.729489980005,False,-0.12781202369653774,0.2375,636862,0.0,0.0,9,0,0,5,13,12.416666666666666,29,34,34,249.0,85.0,14,25,34,236,1.4670633655041456,105.17425538599491
50,34,0,0,0,10.0,20,10.0,7.5624173519660385,0,,35.56512688808861,1,36.0,25.255203492177472,4,53.0,52.999999999999986,11,53.0,0,2.2700000000000005,46072,504,0,0.0,5040.0,False,-0.10900856299393073,0,2.1350000000000002,44380,516,0,0.0,5160.0,False,-0.13893320131287015,0,0.2,66585,0,310,0.2,11025.189335307468,False,0.09407864681255468,0,0.2,65747,0,30,0.0,1066.9538066426583,False,0.005804074529140844,4,2.5080000000000005,92959,0,0,0.0,0.0,False,-0.03818934299017072,0,2.5580000000000007,92253,0,2,0.1,50.510406984354944,False,-0.045232744919894645,0,2.6750000000000007,122826,0,22,0.4,1165.9999999999998,False,-0.03134934028241093,11,4.477000000000001,105438,443,0,0.0,11188.05514703462,False,-0.12849754265192104,0.0875,636260,0.0,0.0,10,0,0,4,6,6.0,26,30,39,177.0,98.0,10,24,39,236,2.1209268597885966,107.29518224578351
51,39,0,0,0,10.000000000000002,20,10.0,7.595782457469792,9,7.888888888888889,35.5875728491599,1,36.0,26.752340956505346,9,52.44444444444444,52.99999999999999,13,53.0,5,2.3200000000000007,45927,512,0,0.0,5120.000000000001,False,-0.11093386141518602,4,2.1750000000000007,44180,528,0,0.0,5280.000000000001,False,-0.1415002658745439,0,0.2,66550,0,318,0.9,11316.848166032847,False,0.09576047957474308,0,0.2,65747,0,30,0.0,1067.627185474797,False,0.005809183780044844,3,2.5340000000000003,92953,0,1,0.1,26.752340956505346,False,-0.03811302461998705,4,2.5980000000000003,92395,0,0,0.0,0.0,False,-0.044024831867563376,0,2.6750000000000007,122458,0,29,0.7,1536.9999999999998,False,-0.03278180262631178,13,4.596000000000001,105021,445,0,0.0,11904.79172564488,False,-0.1289577493244081,0.2125,635231,0.0,0.0,9,0,0,5,11,10.5,27,32,40,247.0,101.0,14,25,40,236,1.4624862959608436,108.75766854174435
