index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,35,0,0,0,10.000000000000002,20,10.0,12.054670721702808,3,10.0,37.3153625880388,6,36.5,25.78025993061593,14,17.0,41.0,20,41.0,2,0.39100000000000007,43659,281,0,0.0,2810.0000000000005,False,-0.03600231030868291,1,0.42600000000000005,43824,259,0,0.0,2590.0000000000005,False,-0.03482576422016386,3,1.0310000000000001,74221,0,2,0.2,74.6307251760776,False,0.015220662555035024,0,1.0640000000000003,74143,0,2,0.1,74.6307251760776,False,0.014154287546490353,0,0.2,78095,0,0,0.0,0.0,False,0.0,4,1.0410000000000001,74351,5,10,1.0,444.37941224635335,False,-0.045096488813327715,7,1.4220000000000002,104410,0,0,0.0,0.0,False,-0.01249397054789986,13,2.1840000000000006,96808,202,0,0.0,5207.612505984418,False,-0.059766707465244796,0.1625,589511,0.0,0.0,11,0,0,19,18,17.2,18,37,39,273.0,117.0,16,19,39,353,2.1402391610317864,70.0455434419564
27,39,0,0,0,10.000000000000002,20,10.0,11.184733991263377,10,9.1,35.89069054200331,10,24.2,25.25341825659546,8,17.0,41.0,20,41.0,10,0.4890000000000001,43402,292,0,0.0,2920.0000000000005,False,-0.04032344321560742,0,0.42500000000000004,43734,268,0,0.0,2680.0000000000005,False,-0.03578839283804308,4,1.0680000000000003,74161,0,1,0.1,35.89069054200331,False,0.014135557389719057,2,1.0840000000000003,74162,0,9,0.9,323.0162148780298,False,0.016111943501798048,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.0370000000000001,74245,5,12,1.0,482.49447178916205,False,-0.0462097799360448,9,1.5050000000000001,104284,0,0,0.0,0.0,False,-0.013685674021810066,11,2.281000000000001,96488,210,0,0.0,5303.217833885046,False,-0.062341140091907526,0.25,588571,0.0,0.0,11,0,0,18,14,13.166666666666666,22,40,32,270.0,130.0,20,19,32,336,2.002092211972922,72.04763565392932
28,32,0,0,0,10.000000000000002,20,10.0,11.07885264486844,3,10.0,35.89069054200331,0,,24.688242785124892,7,15.0,41.0,20,41.0,1,0.48900000000000005,43299,301,0,0.0,3010.0000000000005,False,-0.041564164545318416,2,0.44500000000000006,43597,279,0,0.0,2790.0000000000005,False,-0.03754251609728967,0,1.0640000000000003,74151,0,2,0.1,71.78138108400663,False,0.014244181974735126,0,1.0820000000000003,74142,0,11,0.2,394.79759596203644,False,0.016329192671830188,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.0370000000000004,74350,0,10,0.5,246.8824278512489,False,-0.04637375998558639,12,1.616,104066,0,0,0.0,0.0,False,-0.015747510190956295,8,2.350000000000001,96277,217,0,0.0,5357.348684372101,False,-0.06408078669277653,0.1,587977,0.0,0.0,12,0,0,15,13,13.0,23,38,31,222.0,128.0,14,18,31,305,2.0313608599826694,74.07899651391199
29,31,0,0,0,10.000000000000002,20,10.0,11.011866055699485,2,10.0,34.18865665450911,16,25.375,24.304772238935303,6,17.0,41.0,20,41.0,1,0.49800000000000005,43166,313,0,0.0,3130.0000000000005,False,-0.04312576208098915,1,0.453,43504,287,0,0.0,2870.0000000000005,False,-0.03867627869168075,3,1.0940000000000003,74245,0,1,0.1,34.18865665450911,False,0.015272326588656094,0,1.082,74338,0,1,0.1,34.18865665450911,False,0.016543773714228587,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.0370000000000001,74046,6,14,1.0,545.398751272149,False,-0.048355216394953895,11,1.714,103878,0,0,0.0,0.0,False,-0.01752560743774295,9,2.432000000000001,96041,223,0,0.0,5419.9642092825725,False,-0.06601675852265387,0.15,587313,0.0,0.0,16,0,0,8,15,14.6,25,33,32,234.0,111.0,13,18,32,508,1.8200888120336458,75.89908532594563
30,32,0,0,0,10.000000000000002,20,10.0,10.916973673167893,3,10.0,34.9381469327558,11,41.0,23.816183946434094,6,15.0,41.0,20,41.0,1,0.5070000000000001,43033,325,0,0.0,3250.0000000000005,False,-0.04468735961665989,2,0.47200000000000003,43397,295,0,0.0,2950.0000000000005,False,-0.040109525744967595,4,1.1310000000000002,74302,0,2,0.2,69.8762938655116,False,0.016295551943847825,5,1.1320000000000001,74408,0,1,0.1,34.9381469327558,False,0.01750590024562683,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.0370000000000004,73685,7,18,1.0,673.2583395651043,False,-0.05215917575027145,11,1.8130000000000002,103696,0,0,0.0,0.0,False,-0.019246956900057694,9,2.5130000000000003,95827,229,0,0.0,5453.906123733407,False,-0.06788025213166711,0.1625,586443,0.0,0.0,12,0,0,16,17,16.6,21,37,34,222.0,100.0,14,18,34,290,2.1388639159849845,78.03794924193062
31,34,0,0,0,10.000000000000002,20,10.0,10.8574123560536,2,10.0,35.49449425349818,10,40.5,23.789126677468523,20,23.65,41.0,20,41.0,1,0.516,42930,334,0,0.0,3340.0000000000005,False,-0.04592808094637089,1,0.48000000000000004,43274,306,0,0.0,3060.0000000000005,False,-0.041564164545318416,3,1.1570000000000003,74406,0,0,0.0,0.0,False,0.017239729304805523,4,1.1670000000000003,74465,0,2,0.2,70.98898850699636,False,0.018531608370407997,0,0.2,78095,0,0,0.0,0.0,False,0.0,2,1.0570000000000002,73675,7,10,1.0,486.35272654917253,False,-0.05348388036014359,9,1.8920000000000001,103085,10,10,1.0,647.8912667746852,False,-0.02196190678810057,11,2.6140000000000003,95641,229,0,0.0,5447.710009140292,False,-0.06966873476492097,0.275,585571,0.0,0.0,12,0,0,20,17,15.581818181818182,19,39,37,279.0,123.0,18,16,37,497,2.282025054038968,80.31997429596959
32,37,0,0,0,10.000000000000002,20,10.0,10.827549661892656,1,10.0,35.78433767681591,5,41.0,24.704352322252067,4,50.0,41.0,20,41.0,0,0.5150000000000001,42790,348,0,0.0,3480.0000000000005,False,-0.04742550324084968,1,0.48900000000000005,43201,312,0,0.0,3120.0000000000005,False,-0.04248400966906967,5,1.2040000000000002,74441,0,1,0.1,35.78433767681591,False,0.01796284324066463,0,1.1630000000000003,74465,0,2,0.0,71.56867535363182,False,0.018535570957369803,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.0550000000000002,73670,2,16,1.0,466.8383125096649,False,-0.05367284517248432,3,1.9130000000000005,103365,2,10,1.0,459.40870464450416,False,-0.02020500749711766,7,2.673000000000001,95447,231,0,0.0,5706.705386440228,False,-0.07027879530865952,0.2625,585474,0.0,0.0,17,0,0,22,10,9.333333333333334,21,43,36,324.0,131.0,20,17,36,728,2.2631670240079984,82.58314131997759
33,36,0,0,0,10.000000000000002,20,10.0,10.741468041962245,3,10.0,36.56297749198515,15,41.0,23.402203348837485,23,17.565217391304348,41.0,20,41.0,1,0.5250000000000001,42697,356,0,0.0,3560.0000000000005,False,-0.04855926583524076,2,0.508,43054,324,0,0.0,3240.0000000000005,False,-0.04434509166363617,4,1.2390000000000003,74498,0,2,0.2,73.1259549839703,False,0.01899737476918422,8,1.243,74589,0,1,0.1,36.56297749198515,False,0.019991544039182407,0,0.2,78095,0,0,0.0,0.0,False,0.0,7,1.1250000000000002,73186,7,10,1.0,489.9628759322709,False,-0.05972237098449145,1,1.9200000000000004,103533,5,10,1.0,527.0110167441874,False,-0.01829637941216772,9,2.756000000000001,95143,241,0,0.0,5639.931007069834,False,-0.0734697912292997,0.2875,584795,0.0,0.0,16,0,0,14,13,11.271794871794873,23,37,36,243.0,134.0,16,20,36,698,2.0247461030376144,84.6078874230152
34,36,0,0,0,10.000000000000002,20,10.0,10.713962024534327,1,10.0,37.004785399592876,10,41.0,22.36971863324237,14,14.0,41.0,20,41.0,0,0.5240000000000001,42597,366,0,0.0,3660.0000000000005,False,-0.0496288531884399,1,0.516,42941,334,0,0.0,3340.0000000000005,False,-0.04569277172866708,8,1.3150000000000002,74632,0,0,0.0,0.0,False,0.020329482534691367,0,1.235,74579,0,2,0.1,74.00957079918575,False,0.02011080436666338,0,0.2,78095,0,0,0.0,0.0,False,0.0,4,1.1580000000000004,72816,7,10,1.0,482.73068412957383,False,-0.06450649411531097,0,1.9190000000000003,103902,0,6,0.5,246.0,False,-0.016135286718181045,11,2.8570000000000007,94761,255,0,0.0,5704.278251476805,False,-0.07677843654426413,0.2,584323,0.0,0.0,17,0,0,13,10,8.885714285714286,27,40,34,282.0,146.0,18,18,34,569,1.7379431890440173,86.34583061205922
35,34,0,0,0,10.0,20,10.0,10.685698521997672,1,10.0,37.004785399592876,0,,22.411321784206862,20,22.65,41.0,20,41.0,0,0.524,42487,377,0,0.0,3770.0,False,-0.05080539927695895,1,0.5250000000000001,42838,343,0,0.0,3430.0,False,-0.04693349305837808,0,1.3070000000000002,74622,0,1,0.1,37.004785399592876,False,0.02044572277940798,0,1.235,74579,0,2,0.0,74.00957079918575,False,0.02011080436666338,0,0.2,78095,0,0,0.0,0.0,False,0.0,10,1.2540000000000002,72831,0,7,0.7,156.87925248944805,False,-0.06640067064159387,4,1.9590000000000007,103912,1,10,1.0,432.41132178420685,False,-0.015159171284750002,10,2.946000000000001,94350,264,0,0.0,5916.5889510306115,False,-0.07966164629564366,0.225,583714,0.0,0.0,12,0,0,12,11,10.09090909090909,26,38,35,276.0,127.0,17,17,35,446,1.91172433499014,88.25755494704936
36,35,0,0,0,10.0,20,10.0,10.605764212809357,3,10.0,37.352963263198795,10,40.5,22.411321784206862,0,,41.0,20,41.0,2,0.544,42350,388,0,0.0,3880.0,False,-0.05255952253620553,1,0.534,42735,352,0,0.0,3520.0,False,-0.048174214388089075,4,1.3470000000000002,74689,0,1,0.1,37.352963263198795,False,0.021364091621185303,3,1.2650000000000001,74663,0,2,0.2,74.70592652639759,False,0.021263968326791963,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.2440000000000002,72426,0,17,1.0,380.99247033151664,False,-0.07015178647588502,3,1.9850000000000003,104292,0,1,0.1,41.0,False,-0.013416122045568472,7,3.006000000000001,94260,264,0,0.0,5916.5889510306115,False,-0.08051286306272237,0.17500000000000002,583510,0.0,0.0,16,0,0,9,12,10.899999999999999,26,35,40,219.0,138.0,13,22,40,569,1.9323427730123512,90.18989772006171
37,40,0,0,0,10.0,20,10.0,10.557613826266207,2,10.0,37.54421338623503,5,41.0,24.118721504783014,8,50.0,41.00000000000001,20,41.0,0,0.542,42240,399,0,0.0,3990.0,False,-0.05373606862472458,2,0.553,42618,361,0,0.0,3610.0,False,-0.049714420176695834,0,1.3430000000000002,74679,0,2,0.1,75.08842677247006,False,0.021485326589462547,3,1.2920000000000003,74762,0,1,0.1,37.54421338623503,False,0.02236341659297439,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.2440000000000002,72621,0,14,0.5,337.6621010669622,False,-0.0679322485366095,17,2.152,103741,0,4,0.4,164.00000000000003,False,-0.018045795462068834,2,3.019000000000001,94044,268,0,0.0,6463.817363281848,False,-0.07996794997076614,0.1375,582800,0.0,0.0,14,0,0,13,14,13.6,26,39,31,279.0,171.0,18,22,31,641,2.578785763005726,92.76868348306743
38,31,0,0,0,10.0,20,10.0,10.492383651825428,3,10.0,37.42151472047047,6,35.666666666666664,23.177144191671985,20,17.7,41.00000000000001,20,41.0,2,0.562,42113,409,0,0.0,4090.0,False,-0.05538323314865125,1,0.5609999999999999,42505,371,0,0.0,3710.0,False,-0.05106210024172674,3,1.3730000000000002,74773,0,1,0.1,37.42151472047047,False,0.022512964076290116,0,1.2890000000000001,74756,0,2,0.2,74.84302944094094,False,0.022536352651862285,0,0.2,78095,0,0,0.0,0.0,False,0.0,6,1.3040000000000003,72527,0,6,0.6,139.0628651500319,False,-0.07040743411774093,2,2.1550000000000002,103889,0,0,0.0,0.0,False,-0.017421569832877775,14,3.1570000000000014,93416,288,0,0.0,6675.017527201531,False,-0.08490878963028094,0.1125,582074,0.0,0.0,15,0,0,8,12,11.457142857142857,26,34,24,219.0,127.0,13,18,24,606,1.5586434879805893,94.32732697104802
39,24,0,0,0,10.0,20,10.0,10.435745923077747,3,10.0,37.9200973570151,15,40.666666666666664,22.060429899420818,17,14.0,41.00000000000001,20,41.0,1,0.5700000000000001,41930,426,0,0.0,4260.0,False,-0.057479624360921557,2,0.5800000000000001,42448,374,0,0.0,3740.0,False,-0.051960553618414014,4,1.4100000000000001,74835,0,1,0.1,37.9200973570151,False,0.02336400367323133,8,1.3690000000000002,74870,0,2,0.2,75.8401947140302,False,0.024101717101059694,0,0.2,78095,0,0,0.0,0.0,False,0.0,11,1.4080000000000004,71690,5,10,1.0,410.2047857792837,False,-0.07938917481414115,11,2.263000000000001,103703,0,0,0.0,0.0,False,-0.019180751151507126,9,3.233000000000001,93056,305,0,0.0,6728.43111932335,False,-0.0880610647807958,0.1625,580627,0.0,0.0,9,0,0,7,18,16.65,27,34,33,198.0,83.0,11,13,33,200,1.5043899469892494,95.83171691803727
40,33,0,0,0,9.999999999999998,20,10.0,10.386365174564514,3,10.0,38.23479642367626,10,41.0,21.46659504295083,10,14.0,41.00000000000001,15,41.0,2,0.5890000000000002,41773,439,0,0.0,4389.999999999999,False,-0.05944766509080797,1,0.5880000000000001,42365,381,0,0.0,3809.9999999999995,False,-0.05298735747748519,4,1.4460000000000002,74902,0,1,0.1,38.23479642367626,False,0.024282143662749802,3,1.3910000000000002,74959,0,2,0.2,76.46959284735252,False,0.025322780729013374,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.3970000000000002,71420,5,10,1.0,405.8399325478896,False,-0.08287444821980997,8,2.3320000000000003,103587,0,0,0.0,0.0,False,-0.02027787498463081,7,3.2940000000000005,92824,315,0,0.0,6761.977438529511,False,-0.09009667250603173,0.1625,579925,0.0,0.0,12,0,0,10,15,14.4,27,37,32,273.0,126.0,16,17,32,340,1.7450187369831838,97.57673565502046
41,32,0,0,0,9.999999999999998,20,10.0,10.386365174564514,0,,38.41476981124771,10,40.0,20.72295499057081,15,14.666666666666666,41.0,20,41.0,0,0.5870000000000002,41663,450,0,0.0,4499.999999999999,False,-0.060624211179327016,0,0.5870000000000002,42275,390,0,0.0,3899.999999999999,False,-0.05394998609536441,4,1.482,74974,0,0,0.0,0.0,False,0.025005126802925697,3,1.418,75063,0,0,0.0,0.0,False,0.026221888030624103,0,0.2,78095,0,0,0.0,0.0,False,0.0,5,1.4470000000000003,71045,5,10,1.0,399.30339896194664,False,-0.08771814201317653,12,2.444000000000001,103381,0,0,0.0,0.0,False,-0.02222621558483321,8,3.367000000000001,92496,330,0,0.0,6838.575146888367,False,-0.09283665553674725,0.125,578992,0.0,0.0,12,0,0,14,12,11.4,25,39,32,281.0,126.0,17,15,32,340,1.6899796829675324,99.26671533798799
42,32,0,0,0,9.999999999999998,20,10.0,10.343156225009995,3,10.0,38.49974757996499,5,40.0,19.980526459009575,18,14.88888888888889,41.0,20,41.0,2,0.6070000000000001,41566,457,0,0.0,4569.999999999999,False,-0.06195049949729394,1,0.5970000000000002,42132,403,0,0.0,4029.999999999999,False,-0.05561854236635506,0,1.4780000000000004,74954,0,2,0.2,76.99949515992998,False,0.025258045629639223,5,1.4650000000000003,75093,0,1,0.1,38.49974757996499,False,0.026895206422721824,0,0.2,78095,0,0,0.0,0.0,False,0.0,8,1.522,70801,0,10,1.0,199.80526459009576,False,-0.0921198203176253,10,2.532000000000001,103093,0,8,0.8,328.0,False,-0.02339900313058611,10,3.459000000000001,92202,340,0,0.0,6793.378996063256,False,-0.09583102876136962,0.2625,577936,0.0,0.0,13,0,0,6,16,16.0,29,35,38,237.0,114.0,14,18,38,340,1.9141912829945795,101.18090662098257
43,38,0,0,0,9.999999999999998,20,10.0,10.294382690235672,4,10.0,38.83501992458325,13,41.0,19.45875105015497,14,14.714285714285714,41.0,20,41.0,2,0.625,41449,466,0,0.0,4659.999999999999,False,-0.0634907052859007,2,0.6160000000000001,41995,414,0,0.0,4139.999999999999,False,-0.05737266562560164,3,1.5080000000000002,75043,0,2,0.2,77.6700398491665,False,0.026479390524637037,7,1.5300000000000002,75161,0,2,0.2,77.6700398491665,False,0.028092624511922567,0,0.2,78095,0,0,0.0,0.0,False,0.0,4,1.554,70318,3,10,1.0,311.09257027529947,False,-0.09759208291007554,3,2.552000000000001,103393,0,0,0.0,0.0,False,-0.02211272001588938,9,3.539000000000001,91876,354,0,0.0,6888.397871754859,False,-0.09846498249446775,0.175,577330,0.0,0.0,14,0,0,9,13,11.46111111111111,27,36,37,273.0,155.0,16,22,37,567,1.9743972250143997,103.15530384599697
44,37,0,0,0,9.999999999999998,20,10.0,10.283201565342162,1,10.0,38.684779476127545,6,36.5,19.009423665762284,15,15.2,41.0,20,41.0,1,0.633,41366,473,0,0.0,4729.999999999999,False,-0.06451750914497187,0,0.6140000000000001,41865,427,0,0.0,4269.999999999999,False,-0.05876312918476052,4,1.5450000000000002,75120,0,1,0.1,38.684779476127545,False,0.027265601062794048,0,1.5230000000000004,75161,0,2,0.0,77.36955895225509,False,0.028090570503467454,0,0.2,78095,0,0,0.0,0.0,False,0.0,5,1.6000000000000003,70132,0,9,0.9,171.08481299186056,False,-0.10087019135033053,8,2.629000000000001,103281,0,0,0.0,0.0,False,-0.02317201199269845,12,3.650000000000001,91436,369,0,0.0,7014.477332666283,False,-0.10203025918289677,0.125,576456,0.0,0.0,12,0,0,12,15,14.433333333333334,28,40,34,294.0,147.0,18,19,34,344,1.9455768749467097,105.10088072094368
45,34,0,0,0,10.0,20,10.0,10.261158832668285,2,10.0,38.758729602945216,5,40.0,18.83233856682209,8,16.0,41.0,20,41.0,1,0.6419999999999999,41243,484,0,0.0,4840.0,False,-0.06597214794532269,1,0.624,41762,436,0,0.0,4360.0,False,-0.06000385051447152,0,1.5410000000000001,75100,0,3,0.2,116.27618880883566,False,0.02752256605925793,3,1.5530000000000004,75265,0,0,0.0,0.0,False,0.028983525873265432,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.5950000000000002,70060,0,6,0.5,112.99403140093256,False,-0.10216406920160738,14,2.761000000000001,103013,0,0,0.0,0.0,False,-0.025706746365777303,6,3.698000000000001,91238,377,0,0.0,7099.791639691928,False,-0.10349948624484817,0.0875,575776,0.0,0.0,11,0,0,11,12,11.6,27,38,29,240.0,117.0,15,19,29,328,1.56196543504484,106.66284615598852
46,29,0,0,0,10.0,20,10.0,10.231170583966973,3,10.0,39.059876420349205,15,40.666666666666664,18.721142978690153,5,16.0,41.0,20,41.0,1,0.651,41130,494,0,0.0,4940.0,False,-0.0673198280103536,2,0.643,41635,446,0,0.0,4460.0,False,-0.061651015038398184,2,1.5610000000000002,75226,0,1,0.1,39.059876420349205,False,0.028717341420605377,10,1.6500000000000001,75300,0,2,0.2,78.11975284069841,False,0.029996033582888045,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.5950000000000002,69530,5,11,1.0,401.2319548673377,False,-0.10710524390250759,6,2.8070000000000013,102943,0,0,0.0,0.0,False,-0.026368803851282974,14,3.832000000000001,90889,382,0,0.0,7151.476617859638,False,-0.1065558983748397,0.1625,574748,0.0,0.0,11,0,0,2,16,15.4,29,31,35,180.0,100.0,10,19,35,280,1.5017755050212145,108.16462166100973
47,35,0,0,0,10.0,20,10.0,10.205013659748035,3,10.0,39.26296647859656,10,41.0,18.502705400044526,14,16.714285714285715,41.0,20,41.0,2,0.6700000000000002,41003,504,0,0.0,5040.0,False,-0.06896699253428028,1,0.6510000000000001,41522,456,0,0.0,4560.0,False,-0.06299869510342909,4,1.5990000000000002,75293,0,1,0.1,39.26296647859656,False,0.029634718480269277,3,1.6700000000000002,75389,0,2,0.2,78.52593295719312,False,0.031215571351132582,0,0.2,78095,0,0,0.0,0.0,False,0.0,3,1.6250000000000002,69237,5,10,1.0,381.34188639342807,False,-0.11098442994818213,7,2.871000000000001,102763,0,5,0.5,205.0,False,-0.027101796067378538,13,3.948000000000001,90505,391,0,0.0,7234.5578114174095,False,-0.10979486710890177,0.225,573807,0.0,0.0,13,0,0,8,17,15.733333333333334,28,36,31,219.0,141.0,13,22,31,290,1.758243730000686,109.92286539101042
48,31,0,0,0,10.0,20,10.0,10.196767646448054,1,10.0,39.30347297993481,5,40.0,18.502705400044526,0,,41.0,20,41.0,0,0.6680000000000001,40873,517,0,0.0,5170.0,False,-0.07035745609343916,1,0.6600000000000001,41439,463,0,0.0,4630.0,False,-0.06402549896250027,4,1.6350000000000002,75365,0,0,0.0,0.0,False,0.030350673320117573,0,1.667,75379,0,3,0.1,117.91041893980443,False,0.03134807860373098,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.6220000000000003,69037,0,20,1.0,370.05410800089055,False,-0.11361768289902757,4,2.9040000000000004,102930,0,0,0.0,0.0,False,-0.026491757384305453,11,4.045000000000001,90323,391,0,0.0,7234.5578114174095,False,-0.11151621657121652,0.1375,573441,0.0,0.0,11,0,0,13,9,8.8,21,34,32,207.0,126.0,14,17,32,405,1.474593348975759,111.39745873998618
49,32,0,0,0,10.0,20,10.0,10.188350117500779,1,10.0,39.401109799496844,5,41.0,18.3276889649997,13,16.76923076923077,41.0,20,41.0,0,0.6680000000000001,40733,531,0,0.0,5310.0,False,-0.07185487838791794,1,0.6690000000000002,41366,469,0,0.0,4690.0,False,-0.06494534408625152,0,1.6310000000000002,75355,0,1,0.1,39.401109799496844,False,0.030483294208760066,2,1.687,75520,0,0,0.0,0.0,False,0.0324697518627384,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.622,69050,0,12,0.5,219.93226757999642,False,-0.11441236783673726,10,3.000000000000001,102684,0,5,0.5,205.0,False,-0.02784897522959208,10,4.134,90033,399,0,0.0,7312.747897034881,False,-0.1138892666434873,0.1375,572836,0.0,0.0,13,0,0,10,15,14.4,22,32,35,201.0,135.0,12,20,35,418,1.514215661038179,112.91167440102436
50,35,0,0,0,10.0,20,10.0,10.158260251075834,4,10.0,39.65846532197564,15,41.0,21.72828583548086,15,48.0,41.0,20,41.0,2,0.6880000000000002,40606,541,0,0.0,5410.0,False,-0.07350204291184462,2,0.6880000000000002,41239,479,0,0.0,4790.0,False,-0.0665925086101782,9,1.721,75427,0,2,0.2,79.31693064395128,False,0.03174049443327604,5,1.7350000000000003,75545,0,2,0.2,79.31693064395128,False,0.03335372842056157,0,0.2,78095,0,0,0.0,0.0,False,0.0,3,1.6520000000000004,69038,5,10,1.0,415.57518496468685,False,-0.11331343117379672,7,3.060000000000001,102799,0,0,0.0,0.0,False,-0.02773075067860892,8,4.2040000000000015,89199,414,0,0.0,8995.510335889076,False,-0.11381945533528925,0.175,571948,0.0,0.0,15,0,0,13,17,16.0,28,41,34,277.0,131.0,16,19,34,405,1.6249202069593593,114.53659460798372
51,34,0,0,0,10.000000000000002,20,10.0,10.145359219406135,2,10.0,39.73394067342231,5,41.0,24.677825195321653,20,42.05,41.0,11,41.0,2,0.7060000000000002,40509,548,0,0.0,5480.000000000001,False,-0.07482833122981154,0,0.6860000000000002,41109,492,0,0.0,4920.000000000001,False,-0.06798297216933707,3,1.7420000000000002,75526,0,1,0.1,39.73394067342231,False,0.03282339148727466,0,1.7300000000000002,75535,0,3,0.1,119.20182202026693,False,0.03348965631294182,0,0.2,78095,0,0,0.0,0.0,False,0.0,10,1.7490000000000003,69284,0,10,1.0,246.7782519532165,False,-0.11124413693608286,0,3.053000000000001,102719,0,5,0.5,205.0,False,-0.027517946486839244,11,4.306000000000001,88274,429,0,0.0,10586.78700879299,False,-0.11504295330228137,0.2125,571051,0.0,0.0,14,0,0,14,8,7.50909090909091,24,38,34,246.0,126.0,17,17,34,480,1.8387667089700699,116.37536131695379
52,34,0,0,0,10.000000000000002,20,10.0,10.139061448827599,1,10.0,39.76350770484552,10,40.0,25.80024667694423,6,49.0,41.0,11,41.0,0,0.7040000000000002,40399,559,0,0.0,5590.000000000001,False,-0.07600487731833058,1,0.6960000000000002,41006,501,0,0.0,5010.000000000001,False,-0.06922369349904807,4,1.7790000000000001,75588,0,1,0.1,39.76350770484552,False,0.03367122501678059,2,1.7500000000000002,75671,0,0,0.0,0.0,False,0.03453414450748513,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,1.7390000000000003,69178,0,14,1.0,361.2034534772192,False,-0.11186885553827255,0,3.053000000000001,102719,0,5,0.0,205.0,False,-0.027517946486839244,11,4.405000000000001,87794,435,0,0.0,11223.107304470741,False,-0.1165736288105157,0.1375,570450,0.0,0.0,12,0,0,11,9,8.2,26,37,33,273.0,142.0,16,18,33,494,2.4063718889956363,118.78173320594942
53,33,0,0,0,10.000000000000002,20,10.0,10.139061448827599,0,,39.95673655718027,15,41.0,27.60001612327971,39,33.0,41.0,11,41.0,0,0.704,40339,565,0,0.0,5650.000000000001,False,-0.07664662973025006,0,0.6950000000000001,40866,515,0,0.0,5150.000000000001,False,-0.07072111579352686,9,1.865,75680,0,0,0.0,0.0,False,0.034657187777701826,5,1.7980000000000005,75716,0,0,0.0,0.0,False,0.035149360858568596,0,0.2,78095,0,0,0.0,0.0,False,0.0,25,1.9890000000000003,68875,5,10,1.0,475.78384401869846,False,-0.11501514921557908,0,3.053000000000001,101432,29,15,1.0,1415.4004675751116,False,-0.033966384184510125,11,4.504000000000001,87610,435,0,0.0,12006.007013626673,False,-0.1146115755377955,0.25,568613,0.0,0.0,12,0,0,11,10,9.441025641025641,28,39,38,237.0,146.0,14,19,38,200,1.7237891649710946,120.50552237092052
