index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,24,0,0,0,10.000000000000002,20,10.0,21.377113777709614,10,9.5,14.78281004272883,17,19.176470588235293,45.5182204898175,0,,46.99999999999999,20,47.0,5,1.6270000000000002,30522,252,0,0.0,2520.0000000000005,False,-0.09876648234793704,0,0.812,39367,17,15,1.0,490.65670666564426,False,0.12327600604942071,0,0.40700000000000003,46766,81,81,1.0,2928.953829455514,False,-0.0017080927549985557,5,2.3470000000000004,36986.0,141,0,0.0,3014.1730426570557,False,-0.20325613144850188,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69913,175,145,1.0,9187.133728501083,False,0.04076893982581645,11,2.1550000000000002,82500,59,0,0.0,2685.5750088992327,False,-0.06764687071092211,9,2.2250000000000005,84482,41,0,0.0,1866.2470400825175,False,-0.050162094165855674,0.375,462592,0.0,0.0,12,0,0,9,11,11.0,25,34,19,190.0,62.0,16,8,19,551,1.6928653176873922,75.62136149127036
26,19,0,0,0,10.000000000000002,20,10.0,21.543881273922597,23,22.869565217391305,15.113482389630597,41,16.317073170731707,45.5182204898175,0,,46.99999999999999,20,47.0,4,1.6620000000000001,30384,261,0,0.0,2610.0000000000005,False,-0.10140365801786475,4,0.8520000000000001,39655,18,10,1.0,395.438812739226,False,0.13009270966594683,0,0.40700000000000003,47290,79,67,1.0,2714.569940745135,False,0.006919151581821994,17,2.5120000000000005,36001.0,156,0,0.0,3360.845478731925,False,-0.22005624284631548,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69244,206,155,1.0,10168.701548185616,False,0.03827947105789802,10,2.2440000000000007,82346,59,0,0.0,2685.5750088992327,False,-0.06935938989336102,10,2.3160000000000007,84310,41,0,0.0,1866.2470400825175,False,-0.05207477792806015,0.375,461286,0.0,0.0,13,0,0,7,12,12.0,25,32,22,136.0,26.0,13,6,22,1250,1.523923852480948,77.14528534375131
27,22,0,0,0,10.000000000000002,20,10.0,22.30641111522243,22,28.727272727272727,14.294380465216438,11,1.5454545454545454,45.82364983585843,2,56.0,46.99999999999999,20,47.0,0,1.6580000000000004,30294,270,0,0.0,2700.0000000000005,False,-0.10267971076137813,12,0.9680000000000002,39883,19,10,1.0,413.0641111522243,False,0.13680794145969413,0,0.40700000000000003,46900,84,77,1.0,2974.4058295003497,False,0.0015358788473117874,11,2.6050000000000004,35410.0,163,0,0.0,3635.945011781256,False,-0.2294419202721705,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69339,207,163,1.0,10428.191679544727,False,0.0414188947836559,6,2.2940000000000005,82160,61,0,0.0,2795.2426399873643,False,-0.07081799123730984,14,2.4460000000000006,84001,41,0,0.0,1878.7696432701957,False,-0.05544130928057399,0.375,460043,0.0,0.0,13,0,0,7,14,13.466666666666667,24,31,19,108.0,79.0,11,11,19,384,1.540597784332931,78.68588312808424
28,19,0,0,0,10.000000000000002,20,10.0,22.129306754766706,8,18.0,14.671798128575498,21,17.61904761904762,45.82364983585843,0,,47.0,20,47.0,5,1.7080000000000004,30149,278,0,0.0,2780.0000000000005,False,-0.1056571671629094,0,0.9560000000000002,39862,21,17,1.0,586.1982148310341,False,0.13866720849044428,0,0.40700000000000003,47195,79,76,1.0,2863.271891398307,False,0.006491750578501767,10,2.694000000000001,35011.0,166,0,0.0,3673.464921291273,False,-0.23731226666434213,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,68969,218,173,1.0,11125.943413632967,False,0.041123815539147485,10,2.388000000000001,81976,61,0,0.0,2795.2426399873643,False,-0.07286411805269137,10,2.5320000000000005,83820,41,0,0.0,1878.7696432701957,False,-0.05745407533266126,0.375,459038,0.0,0.0,12,0,0,4,13,13.0,22,26,25,145.0,62.0,11,8,25,639,1.3791074240580201,80.06499055214226
29,25,0,0,0,10.000000000000002,20,10.0,22.132743998763953,3,22.333333333333332,13.415605490089906,22,3.909090909090909,46.9628500153104,10,54.0,46.99999999999999,20,47.0,0,1.7030000000000003,30039,289,0,0.0,2890.0000000000005,False,-0.10721678718275911,0,0.9560000000000002,39839,20,24,1.0,731.1858559703348,False,0.14007069127988572,0,0.40700000000000003,47168,70,86,1.0,2703.0341520612087,False,0.004274565355713916,22,2.9040000000000004,34227.0,168,0,0.0,3718.300991792344,False,-0.25307576644182367,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69423,230,173,1.0,11210.162315369378,False,0.048053879947542746,11,2.488000000000001,81777,61,0,0.0,2864.7338509339343,False,-0.07469066871130746,9,2.612000000000001,83139,51,0,0.0,2395.1053507808306,False,-0.0621560763806862,0.375,457668,0.0,0.0,13,0,0,12,12,12.0,26,38,19,245.0,31.0,18,7,19,807,1.5779596045613289,81.64295015670359
30,19,0,0,0,10.000000000000002,20,10.0,21.936365141636337,24,20.625000000000004,13.415605490089906,0,,42.68723735234139,9,12.0,46.999999999999986,20,47.0,5,1.7530000000000003,29844,302,0,0.0,3020.0000000000005,False,-0.11090316177513115,0,0.9560000000000004,40219,17,15,1.0,499.0454771245451,False,0.14755487703281642,0,0.40700000000000003,46709,83,96,1.0,3108.6164338044473,False,-0.00102853855272445,0,2.882000000000001,34191.0,169,0,0.0,3707.2457089365407,False,-0.25393532062864516,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69531,220,174,1.0,10379.012507127181,False,0.043757420986249025,7,2.5470000000000006,81574,70,0,0.0,2988.1066146638973,False,-0.07626211209959352,13,2.733000000000001,82869,51,0,0.0,2177.049104969411,False,-0.06637096554406165,0.375,456993,0.0,0.0,15,0,0,6,9,9.0,26,32,21,125.0,56.0,12,7,21,758,1.4754053372889757,83.11835549399257
31,21,0,0,0,10.000000000000002,20,10.0,22.17711840401689,23,23.91304347826087,13.22237943053629,8,9.125,42.44693965323856,11,41.0,46.99999999999999,20,47.0,5,1.7980000000000005,29689,311,0,0.0,3110.0000000000005,False,-0.11402240181483057,3,0.9860000000000002,40548,18,10,1.0,401.7711840401689,False,0.15550505010690735,0,0.40700000000000003,46674,83,101,1.0,3176.1611500175673,False,-0.001053948729973671,3,2.912000000000001,33656.0,182,0,0.0,4036.2355495310744,False,-0.2616041691725718,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69909,218,173,1.0,10225.799275867183,False,0.047967531400983233,11,2.650000000000001,80928,81,0,0.0,3438.2021119123233,False,-0.08094320823837206,9,2.8100000000000005,82722,51,0,0.0,2164.7939223151666,False,-0.06807378332008998,0.375,456182,0.0,0.0,14,0,0,8,13,12.6,27,35,18,174.0,68.0,14,7,18,1166,1.4718657582998276,84.5902212522924
32,18,0,0,0,10.000000000000002,20,10.0,20.915177929272637,18,9.0,13.460628953351216,15,16.0,42.44693965323856,0,,46.99999999999999,20,47.0,13,1.9230000000000005,29388,321,0,0.0,3210.0000000000005,False,-0.12113994045087197,0,0.9830000000000003,40493,18,15,1.0,493.72766893908954,False,0.15524922258526988,0,0.40700000000000003,46774,83,106,1.0,3162.7864371848577,False,0.0008774702169690918,10,3.0090000000000003,33304.0,190,0,0.0,3973.883806561801,False,-0.26953528236125057,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69669,223,183,1.0,10769.510213139976,False,0.04841251475903776,11,2.749000000000001,80725,81,0,0.0,3438.2021119123233,False,-0.08320061988795059,9,2.891000000000001,82567,51,0,0.0,2164.7939223151666,False,-0.0697974227569603,0.375,454976,0.0,0.0,12,0,0,8,14,14.0,24,32,21,183.0,29.0,14,4,21,435,1.7972172582522035,86.3874385105446
33,21,0,0,0,10.000000000000002,20,10.0,22.940519745351637,27,35.629629629629626,14.878834617698857,43,20.069767441860463,41.53739746432119,6,31.0,46.999999999999986,20,47.0,0,1.9100000000000004,29308,329,0,0.0,3290.0000000000005,False,-0.1222742095562172,12,1.1030000000000002,41051,20,10,1.0,429.4051974535164,False,0.1701602892025168,0,0.40700000000000003,47415,73,94,1.0,3073.268395474362,False,0.013218682295390012,21,3.209000000000001,31758.0,217,0,0.0,4978.092784741305,False,-0.2911422103290904,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,68992,256,187,1.0,11576.474987958969,False,0.04459179602698054,11,2.8480000000000003,80325,87,0,0.0,3613.7535793959432,False,-0.08667263316840547,9,2.9720000000000013,82429,51,0,0.0,2118.4072706803804,False,-0.07158993355269674,0.375,453334,0.0,0.0,11,0,0,10,16,15.0625,27,37,17,223.0,22.0,18,3,17,1027,1.6220113141462207,88.00944982469082
34,17,0,0,0,10.000000000000002,20,10.0,22.556575662621096,5,9.0,14.896045326994136,1,18.0,41.53739746432119,0,,46.999999999999986,20,47.0,5,1.9600000000000002,29153,338,0,0.0,3380.0000000000005,False,-0.12539344959591664,0,1.0910000000000002,40941,21,20,1.0,661.131513252422,False,0.17032654917414458,0,0.40700000000000003,47370,68,104,1.0,3083.0358590656247,False,0.012388341223538438,1,3.1980000000000013,31746.0,217,0,0.0,4894.776918788778,False,-0.29225284169075844,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,68974,247,197,1.0,11862.190496238825,False,0.04633591171871558,8,2.9170000000000007,80199,87,0,0.0,3613.7535793959432,False,-0.08807378522676457,12,3.083000000000001,82189,51,0,0.0,2118.4072706803804,False,-0.07425879461623788,0.375,452628,0.0,0.0,10,0,0,4,12,12.0,26,30,25,130.0,56.0,10,7,25,200,1.5624101785942912,89.57186000328511
35,25,0,0,0,10.0,20,10.0,22.42568978317114,15,21.0,15.022630062123673,15,16.4,43.797776183222695,8,63.0,46.999999999999986,20,47.0,5,2.0050000000000003,28983,349,0,0.0,3490.0,False,-0.1286544732737842,0,1.0910000000000002,41116,20,20,1.0,648.5137956634228,False,0.1751100779195155,0,0.40700000000000003,47548,63,108,1.0,3035.2625030491386,False,0.015578234668196269,9,3.2870000000000013,31205.0,227,0,0.0,5090.631580779849,False,-0.30142372052263516,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69232,252,199,1.0,12501.460236116482,False,0.054404790161175665,9,2.9990000000000006,79704,92,0,0.0,4029.395408856488,False,-0.09126728972234682,11,3.181000000000001,81817,54,0,0.0,2365.0799138940256,False,-0.07702399798782313,0.375,451661,0.0,0.0,14,0,0,12,13,13.0,27,39,28,233.0,57.0,19,6,28,1197,2.595443282276392,92.1673032855615
36,28,0,0,0,10.0,20,10.0,23.364290249336896,53,26.20754716981132,15.046411270700702,4,16.0,42.91157408927227,16,39.125,46.99999999999999,20,47.0,5,2.0500000000000003,28788,362,0,0.0,3620.0,False,-0.13234084786615624,28,1.3710000000000002,41598,17,10,1.0,403.642902493369,False,0.1853061520274121,0,0.40700000000000003,46607,90,118,1.0,3878.262652383003,False,0.004825436760116291,4,3.318000000000001,30701.0,243,0,0.0,5677.522530588866,False,-0.3057818544637172,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69794,246,193,1.0,11983.350971821921,False,0.058636579956291054,6,3.0500000000000007,79170,99,0,0.0,4248.245834837955,False,-0.09598866937905634,14,3.310000000000001,81335,63,0,0.0,2703.4291676241533,False,-0.08050269572968799,0.375,450049,0.0,0.0,14,0,0,17,13,12.75,24,41,18,289.0,33.0,24,4,18,1274,1.936336264014244,94.10363954957575
37,18,0,0,0,10.0,20,10.0,23.298744993829768,2,17.0,14.217693659374289,12,4.0,43.941180624333235,3,70.0,46.99999999999999,20,47.0,2,2.0650000000000004,28668,373,0,0.0,3730.0,False,-0.13418403516234226,0,1.3430000000000002,41508,16,20,1.0,625.9748998765954,False,0.18590635048740395,0,0.40700000000000003,46607,80,128,1.0,3683.7643879062907,False,0.002812538942999774,12,3.434000000000001,30355.0,245,0,0.0,5708.192523488293,False,-0.3126260786590742,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69956,248,200,1.0,12314.22415239147,False,0.06321048326808602,13,3.1740000000000004,78689,102,0,0.0,4482.00042368199,False,-0.10003780650934112,7,3.366000000000001,81237,63,0,0.0,2768.2943793329937,False,-0.08123182183499207,0.375,449076,0.0,0.0,11,0,0,3,11,11.0,26,29,20,112.0,34.0,10,8,20,410,1.5003794729709625,95.60401902254671
38,20,0,0,0,10.0,20,10.0,23.298744993829768,0,,13.01928996123404,27,6.62962962962963,43.941180624333235,0,,46.999999999999986,20,47.0,0,2.0630000000000006,28578,382,0,0.0,3820.0,False,-0.13546008790585568,0,1.3430000000000002,41398,17,30,1.0,868.9623498148931,False,0.18623227491584982,0,0.40700000000000003,46607,70,138,1.0,3427.574164218381,False,0.0001611798503341306,27,3.6920000000000015,29483.0,245,0,0.0,5708.192523488293,False,-0.3306750509853632,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69777,265,210,1.0,12677.759770837,False,0.06324914630131448,8,3.2410000000000005,78563,102,0,0.0,4482.00042368199,False,-0.10143895856770022,12,3.479000000000002,81002,63,0,0.0,2768.2943793329937,False,-0.0838450816263761,0.375,447464,0.0,0.0,10,0,0,7,13,13.0,24,31,23,139.0,38.0,12,8,23,200,1.5086498204618692,97.11266884300858
39,23,0,0,0,10.0,20,10.0,22.5519617411654,10,9.5,12.89053454637716,20,11.9,43.941180624333235,0,,46.999999999999986,20,47.0,5,2.1130000000000004,28408,393,0,0.0,3930.0,False,-0.13872111158372324,0,1.3430000000000002,41353,16,35,1.0,949.318660940789,False,0.18609554318645663,0,0.40700000000000003,46728,70,141,1.0,3396.2026929207573,False,0.0023410126976255263,13,3.795000000000001,29060.0,245,0,0.0,5525.230626585523,False,-0.34132396428926454,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69539,275,220,1.0,13211.95673760703,False,0.06365561782426538,11,3.3430000000000004,78355,102,0,0.0,4482.00042368199,False,-0.10375197148943587,9,3.5570000000000013,80859,63,0,0.0,2768.2943793329937,False,-0.08543527801006937,0.375,446358,0.0,0.0,13,0,0,10,12,12.0,22,32,19,163.0,60.0,15,8,19,461,2.081572128459811,99.19424097146839
40,19,0,0,0,9.999999999999998,20,10.0,22.474058177939792,21,21.857142857142858,12.433378115850234,22,9.181818181818182,41.69879653555037,9,24.0,46.999999999999986,20,47.0,0,2.1080000000000005,28388,395,0,0.0,3949.999999999999,False,-0.13900467886005954,0,1.3430000000000002,41632,24,24,1.0,779.377396270555,False,0.1915975811182555,0,0.40700000000000003,46574,73,146,1.0,3455.879451903739,False,-0.00022892956446781567,17,3.9520000000000013,28447.0,253,0,0.0,5685.936719018768,False,-0.3523488841614186,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69553,287,221,1.0,12783.81355360565,False,0.0608608534503383,13,3.4620000000000006,77863,111,0,0.0,4628.566415446091,False,-0.10840821110998998,7,3.6180000000000008,80762,63,0,0.0,2627.0241817396736,False,-0.08729942296032482,0.375,445275,0.0,0.0,13,0,0,8,12,12.0,22,30,19,167.0,62.0,13,6,19,1060,2.0333085441961884,101.22754951566458
41,19,0,0,0,9.999999999999998,20,10.0,21.994571505989136,32,19.46875,12.86423813643463,31,15.096774193548388,42.355301321565335,2,66.0,46.999999999999986,20,47.0,13,2.238000000000001,28178,402,0,0.0,4019.999999999999,False,-0.143967106195945,0,1.3430000000000002,41944,27,15,1.0,599.9185725898369,False,0.19790044764766543,0,0.40700000000000003,46087,87,156,1.0,3920.348870304857,False,-0.0055021539719656235,31,4.245000000000001,27713.0,261,0,0.0,5740.583163063165,False,-0.3669759364657218,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69217,308,229,1.0,13661.549348660328,False,0.06229779675825793,9,3.5390000000000006,77585,113,0,0.0,4786.149049336883,False,-0.11062346235050555,11,3.721000000000001,80555,63,0,0.0,2668.383983258616,False,-0.08937134986956707,0.375,443335,0.0,0.0,14,0,0,8,13,13.0,26,34,22,181.0,33.0,16,3,22,774,1.9240200920030475,103.15156960766762
42,22,0,0,0,9.999999999999998,20,10.0,22.586020987983865,26,26.692307692307693,15.200622387426693,85,19.941176470588236,44.600506201146914,9,61.22222222222222,46.99999999999999,20,47.0,5,2.275000000000001,28028,411,0,0.0,4109.999999999999,False,-0.14694456259747626,6,1.4030000000000002,42346,28,10,1.0,505.8602098798386,False,0.20796625846986877,0,0.40700000000000003,47463,82,116,1.0,3615.3259179561733,False,0.01982205532627007,35,4.564000000000002,25756.0,282,0,0.0,6369.25791861145,False,-0.40097636331203346,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,68073,383,230,1.0,16079.954800648215,False,0.0632086020048626,15,3.680000000000001,76724,122,0,0.0,5441.261756539923,False,-0.11655549142328177,5,3.7600000000000007,80495,63,0,0.0,2809.8318906722557,False,-0.08925209677583656,0.375,440941,0.0,0.0,15,0,0,10,15,14.428571428571429,27,37,18,188.0,44.0,17,5,18,2429,1.8198700305074453,104.97143963817507
43,18,0,0,0,9.999999999999998,20,10.0,23.18577385344642,19,29.05263157894737,15.200622387426693,0,,38.68273038329533,29,24.79310344827586,47.0,20,47.0,0,2.2700000000000005,27938,420,0,0.0,4199.999999999999,False,-0.14822061534098965,9,1.4870000000000003,42573,29,10,1.0,521.8577385344641,False,0.2146300544241382,0,0.40700000000000003,47015,88,126,1.0,3955.6265199190484,False,0.014071021463364445,0,4.529000000000002,25652.0,285,0,0.0,6607.94554823223,False,-0.4006587714669734,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,68792,373,211,1.0,13831.888261385471,False,0.0575507645232823,12,3.785000000000001,76283,125,0,0.0,4835.341297911916,False,-0.12482851846011211,8,3.835000000000001,79864,89,0,0.0,3442.7630041132843,False,-0.09274979981254988,0.375,440173,0.0,0.0,13,0,0,7,12,11.375,23,30,17,117.0,72.0,12,6,17,919,1.617204399779439,106.58864403795451
44,17,0,0,0,9.999999999999998,20,10.0,22.545753726668774,11,11.818181818181818,12.484831528558278,79,4.518987341772152,35.82205097514558,23,24.956521739130434,46.99999999999999,20,47.0,5,2.3200000000000007,27793,428,0,0.0,4279.999999999999,False,-0.15119807174252092,0,1.4780000000000002,42538,31,14,1.0,625.6405521733627,False,0.21510903944666623,0,0.40700000000000003,46920,88,136,1.0,3681.963415830778,False,0.009272487900055621,79,5.319000000000002,20468.0,286,0,0.0,6448.085565827269,False,-0.5096135039655241,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69009,442,198,1.0,12611.061628701584,False,0.05205524409608854,9,3.863000000000001,75982,130,0,0.0,4656.866626768925,False,-0.1291680569203071,11,3.9370000000000007,79232,107,0,0.0,3832.959454340577,False,-0.09760825871082573,0.375,433998,0.0,0.0,15,0,0,4,17,17.0,27,31,19,164.0,40.0,13,4,19,859,1.4354461720213294,108.02409020997584
45,19,0,0,0,10.0,20,10.0,23.408430424420438,13,35.07692307692308,12.28092117761893,25,10.0,35.49508461986976,5,29.0,46.99999999999999,20,47.0,0,2.315000000000001,27703,437,0,0.0,4370.0,False,-0.1524741244860343,0,1.4780000000000002,42884,32,11,1.0,577.4927346686247,False,0.22423780993433476,0,0.40700000000000003,47122,78,130,1.0,3422.3773261952547,False,0.010767053652177045,9,5.330000000000001,19762.0,299,0,0.0,6999.120696901711,False,-0.5185237855556298,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,68904,457,203,1.0,12817.883156005411,False,0.05203304433707751,9,3.944000000000001,75702,135,0,0.0,4791.836423682417,False,-0.1315312789199874,11,4.036000000000001,79033,107,0,0.0,3797.974054326064,False,-0.10001571261745174,0.375,433166,0.0,0.0,13,0,0,10,10,10.0,22,32,16,180.0,52.0,15,4,16,1003,1.45200789347291,109.47609810344875
46,16,0,0,0,10.0,20,10.0,22.868758592564383,25,19.2,11.744044875011388,50,8.800000000000002,32.12322386509567,21,17.047619047619047,46.99999999999999,20,47.0,5,2.3650000000000007,27548,446,0,0.0,4460.0,False,-0.15559336452573372,9,1.568,42996,33,10,1.0,558.6875859256438,False,0.22714713718879398,0,0.40700000000000003,46827,93,135,1.0,3712.240607235025,False,0.0076608843089337,45,5.771000000000002,17762.0,299,0,0.0,6837.758819176751,False,-0.5615904744149944,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,68822,497,192,1.0,12004.44928497903,False,0.04520624465677925,16,4.095000000000001,75305,135,0,0.0,4336.635221787915,False,-0.13847699652053966,4,4.065,78632,128,0,0.0,4111.772654732245,False,-0.10273017450608138,0.375,429948,0.0,0.0,13,0,0,10,18,17.266666666666666,24,34,14,170.0,19.0,13,3,14,743,1.4133348818868399,110.88943298533559
47,14,0,0,0,10.0,20,10.0,22.174867482048555,10,10.0,11.452466580122847,9,2.0,30.75217144900863,9,15.0,47.0,20,47.0,5,2.410000000000001,27408,454,0,0.0,4540.0,False,-0.15842903728909682,0,1.5590000000000004,42926,35,15,1.0,682.6230122307284,False,0.22691936781838554,0,0.40700000000000003,46727,93,145,1.0,3722.8703299483286,False,0.005701056961359586,9,5.816000000000002,17510.0,299,0,0.0,6630.285377132518,False,-0.5689536421135872,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,68939,496,193,1.0,11615.592513399599,False,0.04412466134966479,11,4.189000000000001,75098,135,0,0.0,4151.543145616165,False,-0.1418080246779788,9,4.151000000000001,78346,137,0,0.0,4213.047488514183,False,-0.10534746631389037,0.375,429010,0.0,0.0,9,0,0,6,11,11.0,23,29,13,111.0,34.0,10,4,13,385,1.3849541069939733,112.27438709232956
48,13,0,0,0,10.0,20,10.0,22.762713385792882,30,26.033333333333335,11.375804136497045,2,1.0,28.850216232985616,24,20.833333333333332,46.99999999999999,20,47.0,5,2.4550000000000005,27228,466,0,0.0,4660.0,False,-0.16183184460513256,10,1.6590000000000003,43357,33,10,1.0,557.6271338579288,False,0.23736888038930845,0,0.40700000000000003,46261,104,155,1.0,4130.571833279502,False,0.0002749967222021785,2,5.827000000000002,17137.0,308,0,0.0,7010.9157228242075,False,-0.5727349189366815,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69437,488,179,1.0,10715.581124314984,False,0.044795085239949295,7,4.248000000000001,74758,144,0,0.0,4154.431137549929,False,-0.1455728535821124,13,4.272000000000001,77799,152,0,0.0,4385.232867413813,False,-0.11047287287651063,0.375,428033,0.0,0.0,14,0,0,5,13,12.625,22,27,19,120.0,26.0,9,4,19,1015,1.4769860040396452,113.7513730963692
49,19,0,0,0,10.0,20,10.0,23.53632649448682,11,36.0,11.126183013670415,10,5.0,28.49585603161776,20,26.5,47.0,20,47.0,0,2.450000000000001,27118,477,0,0.0,4770.0,False,-0.16339146462498227,1,1.659,43641,32,10,1.0,555.3632649448682,False,0.2453900930801768,0,0.40700000000000003,46261,94,165,1.0,4048.2348877373793,False,-0.0005771232614682037,10,5.925000000000002,16491.0,319,0,0.0,7508.088151741295,False,-0.5809607336354471,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69917,488,169,1.0,10245.376980014564,False,0.04821602070189524,10,4.341000000000001,74143,158,0,0.0,4502.345252995606,False,-0.15047736331541706,10,4.359000000000001,77527,158,0,0.0,4502.345252995606,False,-0.11284642231948706,0.375,427154,0.0,0.0,16,0,0,7,12,11.11111111111111,25,32,26,180.0,43.0,14,5,26,802,1.7650522524490952,115.5164253488183
50,26,0,0,0,10.0,20,10.0,23.67592692384816,2,35.5,11.126183013670415,0,,28.49585603161776,0,,47.0,20,47.0,0,2.4500000000000006,27028,486,0,0.0,4860.0,False,-0.16466751736849566,0,1.6580000000000004,43602,33,18,1.0,756.1666846292669,False,0.24713124464241124,0,0.40700000000000003,46261,84,175,1.0,3935.8598889955683,False,-0.0017401125059967187,0,5.915000000000003,16420.0,321,0,0.0,7599.972542555259,False,-0.5814793891648701,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69917,478,179,1.0,10419.073710194038,False,0.04942919001923529,7,4.401000000000002,74045,158,0,0.0,4502.345252995606,False,-0.15156714824969636,13,4.479000000000001,77263,158,0,0.0,4502.345252995606,False,-0.11578216948938232,0.375,426592,0.0,0.0,12,0,0,10,9,9.0,26,36,21,267.0,41.0,19,7,21,271,1.6192566426470876,117.13568199146539
51,21,0,0,0,10.000000000000002,20,10.0,22.96244405350088,25,18.56,11.487952531258822,55,13.0,27.212655438266623,15,17.0,46.99999999999999,20,47.0,11,2.5600000000000005,26771,495,0,0.0,4950.000000000001,False,-0.17067914362682546,0,1.6580000000000004,43857,34,14,1.0,661.4742167490124,False,0.2530196259286689,0,0.40700000000000003,46179,84,184,1.0,4042.6285662456976,False,-0.00233240984573827,54,6.455000000000001,15133.0,336,0,0.0,7715.381201976296,False,-0.6069237968872115,0,0.2,72056,0,0,0.0,0.0,False,0.006537408504218584,0,0.2,69457,523,174,1.0,10743.201220106755,False,0.04526737176696333,11,4.5040000000000004,73834,158,0,0.0,4299.599559246127,False,-0.15504081378441092,9,4.556000000000001,76856,173,0,0.0,4707.789390820126,False,-0.11916581750094446,0.375,424143,0.0,0.0,13,0,0,11,13,13.0,21,32,23,170.0,31.0,15,6,23,833,1.4035735744982958,118.53925556596369
