index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,54,0,0,0,10.000000000000002,7,10.0,21.784445422192643,16,22.0,10.805685688842354,35,10.714285714285714,43.53009170943432,10,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.1270000000000002,30495,29,14,1.0,594.982235910697,False,0.11011937118593082,20,3.3970000000000007,29257.0,152,0,0.0,3311.2357041732816,False,-0.22472304937961424,15,3.185000000000001,28853.0,215,0,0.0,4683.655765771418,False,-0.21764532684057614,0,0.2,57666,98,145,1.0,7370.820495374528,False,0.0724083666501296,0,0.2,57800,110,142,1.0,7369.898448512333,False,0.07474259686860753,3,1.3820000000000001,77008,0,0,0.0,0.0,False,-0.025856398320093104,12,2.2370000000000005,70743,104,0,0.0,4527.129537781169,False,-0.0764741591750925,0.375,379776,0.0,0.0,12,0,0,30,16,16.0,17,47,52,438.0,324.0,26,28,52,1097,3.308772352000233,85.22637629613746
26,52,0,0,0,10.000000000000002,10,10.0,21.823864377478277,31,22.0,10.77325995355315,30,10.5,43.71596422519979,5,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,17,1.2970000000000002,30709,29,10,1.0,508.2386437747828,False,0.11627079536691154,25,3.6270000000000007,28408.0,164,0,0.0,3579.1137579064375,False,-0.24265651245320846,5,3.2200000000000006,28365.0,234,0,0.0,5106.784264329916,False,-0.22457823258433132,0,0.2,57566,98,155,1.0,7831.753930354176,False,0.07468889449522077,0,0.2,57820,120,147,1.0,7719.037935530747,False,0.07814363068337807,12,1.4990000000000003,76800,0,0,0.0,0.0,False,-0.028487577796893183,8,2.3050000000000006,70400,109,0,0.0,4765.0401005467775,False,-0.07930830275928005,0.375,378022,0.0,0.0,8,0,0,26,20,19.42857142857143,23,49,51,423.0,316.0,26,26,51,555,2.3272260680096224,87.55360236414708
27,51,0,0,0,10.000000000000004,13,10.0,21.835709734954218,11,22.0,10.757764631147747,25,10.6,43.900446164373434,5,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,1,1.2900000000000003,30803,32,10,1.0,538.3570973495423,False,0.120202557815083,15,3.7520000000000007,28128.0,164,0,0.0,3581.056396532492,False,-0.2496544479154755,10,3.315000000000001,27968.0,245,0,0.0,5349.748885063784,False,-0.2314881136976929,0,0.2,57696,98,160,1.0,8078.332320152228,False,0.07911633064860624,0,0.2,57660,125,157,1.0,8237.090626700097,False,0.07987458814784472,11,1.5970000000000004,76614,0,0,0.0,0.0,False,-0.030840459444416334,9,2.3870000000000005,70037,114,0,0.0,5004.650862738572,False,-0.08238469069259109,0.375,376860,0.0,0.0,8,0,0,32,16,15.09090909090909,20,52,49,453.0,300.0,26,25,49,365,2.5443491089972667,90.09795147314435
28,49,0,0,0,10.000000000000004,13,10.0,21.84713255831468,11,22.0,10.75263874907494,15,10.666666666666666,44.20004533167224,5,49.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,1,1.2990000000000002,30897,35,10,1.0,568.471325583147,False,0.12413424409804501,0,3.7370000000000005,28128.0,164,0,0.0,3582.9297395636077,False,-0.24963095654247724,15,3.455000000000001,27451.0,256,0,0.0,5592.865934928558,False,-0.24140563871631732,0,0.2,57591,98,170,1.0,8567.766303793625,False,0.0815585511352552,0,0.2,57850,120,162,1.0,8450.723993619897,False,0.0850628746667474,9,1.6760000000000002,76480,0,0,0.0,0.0,False,-0.032535546222739464,11,2.488000000000001,69604,119,0,0.0,5259.805394468997,False,-0.08624825814357003,0.375,375955,0.0,0.0,7,0,0,28,15,14.09090909090909,17,45,46,424.0,264.0,25,24,46,375,2.4192124340333976,92.51716390717775
29,46,0,0,0,10.000000000000005,13,10.0,21.858095223148123,11,22.0,10.738234740261895,25,10.6,44.52338198238164,10,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,1,1.3080000000000003,30991,38,10,1.0,598.5809522314814,False,0.1280658474336917,10,3.8370000000000006,27731.0,175,0,0.0,3825.1666640509216,False,-0.256549962831353,15,3.5900000000000007,27171.0,256,0,0.0,5595.672377125919,False,-0.24839274224254607,0,0.2,57376,108,180,1.0,9173.93810877698,False,0.08309827220172514,0,0.2,58270,115,162,1.0,8447.684876275944,False,0.09237781534615137,11,1.7770000000000004,76294,0,0,0.0,0.0,False,-0.03488842787026261,9,2.5670000000000006,69000,129,0,0.0,5743.516275727232,False,-0.09082935108708685,0.375,374787,0.0,0.0,9,0,0,25,17,16.09090909090909,19,44,41,348.0,252.0,21,25,41,600,2.3290748249855824,94.84623873216333
30,41,0,0,0,10.000000000000004,10,10.0,21.87365402905016,17,22.0,10.73914525249184,20,10.75,44.52338198238164,0,,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,7,1.3770000000000002,31139,38,10,1.0,598.7365402905017,False,0.1334042926723359,10,3.927000000000001,27576.0,175,0,0.0,3827.889455083778,False,-0.2604031618503275,10,3.6750000000000007,26637.0,273,0,0.0,5971.507549930694,False,-0.2570723603700412,0,0.2,57216,113,190,1.0,9672.965990184091,False,0.08466295504364779,0,0.2,58215,110,172,1.0,8839.327678743744,False,0.09483934065220288,10,1.8660000000000003,76134,0,0,0.0,0.0,False,-0.03691241208318575,10,2.658000000000001,68846,129,0,0.0,5743.516275727232,False,-0.09277743589202538,0.375,373717,0.0,0.0,7,0,0,22,16,16.0,18,40,40,291.0,265.0,17,24,40,320,2.094471098971553,96.94070983113488
31,40,0,0,0,10.000000000000004,13,10.0,21.8828858992619,11,22.0,10.74073809260695,40,10.75,44.79326560004097,5,49.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,1,1.3800000000000001,31233,41,10,1.0,628.8288589926192,False,0.13733558401818113,25,4.167000000000001,26991.0,175,0,0.0,3829.5050323708324,False,-0.27505448508551106,15,3.815000000000001,26125.0,284,0,0.0,6214.73959539038,False,-0.2668630452262135,0,0.2,57001,123,200,1.0,10279.763905398848,False,0.08620814824065141,0,0.2,58245,120,177,1.0,9217.296582320085,False,0.09866713788320089,10,1.9560000000000006,75727,0,5,0.5,205.0,False,-0.0407643070384051,10,2.7480000000000007,68694,129,0,0.0,5778.331262405285,False,-0.09448001782114752,0.4375,371970,0.0,0.0,8,0,0,21,21,20.09090909090909,18,39,44,324.0,259.0,18,22,44,375,2.1002209130092524,99.04093074414413
32,44,0,0,0,10.000000000000004,9,10.0,21.941462913232446,16,22.4375,10.768987346474646,30,11.0,42.83472491286547,17,34.23529411764706,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,6,1.4390000000000003,31394,40,10,1.0,619.4146291323245,False,0.14297019664597893,15,4.292000000000001,26523.0,184,0,0.0,4037.22917603477,False,-0.2841869287985006,15,3.950000000000001,25694.0,291,0,0.0,6384.965707750642,False,-0.27553776104443306,0,0.2,57251,133,200,1.0,9999.220299654222,False,0.08812617157837245,0,0.2,58247,120,180,1.0,9002.528965892741,False,0.09682505345219053,7,2.0160000000000005,75603,0,5,0.5,205.0,False,-0.042332894803420534,8,2.818000000000001,68243,141,0,0.0,6039.696212714031,False,-0.09853200290496102,0.4375,370909,0.0,0.0,10,0,0,25,15,14.190476190476192,17,42,44,363.0,277.0,21,23,44,911,2.083359203010332,101.12428994715447
33,44,0,0,0,10.000000000000005,13,10.0,21.94959609849696,22,22.0,10.757937465229368,30,10.666666666666666,43.285130939826786,10,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,12,1.5530000000000004,31521,43,10,1.0,649.4959609849698,False,0.14809099360056543,25,4.527000000000001,25696.0,195,0,0.0,4280.171239206908,False,-0.30188133274136747,5,3.9850000000000008,25387.0,302,0,0.0,6628.778021746082,False,-0.2801798457383934,0,0.2,57561,138,200,1.0,10141.62155816701,False,0.09478946982264164,0,0.2,58087,125,190,1.0,9568.91706172076,False,0.09897845672639581,3,2.039,75543,0,5,0.5,205.0,False,-0.04309188888326671,12,2.9300000000000006,67794,146,0,0.0,6319.62911721471,False,-0.10244124679189202,0.4375,369543,0.0,0.0,9,0,0,23,17,15.59090909090909,26,49,47,382.0,278.0,23,21,47,764,2.1417661529849283,103.2660561001394
34,47,0,0,0,10.000000000000004,11,10.0,21.952901124695522,10,22.0,10.770119856109275,35,10.857142857142858,43.49565185288039,5,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.5410000000000001,31631,44,10,1.0,659.5290112469554,False,0.15223752634016424,15,4.652000000000001,25206.0,205,0,0.0,4500.344730562582,False,-0.3114094157630153,20,4.180000000000001,24972.0,302,0,0.0,6629.776139658048,False,-0.29057537507012204,0,0.2,57631,143,205,1.0,10456.735769264107,False,0.09876711504539591,0,0.2,57872,135,200,1.0,10153.096551150831,False,0.10032596751517091,2,2.0560000000000005,75495,0,5,0.5,205.0,False,-0.04369908414714365,13,3.0480000000000005,67550,146,0,0.0,6350.3651705205375,False,-0.10533341869579184,0.4375,368311,0.0,0.0,11,0,0,19,16,15.5,28,47,46,396.0,299.0,22,25,46,729,2.190725899010431,105.45678199914983
35,46,0,0,0,10.000000000000004,12,10.0,21.959407469167292,22,22.0,10.772773365723184,25,10.8,43.703237304041444,5,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,12,1.6610000000000003,31768,46,10,1.0,679.5940746916731,False,0.15753828817311405,20,4.837000000000001,24549.0,216,0,0.0,4743.232013340135,False,-0.32484096991272116,5,4.210000000000001,24665.0,313,0,0.0,6873.294537849362,False,-0.2952211454135711,0,0.2,57756,143,210,1.0,10718.186425147118,False,0.10323713423715772,0,0.2,57712,140,210,1.0,10685.868105049947,False,0.1021855661263957,3,2.084,75437,0,5,0.5,205.0,False,-0.04443277842432829,12,3.1550000000000007,67332,146,0,0.0,6380.67264639005,False,-0.10789940389623259,0.4375,367173,0.0,0.0,10,0,0,16,17,15.424242424242424,22,38,48,324.0,307.0,18,28,48,478,2.182115744042676,107.6388977431925
36,48,0,0,0,10.000000000000004,10,10.0,21.960509549878385,4,22.0,10.769668229105857,40,10.75,43.703237304041444,0,,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.6490000000000002,31756,46,16,1.0,811.3681527980543,False,0.15948100354744488,20,5.017000000000001,24090.0,218,0,0.0,4787.391081873488,False,-0.3357987725795214,20,4.405000000000001,24206.0,315,0,0.0,6917.560508211691,False,-0.30617760755132933,0,0.2,57541,153,220,1.0,11262.471445942314,False,0.10423597201438857,0,0.2,57497,150,220,1.0,11230.162441254997,False,0.10318448531922425,12,2.2010000000000005,75440,0,0,0.0,0.0,False,-0.045691443606739865,3,3.1730000000000005,67304,146,0,0.0,6380.67264639005,False,-0.10825360113349415,0.375,365788,0.0,0.0,10,0,0,28,15,14.666666666666666,16,44,47,369.0,298.0,23,25,47,352,2.1883489669999108,109.82724671019241
37,47,0,0,0,10.000000000000002,11,10.0,21.963278915343473,10,22.0,10.785887211225928,20,11.0,44.20305482815212,10,48.0,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.649,31866,47,16,1.0,821.4124626454957,False,0.16362773925022522,5,5.047000000000001,23805.0,228,0,0.0,5007.627592698312,False,-0.3401847416459971,15,4.535000000000001,23936.0,315,0,0.0,6918.4328583331935,False,-0.3129381679540893,0,0.2,57431,153,230,1.0,11816.943353792554,False,0.1071592175513691,0,0.2,57867,150,220,1.0,11342.555143877355,False,0.11063429830863461,14,2.3290000000000006,74675,0,10,1.0,410.00000000000006,False,-0.052775388351970855,6,3.230000000000001,67232,146,0,0.0,6453.64600491021,False,-0.10870284113678211,0.5,364766,0.0,0.0,9,0,0,19,16,16.0,27,46,41,360.0,288.0,20,27,41,810,3.1327461120090447,112.95999282220146
38,41,0,0,0,10.000000000000004,8,10.0,22.024111446833796,8,23.0,10.769327083570962,25,10.6,44.37283426034566,5,47.0,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.6490000000000002,31970,45,18,1.0,846.4340060430085,False,0.16782814200812984,20,5.242000000000001,23201.0,236,0,0.0,5197.690301452776,False,-0.35294948584941216,5,4.570000000000001,23871.0,315,0,0.0,6937.595105752645,False,-0.3143280527455591,0,0.2,57321,153,240,1.0,12297.187266269315,False,0.10943371905005611,0,0.2,57947,155,225,1.0,11653.133406531273,False,0.11474709754174404,0,2.3150000000000004,74768,0,7,0.5,287.00000000000006,False,-0.05237691646005161,12,3.344000000000001,67010,146,0,0.0,6478.433802010467,False,-0.11135433763845025,0.4375,364042,0.0,0.0,10,0,0,19,14,14.0,22,41,40,337.0,273.0,20,21,40,827,2.0087216880056076,114.96871451020706
39,40,0,0,0,10.000000000000004,9,10.0,22.019895703915658,26,22.0,10.749594242599192,40,10.625,44.927146396576845,15,47.666666666666664,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,8,1.7290000000000003,32308,44,10,1.0,660.1989570391568,False,0.1766565534111897,20,5.4220000000000015,22578.0,245,0,0.0,5394.874447459336,False,-0.36610144148346835,20,4.7650000000000015,23087.0,332,0,0.0,7310.605373699998,False,-0.3293130016088582,0,0.2,57301,168,245,1.0,12813.082699917992,False,0.11359298973865986,0,0.2,58257,160,225,1.0,11828.54301804566,False,0.12169888494857156,10,2.4150000000000005,74656,0,5,0.5,205.00000000000003,False,-0.05431235136365936,3,3.3620000000000005,66502,156,0,0.0,7008.634837865988,False,-0.11442699211995917,0.4375,362643,0.0,0.0,13,0,0,15,18,18.0,26,41,50,360.0,254.0,20,20,50,1488,2.1964541150373407,117.1651686252444
40,50,0,0,0,10.000000000000004,9,10.0,22.018011558889132,14,22.0,10.733162750803224,40,10.625,45.1569026757354,10,47.0,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,4,1.7610000000000006,32454,43,10,1.0,650.1801155888915,False,0.18173949303462572,20,5.602000000000002,22053.0,250,0,0.0,5504.502889722283,False,-0.3778935258229594,20,4.945000000000001,22469.0,341,0,0.0,7508.141941581194,False,-0.34233513979909713,0,0.2,57611,173,245,1.0,12920.278311444132,False,0.11994859472673991,0,0.2,57992,175,235,1.0,12490.175610188384,False,0.12284933847985789,3,2.4350000000000005,74833,0,0,0.0,0.0,False,-0.05336993371451703,12,3.4790000000000005,65820,166,0,0.0,7496.045844172077,False,-0.11997137425889244,0.375,361186,0.0,0.0,11,0,0,27,17,16.8,20,47,47,441.0,282.0,26,24,47,963,2.353163580992259,119.51833220623666
41,47,0,0,0,10.0,10,10.0,22.0156578789732,20,22.0,10.71007545407049,30,10.5,45.263813720401345,5,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,10,1.8570000000000002,32614,43,10,1.0,650.1565787897321,False,0.1875073289132188,15,5.732000000000002,21558.0,260,0,0.0,5724.071048533032,False,-0.38755459774116524,15,5.075000000000001,21969.0,351,0,0.0,7727.495915519594,False,-0.3521242956948361,0,0.2,57636,183,250,1.0,13275.897238195237,False,0.12349365692631609,0,0.2,57887,175,245,1.0,12963.897565960664,False,0.12515423767205042,10,2.5320000000000005,74669,0,0,0.0,0.0,False,-0.05544451753276324,10,3.5670000000000015,65423,171,0,0.0,7740.11214618863,False,-0.12344967776787039,0.375,359710,0.0,0.0,8,0,0,23,20,20.0,21,44,50,351.0,273.0,21,26,50,555,2.2847332630190067,121.80306546925567
42,50,0,0,0,10.0,8,10.0,22.0156578789732,0,,10.699191989699758,40,10.625,45.36893782541514,5,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.8470000000000004,32534,41,20,1.0,850.313157579464,False,0.18823118389176344,25,5.967000000000001,20973.0,260,0,0.0,5724.071048533032,False,-0.4022261800148843,15,5.210000000000001,21694.0,351,0,0.0,7727.495915519594,False,-0.35902119334487503,0,0.2,57661,193,255,1.0,13634.023199492913,False,0.1270606303159723,0,0.2,57672,185,255,1.0,13548.429663575316,False,0.12650483021530975,6,2.5820000000000007,74599,0,0,0.0,0.0,False,-0.05633001062591712,14,3.697000000000001,64918,176,0,0.0,7984.933057273064,False,-0.12828939775544534,0.375,358005,0.0,0.0,4,0,0,19,17,17.0,26,45,50,381.0,277.0,22,28,50,315,2.0820855220081285,123.8851509912638
43,50,0,0,0,10.0,8,10.0,22.014798412930286,8,22.0,10.689958676962913,40,10.625,45.47175295935166,5,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.8470000000000002,32630,39,22,1.0,874.3255650844662,False,0.19212498314738743,20,6.142000000000002,20377.0,268,0,0.0,5899.965974665317,False,-0.41496794855334035,20,5.395000000000001,21279.0,351,0,0.0,7727.194242938531,False,-0.3694330218075072,0,0.2,57686,203,260,1.0,13992.717380854903,False,0.13063256988284097,0,0.2,57457,195,265,1.0,14134.556476235959,False,0.12786936038242197,9,2.666000000000001,74228,0,5,0.5,205.0,False,-0.05972650913322876,11,3.7930000000000006,64752,176,0,0.0,8003.028520845893,False,-0.1302748284619877,0.4375,356363,0.0,0.0,7,0,0,23,19,19.0,23,46,41,432.0,301.0,24,26,41,491,2.2365077870199457,126.12165877828375
44,41,0,0,0,10.0,10,10.0,22.013750148874,10,22.0,10.68881041639787,15,10.666666666666666,45.57178467311718,5,47.0,40.99999999999999,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.8470000000000004,32750,39,22,1.0,874.302503275228,False,0.19645076255092714,10,6.222000000000002,20002.0,278,0,0.0,6119.822541386971,False,-0.42161584855181483,5,5.425000000000002,21209.0,351,0,0.0,7726.8263022547735,False,-0.3711932096624937,0,0.2,57581,203,270,1.0,14474.210376270406,False,0.13300538705684775,0,0.2,57637,190,270,1.0,14335.255840857233,False,0.1327698075552556,8,2.7370000000000005,74100,0,5,0.5,204.99999999999997,False,-0.06134569650356727,7,3.8520000000000008,64662,176,0,0.0,8020.6341024686235,False,-0.1313019651465579,0.4375,355895,0.0,0.0,12,0,0,23,10,10.0,17,40,45,327.0,261.0,19,22,45,760,2.109297371993307,128.23095615027705
45,45,0,0,0,10.0,7,10.0,22.072171391464472,8,23.0,10.686624042659256,30,10.666666666666666,45.66861373176558,5,47.0,40.99999999999999,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.8470000000000002,32864,36,24,1.0,889.7321133951473,False,0.20083877917288825,20,6.412000000000002,19403.0,286,0,0.0,6312.641017958839,False,-0.43422063780053116,10,5.520000000000001,21049.0,351,0,0.0,7747.3321584040295,False,-0.3749488104932657,0,0.2,57476,203,280,1.0,14956.596525554192,False,0.1353860102916866,0,0.2,57657,200,275,1.0,14696.193584767385,False,0.1362739567617629,6,2.7890000000000006,74241,0,0,0.0,0.0,False,-0.06085867530233264,9,3.935000000000001,64297,181,0,0.0,8266.01908544957,False,-0.13436713122090793,0.375,354941,0.0,0.0,10,0,0,18,13,13.0,23,41,46,378.0,280.0,21,24,46,694,2.071150200034026,130.30210635031108
46,46,0,0,0,10.0,8,10.0,22.06568641847289,12,22.0,10.710662478145444,40,10.875,45.84293740228579,10,47.0,40.999999999999986,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.8470000000000004,33048,34,22,1.0,825.4451012064036,False,0.20631345268596166,10,6.492000000000002,19089.0,293,0,0.0,6465.246120612556,False,-0.4401820013466185,30,5.810000000000001,20174.0,356,0,0.0,7855.3843649763485,False,-0.39553853027140734,0,0.2,57261,213,290,1.0,15575.82295450786,False,0.13703982725189975,0,0.2,57907,210,275,1.0,14856.046906039137,False,0.14204099797268904,10,2.883000000000001,74083,0,0,0.0,0.0,False,-0.06285735971259424,10,4.026000000000001,63679,191,0,0.0,8756.001043836586,False,-0.13908565852959706,0.375,353195,0.0,0.0,9,0,0,21,18,18.0,22,43,46,378.0,283.0,21,25,46,814,2.115396535024047,132.41750288533513
47,46,0,0,0,10.000000000000002,11,10.0,22.125764243481765,38,22.31578947368421,10.72245351473252,30,10.833333333333334,45.84293740228579,0,,40.999999999999986,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,16,2.007,33462,35,10,1.0,571.2576424348177,False,0.21665689023063708,20,6.682000000000002,18227.0,313,0,0.0,6925.364208209792,False,-0.45603084533130445,10,5.880000000000002,19618.0,374,0,0.0,8275.03582706218,False,-0.40422045209713114,0,0.2,57151,213,300,1.0,16036.763819323765,False,0.13914562236119984,0,0.2,57692,220,285,1.0,15424.176932892606,False,0.14324823832694683,13,3.003000000000001,73849,0,0,0.0,0.0,False,-0.06581743662399434,7,4.086000000000001,63587,191,0,0.0,8756.001043836586,False,-0.14024944945202786,0.375,351540,0.0,0.0,7,0,0,17,18,17.5,23,40,40,345.0,271.0,20,26,40,506,1.9652844140073285,134.38278729934245
48,40,0,0,0,10.000000000000002,11,10.0,22.123168920056017,3,22.0,10.72879106382111,25,10.8,45.921396213550175,5,47.0,40.999999999999986,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.9910000000000005,33418,36,17,1.0,736.0938716409523,False,0.21804192572717856,10,6.762000000000002,18072.0,313,0,0.0,6924.551871977534,False,-0.45992837418832877,15,6.020000000000001,19277.0,377,0,0.0,8340.434682861118,False,-0.4119525157015886,0,0.2,57276,213,305,1.0,16291.2583417267,False,0.1435548457561459,0,0.2,57532,225,295,1.0,15960.78987235705,False,0.14514141020081678,11,3.1000000000000005,73665,0,0,0.0,0.0,False,-0.06814501846885594,9,4.169000000000001,63214,196,0,0.0,9000.593657855834,False,-0.1434208264316156,0.375,350408,0.0,0.0,7,0,0,13,17,17.0,25,38,36,288.0,250.0,16,24,36,411,1.8722753459587693,136.25506264530122
49,36,0,0,0,10.000000000000002,11,10.0,22.182696069643075,34,22.41176470588235,10.715595168540446,47,10.638297872340424,46.19359570641128,10,48.0,40.99999999999999,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,17,2.1610000000000005,33714,37,10,1.0,591.8269606964308,False,0.2261126786483602,21,6.9620000000000015,17247.0,330,0,0.0,7320.289702982215,False,-0.47565658838083147,26,6.2650000000000015,18277.0,394,0,0.0,8739.98225143937,False,-0.4320218913620824,0,0.2,57181,234,310,1.0,16827.46393842596,False,0.1465806423676866,0,0.2,57607,231,300,1.0,16333.381195856227,False,0.14970879753060035,13,3.2190000000000007,72939,0,10,1.0,409.99999999999994,False,-0.07473561706218691,7,4.230000000000001,63120,196,0,0.0,9053.944758456611,False,-0.14427247407746416,0.5,348039,0.0,0.0,9,0,0,20,23,22.7,16,36,36,273.0,192.0,16,20,36,912,1.8815105760004371,138.13657322130166
50,36,0,0,0,10.000000000000002,8,10.0,22.182696069643075,0,,10.745432775733097,34,11.0,46.248284295126496,5,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,2.1440000000000006,33634,35,20,1.0,793.6539213928615,False,0.22686664361873354,17,7.1110000000000015,16931.0,330,0,0.0,7320.289702982215,False,-0.4835817507714216,17,6.409000000000002,17961.0,394,0,0.0,8739.98225143937,False,-0.43994705375267257,0,0.2,57251,239,315,1.0,17136.367986365058,False,0.1505040114873975,0,0.2,57398,240,310,1.0,16915.871997665156,False,0.15114642798917258,0,3.206000000000001,73185,0,4,0.0,164.0,False,-0.07317967919850225,14,4.363000000000001,62603,201,0,0.0,9295.905143320426,False,-0.14928208556823094,0.375,346917,0.0,0.0,9,0,0,15,15,15.0,20,35,29,273.0,240.0,16,20,29,561,1.6926501659909263,139.8292233872926
51,29,0,0,0,10.000000000000002,9,10.0,22.163913022225767,17,22.0,10.745725854839879,20,10.75,46.386884774177474,15,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,2.1440000000000006,33918,34,13,1.0,628.130869288935,False,0.2341216178038959,5,7.144000000000003,16861.0,330,0,0.0,7314.091297334503,False,-0.48541505157206,15,6.542000000000002,17317.0,411,0,0.0,9109.368252134791,False,-0.45146630235830265,0,0.2,57616,239,315,1.0,17180.097183172635,False,0.15726631459361856,0,0.2,57523,240,315,1.0,17190.842909027477,False,0.15573461263985974,5,3.256000000000001,73058,0,5,0.5,205.0,False,-0.07452689369022922,11,4.4590000000000005,61947,211,0,0.0,9787.632687351446,False,-0.15447026838440878,0.4375,346194,0.0,0.0,14,0,0,18,13,13.0,19,37,25,270.0,176.0,15,14,25,1333,2.6443237719940953,142.47354715928668
