index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,20,0,0,0,10.0,11,10.0,29.621264675424804,0,,25.905062380081393,1,16.0,43.56756152077065,8,52.375,62.00000000000001,8,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.2530000000000001,35332,26,30,1.0,1148.637940262744,False,0.14592196879209085,0,1.2080000000000002,46116,0,31,0.6,803.0569337825232,False,-0.022515109229207075,0,3.5750000000000006,31489,154,0,0.0,4561.674760015419,False,-0.29038564836395575,0,0.2,68715,203,133,1.0,11053.213345419019,False,0.012279716293880867,6,8.873000000000001,11697.0,249,0,0.0,6450.360532640267,False,-0.7965369947734536,0,0.24500000000000002,86211,407,76,1.0,22443.997538953656,False,-0.031115145189267963,8,2.224000000000001,76638,410,0,0.0,17862.700223515967,False,-0.14908862083333677,0.45,387929,0.0,0.0,7,0,0,12,6,6.0,14,26,17,155.0,134.0,9,11,17,306,2.063233262859285,54.35851281136274
26,17,0,0,0,10.0,6,10.0,29.57862815194588,15,29.0,25.66875405493111,5,15.0,43.48896778351291,20,42.35,62.00000000000001,9,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.2530000000000001,35707,22,25,1.0,959.4657037986469,False,0.15487115758917863,0,1.2080000000000002,45681,5,41,1.0,1200.312057011905,False,-0.02748206458412757,5,3.6250000000000013,31379,154,0,0.0,4555.108735399665,False,-0.2927660936834177,0,0.2,69145,193,138,1.0,10955.547086726485,False,0.017476903006002752,15,9.017,11094.0,254,0,0.0,6519.863529952502,False,-0.804285027951947,0,0.24500000000000002,85986,406,86,1.0,22988.520920106243,False,-0.030645169546616818,9,2.306000000000001,75815,421,0,0.0,18308.855436858936,False,-0.15505431755106838,0.5,386538,0.0,0.0,4,0,0,15,8,8.0,16,31,14,197.0,60.0,12,5,14,925,1.160916693508625,55.51942950487137
27,14,0,0,0,10.0,11,10.0,29.547985048265023,11,29.0,25.146335192440795,17,18.764705882352942,45.156485427145256,32,59.6875,62.00000000000001,10,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.2530000000000003,35916,23,24,1.0,939.1516411583606,False,0.16121707476157462,0,1.2080000000000002,45925,0,34,0.5,854.975396542987,False,-0.02598315370628733,5,3.6700000000000013,30950,165,0,0.0,4875.417532963729,False,-0.2984154160313966,0,0.2,70428,200,130,1.0,10899.610144017042,False,0.034589180294903474,14,9.142000000000001,10533.0,254,0,0.0,6387.169138879962,False,-0.8128388681714187,0,0.24500000000000002,85678,410,96,1.0,24466.159025129557,False,-0.026361055741087235,10,2.3970000000000007,73984,439,0,0.0,19823.697102516766,False,-0.165730111262123,0.4375,385145,0.0,0.0,11,0,0,16,8,8.0,12,28,17,130.0,45.0,9,5,17,2275,1.4042156217619777,56.923645126633346
28,17,0,0,0,10.0,9,10.0,29.061603821691737,15,23.0,24.668180570143974,10,15.0,47.58716762655417,80,56.0875,62.00000000000001,10,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.2530000000000001,36171,22,19,1.0,772.170472612143,False,0.16669066305949032,0,1.2080000000000002,45945,0,34,0.5,838.7181393848952,False,-0.025733697499580762,5,3.7150000000000007,30550,175,0,0.0,5085.780668796054,False,-0.30461051221084645,0,0.2,72681,200,113,1.0,10310.986055829417,False,0.06129576945930255,53,9.658000000000001,7746.0,254,0,0.0,6265.717864816569,False,-0.8516674311448128,0,0.24500000000000002,83944,445,106,1.0,27748.289593816604,False,-0.027285209155463206,10,2.4870000000000005,71003,474,0,0.0,22556.317454986678,False,-0.18178677107164395,0.4375,379771,0.0,0.0,9,0,0,15,10,10.0,15,30,28,138.0,87.0,10,7,28,2913,1.6159753762185574,58.5396205028519
29,28,0,0,0,10.0,11,10.0,29.19364058638236,31,29.967741935483872,25.91550184027213,38,32.18421052631579,47.49791305879497,48,46.895833333333336,62.000000000000014,16,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,12,1.3730000000000002,36702,23,10,1.0,521.9364058638237,False,0.17964409915529164,0,1.2080000000000002,45216,21,39,1.0,1623.7710240846427,False,-0.03280410363650581,33,4.040000000000001,30352,175,0,0.0,5108.887102616914,False,-0.30852836682198714,0,0.2,71992,224,118,1.0,11409.826153158763,False,0.05939260545369414,43,10.035000000000002,6517.0,258,0,0.0,6686.19947479021,False,-0.8655581497744086,0,0.24500000000000002,82000,476,115,1.0,29739.006615986407,False,-0.03671860834119047,15,2.6270000000000007,70300,481,0,0.0,22846.49618128038,False,-0.18733469809033043,0.5,374810,0.0,0.0,10,0,0,14,10,9.75,24,38,28,292.0,105.0,18,10,28,1187,1.908647058531642,60.448267561383545
30,28,0,0,0,10.0,8,10.0,29.33294538706822,16,31.0,25.91550184027213,0,,47.425428243837004,10,45.0,62.000000000000014,6,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,6,1.421,36974,21,10,1.0,503.3294538706822,False,0.188027852394694,0,1.2080000000000002,45216,11,49,1.0,1592.5219894310849,False,-0.03313242567157235,0,4.007000000000001,29856,191,0,0.0,5602.59256893003,False,-0.3137637629606629,0,0.2,71992,214,128,1.0,11616.372209029374,False,0.0608007268037618,10,10.092000000000002,6417.0,258,0,0.0,6686.19947479021,False,-0.8669216435909641,0,0.24500000000000002,82000,466,125,1.0,29850.249561628043,False,-0.036165502070225154,6,2.6720000000000006,69742,491,0,0.0,23285.88526772397,False,-0.19069884614603944,0.5,373928,0.0,0.0,4,0,0,13,5,4.375,21,34,35,217.0,129.0,15,13,35,80,2.2715100664645433,62.71977762784809
31,35,0,0,0,10.0,9,10.0,28.828758988890755,5,10.0,25.820197226507524,2,16.0,44.34367201425661,46,23.565217391304348,62.000000000000014,9,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.4150000000000003,36934,20,15,1.0,632.4313848333613,False,0.18881137717548596,0,1.2080000000000002,45182,6,58,1.0,1670.5439930707807,False,-0.03302712819064511,1,4.017,29835,191,0,0.0,5506.292966878134,False,-0.31521682566477405,0,0.2,71960,206,138,1.0,11438.387366627961,False,0.05915100262218918,46,10.542000000000002,3079.0,258,0,0.0,6661.610884438941,False,-0.9126026991420969,0,0.24500000000000002,81052,498,135,1.0,30453.148663099797,False,-0.04259487349545655,9,2.756000000000001,69405,495,0,0.0,21950.117647057024,False,-0.2006915253920118,0.5,369178,0.0,0.0,7,0,0,15,12,12.0,21,36,36,275.0,204.0,17,18,36,156,2.1486627366393805,64.86844036448747
32,36,0,0,0,10.0,10,10.0,29.01300470881496,16,31.0,25.590829749319482,5,17.0,43.45612378363269,23,31.08695652173913,62.000000000000014,9,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,1,1.4250000000000003,37306,20,10,1.0,490.1300470881496,False,0.19841274728869845,0,1.2080000000000002,45182,0,64,0.6,1637.8131039564469,False,-0.03337101952177555,5,4.066000000000001,29239,207,0,0.0,6005.691974724697,False,-0.32249372780763735,0,0.2,71960,196,148,1.0,11447.308950844257,False,0.05921182524675318,23,10.726,2041.0,263,0,0.0,6730.388224071024,False,-0.9262868775714062,0,0.24500000000000002,80652,504,145,1.0,30891.88638695088,False,-0.0443910901386663,9,2.837000000000001,68889,502,0,0.0,21814.974139383612,False,-0.20649462948537411,0.45,367000,0.0,0.0,4,0,0,18,10,9.0625,20,38,25,311.0,201.0,19,17,25,100,1.8302951958030462,66.69873556029052
33,25,0,0,0,10.0,12,10.0,29.01300470881496,0,,28.133473011203368,60,35.46666666666667,43.50449354806066,10,45.0,62.000000000000014,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.4240000000000002,37186,22,20,1.0,800.2600941762992,False,0.19953181997472863,0,1.2080000000000002,46990,0,24,0.0,675.2033522688808,False,-0.005492830777397223,20,4.261000000000001,28619,207,0,0.0,6005.691974724697,False,-0.33552194861496676,0,0.2,69832,246,158,1.0,13794.544341349612,False,0.04619888153522331,10,10.803,1941.0,263,0,0.0,7399.103401946486,False,-0.9230914263376114,0,0.24500000000000002,81148,494,147,1.0,30605.21981274197,False,-0.04088413211381054,12,2.948000000000001,68136,512,0,0.0,22274.300696607057,False,-0.21169874954452444,0.375,365583,0.0,0.0,11,0,0,17,9,9.0,14,31,25,234.0,105.0,15,10,25,2424,1.3411470809951425,68.03988264128566
34,25,0,0,0,10.0,9,10.0,29.163548523573724,15,30.866666666666667,27.03323514138001,23,17.0,42.483050408980404,34,33.85294117647059,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.4240000000000002,37559,21,15,1.0,647.4532278536059,False,0.20899746645582445,0,1.2080000000000002,46960,0,25,0.1,675.8308785345002,False,-0.006116635372307678,23,4.471000000000002,27517,221,0,0.0,6445.144223709793,False,-0.3540613983934334,0,0.2,70141,259,153,1.0,13501.514614191425,False,0.04841435632314415,19,10.983,1149.0,263,0,0.0,7109.740842182943,False,-0.9358630176696326,0,0.24500000000000002,80739,516,148,1.0,31097.25401103389,False,-0.042504852672809366,11,3.046000000000001,67688,514,0,0.0,21836.287910215928,False,-0.21833153720980125,0.3875,363484,0.0,0.0,15,0,0,11,8,8.0,23,34,26,228.0,103.0,14,11,26,1811,1.3065270818769932,69.34640972316265
35,26,0,0,0,10.0,10,10.0,29.159039988944535,11,29.09090909090909,26.9808123607281,1,16.0,42.50661933050429,28,42.75,61.999999999999986,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.4240000000000002,37779,21,14,1.0,618.2265598452235,False,0.21555222058858142,0,1.2080000000000002,46670,0,35,1.0,944.3284326254834,False,-0.009389476216925343,1,4.458000000000001,27466,222,0,0.0,6473.306877545687,False,-0.3548371800463796,0,0.2,70843,250,150,1.0,13121.195989757667,False,0.055393272451682275,15,11.114000000000003,650.0,263,0,0.0,7095.95365087149,False,-0.9427608455647489,0,0.24500000000000002,80527,527,147,1.0,31514.988387175763,False,-0.04253600571201956,9,3.125000000000001,67190,521,0,0.0,22145.94867119274,False,-0.22174405505462927,0.5,362856,0.0,0.0,13,0,0,13,9,9.0,17,30,27,174.0,129.0,12,14,27,1820,1.2960111694410443,70.6424208926037
36,27,0,0,0,10.0,8,10.0,28.60710770623139,5,11.0,26.497981996004654,21,22.142857142857142,43.21954155770412,98,45.295918367346935,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.4240000000000002,37754,19,19,1.0,733.5350464183964,False,0.21659435511614222,0,1.2080000000000002,46904,0,30,0.5,794.9394598801396,False,-0.00604194814053516,11,4.567000000000001,27182,222,0,0.0,6350.7779107833685,False,-0.3620923121857638,0,0.2,71739,257,142,1.0,12947.15627416718,False,0.06642366666780641,80,11.899000000000001,-4323.0,267,0,0.0,7074.961192933242,False,-1.0107105084950216,0,0.24500000000000002,77399,602,149,1.0,35256.16401773788,False,-0.05503985592103443,12,3.236,66054,534,0,0.0,23079.235191814,False,-0.2284002148335654,0.4375,354440,0.0,0.0,14,0,0,20,14,14.0,14,34,31,226.0,136.0,15,12,31,2093,1.643890229985118,72.28631112258881
37,31,0,0,0,10.0,6,10.0,29.0095327297514,44,30.363636363636363,26.922064133715562,4,47.0,43.59975112232065,13,53.69230769230769,61.99999999999999,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,25,1.6740000000000004,38276,15,10,1.0,440.095327297514,False,0.22857112604993804,0,1.2080000000000002,46627,5,36,1.0,1114.2419724625172,False,-0.00850782772844017,0,4.556000000000001,26311,251,0,0.0,7281.392715167601,False,-0.3706172359666351,0,0.2,71997,247,149,1.0,13146.11275825352,False,0.07129786039359653,10,11.919,-10850.0,271,0,0.0,7295.879380236917,False,-1.0981996469898359,0,0.24500000000000002,78267,592,145,1.0,34801.05266441382,False,-0.048671204508592636,6,3.2840000000000007,65269,547,0,0.0,23849.063863909396,False,-0.23237871231723017,0.5,347628,0.0,0.0,10,0,0,15,7,31.563120567375886,23,38,36,249.0,192.0,17,14,36,1651,2.183646274730563,74.46995739731938
38,36,0,0,0,10.0,9,10.0,29.158672550152342,14,31.0,26.081435807178497,16,16.9375,42.69110360075107,75,38.78666666666667,61.99999999999999,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,4,1.6890000000000003,38524,14,10,1.0,431.5867255015234,False,0.23635007859675622,0,1.2080000000000002,46748,0,35,0.5,912.8502532512474,False,-0.008081171560116306,10,4.656000000000001,25617,265,0,0.0,7727.04822579037,False,-0.38051810055064855,0,0.2,71862,252,158,1.0,13317.71619232765,False,0.07062704484754533,74,12.649000000000003,-31223.0,272,0,0.0,7094.150539552551,False,-1.3773595223711665,0,0.24500000000000002,76251,647,148,1.0,36797.144029685944,False,-0.058793858367544714,13,3.408000000000001,64460,557,0,0.0,23778.944705618345,False,-0.24077213706162198,0.4375,323970,0.0,0.0,9,0,0,19,14,268.0248447204969,22,41,37,323.0,135.0,21,15,37,689,2.055382162332535,76.52533955965191
39,37,0,0,0,10.0,7,10.0,28.60547679594697,5,10.0,26.081435807178497,0,,42.40912451614833,68,40.9264705882353,61.99999999999999,14,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.6850000000000003,38504,11,15,1.0,539.0821519392046,False,0.23742711035838393,0,1.2080000000000002,46698,0,40,0.5,1043.2574322871399,False,-0.007761694590271524,0,4.646000000000002,25617,265,0,0.0,7580.451350925947,False,-0.38205833962758257,0,0.2,71862,242,168,1.0,13436.440384050116,False,0.07143644335399098,68,13.255000000000003,-36622.0,272,0,0.0,7094.150539552551,False,-1.4509745535270002,0,0.24500000000000002,73840,705,152,1.0,39322.43278388457,False,-0.0702132376847886,8,3.475000000000001,64301,557,0,0.0,23621.88235549462,False,-0.2431341741637267,0.4375,315931,0.0,0.0,6,0,0,14,7,7.0,27,41,37,344.0,153.0,21,16,37,492,2.7433428671211004,79.26868242677301
40,37,0,0,0,10.0,7,10.0,28.614367760712202,1,30.0,27.068302641212828,47,30.659574468085108,41.167497407439996,39,28.974358974358974,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.6850000000000003,38464,8,24,1.0,766.7448262570929,False,0.23978337949602824,0,1.2080000000000002,46856,0,37,0.1,1001.5271977248747,False,-0.004880043731483351,43,5.076000000000001,24984,265,0,0.0,7582.807456588734,False,-0.39533497807698487,0,0.2,70761,279,173,1.0,14674.033488385498,False,0.06486162915957988,34,13.527000000000003,-41604.0,272,0,0.0,7362.578318409889,False,-1.5170738173844789,0,0.24500000000000002,73330,734,152,1.0,39640.943097060954,False,-0.0737010844202534,10,3.5670000000000015,64075,557,0,0.0,22930.296055944076,False,-0.24882015047461226,0.3875,308597,0.0,0.0,11,0,0,17,10,10.0,22,39,25,366.0,153.0,21,16,25,1248,1.7930382834747434,81.06172071024776
41,25,0,0,0,10.0,11,10.0,28.649162579538785,14,29.0,27.34573791141593,45,28.555555555555557,40.573446669626925,22,30.318181818181817,62.0,8,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.6850000000000003,38760,9,20,1.0,662.9832515907757,False,0.24757425243490738,0,1.2080000000000002,46872,0,36,0.0,984.4465648109735,False,-0.004723291466400047,44,5.473000000000001,23857,279,0,0.0,7993.116359691321,False,-0.41470595768253876,0,0.2,69476,314,183,1.0,16011.502444726328,False,0.05645888687586976,22,13.713000000000005,-45828.0,272,0,0.0,7438.040711905133,False,-1.5741533336612186,0,0.24500000000000002,72985,739,162,1.0,40027.7770888543,False,-0.0752084431054758,8,3.6370000000000013,63588,564,0,0.0,22883.423921669586,False,-0.25389598495619814,0.375,301441,0.0,0.0,6,0,0,13,10,10.0,17,30,29,211.0,99.0,12,13,29,532,1.3054955787956715,82.36721628904343
42,29,0,0,0,10.0,8,10.0,28.820817767830388,11,31.0,27.112840332014716,5,17.0,40.666548703708024,2,57.5,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.6850000000000003,39021,7,19,1.0,617.5955375887773,False,0.25517960582097354,0,1.2080000000000002,46616,1,41,1.0,1140.447271380434,False,-0.008463644210002017,0,5.429000000000001,23857,279,0,0.0,8041.008157224678,False,-0.4142027763009868,0,0.2,69482,309,192,1.0,16185.845013704487,False,0.05772927157868382,1,13.701,-49525.0,272,0,0.0,7374.692570308003,False,-1.624993574056067,0,0.24500000000000002,73519,730,163,1.0,39792.58055370686,False,-0.07106769677558694,11,3.739000000000001,63236,565,0,0.0,22976.600017595032,False,-0.25693303624830927,0.5,297937,0.0,0.0,11,0,0,17,6,6.0,18,35,24,272.0,114.0,16,13,24,1155,1.5273700002580881,83.89458628930151
43,24,0,0,1,10.0,9,10.0,28.850574636596324,27,29.0,26.53321845961579,11,16.0,41.077885257996954,5,68.0,61.99999999999999,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,8,1.7650000000000003,39522,6,10,1.0,348.50574636596326,False,0.2668747326604641,0,1.2080000000000002,46701,0,37,0.1,981.7290830057842,False,-0.008345110393097249,32,5.749000000000001,21981,306,26,0.0,9518.139518748487,False,-0.4381039786636777,0,0.2,69646,310,197,1.0,16317.641118306296,False,0.060863917306188134,0,13.700000000000001,-59342.555555555555,272,0,0.0,7217.035421015495,True,-1.7599301597339523,0,0.24500000000000002,73799,725,163,1.0,39887.46681204779,False,-0.06781156494477145,10,3.828000000000001,63017,565,0,0.0,23209.00517076828,False,-0.2579552655537466,0.3875,346397,0.0,0.1,13,0,0,7,10,478.96448120915034,21,28,28,165.0,126.0,10,14,28,1545,1.1987980864942074,85.09338437579572
44,28,0,0,0,10.0,12,10.0,28.871629918988102,24,29.0,25.73863733855749,16,16.3125,41.816671424612956,5,86.0,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,14,1.8970000000000002,39738,8,10,1.0,368.716299189881,False,0.27409070497207316,0,1.2080000000000002,46438,2,42,1.0,1138.7660280573907,False,-0.012221668578270284,0,5.7170000000000005,21809,318,15,0.0,9567.25787431658,False,-0.44120219090213514,0,0.2,69815,316,202,1.0,16580.377026755985,False,0.06495941578895825,0,13.700000000000001,-59342.555555555555,272,0,0.0,7000.909356087637,True,-1.7614035924995806,0,0.24500000000000002,74357,715,164,1.0,40066.920068598265,False,-0.061370497461276305,11,3.928000000000001,62311,570,0,0.0,23835.502712029385,False,-0.2618608285832154,0.5,346199,0.0,0.1,15,0,0,17,9,1586.426122931442,15,32,20,232.0,144.0,15,13,20,1369,1.3924164064228535,86.48580078221858
45,20,0,0,0,10.0,9,10.0,28.27552478844019,5,10.0,25.73863733855749,0,,41.816671424612956,0,,62.0,16,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.8830000000000005,39698,7,15,1.0,494.13287182660287,False,0.2748154220946352,0,1.2080000000000002,46388,0,49,0.7,1261.1932295893168,False,-0.011986034276940886,0,5.7170000000000005,21809,318,15,0.0,9377.696442802342,False,-0.4431938426652972,0,0.2,69815,306,212,1.0,16741.15736761654,False,0.06605553079189364,0,13.700000000000001,-59342.555555555555,272,0,0.0,7000.909356087637,True,-1.7614035924995806,0,0.24500000000000002,74729,705,168,1.0,39896.753354352135,False,-0.0585173656333797,10,4.017,62073,570,0,0.0,23835.502712029385,False,-0.26422752773398805,0.4625,346243,0.0,0.1,7,0,0,15,7,7.0,11,26,22,117.0,138.0,9,11,22,512,1.4736936800181866,87.95949446223676
46,22,0,0,0,10.0,10,10.0,28.550616613825415,16,31.0,24.381871195926404,27,15.074074074074074,42.6172663579186,8,70.0,62.0,11,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,1,1.8930000000000005,40070,7,10,1.0,355.5061661382542,False,0.2844754287058507,0,1.2080000000000002,46133,6,43,1.0,1219.724161107788,False,-0.01778011556128736,0,5.7170000000000005,21975,318,4,0.0,9176.623567980188,False,-0.4418182398455505,0,0.2,69968,323,214,1.0,16995.43939687881,False,0.06987523620402518,0,13.700000000000001,-59342.555555555555,272,0,0.0,6631.868965291982,True,-1.7639195139541262,0,0.24500000000000002,74231,703,177,1.0,40933.93824961678,False,-0.058312591984960686,10,4.107,61845,570,0,0.0,24291.8418240136,False,-0.2642258416498598,0.5,345953,0.0,0.1,14,0,0,13,11,325.71439125295507,16,29,26,165.0,126.0,10,12,26,1129,1.4253901233896613,89.38488458562642
47,26,0,0,0,10.0,10,10.0,28.550616613825415,0,,24.381871195926404,0,,42.6172663579186,0,,62.0,8,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.8920000000000001,39970,7,20,1.0,641.0123322765083,False,0.28583985977335347,0,1.2080000000000002,46133,0,49,0.6,1194.7116886003937,False,-0.01804291234738707,0,5.717000000000001,21975,318,4,0.0,9176.623567980188,False,-0.4418182398455505,0,0.2,69968,313,224,1.0,17177.79334849873,False,0.07111842863131625,0,13.700000000000001,-59342.555555555555,272,0,0.0,6631.868965291982,True,-1.7639195139541262,0,0.24500000000000002,74231,693,187,1.0,41127.765586037596,False,-0.05734887141247392,8,4.177000000000001,61680,570,0,0.0,24291.8418240136,False,-0.26586662047287446,0.45,345688,0.0,0.1,4,0,0,17,6,321.65189125295507,15,32,26,236.0,166.0,14,12,26,100,1.5041934652253985,90.88907805085182
48,26,0,0,0,10.0,8,10.0,28.580477040436627,3,30.0,25.079004540984247,36,28.77777777777778,42.6172663579186,0,,62.0,9,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.8920000000000001,39980,5,27,1.0,821.6728800917889,False,0.2890418216648336,0,1.2080000000000002,47064,0,19,0.1,476.5010862787007,False,-0.006025540710261803,1,5.727000000000002,21953,320,0,0.0,9145.75265293972,False,-0.44260488082393284,0,0.2,68932,339,234,1.0,18474.222867146615,False,0.06583100085318308,0,13.700000000000001,-59342.555555555555,272,0,0.0,6821.489235147716,True,-1.7626267836269167,0,0.24500000000000002,74231,683,197,1.0,41321.59292245841,False,-0.056385150839987144,9,4.259,61485,570,0,0.0,24291.8418240136,False,-0.2678057227182554,0.3875,345376,0.0,0.1,8,0,0,17,8,7.2,14,31,23,225.0,121.0,14,12,23,1131,1.4824005737900734,92.3714786246419
49,23,0,0,0,10.0,10,10.0,28.580477040436627,0,,24.615153945005844,11,16.0,42.6172663579186,0,,61.99999999999999,11,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.8920000000000003,39880,5,37,1.0,1107.477650496155,False,0.2904110175926493,0,1.2080000000000002,47064,0,19,0.0,467.68792495511104,False,-0.006118137332628202,11,5.836000000000001,21666,320,0,0.0,9145.75265293972,False,-0.4486356862621643,0,0.2,68756,340,244,1.0,18767.765332634124,False,0.06543246841898887,0,13.700000000000001,-59342.555555555555,272,0,0.0,6695.321873041589,True,-1.763486925717331,0,0.24500000000000002,74231,673,207,1.0,41515.42025887922,False,-0.05542143026750052,11,4.360000000000001,61209,570,0,0.0,24291.8418240136,False,-0.27055029820402543,0.375,344537,0.0,0.1,5,0,0,16,9,9.0,13,29,27,173.0,131.0,11,12,27,100,1.5119476737454534,93.88342629838735
50,27,0,0,0,10.000000000000002,10,10.0,28.54731935503492,39,28.435897435897434,24.19237392253139,10,16.0,43.10830152074539,5,68.0,61.99999999999997,9,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,2,1.9120000000000001,40841,5,10,1.0,335.4731935503492,False,0.3087616198626149,0,1.2080000000000002,46482,12,29,1.0,1044.1466760138294,False,-0.012291215658935591,10,5.925000000000002,20889,337,0,0.0,9620.446622646768,False,-0.45997555503743753,0,0.2,68936,340,249,1.0,18959.37421232628,False,0.06919304490207577,0,13.700000000000001,-59342.555555555555,272,0,0.0,6580.325706928538,True,-1.7642709085244446,0,0.24500000000000002,73891,668,217,1.0,42250.34541585792,False,-0.05514833925410239,9,4.439000000000001,61014,570,0,0.0,24571.731866824874,False,-0.2710977711917778,0.5,343784,0.0,0.1,8,0,0,14,7,6.4,18,32,20,210.0,164.0,14,13,20,1494,1.4163896478712559,95.2998159462586
51,20,0,0,0,10.000000000000002,11,10.0,28.61088066980706,25,29.0,23.948410449994192,5,15.0,44.05293123852227,5,88.0,61.99999999999999,13,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,15,2.0600000000000005,41070,6,10,1.0,346.10880669807057,False,0.3162396886241475,0,1.2080000000000002,46180,15,34,1.0,1243.4091653469084,False,-0.016543642802465824,0,5.915000000000001,20541,349,0,0.0,9985.197353762664,False,-0.46345586843847675,0,0.2,69301,335,254,1.0,19212.16203533271,False,0.07589317050035248,0,13.700000000000001,-59342.555555555555,272,0,0.0,6513.96764239842,True,-1.7647233025777715,0,0.24500000000000002,73891,658,227,1.0,43060.82875494765,False,-0.051118569862633814,13,4.560000000000001,60210,575,0,0.0,25330.435462150304,False,-0.27532052135920965,0.5,342924,0.0,0.1,7,0,0,9,8,7.166666666666667,20,29,21,183.0,84.0,12,8,21,625,1.2123702075332403,96.51218615379184
