index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,38,0,0,0,10.000000000000002,20,10.0,28.966099688021266,16,37.0,17.27261104895073,14,14.142857142857144,47.428020880752285,15,50.666666666666664,51.00000000000001,20,51.0,6,0.6110000000000001,46250,0,9,0.9,260.6948971921914,False,0.1658333320412261,0,0.794,35551,269,0,0.0,2690.0000000000005,False,-0.07256868511675842,0,0.36200000000000004,48294,0,45,0.7,777.2674972027828,False,0.013060737667285287,8,1.9270000000000003,35219.0,187,0,0.0,5416.660641659977,False,-0.21075163207096054,0,0.2,66425,0,24,0.0,1138.2725011380548,False,0.004560447601874854,0,0.2,68525,65,103,1.0,6007.805868899282,False,0.07255814866471191,4,1.4730000000000003,83790,0,5,0.5,255.00000000000003,False,-0.029575021682567215,11,1.7950000000000004,82818,0,10,1.0,510.00000000000006,False,-0.039340849956634866,0.5125,466872,0.0,0.0,16,0,0,9,11,9.875,26,35,43,201.0,116.0,17,21,43,1222,1.9496381930075586,91.00929791317321
26,43,0,0,0,10.000000000000002,20,10.0,29.100200407245953,10,31.0,20.578735881030795,38,31.157894736842106,47.428020880752285,0,,51.00000000000001,20,51.0,1,0.6150000000000001,46465,0,7,0.7,203.70140285072168,False,0.1705213458367987,0,0.794,35421,282,0,0.0,2820.0000000000005,False,-0.07420254882738858,0,0.36200000000000004,49168,0,17,1.0,349.83850997752353,False,0.026800941733196533,0,1.9190000000000003,35219.0,187,0,0.0,5441.737476154994,False,-0.21049071401357833,0,0.2,66425,0,24,0.0,1138.2725011380548,False,0.004560447601874854,0,0.2,67341,93,113,1.0,7273.188796460872,False,0.06429141397856396,5,1.5190000000000003,83976,0,0,0.0,0.0,False,-0.028898525585429314,0,1.7840000000000007,83328,0,0,0.0,0.0,False,-0.03639202081526453,0.3375,467343,0.0,0.0,17,0,0,14,4,3.1,25,39,31,202.0,122.0,19,24,31,2149,2.4152240870171227,93.42452200019034
27,31,0,0,0,10.000000000000002,20,10.0,28.854579838048984,17,26.88235294117647,20.355042785326237,6,15.0,47.5819994882392,5,50.0,51.0,20,51.0,7,0.6840000000000002,46566,6,10,1.0,348.5457983804898,False,0.17488054946057985,3,0.8240000000000003,35315,286,0,0.0,2860.0000000000005,False,-0.07636427619837619,0,0.36200000000000004,48711,7,27,1.0,751.5682140701513,False,0.0214709001568011,6,1.9790000000000003,35113.0,187,0,0.0,5395.80642971516,False,-0.2131744206667864,0,0.2,66425,0,24,0.0,1141.9679877177407,False,0.004588154053964166,0,0.2,67501,89,118,1.0,7426.274747506261,False,0.06783831719527852,8,1.5940000000000003,83845,0,0,0.0,0.0,False,-0.030413414281584273,12,1.9040000000000004,82814,0,5,0.5,255.0,False,-0.04086152067071408,0.4375,466290,0.0,0.0,11,0,0,4,14,13.3,29,33,32,166.0,116.0,15,16,32,450,2.610654796997551,96.03517679718789
28,32,0,0,0,10.000000000000002,20,10.0,28.345138354817617,4,10.75,20.12754380813563,5,14.0,47.90859078343358,6,52.0,51.0,20,51.0,0,0.6770000000000002,46490,7,19,1.0,608.5576287415347,False,0.17623806184477706,3,0.851,35159,295,0,0.0,2950.0000000000005,False,-0.07915441268883694,0,0.36200000000000004,48772,0,32,1.0,644.0814018603402,False,0.021621906168560415,0,1.9730000000000003,35079.0,188,0,0.0,5328.886010705712,False,-0.2145782331629829,0,0.2,66425,0,24,0.0,1149.806178802406,False,0.00464691991904627,0,0.2,67743,84,122,1.0,7535.5617554622895,False,0.07228641292144465,14,1.7260000000000004,83513,0,0,0.0,0.0,False,-0.03425267418328997,1,1.9020000000000001,82747,0,6,0.6,306.0,False,-0.04134142815842729,0.45,465928,0.0,0.0,15,0,0,8,8,8.0,26,34,29,205.0,135.0,15,17,29,871,1.8892126040300354,97.92438940121792
29,29,0,0,0,10.000000000000002,20,10.0,26.396080544453095,11,3.727272727272727,19.90509387452164,32,19.03125,47.90859078343358,0,,51.0,20,51.0,0,0.6770000000000002,46431,4,28,1.0,779.0902552446867,False,0.17689830147606633,10,0.9480000000000002,34779,308,0,0.0,3080.0000000000005,False,-0.08707236759419852,0,0.36200000000000004,48996,1,32,1.0,663.3590845291455,False,0.026483811096963347,22,2.1930000000000005,34553.0,188,0,0.0,4962.463142357182,False,-0.22933656079120607,0,0.2,66225,0,29,0.5,1389.3491327195738,False,0.003443913125802715,0,0.2,67334,101,132,1.0,8334.348464739918,False,0.07214236365826898,11,1.8220000000000005,83287,0,0,0.0,0.0,False,-0.03686614628505348,3,1.9310000000000005,83023,0,0,0.0,0.0,False,-0.03991905174906042,0.4375,464628,0.0,0.0,17,0,0,12,11,10.75,21,33,28,176.0,111.0,15,14,28,731,1.9293113790336065,99.85370078025153
30,28,0,0,0,10.000000000000002,20,10.0,27.706500983310473,37,32.13513513513514,18.91638873536173,8,1.375,47.99097442003795,2,51.0,51.00000000000001,20,51.0,4,0.7170000000000001,47445,1,10,1.0,287.06500983310474,False,0.19620271233734396,5,0.988,34529,321,0,0.0,3210.0000000000005,False,-0.09172259507829977,0,0.36200000000000004,48991,0,38,0.6,718.8227719437457,False,0.026956849151427965,8,2.251000000000001,33112.0,220,0,0.0,6095.430216328304,False,-0.24753480161972427,0,0.2,66327,0,27,0.0,1295.7563093410247,False,0.004271677233026152,0,0.2,67323,99,142,1.0,8687.4408524462,False,0.074624687752633,12,1.9310000000000005,82933,0,2,0.2,102.00000000000001,False,-0.04037004914715236,8,2.0080000000000005,82893,0,0,0.0,0.0,False,-0.04142237640936687,0.35,463553,0.0,0.0,10,0,0,5,13,12.25,26,31,32,149.0,120.0,12,16,32,830,2.147748971998226,102.00144975224975
31,32,0,0,0,10.000000000000002,20,10.0,27.722479206949043,12,27.916666666666668,19.02582608663761,9,20.666666666666668,48.50797320642548,10,52.0,51.00000000000001,20,51.0,1,0.7230000000000001,47661,0,9,0.9,249.50231286254137,False,0.20116007230302577,1,0.9930000000000003,34398,333,0,0.0,3330.0000000000005,False,-0.0935072769776035,0,0.36200000000000004,48670,1,48,1.0,940.9621313655545,False,0.022588306433935612,9,2.3330000000000006,32981.0,221,0,0.0,6126.667904735738,False,-0.24993582452673258,0,0.2,66327,0,27,0.0,1309.715276573488,False,0.004376332857800972,0,0.2,67657,98,142,1.0,8752.663151802904,False,0.08012193096268483,8,1.9990000000000006,82899,0,0,0.0,0.0,False,-0.0413529921942758,10,2.1000000000000005,82180,0,10,1.0,510.00000000000006,False,-0.046718704827984965,0.4875,462773,0.0,0.0,11,0,0,10,13,11.6,24,34,31,238.0,110.0,16,16,31,731,1.692911590973381,103.69436134322314
32,31,0,0,0,10.000000000000002,20,10.0,27.34520039230225,22,24.90909090909091,21.17792478516187,18,36.666666666666664,49.05630598059681,13,52.0,51.000000000000014,20,51.0,7,0.7920000000000003,47895,2,10,1.0,293.4520039230225,False,0.207594349394503,6,1.0520000000000003,34175,341,0,0.0,3410.0000000000005,False,-0.0981072317321469,0,0.36200000000000004,49247,0,41,0.8,868.2949161916367,False,0.03383929784821177,3,2.3540000000000005,32423.0,236,0,0.0,6453.467292583331,False,-0.2581472553055527,0,0.2,66327,0,27,0.0,1324.520261476114,False,0.004487331395082526,0,0.2,67673,106,139,1.0,9063.686558530115,False,0.08269370639173874,6,2.051,82813,0,0,0.0,0.0,False,-0.042347499277247756,4,2.1300000000000003,81968,3,10,1.0,657.1689179417906,False,-0.048319347106436525,0.475,462521,0.0,0.0,16,0,0,10,10,9.4,22,32,43,191.0,116.0,14,17,43,1986,1.8179732759599574,105.5123346191831
33,43,0,0,0,10.000000000000002,20,10.0,28.582458050328672,16,40.0,20.754113347584873,7,12.714285714285714,49.1679714746128,10,50.0,51.00000000000001,20,51.0,6,0.8450000000000002,48335,0,7,0.7,200.0772063523007,False,0.2174807984107823,0,1.0460000000000003,34025,356,0,0.0,3560.0000000000005,False,-0.09999245909056632,0,0.36200000000000004,49247,0,41,0.0,850.9186472509798,False,0.033658502208417186,7,2.4210000000000007,31640.0,252,0,0.0,7202.779428682826,False,-0.266644683917565,0,0.2,66327,0,27,0.0,1327.5352298145456,False,0.004509935746098058,0,0.2,68084,103,139,1.0,8972.02170977242,False,0.0881693035670446,11,2.1550000000000002,82349,0,5,0.5,255.00000000000003,False,-0.04623879734027175,0,2.1260000000000003,82177,0,9,0.8,459.00000000000006,False,-0.047048279849667536,0.375,462184,0.0,0.0,16,0,0,11,9,8.375,26,37,33,261.0,149.0,19,24,33,1159,1.9633827459765598,107.47571736515965
34,33,0,0,0,10.000000000000002,20,10.0,27.974511584935883,18,23.0,21.128483789893796,7,27.857142857142858,49.1679714746128,0,,51.00000000000001,20,51.0,5,0.8890000000000002,48486,2,10,1.0,299.74511584935885,False,0.2225290339573356,6,1.106,33803,364,0,0.0,3640.0000000000005,False,-0.10456727748033079,0,0.36200000000000004,49419,0,42,0.6,887.3963191755395,False,0.037617275196915476,2,2.434,31186.0,264,0,0.0,7385.271058423073,False,-0.2741934131888142,0,0.2,66327,0,27,0.0,1327.5352298145456,False,0.004509935746098058,0,0.2,67889,100,149,1.0,9438.876128706686,False,0.08874551003678717,5,2.1940000000000004,82540,0,0,0.0,0.0,False,-0.0455044810638913,1,2.1360000000000006,82626,0,0,0.0,0.0,False,-0.04450997398091934,0.325,462276,0.0,0.0,15,0,0,7,9,7.75,23,30,28,166.0,125.0,12,21,28,1002,1.7542247710516676,109.22994213621132
35,28,0,0,0,10.0,20,10.0,28.247047017359037,14,31.142857142857142,21.35514680182248,11,23.818181818181817,49.1679714746128,0,,51.00000000000001,20,51.0,2,0.9040000000000001,48786,0,9,0.9,254.22342315623132,False,0.22949781845456893,2,1.12,33638,377,0,0.0,3770.0,False,-0.10708091395822336,0,0.36200000000000004,49676,0,33,0.1,704.7198444601419,False,0.041064611845386935,1,2.4420000000000006,30724.0,277,0,0.0,7824.432023808453,False,-0.2792380394984034,0,0.2,66327,0,27,0.0,1327.5352298145456,False,0.004509935746098058,0,0.2,67627,101,159,1.0,9974.577291447506,False,0.08883323805253782,8,2.2690000000000006,82413,0,0,0.0,0.0,False,-0.04697311361665221,12,2.255000000000001,82364,0,0,0.0,0.0,False,-0.04753975137322926,0.25,461555,0.0,0.0,12,0,0,7,13,12.166666666666668,24,31,20,201.0,128.0,13,15,20,460,1.8931814809911884,111.12312361720251
36,20,0,0,0,10.0,20,10.0,28.687395485103007,24,31.375,20.80804693984328,9,13.666666666666666,49.414847128916726,15,50.666666666666664,51.00000000000001,20,51.0,11,1.0120000000000002,49132,0,10,1.0,286.8739548510301,False,0.23860535850553044,4,1.1580000000000001,33442,387,0,0.0,3870.0,False,-0.11075082321594651,0,0.36200000000000004,49672,0,37,0.4,769.8977367742013,False,0.041659533209595305,9,2.531000000000001,29794.0,297,0,0.0,8520.156459075593,False,-0.29135202935099797,0,0.2,66327,0,27,0.0,1334.2008724807515,False,0.00455991057490443,0,0.2,68264,100,154,1.0,9690.691151837504,False,0.09625649386592816,14,2.4010000000000007,81333,5,10,1.0,757.0742356445837,False,-0.055084855532555245,6,2.3030000000000004,82282,0,0,0.0,0.0,False,-0.04848800231280717,0.425,460246,0.0,0.0,10,0,0,5,13,12.307692307692307,22,27,24,130.0,80.0,10,10,24,960,1.3759642880177125,112.49908790522022
37,24,0,0,0,10.0,20,10.0,28.77359884878766,1,42.0,20.065504443532753,8,9.5,49.711661782717634,15,51.333333333333336,51.00000000000001,20,51.0,0,1.0010000000000001,49074,0,19,1.0,546.6983781269655,False,0.24041297008932164,0,1.1540000000000004,33342,397,0,0.0,3970.0,False,-0.1120076414548928,0,0.36200000000000004,49742,0,32,0.0,642.0961421930481,False,0.04178645450206071,3,2.552000000000001,29665.0,298,0,0.0,8574.532456938723,False,-0.2934706850802338,0,0.2,66327,0,27,0.0,1342.214868133376,False,0.0046199945129207064,0,0.2,68958,98,149,1.0,9373.457041091138,False,0.10428442825829315,0,2.3870000000000005,81588,0,10,0.5,510.00000000000006,False,-0.053564614050303556,15,2.4470000000000005,81145,5,10,1.0,758.5583089135882,False,-0.057250313333833035,0.4375,459841,0.0,0.0,16,0,0,7,7,7.0,25,32,25,191.0,104.0,13,11,25,1337,1.54306232300587,114.04215022822609
38,25,0,0,0,10.0,20,10.0,28.77359884878766,0,,20.065504443532753,0,,49.711661782717634,0,,51.00000000000001,20,51.0,0,1.0010000000000001,48974,0,29,1.0,834.4343666148421,False,0.24151565199475716,0,1.1540000000000001,33242,407,0,0.0,4070.0,False,-0.11326445969383908,0,0.36200000000000004,49742,0,32,0.0,642.0961421930481,False,0.04178645450206071,0,2.549000000000001,29665.0,298,0,0.0,8574.532456938723,False,-0.2934706850802338,0,0.2,66327,0,27,0.0,1342.214868133376,False,0.0046199945129207064,0,0.2,68958,88,159,1.0,9669.918614482986,False,0.1065071121193805,0,2.387000000000001,82098,0,0,0.0,0.0,False,-0.05061578490893322,0,2.4320000000000004,81655,0,5,0.5,255.00000000000003,False,-0.05426423821913848,0.3125,460661,0.0,0.0,17,0,0,11,0,0.0,23,34,26,193.0,105.0,15,10,26,1220,1.9966297009959817,116.03877992922207
39,26,0,0,0,10.0,20,10.0,29.272097377191702,21,32.57142857142857,20.26766957610775,33,20.939393939393938,49.711661782717634,0,,51.00000000000001,0,,0,1.0010000000000001,49528,3,18,1.0,556.8977527894507,False,0.2519530672999704,0,1.1540000000000004,33172,414,0,0.0,4140.0,False,-0.11414423246110147,0,0.36200000000000004,49348,5,38,1.0,916.5319307780529,False,0.036442950065321604,29,2.839000000000001,28990.0,304,0,0.0,8898.717602666278,False,-0.3041440266084041,0,0.2,66327,0,27,0.0,1342.214868133376,False,0.0046199945129207064,0,0.2,68267,111,169,1.0,10650.98216422724,False,0.10350114083241288,0,2.3870000000000005,82098,0,0,0.0,0.0,False,-0.05061578490893322,0,2.4320000000000004,81655,0,5,0.0,255.00000000000003,False,-0.05426423821913848,0.375,459385,0.0,0.0,14,0,0,8,4,4.0,26,34,16,197.0,107.0,15,11,16,940,1.9762067209812813,118.01498665020335
40,16,0,0,0,9.999999999999998,20,10.0,28.72664551161572,9,20.0,19.65785803163901,5,4.0,49.711661782717634,0,,51.00000000000001,0,,0,1.0010000000000001,49593,4,23,1.0,700.7128467671616,False,0.2553944253420702,4,1.1940000000000002,32984,423,0,0.0,4229.999999999999,False,-0.11773873262448785,0,0.36200000000000004,49332,0,48,1.0,943.5771855186724,False,0.036391397206520404,5,2.8600000000000008,28691.0,308,0,0.0,8847.806817577643,False,-0.31089577757176523,0,0.2,66327,0,27,0.0,1342.214868133376,False,0.0046199945129207064,0,0.2,68247,106,179,1.0,10982.120410460191,False,0.10568391370865342,0,2.3870000000000005,82098,0,0,0.0,0.0,False,-0.05061578490893322,0,2.4320000000000004,81655,0,5,0.0,255.00000000000003,False,-0.05426423821913848,0.375,458927,0.0,0.0,11,0,0,5,3,3.0,17,22,19,73.0,85.0,6,10,19,375,1.3292043010005727,119.34419095120393
41,19,0,0,0,9.999999999999998,20,10.0,30.381104557719794,32,37.5,19.808354918170537,16,20.9375,49.851748827381016,15,50.666666666666664,51.00000000000001,0,,9,1.0910000000000002,50438,7,10,1.0,373.81104557719794,False,0.27252609211946305,0,1.1900000000000002,32914,430,0,0.0,4299.999999999999,False,-0.11861850539175024,0,0.36200000000000004,49106,6,45,1.0,1073.6625986639929,False,0.03304195815902611,3,2.8850000000000007,27959.0,324,0,0.0,9843.477876701214,False,-0.31576862057328875,0,0.2,66327,0,27,0.0,1345.9972183392874,False,0.004648352214269729,0,0.2,68672,112,174,1.0,10892.740046799398,False,0.11138656505322678,0,2.3870000000000005,81838,0,5,0.5,255.00000000000003,False,-0.05214801965886094,0,2.4320000000000004,81155,0,15,1.0,765.0000000000001,False,-0.05709742700202371,0.5625,458409,0.0,0.0,17,0,0,8,2,1.5625,23,31,19,154.0,55.0,12,7,19,1934,1.5211360389948823,120.86532699019881
42,19,0,0,0,9.999999999999998,20,10.0,30.768094324835754,22,33.45454545454545,19.808354918170537,0,,48.84624849194575,3,18.0,51.00000000000001,0,,12,1.202,50718,9,10,1.0,397.68094324835755,False,0.27986427548511117,0,1.1900000000000002,32834,438,0,0.0,4379.999999999999,False,-0.11962395998290727,0,0.36200000000000004,48538,14,55,1.0,1520.21284104708,False,0.025868409541640578,0,2.8820000000000006,27791.0,328,0,0.0,10091.934938546128,False,-0.3166794824831326,0,0.2,66327,0,27,0.0,1318.8487092825353,False,0.00444480963624624,0,0.2,68726,102,181,1.0,10861.623178695576,False,0.11196298679483851,0,2.387000000000001,81784,0,8,0.3,408.00000000000006,False,-0.05188782885226944,0,2.4320000000000004,81155,0,15,0.0,765.0000000000001,False,-0.05709742700202371,0.4125,457873,0.0,0.0,10,0,0,7,2,2.0,20,27,22,141.0,81.0,10,9,22,574,1.4304140000022016,122.29574099020101
43,22,0,0,0,9.999999999999998,20,10.0,31.471591926351405,22,36.5,19.99666501166791,17,21.352941176470587,48.90997105117639,5,50.0,51.00000000000001,0,,12,1.3100000000000003,51160,4,10,1.0,354.715919263514,False,0.2904345564595872,0,1.1900000000000002,32684,453,0,0.0,4529.999999999999,False,-0.1215091873413267,0,0.36200000000000004,48376,15,60,1.0,1671.8737795953457,False,0.02407526562891842,12,3.0020000000000007,27088.0,339,0,0.0,10668.869663033127,False,-0.3253056949013305,0,0.2,66137,0,32,0.5,1565.1190736376445,False,0.003442188286382102,0,0.2,68803,104,186,1.0,11176.90777673227,False,0.11548138983904828,0,2.3870000000000005,81784,0,8,0.0,408.00000000000006,False,-0.05188782885226944,0,2.4320000000000004,80905,0,20,0.5,1020.0000000000001,False,-0.05851402139346632,0.5,456937,0.0,0.0,12,0,0,13,5,4.090909090909091,17,30,28,134.0,93.0,10,12,28,640,1.4292342200060375,123.72497521020705
44,28,0,0,0,9.999999999999998,20,10.0,31.471591926351405,0,,20.68646892915336,5,38.0,48.90997105117639,0,,51.00000000000001,0,,0,1.2980000000000003,51020,8,20,1.0,709.431838527028,False,0.2913735997602874,0,1.1900000000000002,32624,459,0,0.0,4589.999999999999,False,-0.12226327828469447,0,0.36200000000000004,48566,5,65,1.0,1501.9784400267254,False,0.02626135095231218,0,2.9900000000000007,27088.0,339,0,0.0,10668.869663033127,False,-0.3253056949013305,0,0.2,66137,0,32,0.0,1565.1190736376445,False,0.003442188286382102,0,0.2,68613,99,196,1.0,11634.314750016754,False,0.11606173901646989,0,2.387000000000001,81784,0,8,0.0,408.00000000000006,False,-0.05188782885226944,0,2.4320000000000004,80905,0,20,0.0,1020.0000000000001,False,-0.05851402139346632,0.375,456737,0.0,0.0,8,0,0,17,0,0.0,17,34,23,244.0,67.0,18,10,23,390,2.854211336991284,126.57918654719833
45,23,0,0,0,10.0,20,10.0,31.155716397329197,19,28.473684210526315,22.449853504255362,22,31.863636363636363,48.45753308051767,15,46.0,51.00000000000001,0,,0,1.2980000000000003,51450,9,12,1.0,463.86859676795035,False,0.2990959530046496,1,1.2000000000000002,32510,468,0,0.0,4680.0,False,-0.12399768745444034,0,0.36200000000000004,48705,14,58,1.0,1738.2715328094198,False,0.03161243921349932,5,3.040000000000001,26950.0,339,0,0.0,10561.787858694597,False,-0.3292915632224056,0,0.2,66137,0,32,0.0,1550.6410585765655,False,0.0033336411649164434,0,0.2,68602,111,191,1.0,11747.32255735122,False,0.11674405875956839,0,2.3870000000000005,81354,0,18,1.0,918.0000000000001,False,-0.05391153512575889,0,2.4320000000000004,80645,0,25,0.5,1275.0000000000002,False,-0.060046256143394046,0.5625,456353,0.0,0.0,13,0,0,13,3,3.0,19,32,28,182.0,80.0,14,9,28,2110,1.7030524149886332,128.28223896218697
46,28,0,0,0,10.0,20,10.0,30.64470010144237,3,3.0,21.857913199495147,5,7.0,49.24947341730006,25,52.0,51.00000000000001,0,,0,1.2980000000000003,51340,10,22,1.0,774.1834022317322,False,0.3002310459521873,3,1.229,32354,477,0,0.0,4770.0,False,-0.1267878239449011,0,0.36200000000000004,48696,7,68,1.0,1700.8509982757666,False,0.03103580270810288,5,3.085000000000001,26830.0,339,0,0.0,10388.553334388964,False,-0.33359116289263385,0,0.2,66137,0,32,0.0,1575.983149353602,False,0.0035236403460308097,0,0.2,69867,106,176,1.0,10984.846120591297,False,0.12999584735785955,0,2.387000000000001,81354,0,18,0.0,918.0000000000001,False,-0.05391153512575889,0,2.4320000000000004,79345,15,35,1.0,2523.7421012595014,False,-0.06785925353420352,0.5,455923,0.0,0.0,13,0,0,16,2,2.0,19,35,24,205.0,81.0,17,11,24,1500,1.8108547709998675,130.09309373318683
47,24,0,0,0,10.0,20,10.0,30.096952105851262,5,13.8,21.42100874233864,15,18.0,49.24947341730006,0,,51.00000000000001,0,,0,1.298,51331,5,31,1.0,983.0055152813891,False,0.30262933307293804,4,1.266,32127,492,0,0.0,4920.0,False,-0.1306085513912978,0,0.36200000000000004,48858,1,73,1.0,1593.830590296572,False,0.03329341993857628,10,3.1800000000000006,26524.0,340,0,0.0,10232.963715989428,False,-0.3415777368016915,0,0.2,66137,0,32,0.0,1575.983149353602,False,0.0035236403460308097,0,0.2,69597,111,186,1.0,11538.1340260174,False,0.1300954717800074,0,2.3870000000000005,81354,0,18,0.0,918.0000000000001,False,-0.05391153512575889,0,2.4320000000000004,79345,5,45,1.0,2541.2473670865006,False,-0.06775803777342296,0.5,455273,0.0,0.0,11,0,0,13,5,5.0,20,33,31,160.0,76.0,12,12,31,431,1.6003281070152298,131.69342184020206
48,31,0,0,0,10.0,20,10.0,29.848614037850613,24,28.41666666666666,23.02691788972581,21,32.142857142857146,49.24947341730006,0,,51.00000000000001,0,,0,1.2980000000000003,51908,5,22,1.0,706.6695088327135,False,0.3136599742205554,5,1.312,31907,502,0,0.0,5020.0,False,-0.13488173340371515,0,0.36200000000000004,49234,5,67,1.0,1692.0465688008824,False,0.04213970001873774,5,3.2200000000000006,25986.0,350,0,0.0,10447.014913247715,False,-0.35054609392105174,0,0.2,66137,0,32,0.0,1575.983149353602,False,0.0035236403460308097,0,0.2,68922,122,196,1.0,12462.18077233736,False,0.1269019401134905,0,2.3870000000000005,81354,0,18,0.0,918.0000000000001,False,-0.05391153512575889,0,2.4320000000000004,79345,0,50,0.5,2550.0000000000005,False,-0.06770742989303268,0.4375,454793,0.0,0.0,13,0,0,15,2,2.0,19,34,32,209.0,92.0,15,16,32,1517,1.6451198320137337,133.3385416722158
49,32,0,0,0,10.0,20,10.0,30.756292655025764,15,39.6,22.745655573385445,2,5.0,49.49448914067379,29,50.3448275862069,51.00000000000001,0,,0,1.2980000000000003,52392,6,17,1.0,582.856975135438,False,0.32426987626794657,0,1.3070000000000002,31817,511,0,0.0,5110.0,False,-0.1360128698187668,0,0.36200000000000004,49223,0,73,0.6,1660.4328568571375,False,0.04158186304086085,2,3.2350000000000008,25351.0,364,0,0.0,11195.290526429379,False,-0.3559745028984561,0,0.2,66137,0,32,0.0,1583.8236525015614,False,0.003582423545520822,0,0.2,70372,114,177,1.0,11353.529313265202,False,0.140332353525755,0,2.3870000000000005,79894,19,28,1.0,2368.3952936728024,False,-0.06240881587931309,0,2.4320000000000004,79345,0,50,0.0,2550.0000000000005,False,-0.06770742989303268,0.45,454531,0.0,0.0,18,0,0,17,1,1.0,16,33,34,150.0,126.0,13,19,34,2254,1.7126528120134026,135.0511944842292
50,34,0,0,0,10.0,20,10.0,31.238267974089535,13,36.61538461538461,21.364233700728338,12,8.083333333333334,49.51526106771892,5,50.0,51.00000000000001,0,,0,1.2980000000000003,52768,6,14,1.0,497.3357516372535,False,0.33264630308972737,0,1.3070000000000002,31717,521,0,0.0,5210.0,False,-0.13726968805771309,0,0.36200000000000004,49268,0,70,0.1,1495.4963590509838,False,0.04080216792270302,8,3.3130000000000015,24659.0,376,0,0.0,11745.588758257665,False,-0.36464895683843856,0,0.2,66137,0,32,0.0,1584.4883541670054,False,0.0035874070637801677,0,0.2,70525,116,182,1.0,11490.02862360933,False,0.14364993719905036,0,2.387000000000001,79894,9,38,1.0,2383.6373496094707,False,-0.06232068603868482,0,2.4320000000000004,79095,0,55,0.5,2805.0000000000005,False,-0.06912402428447528,0.45,454063,0.0,0.0,15,0,0,12,2,2.0,17,29,38,154.0,186.0,12,22,38,982,1.7206874959520064,136.7718819801812
51,38,0,0,0,10.000000000000002,20,10.0,32.20264226665887,14,42.0,20.508849680362015,6,4.166666666666667,49.567580613718214,4,51.0,51.00000000000001,0,,0,1.298,53256,6,10,1.0,382.0264226665887,False,0.3434636204241333,0,1.3070000000000002,31617,531,0,0.0,5310.000000000001,False,-0.13852650629665939,0,0.36200000000000004,49268,0,70,0.0,1435.619477625341,False,0.040179164266208926,6,3.3650000000000007,23903.0,390,0,0.0,12559.03048399696,False,-0.37191727724485524,0,0.2,66341,0,28,0.0,1387.89225718411,False,0.005172381595322465,0,0.2,70500,112,192,1.0,11813.966642034444,False,0.14570375350153278,0,2.3870000000000005,79894,0,47,0.9,2397.0000000000005,False,-0.06224342295461116,0,2.4320000000000004,78891,0,59,0.4,3009.0000000000005,False,-0.07030355594102342,0.4125,453670,0.0,0.0,12,0,0,21,2,2.0,17,38,26,304.0,141.0,20,18,26,992,1.9234957339940593,138.69537771417527
