index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,33,0,0,0,10.000000000000002,20,10.0,21.19053995256186,25,21.24,11.408095156483283,11,3.3636363636363638,24.004020757864993,16,26.125,52.00000000000001,8,52.0,0,0.9920000000000002,30889,1,11,1.0,243.09593947818047,False,0.1689301507685586,11,2.380000000000001,20657,261,0,0.0,2610.0000000000005,False,-0.17215123072863658,0,0.7130000000000001,43895,79,46,1.0,2198.825033450618,False,-0.0022969418438665173,11,4.963000000000001,14523.0,257,0,0.0,5445.968767808398,False,-0.6175887093905672,0,0.2,68976,59,167,1.0,4681.7490807959675,False,0.019963595205989396,14,4.840000000000002,42063,495,0,0.0,5647.007102459225,False,-0.35803973697130165,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,8,2.0800000000000005,68582,563,0,0.0,13514.26368667799,False,-0.12521472959210667,0.375,375430,0.0,0.0,14,0,0,18,13,13.0,24,42,35,224.0,80.0,17,16,35,736,2.0615288899862207,69.44510785391321
26,35,0,0,0,10.000000000000002,20,10.0,18.688241762832153,48,8.479166666666666,11.387612632405428,34,11.235294117647058,23.7762969889997,46,22.73913043478261,52.00000000000001,13,52.0,12,1.1120000000000003,30765,0,9,0.9,168.19417586548937,False,0.1628443246233459,25,2.619,20239,273,0,0.0,2730.0000000000005,False,-0.18564589694296807,0,0.7130000000000001,43730,117,47,1.0,2721.742079974417,False,-0.00015807707687243245,25,5.202000000000002,13643.0,257,0,0.0,4802.878133047863,False,-0.6442316939437683,0,0.2,68890,79,175,1.0,5060.4733710349765,False,0.021441865612870117,44,5.266000000000001,38959,499,0,0.0,5682.418703570309,False,-0.4021794689465947,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,13,2.2020000000000004,67227,609,0,0.0,14479.764866300817,False,-0.13534267927092164,0.3625,369298,0.0,0.0,15,0,0,14,19,18.52173913043478,26,40,36,276.0,63.0,20,15,36,566,2.0719822899554856,71.5170901438687
27,36,0,0,0,10.000000000000002,20,10.0,18.54532762544169,8,14.625,11.387612632405428,0,,23.802765574348577,41,23.951219512195124,52.00000000000001,14,52.0,0,1.1,30717,2,16,1.0,316.72524200706704,False,0.1638343933432671,5,2.6440000000000006,20109,281,0,0.0,2810.0000000000005,False,-0.18903841079573297,0,0.7130000000000001,43613,115,57,1.0,2781.8065969729037,False,-0.0020864938913820255,0,5.177000000000001,13643.0,257,0,0.0,4766.149199738515,False,-0.6446389063845568,0,0.2,69075,69,182,1.0,5117.848606167416,False,0.024497994924038695,38,5.602000000000002,36723,499,0,0.0,5682.418703570309,False,-0.43415841661610743,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,14,2.329000000000001,65886,650,0,0.0,15471.797623326574,False,-0.1451540376941899,0.375,365611,0.0,0.0,14,0,0,13,14,14.0,28,41,36,277.0,69.0,19,17,36,457,1.799549285962712,73.31663942983141
28,36,0,0,0,10.000000000000002,20,10.0,18.65712747466233,23,19.652173913043477,10.942297385679518,18,4.555555555555555,24.11296128235061,12,30.416666666666668,52.00000000000001,12,52.0,2,1.12,31001,1,10,1.0,196.57127474662332,False,0.1722750815097935,5,2.6890000000000005,19944,292,0,0.0,2920.0000000000005,False,-0.19318481661577896,0,0.7130000000000001,43476,118,66,1.0,2923.7326694650037,False,-0.0035507930566210143,17,5.347,12714.0,267,0,0.0,4981.453035734842,False,-0.6628514231702644,0,0.2,69178,77,189,1.0,5399.906581061588,False,0.027988062106245628,9,5.654000000000001,36462,499,0,0.0,5460.20639545408,False,-0.43948022485766736,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,12,2.4350000000000005,65258,662,0,0.0,15962.780368916105,False,-0.14959546016211633,0.375,363878,0.0,0.0,15,0,0,16,12,11.4,24,40,34,239.0,59.0,19,17,34,772,2.3695311920018867,75.6861706218333
29,34,0,0,0,10.000000000000002,20,10.0,18.40042180043431,19,15.631578947368421,10.942297385679518,0,,24.227437732275977,16,25.875,52.000000000000014,10,52.0,4,1.1580000000000004,31077,1,10,1.0,194.0042180043431,False,0.17509148889902268,5,2.734000000000001,19794,302,0,0.0,3020.0000000000005,False,-0.1969542764521844,0,0.7130000000000001,43179,127,76,1.0,3168.468169966801,False,-0.007423076744347865,0,5.330000000000001,12714.0,267,0,0.0,4912.912620715961,False,-0.6636113284323478,0,0.2,69300,67,197,1.0,5505.939158098895,False,0.030491119678629372,14,5.785000000000001,35972,499,0,0.0,5460.20639545408,False,-0.44648813378345503,0,0.2,85845,0,9,0.0,468.0000000000001,False,-0.0005108972051600617,10,2.5230000000000006,64653,678,0,0.0,16426.202782483113,False,-0.15392982837056823,0.375,362534,0.0,0.0,14,0,0,16,8,7.8,25,41,33,230.0,89.0,20,14,33,529,2.4955646750167944,78.18173529685009
30,33,0,0,0,10.000000000000002,20,10.0,19.02277741546106,25,24.04,13.431741972399486,40,28.9,24.080170373185858,8,20.0,52.000000000000014,10,52.0,6,1.2140000000000002,31395,0,7,0.7,133.15944190822742,False,0.18593161148004494,9,2.8190000000000004,19576,316,0,0.0,3160.0000000000005,False,-0.20253307701006446,0,0.7130000000000001,44122,122,54,1.0,3046.092911195822,False,0.012130171085145958,8,5.410000000000001,12046.0,287,0,0.0,5459.537118237325,False,-0.6723631079178974,0,0.2,68320,93,207,1.0,6233.747270682625,False,0.021679804856070586,8,5.851000000000002,35564,503,0,0.0,6756.166212116941,False,-0.44305597594344376,0,0.2,85845,0,9,0.0,468.0000000000001,False,-0.0005108972051600617,10,2.613000000000001,64296,686,0,0.0,16518.996876005498,False,-0.1575363324779357,0.3375,361164,0.0,0.0,12,0,0,16,10,9.6,28,44,29,248.0,64.0,19,14,29,1380,2.096399669011589,80.27813496586168
31,29,0,0,0,10.000000000000002,20,10.0,19.30586444762846,14,23.428571428571427,13.132743844855273,35,10.914285714285715,24.03831235530089,17,23.529411764705884,52.00000000000001,9,52.0,2,1.2280000000000002,31525,2,10,1.0,213.0586444762846,False,0.1923377934425776,5,2.8600000000000008,19441,324,0,0.0,3240.0000000000005,False,-0.20611406385464962,0,0.7130000000000001,44082,117,64,1.0,3099.2817464432674,False,0.011832916608755085,35,5.752000000000002,10342.0,296,0,0.0,5714.535876498024,False,-0.7073203259956315,0,0.2,68000,118,216,1.0,6741.939242437915,False,0.020737255205431262,16,6.003000000000001,34992,503,0,0.0,6605.770153962202,False,-0.4523121082796141,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,9,2.693000000000001,63728,703,0,0.0,16898.933585776525,False,-0.16192577136318673,0.375,357955,0.0,0.0,10,0,0,10,14,13.222222222222221,27,37,24,219.0,54.0,15,14,24,262,1.8161183539777994,82.09425331983948
32,24,0,0,0,10.000000000000002,20,10.0,19.06883168242955,7,12.428571428571429,13.655028237351859,16,22.3125,24.03831235530089,0,,52.000000000000014,12,52.0,0,1.2260000000000002,31436,4,19,1.0,402.30780196616143,False,0.1925498096793351,6,2.915000000000001,19298,332,0,0.0,3320.0000000000005,False,-0.20999660748614724,0,0.7130000000000001,44218,112,70,1.0,3091.5611250467396,False,0.014762973136799123,12,5.8370000000000015,10045.0,298,0,0.0,5682.511841364006,False,-0.7142610332901237,0,0.2,67819,120,226,1.0,7071.261980780224,False,0.02050358247722591,0,5.987000000000002,34816,507,0,0.0,6923.099316337392,False,-0.4525600369249768,0,0.2,86053,0,5,0.0,260.00000000000006,False,0.0006966780070364479,8,2.7640000000000002,63583,703,0,0.0,16898.933585776525,False,-0.16360940988019146,0.375,357268,0.0,0.0,13,0,0,8,9,9.0,24,32,26,123.0,66.0,10,14,26,615,1.5773384549538605,83.67159177479334
33,26,0,0,0,10.000000000000002,20,10.0,19.653193748832596,11,29.363636363636363,14.357738024626371,6,44.0,24.03831235530089,0,,52.000000000000014,14,52.0,0,1.2260000000000002,31649,5,18,1.0,403.7574874789867,False,0.20060608178745876,0,2.9090000000000007,19208,341,0,0.0,3410.0000000000005,False,-0.21169286441252969,0,0.7130000000000001,44482,102,74,1.0,3067.098376203276,False,0.020345673601969823,0,5.825000000000001,9722.0,309,0,0.0,6072.836868389272,False,-0.7170956930641128,0,0.2,67819,110,236,1.0,7252.3928985599105,False,0.02179883653380186,0,5.987000000000002,34552,513,0,0.0,7365.519606633328,False,-0.45317201122242723,0,0.2,86105,0,4,0.0,208.00000000000006,False,0.0009985718100855752,13,2.886000000000001,63273,703,0,0.0,16898.933585776525,False,-0.16720891291654646,0.375,356810,0.0,0.0,16,0,0,12,7,7.0,24,36,29,188.0,63.0,14,12,29,839,1.7813790120417252,85.45297078683507
34,29,0,0,0,10.000000000000002,20,10.0,19.265636646363266,6,8.0,14.022378928477952,9,5.333333333333333,24.401904437236013,2,61.0,52.000000000000014,12,52.0,0,1.2260000000000002,31573,5,25,1.0,531.6409161590817,False,0.20015154955254774,3,2.9390000000000005,19075,351,0,0.0,3510.0000000000005,False,-0.2148215160767462,0,0.7130000000000001,44434,98,84,1.0,3065.9122213357477,False,0.019268173991482413,9,5.915000000000003,9423.0,309,0,0.0,5953.081723726249,False,-0.725053420066009,0,0.2,67893,109,244,1.0,7482.503985889684,False,0.02450268149690145,0,5.987000000000002,34552,513,0,0.0,7193.48039030919,False,-0.4544022511812675,0,0.2,86105,0,4,0.0,208.00000000000006,False,0.0009985718100855752,12,2.9930000000000008,62879,705,0,0.0,17203.34262825139,False,-0.17001647278745874,0.375,355934,0.0,0.0,13,0,0,14,10,10.0,25,39,18,247.0,48.0,18,11,18,346,1.8782391579588875,87.33120994479395
35,18,0,0,0,10.0,20,10.0,19.35326524283502,22,20.0,13.563521778226944,16,7.3125,24.897669053824178,7,37.857142857142854,52.000000000000014,13,52.0,0,1.2260000000000002,31923,4,13,1.0,291.5924481568552,False,0.20882039368534167,0,2.936000000000001,18965,362,0,0.0,3620.0,False,-0.2168947189867692,0,0.7130000000000001,44434,88,94,1.0,2978.0583885228143,False,0.018294141519832493,16,6.066000000000002,8411.0,331,0,0.0,6405.930795378391,False,-0.7424727172449068,0,0.2,67961,115,251,1.0,7809.119937005967,False,0.027810814612247943,4,6.027000000000001,34436,513,0,0.0,6958.086672230423,False,-0.45774454976165657,0,0.2,86105,0,4,0.0,208.00000000000006,False,0.0009985718100855752,13,3.111000000000001,62301,712,0,0.0,17727.140366322816,False,-0.17368681788649473,0.375,354536,0.0,0.0,12,0,0,6,13,13.0,23,29,18,107.0,33.0,7,11,18,825,1.2412516699987464,88.5724616147927
36,18,0,0,0,10.0,20,10.0,20.505783511372268,45,24.755555555555556,14.25726639882826,23,20.608695652173914,24.576123773429302,26,22.46153846153846,52.000000000000014,12,52.0,27,1.4960000000000004,32196,4,10,1.0,245.0578351137227,False,0.21823396726438468,5,2.986000000000001,18815,372,0,0.0,3720.0,False,-0.22066417882317463,0,0.7130000000000001,44369,103,90,1.0,3395.2496775658874,False,0.021478221623640516,9,6.1400000000000015,7489.0,351,0,0.0,7197.530012491666,False,-0.7541406491142437,0,0.2,67721,124,260,1.0,8157.693214546323,False,0.02687099165162352,25,6.273000000000001,33149,517,0,0.0,7371.006728194211,False,-0.4731982757097709,0,0.2,86105,0,4,0.0,208.00000000000006,False,0.0009985718100855752,12,3.218000000000001,61442,738,0,0.0,18137.179344790824,False,-0.18128038186784706,0.375,351286,0.0,0.0,17,0,0,8,20,19.294117647058822,22,30,20,93.0,45.0,7,11,20,729,1.8474543199990876,90.41991593479179
37,20,0,0,0,10.0,20,10.0,21.097772063571274,37,24.135135135135137,15.825694916656937,27,28.037037037037038,26.432489821681173,9,63.0,52.000000000000014,8,52.0,21,1.6790000000000003,32481,2,10,1.0,230.97772063571273,False,0.2287115556680559,6,3.041000000000001,18635,384,0,0.0,3840.0,False,-0.22518753062686117,0,0.7130000000000001,44677,114,77,1.0,3623.724523829709,False,0.03084088566931686,4,6.171000000000001,6899.0,367,0,0.0,7742.8823473306575,False,-0.7611769663030439,0,0.2,67746,136,261,1.0,9051.17435212413,False,0.033617756840749774,0,6.248000000000001,32934,522,0,0.0,8261.012746494922,False,-0.46990880603470403,0,0.2,86105,0,4,0.0,208.00000000000006,False,0.0009985718100855752,8,3.2860000000000014,60737,747,0,0.0,19745.069896795838,False,-0.18013149857299535,0.375,350214,0.0,0.0,14,0,0,9,9,8.375,19,28,24,141.0,36.0,10,10,24,1504,1.685672749998048,92.10558868478984
38,24,0,0,0,10.0,20,10.0,21.53485735813726,22,25.59090909090909,15.610764554461188,8,9.875,26.254842387019263,7,22.0,52.00000000000001,15,52.0,7,1.7280000000000004,32796,0,9,0.9,193.81371622323533,False,0.23988491304276888,5,3.085000000000001,18455,397,0,0.0,3970.0,False,-0.22952240943872743,0,0.7130000000000001,44630,112,82,1.0,3691.9867175771906,False,0.03055553148229627,3,6.197000000000001,6357.0,381,0,0.0,8204.780653450296,False,-0.7680741867327787,0,0.2,67667,134,271,1.0,9206.904737180019,False,0.03360152698888754,7,6.318000000000002,32745,522,0,0.0,8148.81909742874,False,-0.4734141452680258,0,0.2,86105,0,4,0.0,208.00000000000003,False,0.0009985718100855752,15,3.428000000000001,60189,754,0,0.0,19796.151159812525,False,-0.18619793109963353,0.3625,348944,0.0,0.0,14,0,0,7,11,10.538461538461538,23,30,24,139.0,78.0,11,13,24,372,1.5700405709794722,93.67562925576931
39,24,0,0,0,10.0,20,10.0,21.23431816485562,5,9.0,16.169212976492584,4,44.0,25.988178960703003,7,20.0,52.0,7,52.0,0,1.7210000000000005,32726,0,16,0.7,339.7490906376899,False,0.23999677882011555,5,3.130000000000001,18275,410,0,0.0,4100.0,False,-0.23385728825059368,0,0.7130000000000001,44761,107,88,1.0,3694.9627855708986,False,0.03349331218203575,0,6.194000000000001,6357.0,381,0,0.0,8090.275220809991,False,-0.7693437045898931,0,0.2,67667,124,281,1.0,9307.660697042624,False,0.03432202555056865,7,6.381000000000003,32366,526,0,0.0,8505.006025635099,False,-0.476287481403047,0,0.2,86105,0,4,0.0,208.0,False,0.0009985718100855752,7,3.4830000000000005,59942,761,0,0.0,19777.004189094987,False,-0.18917708284026918,0.3375,348199,0.0,0.0,10,0,0,13,6,6.0,19,32,21,159.0,65.0,12,12,21,376,1.6664024529745802,95.34203170874389
40,21,0,0,0,9.999999999999998,20,10.0,21.23431816485562,0,,18.71400167962711,20,42.0,25.717347468849912,7,20.0,52.0,8,52.0,0,1.7210000000000005,32606,2,26,1.0,572.092272286246,False,0.2398524684738634,0,3.125000000000001,18195,418,0,0.0,4179.999999999999,False,-0.23536507218515587,0,0.7130000000000001,45601,97,78,1.0,3519.4209930019097,False,0.0501731894208381,0,6.194000000000001,6357.0,381,0,0.0,8090.275220809991,False,-0.7693437045898931,0,0.2,66827,134,291,1.0,9991.424338505358,False,0.027198011602418234,7,6.444000000000003,32163,526,0,0.0,9843.56488348386,False,-0.4696188206441279,0,0.2,86105,0,4,0.0,208.0,False,0.0009985718100855752,8,3.556000000000001,59663,768,0,0.0,19750.922856076733,False,-0.19256805466555543,0.375,347517,0.0,0.0,13,0,0,12,5,5.0,22,34,22,170.0,39.0,13,8,22,1040,1.9764739939710125,97.3185057027149
41,22,0,0,0,9.999999999999998,20,10.0,20.967292296117968,27,19.11111111111111,19.10089357726548,13,24.53846153846154,25.466572612113847,17,23.41176470588235,52.0,10,52.0,1,1.7310000000000005,33003,2,10,1.0,229.67292296117967,False,0.24836354410194844,0,3.125000000000001,18095,428,0,0.0,4279.999999999999,False,-0.23724980210335858,0,0.7130000000000001,45891,87,78,1.0,3314.0241287889708,False,0.05432640171170524,3,6.224000000000001,5762.0,408,0,0.0,8554.655256816131,False,-0.7773886285775852,0,0.2,66570,137,300,1.0,10256.794203719524,False,0.02542007554039224,16,6.597000000000002,31587,526,0,0.0,10047.070021641643,False,-0.4764014386118502,0,0.2,86105,0,4,0.0,208.0,False,0.0009985718100855752,10,3.6480000000000006,59066,785,0,0.0,19991.259500509368,False,-0.1981046903817252,0.375,346079,0.0,0.0,14,0,0,11,11,10.142857142857142,21,32,21,171.0,55.0,12,10,21,872,2.0409627319895662,99.35946843470447
42,21,0,0,0,9.999999999999998,20,10.0,20.779741828242102,8,16.25,19.38226256764868,9,24.88888888888889,25.280029352719133,8,22.0,51.99999999999999,10,52.0,0,1.7300000000000002,33003,1,17,1.0,363.2556110801157,False,0.25088121699046534,5,3.1750000000000007,17930,439,0,0.0,4389.999999999999,False,-0.24139620792340458,0,0.7130000000000001,46071,82,83,1.0,3312.666623030693,False,0.058302658909826235,4,6.261000000000002,5536.0,411,0,0.0,8540.473891407504,False,-0.7825571656014955,0,0.2,66346,136,310,1.0,10472.796808543153,False,0.023761078993028914,8,6.661000000000003,31371,526,0,0.0,10195.070110583207,False,-0.47843230137881887,0,0.2,86105,0,4,0.0,207.99999999999997,False,0.0009985718100855752,10,3.7380000000000004,58689,793,0,0.0,20047.06327670627,False,-0.20215817332938782,0.375,345051,0.0,0.0,12,0,0,16,8,8.0,20,36,21,217.0,33.0,15,6,21,510,1.6519990420201793,101.01146747672465
43,21,0,0,0,9.999999999999998,20,10.0,21.470081373117853,34,25.147058823529413,19.499328935462263,9,21.666666666666668,25.280029352719133,0,,52.0,11,52.0,12,1.8500000000000003,33495,0,10,1.0,214.70081373117853,False,0.2666271026750194,5,3.2200000000000006,17770,450,0,0.0,4499.999999999999,False,-0.24535414075163028,0,0.7130000000000001,45898,89,89,1.0,3646.2775174636304,False,0.05816530131561969,5,6.307,4865.0,428,0,0.0,9189.19482769444,False,-0.7902435271221069,0,0.2,66323,131,320,1.0,10644.02148341568,False,0.02465655156115959,0,6.653000000000002,31199,530,0,0.0,10334.644335795,False,-0.47989413526841,0,0.2,86105,0,4,0.0,208.0,False,0.0009985718100855752,11,3.8380000000000005,58462,793,0,0.0,20047.06327670627,False,-0.20479393845600907,0.375,344117,0.0,0.0,13,0,0,9,9,8.705882352941178,22,31,26,137.0,76.0,11,10,26,672,1.6179123710026033,102.62937984772725
44,26,0,0,0,9.999999999999998,20,10.0,22.063340098760687,34,25.441176470588236,19.892527146504776,20,23.0,32.54809630745719,32,62.9375,52.0,13,52.0,19,2.0280000000000005,33820,0,10,1.0,220.63340098760688,False,0.27898966039028233,5,3.2650000000000006,17620,460,0,0.0,4599.999999999999,False,-0.24912360058803573,0,0.7130000000000001,45577,96,99,1.0,4087.440836984999,False,0.05593863183494832,20,6.502000000000001,4081.0,445,0,0.0,9818.186343948506,False,-0.800654282407773,0,0.2,67877,141,298,1.0,12504.179027279417,False,0.06018348584316179,0,6.653000000000002,31199,530,0,0.0,10543.039387647532,False,-0.4784039173664026,0,0.2,86209,0,2,0.0,104.0,False,0.00160235941618383,11,3.937000000000001,56212,825,0,0.0,26852.179453652185,False,-0.19141124058815775,0.375,342595,0.0,0.0,16,0,0,13,10,9.166666666666668,23,36,29,207.0,102.0,14,12,29,2318,1.961291030049324,104.59067087777657
45,29,0,0,0,10.0,20,10.0,22.063340098760687,0,,19.47219173160004,5,6.0,33.121977326722416,3,61.666666666666664,51.99999999999999,11,52.0,0,2.0090000000000003,33750,0,17,0.7,375.0767816789317,False,0.27926187910737177,0,3.2600000000000007,17490,473,0,0.0,4730.0,False,-0.25157374948169925,0,0.7130000000000001,45577,86,109,1.0,4019.9161472378237,False,0.05518998788458267,5,6.532000000000001,3936.0,445,0,0.0,9818.186343948506,False,-0.8038695025949211,0,0.2,68032,136,305,1.0,12750.421160147942,False,0.06416113299400704,0,6.653000000000002,31199,530,0,0.0,10320.261617748021,False,-0.47999698504206156,0,0.2,86209,0,2,0.0,103.99999999999999,False,0.00160235941618383,11,4.036000000000001,55798,828,0,0.0,27424.99722652616,False,-0.19289273930003514,0.3375,341991,0.0,0.0,12,0,0,8,7,7.0,28,36,26,215.0,80.0,16,13,26,385,3.0770415770239197,107.6677124548005
46,26,0,0,0,10.0,20,10.0,21.88970051066574,13,19.153846153846153,20.219497181079458,13,28.76923076923077,36.27975734036783,30,50.7,51.99999999999999,9,52.0,0,2.0090000000000003,33834,2,19,1.0,435.9043097026491,False,0.2835746599891184,5,3.310000000000001,17360,481,0,0.0,4810.0,False,-0.25496626333446415,0,0.7130000000000001,45876,81,111,1.0,4017.4299284637445,False,0.06179242902638408,5,6.577000000000002,3587.0,453,0,0.0,9916.03433133158,False,-0.8105233676512087,0,0.2,69153,135,294,1.0,13395.880777513868,False,0.08480914730562972,9,6.743000000000002,30784,534,0,0.0,10797.21149469643,False,-0.482521620867147,0,0.2,86209,0,2,0.0,103.99999999999999,False,0.00160235941618383,9,4.115000000000001,54110,858,0,0.0,31128.031798035598,False,-0.19099409102077491,0.375,340913,0.0,0.0,15,0,0,16,8,8.0,21,37,21,203.0,86.0,14,12,21,2071,2.1671822760254145,109.83489473082591
47,21,0,0,0,10.0,20,10.0,21.981703079412494,2,31.0,18.877053824317482,13,3.8461538461538463,35.39531376239805,15,26.533333333333335,52.0,10,52.0,0,2.0090000000000003,33786,3,27,1.0,623.5059831441373,False,0.28530110413404447,0,3.3050000000000006,17270,490,0,0.0,4900.0,False,-0.2566625202608466,0,0.7130000000000001,45876,71,121,1.0,3844.824431380702,False,0.05987875772074935,13,6.702000000000001,3036.0,455,0,0.0,10001.674901132685,False,-0.8217917102628421,0,0.2,69227,138,302,1.0,13294.418184000022,False,0.08514193292430035,13,6.8640000000000025,30337,534,0,0.0,10080.346742185535,False,-0.4940407978848591,0,0.2,86209,0,2,0.0,104.0,False,0.00160235941618383,10,4.206000000000001,53514,873,0,0.0,30900.108914573495,False,-0.19923766639240678,0.375,339255,0.0,0.0,13,0,0,9,12,12.0,23,32,24,142.0,70.0,11,10,24,386,2.389951017976273,112.22484574880218
48,24,0,0,0,10.0,20,10.0,22.060747028668903,15,23.0,19.270241523297504,7,27.285714285714285,34.793345979777534,7,22.0,52.0,12,52.0,0,2.0090000000000003,34021,4,22,1.0,525.3364346307159,False,0.2923091038982005,0,3.3050000000000006,17180,499,0,0.0,4990.0,False,-0.25835877718722905,0,0.7130000000000001,45707,76,127,1.0,4123.93744763762,False,0.05922587972457343,3,6.719000000000002,2946.0,455,0,0.0,10037.63989804435,False,-0.8233886214683096,0,0.2,69036,135,312,1.0,13457.006551335755,False,0.08357293625188242,7,6.921000000000003,30148,534,0,0.0,10290.308973440868,False,-0.49524242378226235,0,0.2,86209,0,2,0.0,104.0,False,0.00160235941618383,12,4.316000000000002,53089,880,0,0.0,30618.14446220423,False,-0.2058094558816796,0.375,338336,0.0,0.0,14,0,0,11,8,8.0,25,36,24,187.0,90.0,12,12,24,721,2.176822944020387,114.40166869282257
49,24,0,0,0,10.0,20,10.0,22.111853001580016,1,31.0,19.081656220999527,5,14.0,34.102705152160304,8,22.0,52.0,11,52.0,0,2.0090000000000003,33952,4,31,1.0,725.4674430489805,False,0.2934801056023405,0,3.3050000000000006,17080,509,0,0.0,5090.0,False,-0.2602435071054318,0,0.7130000000000001,45777,66,132,1.0,3978.160919276219,False,0.05916183555009326,0,6.716000000000002,2915.0,456,0,0.0,10083.004968720488,False,-0.8235730523668401,0,0.2,68966,130,322,1.0,13461.686367725557,False,0.08260527143294251,8,6.9940000000000015,29932,534,0,0.0,10189.604422013746,False,-0.4990517553952765,0,0.2,86209,0,2,0.0,104.0,False,0.00160235941618383,11,4.414000000000001,52685,888,0,0.0,30283.20217511835,False,-0.21244497883771843,0.375,337516,0.0,0.0,15,0,0,11,7,7.0,24,35,24,175.0,62.0,13,11,24,301,2.426145772973541,116.82781446579611
50,24,0,0,0,10.0,20,10.0,21.411309009277264,25,17.0,19.818978523695172,4,43.0,33.097455933261855,11,20.90909090909091,52.0,9,52.0,0,2.0090000000000003,34237,4,21,1.0,489.63748919482254,False,0.299778308439723,5,3.355000000000001,16925,519,0,0.0,5190.0,False,-0.2642014399336575,0,0.7130000000000001,45524,81,138,1.0,4469.335066021392,False,0.058997461816725695,0,6.716000000000002,2915.0,456,0,0.0,9763.556908230432,False,-0.827114762204195,0,0.2,68966,120,332,1.0,13366.632792686358,False,0.0819255502115698,11,7.096000000000002,29391,538,0,0.0,10662.610445748003,False,-0.5034066271524436,0,0.2,86209,0,2,0.0,104.0,False,0.00160235941618383,9,4.493000000000001,52288,899,0,0.0,29754.612884002407,False,-0.2201234694332384,0.375,336455,0.0,0.0,13,0,0,13,8,8.0,18,31,30,201.0,66.0,13,11,30,757,2.047758230997715,118.87557269679382
51,30,0,0,0,10.000000000000002,20,10.0,20.889997643115958,31,18.129032258064516,18.327032883737925,16,7.437500000000001,31.880752405712975,16,22.0,51.99999999999999,10,52.0,0,2.0090000000000003,34574,5,10,1.0,258.8999764311596,False,0.30813260915283575,10,3.4500000000000006,16740,528,0,0.0,5280.000000000001,False,-0.26947868370462513,0,0.7130000000000001,45103,96,147,1.0,4699.513607648607,False,0.05221421801020676,15,6.866000000000001,2263.0,462,0,0.0,9651.178911119572,False,-0.842818097131585,0,0.2,69067,125,334,1.0,12939.050413975374,False,0.08031242698170346,8,7.165,29131,539,0,0.0,9878.270724334741,False,-0.5127338659034143,0,0.2,86209,0,2,0.0,103.99999999999999,False,0.00160235941618383,10,4.584000000000001,51740,915,0,0.0,29170.888451227373,False,-0.229875361684873,0.375,334827,0.0,0.0,16,0,0,19,11,11.0,25,44,22,270.0,39.0,21,9,22,867,2.558143713977188,121.43371641077101
