index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,15,0,0,0,10.000000000000002,20,10.0,39.45643091656652,2,43.5,10.005036555210918,0,,33.32304456144284,1,25.0,63.000000000000014,14,63.0,0,0.36200000000000004,40144,21,38,1.0,1709.3443748295276,False,0.23274617197109757,0,0.56,30348,239,0,0.0,2390.0000000000005,False,-0.05156654038126165,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,2.9090000000000007,31663,259,0,0.0,10219.215607390728,False,-0.36108751969949854,0,0.21800000000000003,79743,0,5,0.0,166.6152228072142,False,0.09376577574782632,0,6.023000000000001,25286,200,0,0.0,2001.0073110421836,False,-0.6398270329320377,0,0.2,99607,0,39,0.1,2457.0000000000005,False,0.05559277676001047,14,2.2480000000000007,73872,542,0,0.0,18061.090152302022,False,-0.13213771184348586,0.1375,439057,0.0,0.0,14,0,0,9,9,9.0,20,29,11,115.0,61.0,8,7,11,312,1.0619613099843264,49.111525962129235
26,11,0,0,0,10.000000000000002,20,10.0,39.800482741326505,7,46.0,10.005036555210918,0,,33.9247396476799,13,43.23076923076923,63.00000000000001,9,63.0,0,0.36200000000000004,40326,25,41,1.0,1881.8197923943867,False,0.24081153094585334,0,0.56,30288,245,0,0.0,2450.0000000000005,False,-0.05246857898851404,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,2.9090000000000007,31341,266,0,0.0,10586.92840919285,False,-0.36348772123018974,0,0.21800000000000003,80098,0,0,0.0,0.0,False,0.09748845621583109,8,6.103000000000001,25016,200,0,0.0,2001.0073110421836,False,-0.6435265245944797,0,0.2,99582,0,40,0.1,2520.0000000000005,False,0.05566082177440461,9,2.3240000000000007,73152,554,0,0.0,18794.305764814664,False,-0.13583718521426505,0.1375,438197,0.0,0.0,12,0,0,10,6,6.0,20,30,11,100.0,27.0,7,4,11,877,1.0231968937441707,50.134722855873406
27,11,0,0,0,10.000000000000002,20,10.0,39.800482741326505,0,,9.811538648687119,3,4.0,34.025866217047835,20,35.0,63.00000000000001,13,63.0,0,0.36200000000000004,40216,26,51,1.0,2289.8246198076517,False,0.2436379911571299,0,0.56,30198,254,0,0.0,2540.0000000000005,False,-0.05382163689939263,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,3,2.9390000000000005,31227,266,0,0.0,10586.92840919285,False,-0.3654684353297467,5,0.268,80156,0,3,0.3,102.0775986511435,False,0.09898248632319269,15,6.245,24371,200,0,0.0,1962.3077297374239,False,-0.652629326488789,0,0.2,99227,0,45,0.5,2835.0000000000005,False,0.05359330018319811,13,2.4450000000000007,72440,569,0,0.0,19360.717877500218,False,-0.14032599907092266,0.225,436229,0.0,0.0,11,0,0,7,10,10.0,18,25,12,85.0,38.0,6,5,12,200,1.7827146854251623,51.91743754129857
28,12,0,0,0,10.000000000000002,20,10.0,39.82398636949383,16,40.0,9.261466242381722,8,3.5,33.88180334034578,29,32.93103448275862,63.000000000000014,12,63.0,0,0.36200000000000004,40746,27,45,1.0,2062.0793866272224,False,0.2561500900028148,0,0.56,30108,263,0,0.0,2630.0000000000005,False,-0.055174694810271215,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,8,3.016000000000001,30251,282,0,0.0,11230.36415619726,False,-0.37683638123362645,2,0.28300000000000003,80369,0,8,0.8,271.05442672276627,False,0.10305861931355763,24,6.470000000000001,23145,200,0,0.0,1852.2932484763444,False,-0.6701814583637535,0,0.2,98993,0,54,0.9,3402.000000000001,False,0.054111489138968856,12,2.5520000000000005,71395,589,0,0.0,19956.382167463667,False,-0.14814769867854669,0.3375,433401,0.0,0.0,11,0,0,9,12,11.4,23,32,12,129.0,24.0,9,3,12,840,1.108699287287891,53.02613682858646
29,12,0,0,0,10.000000000000002,20,10.0,39.750327653269814,12,39.0,9.101645080041743,2,2.5,34.5357568518108,36,38.138888888888886,63.000000000000014,8,63.0,0,0.36200000000000004,41084,30,43,1.0,2009.264089090602,False,0.2655190343539991,0,0.56,30038,270,0,0.0,2700.0000000000005,False,-0.056227073185399004,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,2,3.028000000000001,29702,294,0,0.0,11686.596330061326,False,-0.3824116381716504,2,0.30100000000000005,80980,0,2,0.2,69.0715137036216,False,0.11004666507065766,26,6.706,21775,200,0,0.0,1820.3290160083486,False,-0.6891719371907954,0,0.2,98394,4,64,1.0,4170.1430274072445,False,0.05186151807069999,8,2.6200000000000006,70456,611,0,0.0,21101.3474364564,False,-0.1519845724341461,0.275,430823,0.0,0.0,13,0,0,8,10,9.4,19,27,17,98.0,42.0,8,4,17,1033,1.3053155643865466,54.331452392973006
30,17,0,0,0,10.000000000000002,20,10.0,39.998706144889795,6,45.0,9.101645080041743,0,,36.2768783562304,10,73.0,63.00000000000002,12,63.0,0,0.36200000000000004,41254,30,47,1.0,2179.9391888098203,False,0.27319651194915234,0,0.56,29938,280,0,0.0,2800.0000000000005,False,-0.057730470864152984,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,3.026000000000001,29432,300,0,0.0,11999.611843466939,False,-0.3843835301583969,8,0.379,81219,0,0,0.0,0.0,False,0.11284819752545114,0,6.680000000000001,21775,200,0,0.0,1820.3290160083486,False,-0.6891719371907954,0,0.2,98029,0,73,0.9,4599.000000000002,False,0.050285265637267734,12,2.7320000000000007,69770,616,0,0.0,22346.557067437927,False,-0.15264822262529226,0.2375,429811,0.0,0.0,14,0,0,13,8,7.6,21,34,20,174.0,63.0,11,6,20,470,1.379067288711667,55.71051968168467
31,20,0,0,0,10.000000000000002,20,10.0,40.98439186770618,32,44.5,9.101645080041743,0,,35.769608412024816,31,32.516129032258064,63.000000000000014,9,63.0,0,0.36200000000000004,42578,30,25,1.0,1324.6097966926545,False,0.30014748025576793,0,0.56,29838,290,0,0.0,2900.0000000000005,False,-0.05923386854290697,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,3.026000000000001,28008,332,0,0.0,13606.818100078452,False,-0.39516273043107936,5,0.42100000000000004,81299,0,0,0.0,0.0,False,0.1139443432032117,26,6.940000000000001,20398,200,0,0.0,1820.3290160083486,False,-0.7080393446692493,0,0.2,97776,1,83,1.0,5264.769608412026,False,0.05112153681450942,9,2.8100000000000005,68807,636,0,0.0,22749.470950047784,False,-0.16062040853154788,0.25,427098,0.0,0.0,13,0,0,11,9,9.0,24,35,18,194.0,84.0,12,8,18,1624,1.557420781813562,57.267940463498235
32,18,0,0,0,10.000000000000002,20,10.0,41.39549051214357,15,45.0,8.567511714183615,10,4.5,34.62229593370209,23,24.304347826086957,63.0,12,63.0,0,0.36200000000000004,43153,30,20,1.0,1127.9098102428713,False,0.3144793705310432,0,0.56,29738,300,0,0.0,3000.0000000000005,False,-0.06073726622166095,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,10,3.1260000000000003,26913,347,0,0.0,14364.235207713818,False,-0.4076080687367403,0,0.41600000000000004,81254,0,10,1.0,346.22295933702094,False,0.11569970376208863,23,7.144000000000003,19334,200,0,0.0,1713.502342836723,False,-0.7233499421588814,0,0.2,97217,14,93,1.0,6343.712143071829,False,0.05091710098441162,12,2.921000000000001,68474,636,0,0.0,22019.78021383453,False,-0.16792577747273205,0.375,424477,0.0,0.0,12,0,0,12,12,12.0,21,33,19,166.0,81.0,11,7,19,875,1.387922776862979,58.655863240361214
33,19,0,0,0,10.000000000000002,20,10.0,41.210300609682164,2,29.0,8.704115452360046,2,14.0,35.52803665677009,5,73.0,63.0,20,63.0,0,0.36200000000000004,43141,27,28,1.0,1423.8884170711005,False,0.31856829059280617,0,0.56,29608,313,0,0.0,3130.0000000000005,False,-0.06269168320404113,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,2,3.136000000000001,26799,349,0,0.0,14382.394912779075,False,-0.4094310232579353,0,0.41600000000000004,81591,0,7,0.2,248.69625659739063,False,0.11964907071919063,0,7.121,19334,200,0,0.0,1740.8230904720092,False,-0.7231627701624213,0,0.2,97658,4,96,1.0,6190.112146627081,False,0.05472971550184282,13,3.0390000000000006,67731,641,0,0.0,22773.471496989627,False,-0.1717588511018601,0.275,424256,0.0,0.0,15,0,0,10,8,8.0,24,34,15,174.0,102.0,10,9,15,1064,1.3515796139836311,60.007442854344845
34,15,0,0,0,10.000000000000002,20,10.0,41.53955792826062,21,43.42857142857143,8.704115452360046,0,,34.52154846117836,19,24.42105263157895,63.0,19,63.0,0,0.36200000000000004,43933,29,17,1.0,996.1724847804305,False,0.33595183842655046,0,0.56,29528,321,0,0.0,3210.0000000000005,False,-0.06389440134704431,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,3.1340000000000012,25887,370,0,0.0,15369.63643345643,False,-0.41670023079266416,0,0.41600000000000004,81591,0,7,0.0,241.65083922824854,False,0.11960080319545813,19,7.311000000000002,18499,200,0,0.0,1740.8230904720092,False,-0.7346037906740474,0,0.2,97635,13,99,1.0,6685.780129995319,False,0.057083381994217815,12,3.146000000000001,67398,641,0,0.0,22128.31256361533,False,-0.17862176098604907,0.25,422865,0.0,0.0,16,0,0,5,10,10.0,27,32,16,98.0,63.0,7,8,16,1553,1.2708214586600661,61.27826431300491
35,16,0,0,0,10.0,20,10.0,41.53955792826062,0,,8.538608197126354,9,7.222222222222222,35.504030004911186,25,42.92,63.0,20,63.0,0,0.36200000000000004,43783,34,27,1.0,1461.5680640630367,False,0.3384383917262468,0,0.56,29478,326,0,0.0,3260.0,False,-0.06464610018642131,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,9,3.2240000000000006,25539,370,0,0.0,15369.63643345643,False,-0.422746621201838,3,0.44600000000000006,82065,0,9,0.9,319.5362700442007,False,0.12662905245087344,15,7.442000000000001,17875,200,0,0.0,1707.721639425271,False,-0.7433805020386579,0,0.2,98036,8,97,1.0,6395.03224003929,False,0.05975939408552364,8,3.2140000000000004,66506,661,0,0.0,23468.163833246294,False,-0.18094653842844122,0.3625,421676,0.0,0.0,19,0,0,12,10,9.6,18,30,14,143.0,63.0,10,6,14,1311,1.1850163955241442,62.463280708529055
36,14,0,0,0,10.0,20,10.0,41.53955792826062,0,,8.436076312170346,1,1.0,35.81877891844871,14,40.142857142857146,63.0,20,63.0,0,0.36200000000000004,43693,33,37,1.0,1866.963643345643,False,0.34182698363319575,0,0.56,29368,337,0,0.0,3370.0,False,-0.0662998376330507,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,1,3.225000000000001,25498,370,0,0.0,15369.63643345643,False,-0.42345898329027515,0,0.44300000000000006,82419,0,5,0.1,179.09389459224354,False,0.13051733893230105,9,7.517000000000002,17569,200,0,0.0,1687.2152624340692,False,-0.747713746609251,0,0.2,98248,3,98,1.0,6281.4563367553465,False,0.06138422578777982,11,3.316000000000001,66019,670,0,0.0,23998.581875360633,False,-0.18326834925223434,0.2625,421208,0.0,0.0,17,0,0,7,8,8.0,21,28,14,139.0,27.0,10,4,14,1122,1.193345026113093,63.65662573464215
37,14,0,0,0,10.0,20,10.0,41.790686533304275,19,43.473684210526315,8.436076312170346,0,,36.056537029177335,15,39.0,63.0,20,63.0,0,0.36200000000000004,44399,35,28,1.0,1520.1392229325197,False,0.35784080857135897,0,0.56,29288,345,0,0.0,3450.0,False,-0.06750255577605388,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,3.2240000000000006,24672,389,0,0.0,16256.577061455362,False,-0.4301053161197519,0,0.44300000000000006,82774,0,0,0.0,0.0,False,0.1341545291369223,10,7.608000000000001,17229,200,0,0.0,1687.2152624340692,False,-0.7523723657397334,0,0.2,98774,3,96,1.0,6156.169611087532,False,0.06623485794863929,8,3.3850000000000007,65496,675,0,0.0,24338.1624946947,False,-0.18696591209267366,0.25,421026,0.0,0.0,18,0,0,8,5,5.0,24,32,16,133.0,58.0,9,5,16,2137,1.1957679344341159,64.85239366907626
38,16,0,0,0,10.0,20,10.0,41.790686533304275,0,,8.335188685086685,5,7.0,35.481051649935615,29,31.89655172413793,63.00000000000001,20,63.0,0,0.36200000000000004,44279,37,38,1.0,1958.0460882655625,False,0.3608161357908708,0,0.56,29208,353,0,0.0,3530.0,False,-0.06870527391905706,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,5,3.2740000000000005,24497,389,0,0.0,16256.577061455362,False,-0.4331458860094226,5,0.49300000000000005,82809,0,5,0.5,177.40525824967807,False,0.13584948041495737,24,7.838000000000001,15993,200,0,0.0,1667.037737017337,False,-0.7694460508815935,0,0.2,99002,5,98,1.0,6351.405258249679,False,0.06964357633211027,12,3.4970000000000008,64516,692,0,0.0,24552.887741755447,False,-0.19610108483771022,0.3125,418698,0.0,0.0,15,0,0,4,12,12.0,28,32,19,138.0,64.0,9,7,19,704,1.261112687177956,66.11350635625422
39,19,0,0,0,10.0,20,10.0,41.790686533304275,0,,8.26854972368553,1,4.0,38.24429628766591,15,73.0,63.0,20,63.0,0,0.36200000000000004,44189,36,48,1.0,2365.9529535986053,False,0.3642424823140088,0,0.56,29098,364,0,0.0,3640.0,False,-0.07035901136568645,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,1,3.2790000000000004,24459,389,0,0.0,16256.577061455362,False,-0.43380612404260827,10,0.5880000000000001,83270,0,1,0.1,38.24429628766591,False,0.14121264058950475,0,7.814000000000003,15993,200,0,0.0,1653.7099447371058,False,-0.7695373583934813,0,0.2,99015,0,102,1.0,6426.0,False,0.07017011253598535,14,3.625000000000001,63363,702,0,0.0,26847.49599394147,False,-0.19616071188724696,0.2625,417781,0.0,0.0,15,0,0,11,11,11.0,22,33,18,140.0,80.0,11,8,18,943,1.194453176110983,67.3079595323652
40,18,0,0,0,9.999999999999998,20,10.0,41.83485234848576,11,42.36363636363637,8.26854972368553,0,,36.35538271252246,26,23.03846153846154,63.0,20,63.0,0,0.36200000000000004,44565,35,47,1.0,2316.2380603788306,False,0.3748006203075776,0,0.56,28988,375,0,0.0,3749.9999999999995,False,-0.07201274881231583,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,3.278000000000001,23993,400,0,0.0,16733.940939394306,False,-0.43775570376688117,0,0.5780000000000001,83270,0,1,0.0,36.35538271252246,False,0.14119969981168579,26,8.074000000000002,14557,200,0,0.0,1653.7099447371058,False,-0.7892131733092835,0,0.2,99357,8,100,1.0,6590.8430617001795,False,0.07461315394765858,8,3.691000000000001,63016,710,0,0.0,25812.32172589095,False,-0.2052116109610524,0.25,416140,0.0,0.0,19,0,0,6,8,8.0,26,32,22,151.0,83.0,11,7,22,1422,1.3303089449182153,68.63826847728342
41,22,0,0,0,9.999999999999998,20,10.0,41.82205078236631,2,41.0,7.75961086297486,5,1.8,35.86754764945488,31,32.903225806451616,63.0,20,63.0,0,0.36200000000000004,44517,38,55,1.0,2680.212793030147,False,0.3788293462179047,0,0.56,28918,382,0,0.0,3819.9999999999995,False,-0.07306512718744362,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,5,3.3280000000000007,23701,402,0,0.0,16812.464414511258,False,-0.4421469514854378,4,0.6180000000000001,83398,0,5,0.5,179.3377382472744,False,0.14393309221494915,26,8.308,13191,200,0,0.0,1551.922172594972,False,-0.8086271996725609,0,0.2,99002,22,102,1.0,7215.086048288007,False,0.07416428185442558,12,3.803000000000001,62525,717,0,0.0,25717.031664659145,False,-0.21085039693975843,0.3125,413646,0.0,0.0,18,0,0,8,14,13.8,28,36,20,211.0,78.0,13,9,20,786,1.3330571167171001,69.97132559400052
42,20,0,0,0,9.999999999999998,20,10.0,41.085558054262414,17,36.0,7.57922775577206,4,5.0,36.21312828800135,13,41.46153846153846,62.99999999999999,20,63.0,0,0.36200000000000004,45029,38,48,1.0,2352.106786604596,False,0.38929140036389126,0,0.56,28818,392,0,0.0,3919.999999999999,False,-0.07456852486619761,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,4,3.363000000000001,22941,419,0,0.0,17214.848824735953,False,-0.4518560609440018,0,0.6140000000000001,83733,0,4,0.4,144.8525131520054,False,0.1482869470503542,8,8.362,12919,200,0,0.0,1515.845551154412,False,-0.8126012526810735,0,0.2,99821,12,99,1.0,6671.557539456016,False,0.07989299942138722,7,3.861000000000001,61854,730,0,0.0,26435.583650240984,False,-0.2141136684101492,0.3,413509,0.0,0.0,18,0,0,7,5,5.0,26,33,19,120.0,67.0,10,10,19,1986,1.2408016892150044,71.21212728321552
43,19,0,0,0,9.999999999999998,20,10.0,40.89731390825515,12,39.0,7.031643230346279,5,1.0,37.15933888730941,5,73.0,63.0,20,63.0,0,0.36200000000000004,45387,39,46,1.0,2271.276439779737,False,0.39884052618587623,0,0.56,28728,401,0,0.0,4009.999999999999,False,-0.0759215827770762,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,5,3.409000000000001,22268,431,0,0.0,17626.74229445797,False,-0.45997096434316764,1,0.6240000000000001,84036,0,5,0.5,185.79669443654706,False,0.1527191037257755,0,8.354000000000001,12919,200,0,0.0,1406.3286460692557,False,-0.8133515431945162,0,0.2,100451,2,99,1.0,6311.318677774619,False,0.0846025578527853,10,3.9540000000000006,61256,735,0,0.0,27312.114082172415,False,-0.21578584620689648,0.3125,413439,0.0,0.0,17,0,0,5,7,6.2,28,33,18,116.0,67.0,9,10,18,1298,1.3534900294616818,72.5656173126772
44,18,0,0,0,9.999999999999998,20,10.0,41.40769807469743,17,45.0,7.028964664997922,5,7.0,37.15933888730941,0,,63.0,20,63.0,0,0.36200000000000004,46082,36,39,1.0,1974.9002249131997,False,0.4152820407858741,0,0.56,28598,414,0,0.0,4139.999999999999,False,-0.07787599975945637,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,5,3.454000000000001,21328,448,0,0.0,18550.64873746445,False,-0.4682768765748897,0,0.623,84001,0,10,0.5,371.5933888730941,False,0.1535124165139354,0,8.354000000000001,12919,200,0,0.0,1405.7929329995843,False,-0.8133552133168027,0,0.2,101081,0,91,0.2,5733.0,False,0.08817063595917299,10,4.0440000000000005,61005,735,0,0.0,27312.114082172415,False,-0.2184134306088855,0.2125,413408,0.0,0.0,19,0,0,6,8,8.0,23,29,19,128.0,64.0,10,8,19,1595,1.1827416168525815,73.74835892952979
45,19,0,0,0,10.0,20,10.0,41.40769807469743,0,,6.501964610936712,8,3.0,37.05550645362895,21,36.19047619047619,63.00000000000001,20,63.0,0,0.36200000000000004,46012,33,49,1.0,2358.977205660174,False,0.418951488448797,0,0.56,28468,427,0,0.0,4270.0,False,-0.07983041674183655,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,8,3.5290000000000012,20988,448,0,0.0,18550.64873746445,False,-0.4741842695033929,0,0.623,84342,0,13,0.8,481.72158389717634,False,0.15893921587148507,16,8.514000000000001,12249,200,0,0.0,1300.3929221873425,False,-0.8232575194073459,0,0.2,101585,0,83,0.0,5229.000000000001,False,0.09080868882491494,12,4.154000000000001,59918,756,0,0.0,28013.962878943486,False,-0.22611901136381324,0.225,411956,0.0,0.0,18,0,0,7,11,11.0,24,31,19,147.0,72.0,11,8,19,1069,1.2810957776382565,75.02945470716804
46,19,0,0,0,10.0,20,10.0,41.45717967951515,2,44.5,6.501964610936712,0,,37.51126600897184,11,44.81818181818182,63.0,15,63.0,0,0.36200000000000004,45981,35,57,1.0,2713.0592417323637,False,0.4233426429991636,0,0.56,28388,435,0,0.0,4350.0,False,-0.08103313488483974,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,3.5210000000000012,20899,450,0,0.0,18655.730855781818,False,-0.4748177321190008,0,0.623,84697,0,8,0.0,300.0901280717747,False,0.16255902147124524,6,8.558,12045,200,0,0.0,1300.3929221873425,False,-0.8260526908856354,0,0.2,101734,0,80,0.5,5040.0,False,0.0913792200994504,7,4.212000000000001,59650,762,0,0.0,28583.58469883654,False,-0.2259430269623839,0.1875,411788,0.0,0.0,18,0,0,3,5,5.0,33,36,22,181.0,71.0,12,7,22,1148,1.360825203359127,76.39027991052717
47,22,0,0,0,10.0,20,10.0,41.4799390560793,3,42.333333333333336,6.2692835885322955,3,2.0,38.40800054361478,24,44.708333333333336,62.99999999999999,9,63.0,0,0.36200000000000004,46018,34,64,1.0,2994.7160995890754,False,0.4286895799445107,0,0.56,28278,446,0,0.0,4460.0,False,-0.08268687233146912,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,3,3.551000000000001,20652,453,0,0.0,18790.412392403923,False,-0.4779392546919996,2,0.643,85307,0,3,0.3,115.22400163084436,False,0.16965063098002856,14,8.692000000000002,11471,200,0,0.0,1253.856717706459,False,-0.8342363514948244,0,0.2,101369,0,85,0.5,5354.999999999999,False,0.08920701387071447,9,4.295000000000001,58738,781,0,0.0,29996.648424563144,False,-0.2280939627083845,0.225,410227,0.0,0.0,13,0,0,12,9,8.4,27,39,19,208.0,81.0,15,7,19,692,1.5007076617330313,77.8909875722602
48,19,0,0,0,10.0,20,10.0,41.529709883197576,11,42.0,5.98370778090838,5,3.0,37.728330562526146,8,23.0,63.0,11,63.0,0,0.36200000000000004,46350,37,63,1.0,2986.3717226414474,False,0.4385466913621,0,0.56,28208,453,0,0.0,4530.0,False,-0.08373925070659691,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,5,3.5980000000000008,19995,464,0,0.0,19269.785385803676,False,-0.4851899453930703,0,0.6410000000000001,85292,0,8,0.5,301.82664450020917,False,0.17072350166819822,8,8.758000000000001,11199,200,0,0.0,1196.7415561816758,False,-0.8383545376582103,0,0.2,101369,0,85,0.0,5355.0,False,0.08920701387071447,11,4.396000000000001,58260,789,0,0.0,29767.65281383313,False,-0.23429650450754713,0.1875,409067,0.0,0.0,10,0,0,7,10,10.0,27,34,17,140.0,96.0,11,8,17,662,2.136384121142328,80.02737169340253
49,17,0,0,0,10.0,20,10.0,42.04405465380506,18,45.0,5.98370778090838,0,,38.77669260870212,5,73.0,63.00000000000001,8,63.0,0,0.36200000000000004,47060,37,55,1.0,2682.4230059592783,False,0.4553253804492044,0,0.56,28108,463,0,0.0,4630.0,False,-0.0852426483853509,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,3.593000000000001,19185,482,0,0.0,20265.23434313404,False,-0.4906156342356525,0,0.641,85657,0,3,0.0,116.33007782610636,False,0.17445384594923546,0,8.750000000000002,11199,200,0,0.0,1196.7415561816758,False,-0.8383545376582103,0,0.2,101004,0,90,0.5,5670.000000000001,False,0.08703480764197855,8,4.465000000000001,58093,789,0,0.0,30594.810468265972,False,-0.23171520299258852,0.1875,408700,0.0,0.0,12,0,0,5,4,4.0,27,32,15,164.0,66.0,10,7,15,1375,1.1962844375520945,81.22365613095462
50,15,0,0,0,10.0,20,10.0,42.336477407027836,12,45.0,5.946944779951569,2,5.0,38.42208127179256,4,25.0,63.00000000000001,13,63.0,0,0.36200000000000004,47520,35,53,1.0,2593.833302572475,False,0.46782478354940876,0,0.56,27988,475,0,0.0,4750.0,False,-0.08704672559985567,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,2,3.613000000000001,18571,494,0,0.0,20914.21983907175,False,-0.49564573156917946,0,0.6410000000000001,85697,0,3,0.2,115.26624381537766,False,0.17499463055653622,2,8.77,11132,200,0,0.0,1189.388955990314,False,-0.8393229316690851,0,0.2,100954,0,92,0.2,5796.000000000001,False,0.08717089767076681,13,4.5870000000000015,57664,791,0,0.0,30391.86628598791,False,-0.23726843085062604,0.175,407920,0.0,0.0,14,0,0,5,11,11.0,24,29,12,99.0,56.0,8,7,12,790,1.2496883058920503,82.47334443684667
51,12,0,0,0,10.000000000000002,20,10.0,42.53933273010158,9,45.0,5.481696485616958,5,1.0,39.205099779792,17,45.64705882352941,63.0,11,63.0,0,0.36200000000000004,47825,35,54,1.0,2647.1239674254853,False,0.4777966800082009,0,0.56,27888,485,0,0.0,4850.000000000001,False,-0.08855012327860966,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,5,3.661000000000001,17961,503,0,0.0,21397.284363241095,False,-0.5020477424790105,5,0.6910000000000001,85975,0,5,0.5,196.02549889896,False,0.17935701121424827,9,8.858,10808,200,0,0.0,1096.3392971233916,False,-0.844399796547666,0,0.2,100599,0,97,0.5,6111.0,False,0.08510337607956033,11,4.684000000000001,56961,803,0,0.0,31481.695123172976,False,-0.23892334402945314,0.25,406411,0.0,0.0,11,0,0,11,10,10.0,19,30,14,117.0,27.0,8,4,14,818,1.0371084036305547,83.51045284047723
52,14,0,0,0,10.000000000000002,20,10.0,42.65570944341459,4,45.75,5.135940661861135,4,1.0,40.29266721358013,5,71.0,63.00000000000001,7,63.0,0,0.36200000000000004,47918,34,60,1.0,2899.342566604875,False,0.48438484825613193,0,0.56,27778,496,0,0.0,4960.000000000001,False,-0.09020386072523905,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,4,3.696000000000001,17614,507,0,0.0,21626.444687811196,False,-0.5060859639665434,0,0.6860000000000002,86326,0,4,0.4,161.17066885432052,False,0.18392756305478208,0,8.849,10808,200,0,0.0,1027.188132372227,False,-0.8448735449873791,0,0.2,100244,0,102,0.5,6426.000000000001,False,0.08303585448835384,7,4.743000000000001,56818,803,0,0.0,32355.011772504844,False,-0.23584919250193753,0.2375,405900,0.0,0.0,13,0,0,10,6,6.0,21,31,14,117.0,42.0,10,4,14,738,1.3330366406589746,84.8434894811362
