index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,9,0,0,0,10.000000000000002,20,10.0,15.160623668576202,5,8.0,28.104919792512536,6,31.166666666666668,27.000000000000007,7,27.0,5,1.5370000000000001,27691,349,0,0.0,3490.0000000000005,False,-0.10162973814319722,0,0.30800000000000005,34985,3,35,1.0,560.621828400167,False,0.07627757169627306,0,1.1810000000000003,48933,127,14,1.0,2318.868083004353,False,0.016568594072209186,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,58984,6,30,1.0,978.6295187550754,False,-0.018867400904407416,7,2.9250000000000007,50549,255,0,0.0,7166.754547090697,False,-0.10697696564420302,0.5,270962,0.0,0.0,11,0,0,4,4,4.0,23,27,11,86.0,6.0,7,2,11,387,0.8657508520409465,45.19424027670175
34,11,0,0,0,10.000000000000002,20,10.0,15.897191365679637,16,22.0,28.104919792512536,0,,27.000000000000007,12,27.0,0,1.532,27531,365,0,0.0,3650.0000000000005,False,-0.10407129341390466,0,0.30800000000000005,35297,0,26,0.7,413.32697550767057,False,0.08355195897435873,0,1.181,48581,133,24,1.0,2788.8445266556923,False,0.014193974010225013,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,58984,0,36,0.6,972.0000000000002,False,-0.018922084563736244,12,3.0380000000000007,50414,255,0,0.0,7166.754547090697,False,-0.10920406365301243,0.3833333333333333,270627,0.0,0.0,11,0,0,3,5,5.0,27,30,14,171.0,3.0,10,1,14,552,0.9014415415003896,46.09568181820214
35,14,0,0,0,10.0,20,10.0,16.08112839420724,5,21.0,28.104919792512536,0,,27.0,11,27.0,0,1.532,27431,375,0,0.0,3750.0,False,-0.1055972654580968,0,0.30800000000000005,35302,0,31,1.0,498.5149802204245,False,0.08500450131569959,0,1.181,48476,128,34,1.0,3013.951707403953,False,0.014347265478163273,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58984,0,36,0.0,972.0,False,-0.018922084563736244,11,3.136000000000001,50293,255,0,0.0,7166.754547090697,False,-0.11120020334979716,0.3333333333333333,270306,0.0,0.0,11,0,0,8,5,5.0,19,27,20,140.0,24.0,11,3,20,305,1.0686575192958117,47.16433933749795
36,20,0,0,0,10.0,20,10.0,15.481814550071851,10,8.0,28.104919792512536,0,,27.000000000000004,13,27.0,5,1.582,27256,388,0,0.0,3880.0,False,-0.10895440395531954,0,0.30800000000000005,35272,0,33,0.7,510.8998801523711,False,0.08427790819984694,0,1.181,48396,128,44,1.0,3218.2887332797486,False,0.014797150065749599,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58984,0,36,0.0,972.0000000000001,False,-0.018922084563736244,13,3.255000000000001,50134,255,0,0.0,7166.754547090697,False,-0.11382322989350602,0.2833333333333333,269862,0.0,0.0,10,0,0,15,7,7.0,18,33,17,152.0,39.0,12,8,17,240,1.2944356761872768,48.458775013685226
37,17,0,0,0,10.0,20,10.0,15.399512575242614,25,15.0,28.345039652211977,2,46.0,27.000000000000004,6,27.0,5,1.6270000000000002,27126,396,0,0.0,3960.0,False,-0.11170115363486541,0,0.30800000000000005,35492,2,23,1.0,374.18878923058014,False,0.08890601216551582,0,1.1810000000000003,48113,143,52,1.0,3676.072360174717,False,0.013699086372419797,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58984,0,36,0.0,972.0000000000001,False,-0.018922084563736244,6,3.3020000000000005,49997,257,0,0.0,7284.675190618478,False,-0.11511065220467459,0.3333333333333333,269532,0.0,0.0,10,0,0,14,4,4.0,19,33,19,198.0,45.0,12,5,19,632,1.107698273845017,49.56647328753024
38,19,0,0,0,10.0,20,10.0,15.613041954019003,21,16.952380952380953,27.947550537997852,32,26.28125,27.000000000000004,6,27.0,5,1.6720000000000002,26976,406,0,0.0,4060.0,False,-0.11475309772324971,0,0.30800000000000005,35713,2,17,1.0,285.4217132183231,False,0.09429624783645128,0,1.181,48598,154,30,1.0,3242.834977058862,False,0.01914557773620899,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58428,7,46,1.0,1437.6328537659851,False,-0.024253651172393993,6,3.356000000000001,49669,272,0,0.0,7601.733746335416,False,-0.11790641448491826,0.5,269204,0.0,0.0,16,0,0,10,4,4.0,18,28,12,132.0,24.0,11,8,12,1362,1.062666779384017,50.62914006691426
39,12,0,0,0,10.0,20,10.0,15.09672192248744,10,8.0,29.12460261466687,16,40.125,27.000000000000004,9,27.0,5,1.717,26821,417,0,0.0,4170.0,False,-0.11780504181163401,0,0.30800000000000005,35663,1,22,1.0,342.1278822947237,False,0.09363559607969725,0,1.181,49160,154,24,1.0,3023.8856388150707,False,0.028329061194243388,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58416,0,54,0.8,1458.0000000000002,False,-0.024283616807166307,9,3.440000000000001,48951,287,0,0.0,8358.76095040939,False,-0.12350692915840948,0.4666666666666666,268831,0.0,0.0,14,0,0,8,6,6.0,17,25,10,68.0,17.0,6,6,10,882,0.8792198849841952,51.508359951898456
40,10,0,0,0,9.999999999999998,20,10.0,15.09672192248744,0,,28.73262775483737,6,19.0,27.000000000000004,7,27.0,0,1.7120000000000002,26701,429,0,0.0,4289.999999999999,False,-0.11963620826466459,0,0.30800000000000005,35583,0,31,0.9,467.9983795971106,False,0.09311478940970985,0,1.181,49274,144,28,1.0,2978.4415339736374,False,0.030181442629004428,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,58416,0,54,0.0,1458.0000000000002,False,-0.024283616807166307,7,3.5010000000000012,48780,293,0,0.0,8418.65993216735,False,-0.12583384255103885,0.31666666666666665,268574,0.0,0.0,11,0,0,9,3,3.0,16,25,13,75.0,12.0,6,4,13,314,0.8404136365279555,52.34877358842641
41,13,0,0,0,9.999999999999998,20,10.0,15.09672192248744,0,,28.73262775483737,0,,27.000000000000004,12,27.0,0,1.7120000000000002,26611,438,0,0.0,4379.999999999999,False,-0.12100958310443753,0,0.30800000000000005,35473,1,41,1.0,628.965598821985,False,0.09221396567817233,0,1.1810000000000003,49274,134,38,1.0,3114.800592297137,False,0.031565068109192455,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,58416,0,54,0.0,1458.0000000000002,False,-0.024283616807166307,12,3.614000000000001,48641,293,0,0.0,8418.65993216735,False,-0.12812692864899816,0.3333333333333333,268235,0.0,0.0,11,0,0,11,6,6.0,15,26,13,98.0,29.0,8,5,13,200,0.9860134720802307,53.33478706050664
42,13,0,0,0,9.999999999999998,20,10.0,14.671900537225943,8,7.625,29.330195274931324,5,46.0,27.000000000000004,6,27.0,8,1.7920000000000003,26446,446,0,0.0,4459.999999999999,False,-0.1248245132149179,0,0.30800000000000005,35353,3,51,1.0,778.2669273985231,False,0.09082992930779654,0,1.181,49443,132,43,1.0,3197.8892677358717,False,0.03583782437429851,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,58416,0,54,0.0,1458.0000000000002,False,-0.024283616807166307,6,3.6620000000000013,48369,298,0,0.0,8740.398191929535,False,-0.12996025709017658,0.3333333333333333,267847,0.0,0.0,10,0,0,11,4,4.0,20,31,14,142.0,10.0,10,3,14,430,1.0653996150940657,54.40018667560071
43,14,0,0,0,9.999999999999998,20,10.0,13.82564278137117,22,8.954545454545455,29.93313098525414,6,43.0,27.0,9,27.0,15,1.9340000000000002,26166,457,0,0.0,4569.999999999999,False,-0.13169138741378258,0,0.30800000000000005,35340,2,54,1.0,766.5847101940432,False,0.09025490920762445,0,1.181,49504,144,47,1.0,3397.7497168243935,False,0.03910371901964837,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58416,0,54,0.0,1458.0,False,-0.024283616807166307,9,3.7460000000000018,48028,304,0,0.0,9099.67181951726,False,-0.13262226916939754,0.3333333333333333,267274,0.0,0.0,13,0,0,11,6,6.0,17,28,12,147.0,24.0,11,3,12,535,1.2989435130730271,55.699130188673735
44,12,0,0,0,9.999999999999998,20,10.0,14.00428656732136,24,15.0,30.169846705777715,6,35.0,27.0,13,27.0,5,1.9689999999999999,26051,464,0,0.0,4639.999999999999,False,-0.13413294268449003,0,0.30800000000000005,35530,5,45,1.0,680.1928955294612,False,0.0947352880353027,0,1.181,49354,158,51,1.0,3751.3394596314383,False,0.03964749025520976,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58206,0,60,0.6,1620.0,False,-0.026411732682250853,13,3.8670000000000013,47877,304,0,0.0,9171.633398556425,False,-0.13451974364818098,0.43333333333333335,266838,0.0,0.0,12,0,0,11,6,6.0,20,31,9,166.0,0.0,12,0,9,730,1.095157247968018,56.79428743664175
45,9,0,0,0,10.0,20,10.0,13.609248777162636,10,8.0,28.73177432801137,29,23.0,27.0,12,27.0,5,2.0140000000000002,25866,478,0,0.0,4780.0,False,-0.13764267838613198,0,0.30800000000000005,35510,1,50,1.0,690.4624388581318,False,0.09428160957788757,0,1.1810000000000003,49941,158,32,1.0,3069.67808528806,False,0.04464321460029286,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,57539,19,70,1.0,2435.903712232216,False,-0.030685255685432972,12,3.974000000000001,47740,304,0,0.0,8734.459395715456,False,-0.14038587033575187,0.5,266416,0.0,0.0,9,0,0,13,6,6.0,14,27,14,59.0,21.0,7,2,14,907,1.1795513285323977,57.97383876517415
46,14,0,0,0,10.0,20,10.0,13.83869922313822,21,15.333333333333334,28.73177432801137,0,,27.000000000000004,9,27.0,5,2.059,25741,486,0,0.0,4860.0,False,-0.14023683086125863,0,0.30800000000000005,35672,3,44,1.0,638.9027658180817,False,0.09843897280440221,0,1.181,49619,169,42,1.0,3545.474690486837,False,0.04293646694625007,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,57539,9,80,1.0,2418.585968952103,False,-0.03082810128386342,9,4.052000000000001,47649,304,0,0.0,8734.459395715456,False,-0.14188709936391228,0.5,266040,0.0,0.0,10,0,0,11,6,6.0,21,32,12,159.0,7.0,12,2,12,482,1.1516979234293103,59.12553668860346
47,12,0,0,0,10.0,20,10.0,14.711213767364308,17,22.0,28.73177432801137,0,,27.000000000000004,20,27.0,0,2.0540000000000003,25641,496,0,0.0,4960.0,False,-0.14176280290545076,0,0.30800000000000005,35946,3,37,1.0,574.3149093924794,False,0.10581570697357738,0,1.181,49245,176,52,1.0,4083.2258881127095,False,0.04080308758942188,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,57809,0,79,0.9,2133.0000000000005,False,-0.028729564313641386,10,4.143000000000002,47546,304,0,0.0,8734.459395715456,False,-0.14358629265952244,0.48333333333333334,266007,0.0,0.0,13,0,0,9,5,5.0,20,29,14,127.0,24.0,9,3,14,844,0.9020954556763172,60.02763214427978
48,14,0,0,0,10.0,20,10.0,14.240239489931348,10,7.5,27.711070706627115,11,15.636363636363637,27.000000000000004,7,27.0,5,2.104,25486,507,0,0.0,5070.0,False,-0.14481474699383506,0,0.30800000000000005,35891,2,42,1.0,618.0900585771166,False,0.10480513426382708,0,1.181,49342,176,51,1.0,3919.5467562659,False,0.04111075124062326,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,57679,0,89,1.0,2403.0000000000005,False,-0.028647079202204002,7,4.203000000000002,47443,305,0,0.0,8451.87656552127,False,-0.14761637357901858,0.5,265661,0.0,0.0,12,0,0,10,5,5.0,19,29,14,119.0,13.0,10,4,14,407,1.0630090720951557,61.090641216374934
49,14,0,0,0,10.0,20,10.0,13.784206014765704,10,7.5,26.379172620959984,11,11.0,27.000000000000004,8,27.0,5,2.149,25366,514,0,0.0,5140.0,False,-0.14740889946896174,0,0.30800000000000005,35801,5,47,1.0,697.8576826939881,False,0.10327561622862086,0,1.1810000000000003,49388,176,50,1.0,3744.9788896467635,False,0.04027294108335463,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,57558,1,99,1.0,2699.3791726209606,False,-0.02819853199085273,8,4.276000000000002,47371,305,0,0.0,8045.647649392795,False,-0.15215494292531145,0.5,265304,0.0,0.0,12,0,0,11,5,5.0,14,25,16,99.0,48.0,8,6,16,361,1.0310704344883561,62.12171165086329
50,16,0,0,0,10.0,20,10.0,14.083081504167334,27,15.555555555555555,26.602821957995175,7,30.571428571428573,27.000000000000004,20,27.0,5,2.1940000000000004,25221,524,0,0.0,5240.0,False,-0.1503082463529268,0,0.30800000000000005,36081,5,35,1.0,542.9078526458567,False,0.10945656858703934,0,1.181,49182,193,53,1.0,4127.98429407804,False,0.03997873502392683,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,57909,0,87,0.1,2349.0000000000005,False,-0.02529818367784615,7,4.338000000000002,47103,312,0,0.0,8300.080450894495,False,-0.15447745309983585,0.35000000000000003,265316,0.0,0.0,19,0,0,13,4,4.0,15,28,12,129.0,48.0,10,6,12,1145,1.2857672683894634,63.40747891925275
51,12,0,0,0,10.000000000000002,20,10.0,13.878977484060243,5,8.0,25.348065482121857,12,13.0,27.000000000000004,20,27.0,5,2.2390000000000003,25106,531,0,0.0,5310.000000000001,False,-0.15274980162363425,0,0.30800000000000005,35951,8,45,1.0,704.5539867827109,False,0.10795571608958551,0,1.181,49298,188,51,1.0,3901.9991065915406,False,0.04003976689048967,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58077,2,85,1.0,2345.6961309642443,False,-0.02255393593410883,8,4.411000000000001,47029,312,0,0.0,7908.59643042202,False,-0.15892739305457193,0.5,265281,0.0,0.0,15,0,0,4,5,5.0,21,25,15,88.0,30.0,7,5,15,680,1.1084404392167926,64.51591935846955
52,15,0,0,0,10.000000000000002,20,10.0,13.878977484060243,0,,27.352708758417265,15,43.0,27.000000000000004,20,27.0,0,2.2340000000000004,25026,539,0,0.0,5390.000000000001,False,-0.15397057925898797,0,0.30800000000000005,35831,10,55,1.0,863.3437616233134,False,0.1067164707566275,0,1.181,49943,178,46,1.0,3728.6825950499174,False,0.05137067329988147,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58320,0,78,0.2,2106.0000000000005,False,-0.020522295725621524,11,4.513000000000002,46258,327,0,0.0,8944.335764002446,False,-0.16310328980317032,0.3666666666666667,265198,0.0,0.0,14,0,0,13,6,6.0,17,30,13,139.0,30.0,10,5,13,1088,1.195733092725277,65.71165245119482
53,13,0,0,0,10.000000000000002,20,10.0,13.878977484060243,0,,27.66137949605354,5,35.0,27.0,20,27.0,0,2.2340000000000004,24926,549,0,0.0,5490.000000000001,False,-0.15549655130318013,0,0.30800000000000005,35731,10,65,1.0,1002.1335364639158,False,0.10578241983250793,0,1.1810000000000003,50118,168,51,1.0,3742.3985716208513,False,0.055061272948502875,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58388,0,74,0.5,1998.0,False,-0.020291337413596847,11,4.612000000000001,46134,327,0,0.0,9045.271095209508,False,-0.16431635436255912,0.4166666666666667,265117,0.0,0.0,16,0,0,3,6,6.0,23,26,8,111.0,36.0,8,5,8,618,0.86909035500139,66.58074280619621
54,8,0,0,0,10.000000000000002,20,10.0,14.974735592944251,38,18.842105263157894,27.66137949605354,0,,27.000000000000004,20,27.0,8,2.3140000000000005,24726,560,0,0.0,5600.000000000001,False,-0.15992187023133736,0,0.30800000000000005,36301,9,45,1.0,763.8631016824913,False,0.11954256091195896,0,1.181,49402,196,61,1.0,4622.3923254763395,False,0.04946010558361409,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58577,0,67,0.0,1809.0000000000002,False,-0.018732368807430257,13,4.731000000000002,45975,327,0,0.0,9045.271095209508,False,-0.16693938090626798,0.3333333333333333,264801,0.0,0.0,14,0,0,3,8,8.0,19,22,14,71.0,54.0,5,3,14,1049,0.8050902299582958,67.38583303615451
55,14,0,0,0,10.000000000000002,20,10.0,15.051536775511789,2,21.0,27.66137949605354,0,,27.000000000000004,20,27.0,0,2.306000000000001,24616,571,0,0.0,5710.000000000001,False,-0.16160043947994873,0,0.30800000000000005,36253,8,53,1.0,877.7314491021248,False,0.11981522689834163,0,1.181,49360,188,71,1.0,4793.646858016018,False,0.050345471000243676,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58820,0,58,0.0,1566.0000000000002,False,-0.01672798059950179,11,4.828000000000002,45857,327,0,0.0,9045.271095209508,False,-0.16888602953619028,0.3333333333333333,264726,0.0,0.0,16,0,0,8,5,5.0,20,28,17,193.0,39.0,11,3,17,485,1.0689207296818495,68.45475376583636
56,17,0,0,0,10.000000000000002,20,10.0,15.988483804229187,27,20.88888888888889,26.653109763171848,19,20.736842105263158,27.000000000000004,20,27.0,0,2.306000000000001,24506,582,0,0.0,5820.000000000001,False,-0.1632790087285601,0,0.30800000000000005,36727,7,36,1.0,645.5854169522507,False,0.1307389583249748,0,1.181,49190,205,62,1.0,4930.131985183638,False,0.048280420338335406,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,58696,9,58,1.0,1805.8779878685468,False,-0.016794975107077673,10,4.917000000000002,45760,327,0,0.0,8715.566892557194,False,-0.1732058094877906,0.5,264699,0.0,0.0,16,0,0,7,4,4.0,23,30,17,142.0,18.0,11,6,17,1428,1.1366504179313779,69.59140418376774
57,17,0,0,0,10.000000000000002,20,10.0,15.46253414129816,10,7.5,27.361413407161564,41,29.390243902439025,27.000000000000004,20,27.0,5,2.3560000000000003,24386,589,0,0.0,5890.000000000001,False,-0.16587316120368675,0,0.30800000000000005,36637,10,41,1.0,733.9638997932245,False,0.12934083958666331,0,1.1810000000000003,50320,205,31,1.0,4018.023314588131,False,0.06195737594963203,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,57860,39,55,1.0,2552.095122879301,False,-0.024431305385623683,7,4.977000000000001,45683,328,0,0.0,8974.543597548993,False,-0.17233990796683277,0.5,264706,0.0,0.0,19,0,0,10,4,4.0,21,31,20,142.0,60.0,12,5,20,1796,1.3419341100379825,70.93333829380572
58,20,0,0,0,10.000000000000002,20,10.0,15.670745749912301,22,17.045454545454547,27.209730270651974,3,20.0,27.0,20,27.0,5,2.4010000000000007,24216,601,0,0.0,6010.000000000001,False,-0.16923029970090947,0,0.30800000000000005,36897,8,34,1.0,612.8053554970182,False,0.1354270487013524,0,1.181,50005,217,38,1.0,4434.521578015744,False,0.059790989305298164,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,58157,29,54,1.0,2247.082177848907,False,-0.022047592442310703,9,5.060000000000001,45537,331,0,0.0,9006.420719585803,False,-0.1744855344244535,0.5,264632,0.0,0.0,17,0,0,9,6,6.0,24,33,18,190.0,64.0,14,6,18,897,1.2956732008606195,72.22901149466634
59,18,0,0,0,10.000000000000002,20,10.0,15.498273543972292,22,14.318181818181818,28.169493397007923,25,33.2,26.999999999999996,20,27.0,5,2.4460000000000006,24101,608,0,0.0,6080.000000000001,False,-0.1716718549716169,0,0.30800000000000005,37042,11,27,1.0,528.453385687252,False,0.1385651801514872,0,1.181,50520,229,23,1.0,4197.002989700837,False,0.06783224074296651,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,57651,44,52,1.0,2643.457709468348,False,-0.027125577730105842,8,5.131000000000001,45465,331,0,0.0,9324.102314409622,False,-0.17305291985408694,0.5,264599,0.0,0.0,18,0,0,6,5,5.0,24,30,14,144.0,66.0,11,7,14,1629,2.0970060164108872,74.32601751107723
60,14,0,0,0,10.000000000000002,20,10.0,15.498273543972292,0,,29.016079532311952,7,46.0,27.0,20,27.0,0,2.4410000000000003,23981,620,0,0.0,6200.000000000001,False,-0.1735030214246475,0,0.30800000000000005,36962,9,37,1.0,663.4361211269749,False,0.13818342368807562,0,1.181,50842,219,26,1.0,4148.539973970042,False,0.07387511135207847,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,57921,34,52,1.0,2390.5467040986064,False,-0.02475752095865342,10,5.223000000000002,45036,338,0,0.0,9807.43488192144,False,-0.17614336834616168,0.5,264562,0.0,0.0,16,0,0,6,5,5.0,23,29,14,158.0,9.0,11,3,14,792,0.9003424616530538,75.22635997273028
61,14,0,0,0,10.000000000000002,20,10.0,15.498273543972292,0,,29.016079532311952,0,,26.999999999999996,20,27.0,0,2.4410000000000003,23891,629,0,0.0,6290.000000000001,False,-0.17487639626442045,0,0.30800000000000005,36852,10,47,1.0,828.4188565666977,False,0.13734387561140662,0,1.1810000000000003,50842,209,36,1.0,4283.71803385344,False,0.07524675332670507,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58164,24,53,1.0,2127.3859087754868,False,-0.02291942929561441,11,5.323,44920,338,0,0.0,9807.43488192144,False,-0.17805702293150902,0.5,264489,0.0,0.0,15,0,0,6,5,5.0,24,30,13,156.0,24.0,11,3,13,443,1.118441516533494,76.34480148926377
62,13,0,0,0,10.000000000000002,20,10.0,15.748109470454397,23,17.434782608695652,28.61604305418644,5,18.0,26.999999999999996,20,27.0,7,2.511,23713,639,0,0.0,6390.000000000001,False,-0.17878288469755235,0,0.30800000000000005,37104,10,41,1.0,745.6724882886302,False,0.14377208826662752,0,1.181,50531,222,41,1.0,4669.33806766252,False,0.07284822294486691,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58461,14,52,1.0,1804.6246027586099,False,-0.020682113905681438,9,5.402,44751,343,0,0.0,9815.30276758595,False,-0.18078012135551125,0.5,264380,0.0,0.0,18,0,0,6,5,5.0,21,27,13,91.0,15.0,8,5,13,939,0.9177606692537665,77.26256215851754
63,13,0,0,0,10.0,20,10.0,15.275341576609168,14,9.857142857142858,28.36842857457231,10,25.3,27.0,20,27.0,6,2.5640000000000005,23559,649,0,0.0,6490.0,False,-0.18195690654947203,0,0.30800000000000005,37094,10,43,1.0,756.8396877941942,False,0.14363730220036316,0,1.181,50646,226,41,1.0,4615.332767871137,False,0.07463402841008945,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58758,4,51,1.0,1490.4737142982892,False,-0.01837377539058109,9,5.4830000000000005,44412,353,0,0.0,10014.055286824025,False,-0.18473319954118467,0.5,264289,0.0,0.0,20,0,0,4,6,6.0,23,27,16,111.0,30.0,8,5,16,840,1.0677285473793745,78.33029070589691
64,16,0,0,0,10.0,20,10.0,15.347348306844191,2,21.0,28.871567643473693,5,41.0,27.0,20,27.0,0,2.5580000000000007,23479,657,0,0.0,6570.0,False,-0.18317768418482575,0,0.30800000000000005,37016,12,51,1.0,902.7147636490538,False,0.14348279868841263,0,1.181,50809,218,46,1.0,4673.814042491824,False,0.0785353320327525,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,59055,0,44,0.4,1188.0,False,-0.015969117574277842,9,5.564000000000002,44121,358,0,0.0,10336.021216363582,False,-0.18687809346912923,0.39999999999999997,264300,0.0,0.0,18,0,0,8,5,5.0,21,29,14,164.0,30.0,11,5,14,744,0.9414485534653068,79.27173925936222
65,14,0,0,0,10.0,20,10.0,15.83409202774336,16,20.1875,27.837176254269508,7,11.142857142857142,27.000000000000004,11,27.0,0,2.5580000000000007,23379,667,0,0.0,6670.0,False,-0.18470365622901788,0,0.30800000000000005,37239,12,45,1.0,832.5341412484512,False,0.14921769732723641,0,1.1810000000000003,50564,224,49,1.0,4910.858250673718,False,0.075968607949851,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,58977,0,51,0.7,1377.0000000000002,False,-0.01569691670653447,11,5.665000000000001,44001,358,0,0.0,9965.709099028483,False,-0.19191225977012655,0.45,263980,0.0,0.0,12,0,0,6,5,5.0,19,25,20,127.0,30.0,9,5,20,601,0.9726828169077635,80.24442207626998
66,20,0,0,0,10.0,20,10.0,15.290065588028114,10,7.5,27.360036908162375,7,20.0,27.000000000000004,9,27.0,5,2.6080000000000005,23264,674,0,0.0,6740.0,False,-0.18714521149972532,0,0.30800000000000005,37144,15,50,1.0,914.5032794014057,False,0.14756917657635066,0,1.181,50629,224,52,1.0,4847.696610942741,False,0.07664681194641149,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,58907,0,53,0.2,1431.0000000000002,False,-0.016406288664895987,9,5.744000000000001,43851,363,0,0.0,9931.693397662943,False,-0.19466739200502386,0.3666666666666667,263615,0.0,0.0,14,0,0,10,5,5.0,20,30,21,166.0,72.0,11,9,21,375,1.125214078463614,81.3696361547336
67,21,0,0,0,10.000000000000002,20,10.0,15.77981172085505,16,20.0,26.848447120850878,7,19.285714285714285,27.000000000000004,12,27.0,0,2.6030000000000006,23124,688,0,0.0,6880.000000000001,False,-0.18928157236159435,0,0.30800000000000005,37404,11,44,1.0,804.3117157176223,False,0.15382273874927693,0,1.181,50444,230,55,1.0,5106.02128744346,False,0.07551365053416943,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,58844,0,58,0.6,1566.0000000000002,False,-0.01633205206460234,11,5.845000000000002,43683,364,0,0.0,9772.83475198972,False,-0.19874923905843475,0.43333333333333335,263319,0.0,0.0,15,0,0,8,6,6.0,22,30,23,151.0,60.0,11,10,23,682,1.176127452403307,82.5457636071369
