index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,35,0,0,0,10.0,15,10.0,28.84606074308704,0,,27.676937454544987,20,32.2,49.576642859130835,0,,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.8750000000000002,40439,10,20,1.0,676.9212148617409,False,0.12913165551949018,5,3.661000000000001,40153.0,159,0,0.0,4586.52365815084,False,-0.1861048122972193,0,0.686,52719,0,43,0.3,1190.1083105454345,False,0.022282063109232923,0,0.41600000000000004,73964,5,13,1.0,782.8810444414258,False,0.024941975053355298,0,0.2,70824,182,56,1.0,7813.494616838514,False,0.030115337970656696,12,0.8150000000000002,93639,0,0,0.0,0.0,False,-0.0027264497577080783,7,2.0070000000000006,81503,163,0,0.0,8080.992786038326,False,-0.08894513666309006,0.4125,489763,0.0,0.0,11,0,0,20,11,10.5,19,39,36,246.0,80.0,17,18,36,720,2.559747092949692,110.68333599477774
26,36,0,0,0,10.000000000000002,10,10.0,28.761741080340336,4,26.0,28.521698774579374,30,33.76666666666667,49.576642859130835,0,,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.8750000000000002,40443,10,26,1.0,847.8052680888487,False,0.13160831350845725,13,3.7860000000000005,39921.0,159,0,0.0,4573.116831774113,False,-0.19068188341986778,0,0.6860000000000002,53346,0,30,0.4,855.6509632373812,False,0.031098049578514517,0,0.41600000000000004,73878,1,23,1.0,1168.7844845345885,False,0.026416235798904023,0,0.2,69897,196,66,1.0,8862.311388520193,False,0.02456587123011747,9,0.8930000000000002,93465,0,0,0.0,0.0,False,-0.004579583577400287,11,2.1100000000000003,81264,163,0,0.0,8080.992786038326,False,-0.09149053311657533,0.425,488736,0.0,0.0,8,0,0,20,15,15.0,17,37,36,226.0,130.0,16,20,36,935,2.5971073689870536,113.28044336376479
27,36,0,0,0,10.0,10,10.0,28.83976413466559,3,32.0,27.305097671646003,19,14.842105263157896,49.92128389465106,17,53.0,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.8750000000000002,40439,10,33,1.0,1051.7122164439645,False,0.13432065426765194,19,3.9630000000000005,39276.0,162,0,0.0,4672.041789815826,False,-0.20210114866337034,0,0.6860000000000002,53346,0,30,0.0,819.15293014938,False,0.030748129795112236,0,0.41600000000000004,73999,0,26,1.0,1297.9533812609277,False,0.028974398183641517,0,0.2,70395,196,66,1.0,8646.603880689587,False,0.029943786567761116,12,1.0040000000000002,92775,0,7,0.7,378.00000000000006,False,-0.009915330954789924,8,2.1790000000000003,80630,173,0,0.0,8636.382113774634,False,-0.09528525420003926,0.4625,487382,0.0,0.0,13,0,0,24,18,18.0,17,41,22,279.0,99.0,18,18,22,1097,2.6240784309920855,115.90452179475687
28,22,0,0,0,10.0,7,10.0,29.234607127093437,16,32.0,26.798588283366644,8,14.625,48.105219947783276,19,33.578947368421055,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.8750000000000002,40881,7,27,1.0,859.3343924315228,False,0.1438961952765067,8,4.024000000000001,38845.0,170,0,0.0,4969.883211605884,False,-0.2075099400636036,0,0.6860000000000002,53090,0,38,0.8,1018.3463547679324,False,0.027749140538885636,0,0.41600000000000004,73903,0,33,0.8,1587.4722582768482,False,0.029646515716075725,0,0.2,71012,186,58,1.0,7774.640177677626,False,0.032439005442599304,2,1.0120000000000002,92867,2,10,1.0,636.2104398955667,False,-0.007560517386998399,11,2.281,80003,180,0,0.0,8658.93959060099,False,-0.10184280531124666,0.575,487123,0.0,0.0,13,0,0,20,11,10.5,13,33,27,193.0,87.0,13,9,27,1544,2.4054634369676933,118.30998523172457
29,27,0,0,0,10.0,12,10.0,29.37555169433644,10,31.0,27.211863539326348,26,30.076923076923073,45.53829479294125,26,30.346153846153847,54.0,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.8750000000000002,41071,9,27,1.0,883.1398957470839,False,0.14948690114286817,12,4.136000000000001,38258.0,180,0,0.0,5287.599304980559,False,-0.2157194421596434,0,0.686,53692,0,24,0.0,653.0847249438324,False,0.035790427260161045,0,0.41600000000000004,74227,0,17,0.5,774.1510114800012,False,0.028507092131061597,0,0.2,70695,197,63,1.0,8229.64968920259,False,0.031205371000486617,0,1.0100000000000002,92954,13,11,1.0,1185.9978323082364,False,-0.0037062791825537445,11,2.380000000000001,79375,185,0,0.0,8424.584536694132,False,-0.10977909081051102,0.4375,486794,0.0,0.0,17,0,0,24,8,8.0,13,37,30,262.0,90.0,17,10,30,2307,2.6557621890096925,120.96574742073426
30,30,0,0,0,10.0,12,10.0,27.8398790237259,43,23.813953488372093,27.211863539326348,0,,45.36513525301622,22,44.09090909090909,54.0,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,16,1.0350000000000001,41575,11,10,1.0,388.398790237259,False,0.15659299427143575,0,4.1240000000000006,38258.0,180,0,0.0,5011.178224270662,False,-0.21836959057878252,0,0.6860000000000002,52668,33,34,1.0,1843.9193681200504,False,0.027572474383725034,0,0.41600000000000004,74437,0,10,0.0,453.65135253016217,False,0.029192866267817457,0,0.2,71455,187,58,1.0,7719.796326528967,False,0.03816748219425587,0,1.0100000000000002,93000,14,12,1.0,1283.111893542227,False,-0.002699228427806447,11,2.4790000000000005,78595,196,0,0.0,8891.566509591179,False,-0.11559951802763095,0.5,486510,0.0,0.0,17,0,0,19,8,7.5,19,38,33,267.0,126.0,18,12,33,1928,2.4374798979843035,123.40322731871856
31,33,0,0,0,9.999999999999998,11,10.0,27.8398790237259,0,,26.03412543593219,18,13.88888888888889,45.25161858198415,23,44.43478260869565,54.0,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.0190000000000001,41465,12,20,1.0,676.797580474518,False,0.15753997868519856,13,4.254000000000001,37935.0,180,0,0.0,5011.178224270662,False,-0.22456302515463772,0,0.6860000000000002,52743,23,39,1.0,1655.6481095470513,False,0.02720555404919324,2,0.43600000000000005,74631,3,10,1.0,530.618562127638,False,0.03239750339183165,0,0.2,71937,182,57,1.0,7317.5530885127555,False,0.04203921021498612,0,1.0100000000000002,93594,4,11,1.0,775.0064743279365,False,0.0009212762890885367,9,2.5580000000000003,77395,219,0,0.0,9910.104469454529,False,-0.12295593764601669,0.625,486222,0.0,0.0,16,0,0,18,8,7.222222222222222,21,39,29,218.0,109.0,16,17,29,1450,2.2902986330445856,125.69352595176315
32,29,0,0,0,9.999999999999998,12,10.0,28.14262128145228,11,32.0,26.03412543593219,0,,45.84807794369341,21,50.666666666666664,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.0190000000000001,41697,14,19,1.0,674.7098043475933,False,0.1639351747846763,0,4.241000000000001,37583.0,191,0,0.0,5375.240664757385,False,-0.22782212892355633,0,0.6860000000000002,52743,13,49,1.0,1641.526223019557,False,0.02707016243882834,0,0.43400000000000005,75024,0,3,0.3,137.54423383108025,False,0.03510561735885564,0,0.2,72608,172,56,1.0,7045.361939827168,False,0.04941252405251258,0,1.0100000000000002,93517,5,10,1.0,769.2403897184672,False,7.050636199196122e-05,9,2.6390000000000002,76831,229,0,0.0,10499.209849105791,False,-0.12582560387078226,0.5375,486525,0.0,0.0,16,0,0,16,5,5.0,21,37,30,210.0,160.0,13,16,30,2130,2.226808408042416,127.92033435980557
33,30,0,0,0,10.0,11,10.0,28.14262128145228,0,,26.678006602801844,59,28.677966101694917,45.363812853427014,14,39.42857142857143,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.0190000000000001,41587,15,29,1.0,966.1360171621161,False,0.16492407400401674,34,4.581000000000001,36840.0,191,0,0.0,5375.240664757385,False,-0.24206894592002817,0,0.686,53638,3,34,1.0,991.4800883396194,False,0.03799931055702201,5,0.48400000000000004,74403,11,10,1.0,747.0962011650904,False,0.030746672464126792,0,0.2,71849,200,60,1.0,8057.430091765989,False,0.045925551317550245,0,1.0100000000000002,93949,0,7,0.5,378.00000000000006,False,0.0025879972309494647,12,2.750000000000001,75997,243,0,0.0,11023.406523382764,False,-0.13191646773852306,0.5625,484785,0.0,0.0,17,0,0,12,11,10.625,21,33,38,209.0,117.0,13,17,38,1677,3.0833217710023746,131.00365613080794
34,38,0,0,0,9.999999999999998,5,10.0,27.307988753851628,18,21.0,26.681415983490883,40,26.7,44.83104977881083,6,30.0,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.0190000000000001,41915,10,21,1.0,673.4677638308842,False,0.16995441883799745,36,4.907000000000001,36624.0,191,0,0.0,5215.825851985661,False,-0.24773905265391874,0,0.6860000000000002,53320,11,40,1.0,1367.6445156320033,False,0.035508173374290505,0,0.47900000000000004,74583,1,14,1.0,654.3161128868425,False,0.032588399862755024,0,0.2,70781,230,70,1.0,9274.89916071966,False,0.03959487194827869,5,1.0600000000000003,94255,0,0,0.0,0.0,False,0.003834069971776985,8,2.818000000000001,75670,249,0,0.0,11162.931394923897,False,-0.13465609779581508,0.5,483670,0.0,0.0,10,0,0,22,9,8.333333333333334,22,44,47,332.0,125.0,20,18,47,938,2.580874090024736,133.58453022083268
35,47,0,0,0,9.999999999999998,9,10.0,27.53305585757395,9,31.0,26.254709835649837,20,21.3,43.32472871708608,11,22.0,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.0190000000000001,42104,9,22,1.0,695.7272288666269,False,0.17549602964039746,15,5.021000000000002,35955.0,200,0,0.0,5506.61117151479,False,-0.2577790768185804,0,0.6860000000000002,53525,1,45,1.0,1208.9949984618167,False,0.03791796094552284,0,0.47900000000000004,74459,7,13,1.0,747.004442171668,False,0.03151796406536308,0,0.2,70721,224,80,1.0,9347.03330055245,False,0.03926497188371832,12,1.1750000000000003,93733,1,10,1.0,583.3247287170861,False,0.0013809293823797654,8,2.8900000000000006,75525,249,0,0.0,10787.857450554435,False,-0.13819768118347922,0.625,482544,0.0,0.0,9,0,0,31,14,14.0,13,44,48,317.0,119.0,23,24,48,816,2.8769021420157515,136.46143236284843
36,48,0,0,0,9.999999999999998,13,10.0,28.1510177208699,39,30.256410256410255,26.254709835649837,0,,42.91654577530743,9,36.111111111111114,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,17,1.1890000000000003,42664,12,10,1.0,401.5101772086989,False,0.18692903274642372,0,5.006000000000001,34775.0,239,0,0.0,6728.093235287905,False,-0.26869445816758797,0,0.6860000000000002,53525,0,46,0.1,1207.7166524398924,False,0.037905704981974736,0,0.4790000000000001,74784,0,11,0.7,472.0820035283818,False,0.03410306566542862,0,0.2,70721,214,90,1.0,9480.997024606735,False,0.040188273816659355,0,1.1630000000000003,94252,0,2,0.2,108.00000000000003,False,0.004377229884445391,10,2.9820000000000007,75016,257,0,0.0,11029.55226425401,False,-0.1423315817442142,0.375,482259,0.0,0.0,15,0,0,28,8,7.705882352941177,20,48,55,346.0,195.0,25,23,55,1505,3.076729392982088,139.53816175583052
37,55,0,0,0,9.999999999999996,10,10.0,28.1510177208699,0,,25.776610159129177,20,20.35,42.92349373174773,13,43.0,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.1720000000000002,42564,12,20,1.0,683.0203544173979,False,0.18805754491910892,15,5.1560000000000015,34365.0,239,0,0.0,6728.093235287905,False,-0.27655609338771375,0,0.686,53730,0,41,0.0,1056.8410165242963,False,0.04039002355158284,0,0.47900000000000004,74696,1,14,1.0,626.7055224035975,False,0.033955735136352014,0,0.2,70961,213,94,1.0,9525.226374678801,False,0.04380135620626091,7,1.233,93945,0,5,0.5,270.00000000000006,False,0.0019702859577187285,11,3.082000000000001,74509,265,0,0.0,11374.72583891315,False,-0.1458931474577286,0.4375,481292,0.0,0.0,11,0,0,24,13,13.0,27,51,50,397.0,192.0,28,27,50,972,2.7079907010192983,142.2461524568498
38,50,0,0,0,9.999999999999998,13,10.0,28.484193283958547,34,30.0,25.335682693698136,9,14.444444444444445,41.71045298745278,26,35.15384615384615,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,14,1.3120000000000003,43104,15,10,1.0,434.8419328395854,False,0.1995741531378355,9,5.231000000000002,33654.0,256,0,0.0,7291.953480693388,False,-0.2847833881663848,0,0.6860000000000002,53220,7,51,1.0,1491.5091703663147,False,0.034778236408635525,7,0.549,74839,0,5,0.5,208.5522649372639,False,0.03304491126276609,0,0.2,71266,208,99,1.0,9399.156846047037,False,0.047136691520187395,3,1.256,93976,1,10,1.0,581.7104529874529,False,0.0039603304381887385,12,3.1910000000000003,73532,280,0,0.0,11678.926836486778,False,-0.1546784874781043,0.5625,480113,0.0,0.0,12,0,0,28,12,11.459893048128341,19,47,43,422.0,143.0,26,24,43,1615,2.623200178029947,144.86935263487976
39,43,0,0,0,9.999999999999996,12,10.0,28.614713710290943,16,30.0,26.518122557227894,19,39.473684210526315,44.372826351449895,16,69.3125,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,6,1.3580000000000003,43314,17,10,1.0,456.14713710290937,False,0.20568404409789698,1,5.232000000000002,33152.0,272,0,0.0,7783.202129199137,False,-0.2896993199762316,0,0.6860000000000002,53958,0,40,0.7,1060.7249022891158,False,0.0447990959338963,0,0.542,74827,0,6,0.1,266.23695810869935,False,0.03327707218942944,0,0.2,71637,216,93,1.0,9854.587323046066,False,0.05538959641500604,0,1.2530000000000001,93697,0,15,1.0,810.0000000000002,False,0.0022045902337717665,15,3.3290000000000006,72551,287,0,0.0,12735.00116286612,False,-0.15950262973073043,0.475,479658,0.0,0.0,10,0,0,17,11,10.375,30,47,36,341.0,97.0,23,20,36,2237,2.3369539519771934,147.20630658685695
40,36,0,0,0,9.999999999999996,10,10.0,28.787593856770815,9,32.0,26.297107340815653,4,15.0,45.52736805091942,5,80.0,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.3520000000000003,43502,17,11,1.0,486.6635324244789,False,0.2113122823894402,4,5.271000000000002,33076.0,272,0,0.0,7830.2255290416615,False,-0.29070576843609386,0,0.6860000000000002,53670,0,49,0.9,1288.558259699967,False,0.04146109698285755,0,0.542,74827,0,6,0.0,273.1642083055165,False,0.03332481603607025,0,0.2,71977,210,98,1.0,9984.07461056139,False,0.060968727500905595,0,1.2530000000000003,94291,0,4,0.0,216.00000000000006,False,0.005367697960487779,9,3.4040000000000004,71970,292,0,0.0,13293.99147086847,False,-0.16271371494292314,0.3625,479835,0.0,0.0,14,0,0,20,7,7.0,20,40,34,259.0,139.0,18,18,34,1382,2.730353569961153,149.9366601568181
41,34,0,0,0,9.999999999999998,14,10.0,28.787593856770815,0,,26.743986687002533,15,32.333333333333336,45.33530287927934,2,32.0,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.3520000000000003,43362,21,21,1.0,814.5394709921871,False,0.21197512697281085,5,5.317000000000001,32981.0,272,0,0.0,7830.2255290416615,False,-0.29252736684075714,0,0.686,54080,0,39,0.0,1043.0154807930987,False,0.04696862518017617,0,0.542,74481,0,14,1.0,634.6942403099108,False,0.031047157943304312,0,0.2,71902,205,108,1.0,10378.72998179769,False,0.06265493605297115,4,1.2930000000000001,94453,0,0,0.0,0.0,False,0.005942808456254327,12,3.515000000000001,71621,294,0,0.0,13328.579046508126,False,-0.16624645057506723,0.375,479402,0.0,0.0,10,0,0,28,11,10.666666666666668,14,42,28,250.0,91.0,18,16,28,776,2.9964794460101984,152.9331396028283
42,28,0,0,0,9.999999999999996,12,10.0,28.93455017933931,20,30.1,26.619639113419307,14,25.0,43.08690591234089,12,19.333333333333332,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.3520000000000003,43844,23,11,1.0,548.2800519727323,False,0.22163537758172358,9,5.402000000000002,32180.0,292,0,0.0,8448.888652367079,False,-0.30195497150284667,0,0.6860000000000002,54295,0,34,0.0,905.0677298562564,False,0.04976863523792233,0,0.542,74498,0,7,0.5,301.6083413863862,False,0.028985804464659638,0,0.2,71767,204,118,1.0,10514.661276793762,False,0.06173091057255912,12,1.4090000000000003,93948,2,10,1.0,626.1738118246819,False,0.0038988967028312058,8,3.583000000000001,71477,294,0,0.0,12667.55033822822,False,-0.171300120676137,0.4375,478531,0.0,0.0,11,0,0,16,11,11.0,23,39,20,262.0,58.0,18,10,20,1169,2.591526268981397,155.5246658718097
43,20,0,0,0,9.999999999999996,11,10.0,28.93455017933931,0,,26.903983243903216,13,30.76923076923077,43.08473584748813,15,43.06666666666667,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.3520000000000003,43734,24,21,1.0,847.6255537661254,False,0.2227339197231838,3,5.423000000000003,32123.0,292,0,0.0,8448.888652367079,False,-0.30304793054564466,0,0.6860000000000002,54650,0,24,0.0,645.6955978536772,False,0.05408896684550613,4,0.5820000000000001,74545,0,8,0.8,344.67788677990507,False,0.0299305122734535,0,0.2,71766,199,124,1.0,10696.399910625269,False,0.06296970136620403,3,1.4270000000000003,94157,0,7,0.7,378.00000000000006,False,0.004803237659087278,7,3.645000000000001,71010,304,0,0.0,13097.759697636393,False,-0.17398285479718628,0.4375,478507,0.0,0.0,16,0,0,15,9,8.333333333333332,19,34,20,164.0,66.0,11,9,20,1387,2.1448683960479684,157.66953426785767
44,20,0,0,0,9.999999999999996,9,10.0,28.366413594912785,20,23.8,24.631786030893927,87,20.17241379310345,41.139448351837274,21,29.476190476190474,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.3520000000000003,44120,23,11,1.0,542.0305495440406,False,0.2291913184574409,83,6.250000000000003,27218.0,302,0,0.0,8566.656905663662,False,-0.3959708457426018,0,0.6860000000000002,54545,0,30,1.0,738.9535809268178,False,0.05296971909923697,12,0.6980000000000001,74465,0,2,0.2,82.27889670367455,False,0.027019262927685025,0,0.2,70112,274,133,1.0,12220.656003259293,False,0.05067581950251769,5,1.4740000000000002,94260,1,10,1.0,581.1394483518374,False,0.006981944982969476,8,3.718000000000001,70451,314,0,0.0,12917.786782476904,False,-0.18089468671134296,0.525,471693,0.0,0.0,16,0,0,15,15,14.5,19,34,19,155.0,43.0,10,10,19,1334,3.0847309160162695,160.75426518387394
45,19,0,0,0,9.999999999999998,8,10.0,27.780962746144695,40,25.4,25.879887893925027,21,39.666666666666664,41.86313583945701,5,61.0,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,29,1.6420000000000003,44155,21,10,1.0,487.8096274614469,False,0.22940978052087072,1,6.177000000000003,26941.0,310,0,0.0,8612.098451304855,False,-0.4008465787380651,0,0.686,54605,22,20,1.0,1128.7789382936837,False,0.05785759834995484,0,0.6860000000000002,73632,11,12,1.0,787.0363969066593,False,0.020394207791653938,0,0.2,70417,264,138,1.0,12609.403149841273,False,0.05755936336835433,2,1.4890000000000003,94472,0,6,0.6,324.00000000000006,False,0.007870493636508866,8,3.790000000000001,70303,314,0,0.0,13145.0246535895,False,-0.18126085173018,0.575,471047,0.0,0.0,14,0,0,12,10,9.375,20,32,21,182.0,84.0,11,8,21,1947,1.861604352016002,162.61586953588994
46,21,0,0,0,10.0,14,10.0,27.780962746144695,0,,26.22356047565921,66,27.40909090909091,40.40960153674723,11,24.09090909090909,54.0,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.6130000000000004,44015,25,20,1.0,805.6192549228939,False,0.22993325656148428,54,6.716000000000003,25283.0,310,0,0.0,8612.098451304855,False,-0.43263826457945187,0,0.6860000000000002,55097,12,18,1.0,805.3956415156022,False,0.06419116852197039,0,0.6860000000000002,73405,13,11,1.0,785.4119030877893,False,0.017253962334848078,0,0.2,69100,308,148,1.0,14057.477653941627,False,0.04938575285985192,2,1.5070000000000001,94583,0,10,1.0,540.0,False,0.010202886202673199,12,3.9020000000000015,69937,315,0,0.0,12729.024484075378,False,-0.18737406419897026,0.625,467942,0.0,0.0,16,0,0,11,13,13.0,20,31,25,132.0,92.0,9,12,25,1221,1.6646167690050788,164.28048630489502
47,25,0,0,0,10.0,11,10.0,27.780962746144695,0,,26.455366953711795,6,36.666666666666664,41.00952776352441,40,42.825,54.0,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.6130000000000004,43905,26,30,1.0,1093.4288823843408,False,0.23087208398937167,1,6.6720000000000015,25264.0,310,0,0.0,8612.098451304855,False,-0.4330025842603845,0,0.6860000000000002,55302,2,23,1.0,664.0353654276607,False,0.06676671427200927,16,0.8460000000000001,73410,9,10,1.0,648.1935802186503,False,0.016377150912653,0,0.2,69700,298,145,1.0,13830.080877917153,False,0.05608910813771365,0,1.5050000000000001,93570,28,10,1.0,1688.2667773786834,False,0.005528871491446198,10,3.990000000000001,69561,317,0,0.0,13000.020301037239,False,-0.18993545821908922,0.625,467234,0.0,0.0,18,0,0,18,10,9.5,21,39,17,225.0,59.0,17,8,17,1750,1.943326334003359,166.22381263889838
48,17,0,0,0,9.999999999999998,11,10.0,27.97014092700039,17,30.0,26.29193827706906,30,24.966666666666665,40.241735589564804,26,35.96153846153846,54.0,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.6130000000000004,44305,27,23,1.0,913.313241321009,False,0.23945441160382416,30,6.971000000000003,24259.0,327,0,0.0,9146.236083129128,False,-0.44715220813076073,0,0.6860000000000002,55302,0,25,0.2,657.2984569267265,False,0.06670212510475848,6,0.8900000000000001,73657,0,9,0.9,362.17562030608326,False,0.017810600310879162,0,0.2,69341,318,145,1.0,14195.88803259486,False,0.053661732091327366,0,1.5050000000000001,93889,19,13,1.0,1466.5929762017313,False,0.007745848960017749,13,4.11,68367,342,0,0.0,13762.673571631163,False,-0.19859058750928607,0.5125,465642,0.0,0.0,13,0,0,11,12,11.555555555555555,19,30,28,126.0,69.0,8,9,28,1604,1.7437974229687825,167.96761006186716
49,28,0,0,0,10.0,10,10.0,27.97014092700039,0,,25.97283067182573,19,21.842105263157894,38.320504819021224,33,29.363636363636363,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.6130000000000004,44205,27,33,1.0,1193.014650591013,False,0.24055788130075606,14,7.081000000000002,23929.0,327,0,0.0,9146.236083129128,False,-0.4534798657469596,0,0.686,55507,0,20,0.0,519.4566134365145,False,0.0693114033348339,7,0.9540000000000002,73496,3,10,1.0,461.1235402056894,False,0.016273285503030335,0,0.2,69700,314,138,1.0,13443.69849597821,False,0.053426091693395905,0,1.5050000000000001,94429,9,13,1.0,1046.884543371191,False,0.01126196572432602,10,4.197000000000001,67201,375,0,0.0,14370.18930713296,False,-0.20777363380833394,0.5,464989,0.0,0.0,14,0,0,16,9,8.181818181818182,20,36,32,173.0,110.0,13,15,32,1294,2.304918533016462,170.27252859488362
50,32,0,0,0,10.0,8,10.0,27.112000589548142,9,10.0,25.853765576113094,11,23.272727272727273,36.810275412379625,16,20.9375,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.6130000000000004,44215,25,34,1.0,1171.8080200446368,False,0.24054117544504405,4,7.107000000000002,23763.0,336,0,0.0,9109.632198088175,False,-0.4570138038992927,0,0.6860000000000002,55703,0,13,0.0,336.0989524894702,False,0.07131173255569746,0,0.9470000000000003,73618,0,10,0.7,368.1027541237962,False,0.017313861233726188,0,0.2,69657,311,139,1.0,13157.14937649194,False,0.05085841656667445,0,1.5050000000000001,94807,0,15,0.9,810.0000000000001,False,0.014026305980084136,13,4.317000000000001,66553,391,0,0.0,14392.817686240433,False,-0.21455446143969104,0.45,464838,0.0,0.0,12,0,0,13,7,7.0,25,38,34,229.0,141.0,15,17,34,1079,2.1495634390157647,172.4220920338994
51,34,0,0,0,10.0,10,10.0,27.627556762058557,20,32.0,25.693021205541907,16,23.4375,36.85204640526829,13,37.38461538461539,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,1.6130000000000004,44755,25,24,1.0,913.0613622894053,False,0.25191146594519304,11,7.213000000000004,23179.0,346,0,0.0,9559.13463967226,False,-0.4639022986685817,0,0.6860000000000002,55598,0,18,1.0,462.4743816997543,False,0.0705099936886385,0,0.9470000000000003,73870,0,7,0.6,257.964324836878,False,0.020028425584021733,0,0.2,69516,311,145,1.0,13334.076323687435,False,0.05013423430435481,0,1.5050000000000001,95455,0,3,0.0,162.00000000000003,False,0.01747696895468342,8,4.384,65928,404,0,0.0,14888.22674772839,False,-0.2185727315206966,0.45,464823,0.0,0.0,18,0,0,19,7,7.0,23,42,32,267.0,99.0,19,15,32,2089,2.6079867150401697,175.03007874893956
