index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,37,0,0,0,10.000000000000002,20,10.0,17.072006240968463,40,15.25,29.661714628260054,39,25.58974358974359,28.180690176001413,5,31.0,36.0,20,36.0,10,2.0100000000000002,25417,5,10,1.0,220.72006240968463,False,0.10259848096081738,0,0.4700000000000001,23625,10,35,1.0,697.5202184338962,False,0.03549413049485789,0,0.24500000000000002,31132,84,128,1.0,5230.747996658638,False,-0.0026487573269107817,0,0.2,30753,144,113,1.0,5810.142651692844,False,-0.005287959161674384,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.2260000000000002,37003,81,18,1.0,2909.8513080570897,False,-0.06721177680689461,7,2.2410000000000005,48585,165,0,0.0,4649.813879040233,False,-0.08524262515685997,13,2.319000000000001,49453,96,0,0.0,2705.346256896136,False,-0.08711551499536295,0.625,287197,0.0,0.0,14,0,0,5,6,6.0,18,23,34,221.0,143.0,13,24,34,1733,1.6730147569905967,68.09059292898746
27,34,0,0,0,10.000000000000002,20,10.0,17.222448085005382,21,19.19047619047619,29.22181783050733,9,22.0,30.100638156053186,27,39.592592592592595,36.0,20,36.0,6,2.0600000000000005,25597,3,10,1.0,202.22448085005382,False,0.10997374915450187,0,0.4700000000000001,23540,12,40,1.0,808.8979234002153,False,0.03422809958967299,0,0.24500000000000002,30913,87,138,1.0,5530.96384400548,False,-0.004684755681569227,0,0.2,30767,142,114,1.0,5776.8748607485995,False,-0.0053657998529922125,0,0.2,41229,0,0,0.0,0.0,False,0.0,9,1.3160000000000003,37587,80,10,1.0,2638.751808001118,False,-0.056334718183789066,12,2.3540000000000005,48305,173,0,0.0,5207.410400997202,False,-0.08526421819638115,8,2.3860000000000006,48415,115,0,0.0,3461.5733879461163,False,-0.0989724603088177,0.625,286353,0.0,0.0,9,0,0,6,8,6.833333333333334,13,19,40,150.0,127.0,9,25,40,974,1.3734089430072345,69.4640018719947
28,40,0,0,0,10.000000000000002,20,10.0,16.425122108508237,24,7.583333333333333,29.22181783050733,0,,29.599413919149757,9,21.555555555555557,36.0,20,36.0,0,2.0540000000000003,25487,4,20,1.0,368.5024421701647,False,0.1088135461767918,0,0.4700000000000001,23632,11,26,1.0,537.0531748212142,False,0.0323309687029461,0,0.24500000000000002,30806,91,148,1.0,5819.515150789335,False,-0.0035831316193910287,0,0.2,30692,142,124,1.0,5955.872750391079,False,-0.004937306049722527,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.3070000000000004,37781,70,11,1.0,2371.1208012461607,False,-0.05487495693266684,11,2.4520000000000004,48060,180,0,0.0,5327.894505446956,False,-0.0885839786408259,9,2.468000000000001,48223,117,0,0.0,3463.1314285405215,False,-0.1024083495477367,0.625,285910,0.0,0.0,12,0,0,7,5,5.0,13,20,38,167.0,143.0,10,30,38,576,1.707218723022379,71.17122059501708
29,38,0,0,0,10.000000000000002,20,10.0,15.892178354123116,17,7.705882352941177,30.01310274279572,28,34.0,30.73944505691976,17,40.0,36.0,20,36.0,0,2.0540000000000003,25443,0,28,1.0,444.98099391544724,False,0.10856472429845032,0,0.4700000000000001,23607,15,21,1.0,483.7357454365855,False,0.030099683514093485,0,0.24500000000000002,31186,93,144,1.0,5799.8593818960335,False,0.0073567305301302744,0,0.2,31133,137,120,1.0,5778.8007636503535,False,0.005479220433997706,0,0.2,41229,0,0,0.0,0.0,False,0.0,6,1.3670000000000004,37323,88,10,1.0,2948.547491935221,False,-0.05898096616537841,12,2.561000000000001,47216,197,0,0.0,6055.670676213193,False,-0.09721070654208867,8,2.5390000000000006,48139,117,0,0.0,3596.5150716596117,False,-0.10271934567452824,0.625,285276,0.0,0.0,11,0,0,7,6,5.352941176470589,16,23,31,219.0,102.0,14,24,31,1283,2.316030185960699,73.48725078097777
30,31,0,0,0,10.000000000000002,20,10.0,16.064847400056046,12,19.666666666666668,30.01310274279572,0,,30.73944505691976,0,,35.99999999999999,20,36.0,0,2.0540000000000003,25573,0,27,0.9,433.75087980151324,False,0.11393725984367466,0,0.4700000000000001,23513,16,29,1.0,625.8805746016253,False,0.02910937661112695,0,0.24500000000000002,31186,83,154,1.0,5955.400156595192,False,0.009655113582693371,0,0.2,30897,139,130,1.0,6134.717145171235,False,0.003763884877075904,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.3610000000000002,37323,78,20,1.0,2955.8109150764612,False,-0.05889287982880418,11,2.6590000000000007,47074,197,0,0.0,6055.670676213193,False,-0.09976218532169122,9,2.6210000000000004,48043,117,0,0.0,3596.5150716596117,False,-0.10444428907482292,0.6125,284838,0.0,0.0,7,0,0,8,5,5.0,15,23,31,181.0,83.0,13,18,31,436,1.965242559032049,75.45249334000982
31,31,0,0,0,10.000000000000002,20,10.0,16.351934463070727,12,22.0,30.39242236503608,16,34.0,30.51311516018695,7,26.0,35.99999999999999,20,36.0,0,2.0540000000000003,25727,1,25,1.0,418.7983615767682,False,0.1202660323422764,0,0.4700000000000001,23423,15,39,1.0,787.7254440597584,False,0.0287172910344627,0,0.24500000000000002,31730,73,148,1.0,5691.769725829503,False,0.021836594937930495,0,0.2,30633,141,140,1.0,6560.561890398024,False,0.0022543649022966163,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.3610000000000002,36961,84,23,1.0,3254.7651273473307,False,-0.06404757419113571,8,2.7280000000000006,46990,197,0,0.0,6011.083686556829,False,-0.10167208388833841,12,2.7320000000000007,47693,124,0,0.0,3783.6262798631815,False,-0.1090521231190644,0.625,284386,0.0,0.0,8,0,0,6,5,5.0,16,22,37,194.0,72.0,12,19,37,1190,1.5434666340006515,76.99595997401047
32,37,0,0,0,10.000000000000002,20,10.0,16.664082204070958,11,23.0,30.685609565940602,33,32.03030303030303,33.482086841133295,38,43.78947368421053,35.99999999999999,20,36.0,0,2.0540000000000003,25627,1,35,1.0,593.2428771424835,False,0.11971412571575851,0,0.4700000000000001,23576,15,38,1.0,783.2351237546964,False,0.035228816598019554,0,0.24500000000000002,31763,63,157,1.0,5867.477880709144,False,0.025408249559788838,0,0.2,31404,142,118,1.0,5987.201601759067,False,0.016567686286595516,0,0.2,41229,0,0,0.0,0.0,False,0.0,15,1.5110000000000003,37038,107,10,1.0,3618.1810919669774,False,-0.05777267103292609,8,2.8000000000000007,46906,197,0,0.0,6595.971107703259,False,-0.09792673385827384,12,2.8400000000000007,45862,162,0,0.0,5424.098068263594,False,-0.12721369471858626,0.625,283405,0.0,0.0,8,0,0,5,7,6.303030303030303,17,22,37,188.0,90.0,12,25,37,1510,1.5934545649797656,78.58941453899024
33,37,0,0,0,10.000000000000002,20,10.0,16.97823862220171,11,23.0,30.685609565940602,0,,32.79219717109136,12,24.0,35.99999999999999,20,36.0,0,2.0540000000000003,25770,2,34,1.0,597.2601131548582,False,0.12597745579550057,0,0.4700000000000001,23486,14,48,1.0,954.9554538656821,False,0.03505000548258641,0,0.24500000000000002,31510,64,167,1.0,6211.104069332991,False,0.023008896612184665,0,0.2,31404,132,128,1.0,6168.885522571023,False,0.01925237938604233,0,0.2,41229,0,0,0.0,0.0,False,0.0,2,1.5160000000000005,37264,97,10,1.0,3304.426099607152,False,-0.05609612045396258,11,2.9020000000000006,46477,209,0,0.0,6853.569208758094,False,-0.10332079267655427,9,2.918000000000001,45769,162,0,0.0,5312.3359417168,False,-0.12988881354694365,0.625,282909,0.0,0.0,7,0,0,9,6,5.285714285714286,14,23,41,176.0,112.0,13,24,41,643,1.4181101029971614,80.0075246419874
34,41,0,0,0,10.000000000000002,20,10.0,17.13164834360782,18,18.833333333333332,30.699474993306396,1,33.0,33.02707234878561,5,40.0,35.99999999999999,20,36.0,0,2.0540000000000003,25969,6,26,1.0,505.42285693380336,False,0.13258947082182534,0,0.4700000000000001,23426,10,58,1.0,1093.6356039292536,False,0.035453429594187354,0,0.24500000000000002,31171,72,177,1.0,6667.285754554995,False,0.01973114866204144,0,0.2,31437,122,137,1.0,6295.88917200313,False,0.02210434098772238,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.5140000000000002,37431,88,15,1.0,3196.959884642747,False,-0.05334885778647627,11,3.001000000000001,46128,214,0,0.0,7067.793482640121,False,-0.10766707260358539,9,2.9990000000000006,45670,162,0,0.0,5350.385720503268,False,-0.13132581916391212,0.625,282461,0.0,0.0,9,0,0,8,5,5.0,19,27,41,296.0,110.0,18,23,41,772,1.6998971070279367,81.70742174901534
35,41,0,0,0,10.0,20,10.0,18.22891651577614,57,22.0,31.113193685837842,34,32.94117647058823,31.78711200461219,13,18.615384615384617,35.99999999999999,20,36.0,0,2.0540000000000003,26307,4,17,1.0,349.8915807681944,False,0.14382972487837317,0,0.4700000000000001,24142,12,30,1.0,666.8674954732843,False,0.05716282600797523,0,0.24500000000000002,30893,100,169,1.0,7081.021384484209,False,0.017628947372465162,0,0.2,31581,131,131,1.0,6463.816436411432,False,0.02884145220337847,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.5140000000000005,36553,112,12,1.0,3866.1230368691845,False,-0.06652934782714606,10,3.0900000000000007,45916,221,0,0.0,7024.951753019294,False,-0.1118612161478124,10,3.0900000000000007,45412,168,0,0.0,5340.234816774848,False,-0.1360528010855029,0.625,282033,0.0,0.0,14,0,0,12,4,4.0,14,26,40,266.0,116.0,17,24,40,2816,1.502951598027721,83.21037334704306
36,40,0,0,0,10.0,20,10.0,18.62069682268934,40,20.85,31.113193685837842,0,,31.662197362323717,3,26.0,35.99999999999999,20,36.0,0,2.0540000000000003,26479,5,11,1.0,254.82766504958272,False,0.14920584971167897,0,0.4700000000000001,24604,11,16,1.0,407.93114916302943,False,0.07152581092698317,0,0.24500000000000002,30359,115,179,1.0,7710.641804374248,False,0.011151133439345172,0,0.2,31281,136,141,1.0,6919.375077588886,False,0.026707082152508957,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.5140000000000002,36631,102,19,1.0,3775.1275058396104,False,-0.06574101353610792,10,3.1800000000000006,45802,221,0,0.0,6997.345617073542,False,-0.11415760217528349,10,3.1800000000000006,45220,171,0,0.0,5414.235748957356,False,-0.1388378575757595,0.625,281605,0.0,0.0,11,0,0,6,4,4.0,16,22,43,184.0,99.0,12,28,43,1112,1.478563019016292,84.68893636605935
37,43,0,0,0,10.0,20,10.0,18.07678964214931,13,8.0,31.113193685837842,0,,31.86422902498243,2,44.5,35.99999999999999,20,36.0,0,2.0540000000000003,26493,0,13,1.0,234.99826534794104,False,0.1493823053159109,0,0.4700000000000001,24494,16,21,1.0,539.6125824851356,False,0.06961844727205281,0,0.24500000000000002,30359,105,189,1.0,7778.456519049029,False,0.012153212741215605,0,0.2,31177,139,151,1.0,7210.766006820268,False,0.02793932687324922,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.5140000000000005,36720,92,27,1.0,3722.7480027716074,False,-0.06421756527236158,9,3.260000000000001,45672,222,0,0.0,7073.858843546099,False,-0.11580606206610397,11,3.2800000000000002,45022,172,0,0.0,5480.647392296978,False,-0.14179890580823504,0.625,281166,0.0,0.0,9,0,0,4,5,5.0,14,18,41,108.0,138.0,9,34,41,393,1.933710497978609,86.62264686403796
38,41,0,0,0,10.0,20,10.0,17.829720979453402,15,14.066666666666666,30.65329871535534,31,28.193548387096776,32.372519377608555,5,44.0,35.99999999999999,20,36.0,0,2.0540000000000003,26588,0,10,1.0,178.297209794534,False,0.1522610834872696,0,0.4700000000000001,24410,16,29,1.0,677.0619084041487,False,0.06895866250008954,0,0.24500000000000002,30359,95,199,1.0,7793.829937403786,False,0.012380381496642563,0,0.2,31840,144,130,1.0,6552.408654037485,False,0.03780489780473276,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.5140000000000002,36066,113,32,1.0,4499.7433749186275,False,-0.07065726339568469,11,3.3610000000000007,45526,222,0,0.0,7186.6993018291,False,-0.11741564575925274,9,3.3590000000000013,44706,177,0,0.0,5729.935929836714,False,-0.1452372162842139,0.625,280724,0.0,0.0,9,0,0,8,5,5.0,13,21,44,183.0,148.0,11,30,44,1505,1.5074996539624408,88.1301465180004
39,44,0,0,0,10.0,20,10.0,18.178529225421617,20,22.0,30.666473306211703,1,33.0,33.09873759549128,20,37.0,35.99999999999999,20,36.0,0,2.0540000000000003,26478,1,20,1.0,373.5705845084323,False,0.1517270772397294,0,0.4700000000000001,24760,15,19,1.0,495.39205528301073,False,0.08015273097967798,0,0.24500000000000002,29952,105,208,1.0,8287.372016361303,False,0.00764506333837668,0,0.2,31840,134,140,1.0,6729.229179076135,False,0.04041772584857017,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.5140000000000005,36773,104,22,1.0,3917.485450946825,False,-0.06057040613467671,9,3.440000000000001,45339,229,0,0.0,7579.610909367503,False,-0.11724574236023014,11,3.460000000000001,43923,190,0,0.0,6288.760143143343,False,-0.1542857643373042,0.625,280294,0.0,0.0,11,0,0,11,5,5.0,13,24,41,223.0,150.0,14,30,41,1413,1.9092835419578478,90.03943005995825
40,41,0,0,0,9.999999999999998,20,10.0,18.178529225421617,0,,30.986081059011624,17,34.0,33.419085298007246,3,45.666666666666664,35.99999999999999,20,36.0,0,2.0540000000000003,26358,3,30,1.0,575.3558767626484,False,0.15090177688239992,0,0.4700000000000001,24680,13,29,1.0,657.1773475372269,False,0.08019128687666778,0,0.24500000000000002,30530,95,201,1.0,7955.16256927639,False,0.01981798872944398,0,0.2,31840,124,150,1.0,6902.049782804024,False,0.04297144816035736,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.5140000000000002,36332,111,29,1.0,4408.6084711925005,False,-0.06531072217137808,7,3.5010000000000012,45231,230,0,0.0,7686.389618541667,False,-0.11822699519763478,13,3.5790000000000006,43639,192,0,0.0,6416.464377217391,False,-0.1582414168144483,0.625,279839,0.0,0.0,8,0,0,9,5,5.0,15,24,33,241.0,96.0,14,27,33,915,2.242108509002719,92.28153856896097
41,33,0,0,0,9.999999999999998,20,10.0,18.62824558169899,29,21.96551724137931,31.12996083336255,8,34.0,37.22807080404616,33,49.45454545454545,35.99999999999999,20,36.0,0,2.0540000000000003,26701,4,19,1.0,393.9366660522808,False,0.16179890864833016,0,0.4700000000000001,24774,12,31,1.0,697.4756130326687,False,0.08512170898912991,0,0.24500000000000002,30418,103,203,1.0,8238.091344087594,False,0.020688762953092597,0,0.2,31587,125,160,1.0,7309.3244310503815,False,0.041512610914832576,0,0.2,41229,0,0,0.0,0.0,False,0.0,4,1.5540000000000005,37568,109,10,1.0,3765.4464388769793,False,-0.04313169809021581,10,3.5940000000000007,45133,230,0,0.0,8562.456284930617,False,-0.1121172217187389,10,3.6660000000000013,41895,225,0,0.0,8376.315930910387,False,-0.1719704250286558,0.625,279305,0.0,0.0,12,0,0,2,5,4.4,11,13,35,69.0,97.0,4,29,35,2301,1.4865568359964527,93.76809540495742
42,35,0,0,0,9.999999999999998,20,10.0,18.74801524323283,37,19.45945945945946,31.236296672231187,21,32.0,37.58524544360193,4,48.75,35.99999999999999,20,36.0,0,2.0540000000000003,26865,5,14,1.0,312.47221340525965,False,0.16712319051065258,0,0.4700000000000001,25130,11,19,1.0,466.2122896214238,False,0.09550389360792633,0,0.24500000000000002,30848,104,192,1.0,7947.162546364602,False,0.0290977708775099,0,0.2,31109,141,170,1.0,7953.640583575131,False,0.03690694481743558,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.5500000000000003,37091,120,16,1.0,4349.719527765374,False,-0.047615519079223595,13,3.7140000000000013,44919,231,0,0.0,8682.191697472044,False,-0.11488669549832863,7,3.7260000000000013,41670,228,0,0.0,8569.43596114124,False,-0.17427825528137028,0.625,278861,0.0,0.0,13,0,0,4,5,5.0,14,18,36,138.0,109.0,8,27,36,1787,1.516865787038114,95.28496119199554
43,36,0,0,0,9.999999999999998,20,10.0,18.463286189208517,19,15.0,31.236296672231187,0,,36.81111649787217,27,33.48148148148148,35.99999999999999,20,36.0,5,2.1040000000000005,26990,2,10,1.0,204.63286189208517,False,0.17019334964348828,0,0.4700000000000001,25000,14,29,1.0,675.435299487047,False,0.0944072930953492,0,0.24500000000000002,30563,113,202,1.0,8396.083267171263,False,0.027308615822491,0,0.2,31109,131,180,1.0,8041.2238917879295,False,0.038201139164050144,0,0.2,41229,0,0,0.0,0.0,False,0.0,11,1.6600000000000001,37619,110,10,1.0,3804.103798924152,False,-0.04142589198229208,13,3.8310000000000013,43922,256,0,0.0,9423.645823455276,False,-0.1261396680970346,7,3.7890000000000006,41514,230,0,0.0,8466.5567945106,False,-0.17800556299178316,0.625,277946,0.0,0.0,7,0,0,8,8,7.063157894736842,13,21,39,135.0,89.0,12,24,39,816,1.780304143030662,97.0652653350262
44,39,0,0,0,9.999999999999998,20,10.0,18.92625667551212,30,22.4,31.284410490836287,9,32.111111111111114,36.81111649787217,0,,35.99999999999999,20,36.0,2,2.1190000000000007,27110,4,10,1.0,229.2625667551212,False,0.1759084002841033,0,0.4700000000000001,25316,12,21,1.0,517.4513901857546,False,0.10464433721030056,0,0.24500000000000002,30456,121,203,1.0,8640.812387376733,False,0.027762691541459536,0,0.2,30833,133,190,1.0,8461.230131102007,False,0.0362507038316342,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.6490000000000002,37330,109,20,1.0,4146.223073458599,False,-0.04428650860488243,5,3.868000000000001,43887,256,0,0.0,9423.645823455276,False,-0.12676855371172538,15,3.9320000000000013,41274,230,0,0.0,8466.5567945106,False,-0.18231792149251985,0.625,277435,0.0,0.0,8,0,0,7,5,4.166666666666667,13,20,37,145.0,126.0,11,28,37,885,2.516762938001193,99.58202827302739
45,37,0,0,0,10.0,20,10.0,19.12860713267053,12,23.0,31.284410490836287,0,,35.93096757073663,9,23.333333333333332,35.99999999999999,20,36.0,2,2.1370000000000005,27260,3,10,1.0,221.28607132670533,False,0.18221505855491335,0,0.4700000000000001,25206,13,31,1.0,722.9868211127865,False,0.10433195449880751,0,0.24500000000000002,30180,123,213,1.0,9016.398111866605,False,0.025155866534660468,0,0.2,30833,123,200,1.0,8609.700775485733,False,0.03844461352196905,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.6490000000000002,37540,99,21,1.0,3851.7069575782616,False,-0.04276471709745245,10,3.963000000000001,43782,256,0,0.0,9198.327698108576,False,-0.13067948666664947,10,4.017,40962,239,0,0.0,8587.501249406054,False,-0.18683741285975805,0.625,276992,0.0,0.0,7,0,0,13,5,4.166666666666667,13,26,38,212.0,78.0,16,21,38,410,1.7706195659702644,101.35264783899765
46,38,0,0,0,10.0,20,10.0,19.315035814577794,11,23.0,31.39986343163357,25,32.08,34.799128359176706,13,24.0,35.99999999999999,20,36.0,0,2.1350000000000002,27150,4,20,1.0,426.3007162915559,False,0.1818914287381555,0,0.4700000000000001,25369,12,30,1.0,699.4510744373338,False,0.11086409542236811,0,0.24500000000000002,30696,124,199,1.0,8643.637263902727,False,0.03489726133969804,0,0.2,30866,113,209,1.0,8745.170504258705,False,0.041421676038932424,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.6490000000000002,37050,114,18,1.0,4205.968741671408,False,-0.05035328601625779,8,4.033000000000001,43387,269,0,0.0,9360.965528618533,False,-0.13631575871798496,12,4.127000000000001,40797,239,0,0.0,8316.991677843233,False,-0.1922324390174719,0.625,276544,0.0,0.0,11,0,0,11,5,5.0,16,27,40,249.0,105.0,18,20,40,1567,1.8616752879461274,103.21432312694378
47,40,0,0,0,10.0,20,10.0,19.474720440265198,13,22.0,31.7100221605079,21,34.0,35.24523269825711,4,49.0,36.0,20,36.0,0,2.1350000000000002,27306,7,17,1.0,401.07024748450834,False,0.1880846200648866,0,0.4700000000000001,25299,9,40,1.0,868.988817610608,False,0.11150200452683592,0,0.24500000000000002,31124,127,188,1.0,8434.773662089166,False,0.04445981709503157,0,0.2,30866,103,219,1.0,8950.391058498546,False,0.044454163467484445,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.6490000000000007,36532,125,24,1.0,4809.638354821658,False,-0.055596323524440876,9,4.115000000000001,43294,269,0,0.0,9480.967595831164,False,-0.1369086894398321,11,4.2250000000000005,40459,243,0,0.0,8564.591545676478,False,-0.19608122016677618,0.625,276109,0.0,0.0,8,0,0,8,5,5.0,14,22,28,180.0,128.0,12,28,28,1396,2.063834480009973,105.27815760695376
48,28,0,0,0,10.0,20,10.0,19.677394765943596,12,23.0,31.7100221605079,0,,35.68919842621361,35,37.142857142857146,36.0,20,36.0,0,2.1350000000000002,27226,5,27,1.0,581.2896586804771,False,0.1885212866853939,0,0.4700000000000001,25455,11,38,1.0,857.7410011058566,False,0.11799717089464971,0,0.24500000000000002,31124,117,198,1.0,8580.839575395965,False,0.04661819273865832,0,0.2,30590,105,229,1.0,9327.721525180386,False,0.04187312003399218,0,0.2,41229,0,0,0.0,0.0,False,0.0,11,1.7590000000000003,37464,115,10,1.0,4003.544532720545,False,-0.042766686886408375,12,4.226000000000001,41836,304,0,0.0,10849.516321568937,False,-0.1508111158086666,8,4.2940000000000005,40376,243,0,0.0,8672.475217569907,False,-0.19660334191998857,0.625,275300,0.0,0.0,6,0,0,5,7,6.076923076923077,14,19,34,141.0,56.0,9,19,34,476,1.8726032660342753,107.15076087298803
49,34,0,0,0,10.0,20,10.0,20.295493434575754,47,22.76595744680851,31.7100221605079,0,,34.47274710427842,8,14.0,36.0,20,36.0,0,2.1350000000000002,27398,2,26,1.0,547.6828292989696,False,0.1952246637288132,0,0.4700000000000001,26153,14,12,1.0,383.5459212149091,False,0.13790484453211185,0,0.24500000000000002,30710,125,208,1.0,9132.621288707613,False,0.04253659143404573,0,0.2,29934,124,239,1.0,10095.336482248782,False,0.03382889266555514,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.7480000000000004,37576,105,12,1.0,3743.2252921046706,False,-0.0432071443388795,13,4.344000000000001,41535,312,0,0.0,10755.497096534868,False,-0.157064208353983,7,4.356000000000002,40307,243,0,0.0,8376.877546339656,False,-0.2004988181771332,0.625,274842,0.0,0.0,9,0,0,4,5,5.0,13,17,34,142.0,120.0,8,26,34,1382,1.5929032129934058,108.74366408598144
50,34,0,0,0,10.0,20,10.0,20.479850558053965,48,21.291666666666668,31.7100221605079,0,,35.02466067228849,6,46.833333333333336,36.00000000000001,20,36.0,0,2.1350000000000002,27824,1,10,1.0,214.79850558053965,False,0.2064356968205887,10,0.5700000000000001,26369,15,10,1.0,354.79850558053965,False,0.14661365120897848,0,0.24500000000000002,30199,139,218,1.0,9759.484058560223,False,0.03669775775866982,0,0.2,29423,138,249,1.0,10722.014894977914,False,0.02798733479590257,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.7480000000000004,37857,95,16,1.0,3572.8466760048664,False,-0.03845780062571417,11,4.441000000000002,41386,312,0,0.0,10927.694129754009,False,-0.1581944322981816,9,4.439000000000001,39927,249,0,0.0,8721.140507399834,False,-0.20423383308118165,0.625,274214,0.0,0.0,12,0,0,9,6,5.909090909090909,17,26,34,262.0,67.0,16,18,34,1250,1.4001934879925102,110.14385757397395
51,34,0,0,0,10.000000000000002,20,10.0,20.479850558053965,0,,31.775267530761052,46,32.0,38.02410845548246,52,45.0,36.00000000000001,20,36.0,0,2.1350000000000002,27744,0,19,0.9,389.11716060302535,False,0.20674492831295407,0,0.56,26249,17,20,1.0,579.5970111610793,False,0.14628535355824723,0,0.24500000000000002,31671,129,182,1.0,8424.999412587473,False,0.06048112144379622,0,0.2,29423,128,259,1.0,10851.21516189802,False,0.02989649144277016,0,0.2,41229,0,0,0.0,0.0,False,0.0,36,2.1080000000000005,37271,131,10,1.0,4542.801131084522,False,-0.04090808495131439,11,4.540000000000001,41239,312,0,0.0,11863.521838110528,False,-0.15242820068539079,9,4.520000000000001,37498,301,0,0.0,11445.25664510022,False,-0.22340481685862454,0.6125,272324,0.0,0.0,7,0,0,7,7,6.384615384615385,14,21,41,158.0,81.0,12,22,41,1672,1.4810231730225496,111.6248807469965
52,41,0,0,0,10.000000000000002,20,10.0,20.37383354265633,2,8.0,31.79491575083689,3,33.0,38.02410845548246,0,,36.00000000000001,20,36.0,0,2.1350000000000002,27700,0,23,0.6,468.5981714810956,False,0.20656094876211772,0,0.5600000000000002,26109,21,30,1.0,821.21500627969,False,0.14545644018399462,0,0.24500000000000002,31704,119,191,1.0,8497.31509998595,False,0.06252497414052591,0,0.2,29473,120,267,1.0,10934.102530592208,False,0.03259896755906565,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,2.0720000000000005,37172,124,20,1.0,4703.051722213423,False,-0.041365886606352056,12,4.649000000000002,41070,312,0,0.0,11863.521838110528,False,-0.1554648197963262,8,4.591000000000001,37418,301,0,0.0,11445.25664510022,False,-0.22484226969220344,0.575,271875,0.0,0.0,9,0,0,8,5,5.0,19,27,31,242.0,70.0,17,24,31,315,1.6504970450187102,113.2753777920152
