index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,29,0,0,0,10.000000000000002,20,10.0,8.70334367473095,17,8.0,40.15308853013033,5,24.8,51.68124852011577,5,70.0,58.0,20,58.0,7,1.3230000000000002,45660,259,0,0.0,2590.0000000000005,False,-0.08553566907511637,10,2.2260000000000004,44196,281,0,0.0,2810.0000000000005,False,-0.11190527197304613,0,0.281,79887,0,95,0.6,3814.5434103623816,False,0.045467895051972754,0,0.2,81028,1,74,1.0,2980.031894904376,False,0.054718559600345024,0,0.533,102843,5,20,1.0,1234.3904130529672,False,0.012796444612752221,0,0.2,102153,0,0,0.0,0.0,False,0.0,14,2.3470000000000004,126987,125,0,0.0,6460.156065014472,False,-0.056131239752486274,6,1.592,134148,0,5,0.5,290.0,False,-0.026587223925602164,0.3875,716902,0.0,0.0,10,0,0,10,11,11.0,18,28,27,220.0,117.0,15,14,27,674,1.8672076290240511,70.90302149788477
27,27,0,0,0,10.000000000000002,20,10.0,8.411442753394978,13,5.6923076923076925,40.15308853013033,0,,54.229134284697416,15,69.33333333333333,58.0,20,58.0,8,1.3960000000000001,45366,267,0,0.0,2670.0000000000005,False,-0.0904824040352893,5,2.2660000000000005,44006,293,0,0.0,2930.0000000000005,False,-0.11443706545659922,0,0.281,79815,1,105,1.0,4224.48573841708,False,0.04716748941304674,0,0.2,81026,0,77,0.3,3091.7878168200355,False,0.055407210251032284,0,0.533,103883,0,10,0.5,542.2913428469742,False,0.019589690674023094,0,0.2,102153,0,0,0.0,0.0,False,0.0,8,2.4130000000000007,126155,135,0,0.0,7320.9331284341515,False,-0.05904229047182122,7,1.6560000000000004,133959,0,5,0.5,290.0,False,-0.027957176303448076,0.2875,716363,0.0,0.0,10,0,0,11,11,10.166666666666668,18,29,30,236.0,102.0,15,12,30,1240,1.7084181690006517,72.61143966688542
28,30,0,0,0,10.000000000000002,20,10.0,8.432489352977138,8,8.75,39.72673468481853,9,35.77777777777778,54.229134284697416,0,,58.0,20,58.0,3,1.418,45193,278,0,0.0,2780.0000000000005,False,-0.09278049350497594,5,2.3110000000000004,43841,302,0,0.0,3020.0000000000005,False,-0.1167741055952636,0,0.281,80082,0,102,0.6,4052.1269378514903,False,0.049478679766935624,0,0.2,81011,0,80,0.3,3178.1387747854824,False,0.05576734009985988,0,0.533,103561,0,19,0.9,1030.353551409251,False,0.01882643461968452,0,0.2,102153,0,0,0.0,0.0,False,0.0,12,2.525000000000001,125875,135,0,0.0,7320.9331284341515,False,-0.06107184955011146,3,1.6790000000000003,134216,0,0,0.0,0.0,False,-0.02714535267213198,0.22499999999999998,715932,0.0,0.0,11,0,0,12,7,6.75,16,28,31,246.0,120.0,15,15,31,754,3.0339505769661628,75.64539024385158
29,31,0,0,0,10.000000000000002,20,10.0,8.77870127032914,14,11.642857142857142,40.309625012903986,5,50.0,54.92795186353864,5,68.0,58.0,20,58.0,1,1.4249999999999998,45084,287,0,0.0,2870.0000000000005,False,-0.09402691491226361,13,2.4360000000000004,43504,313,0,0.0,3130.0000000000005,False,-0.12226614992112489,0,0.281,79986,0,110,0.8,4434.0587514194385,False,0.050692503236444704,0,0.2,81194,0,81,0.6,3265.079626045223,False,0.0586620117466494,0,0.533,103651,0,19,0.5,1043.6310854072342,False,0.019772454482037835,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,2.6030000000000006,125701,135,0,0.0,7415.273501577716,False,-0.06199116597597245,11,1.7860000000000005,133638,0,5,0.5,290.0,False,-0.030283920818202244,0.3,714911,0.0,0.0,8,0,0,12,10,10.0,17,29,36,251.0,105.0,16,15,36,790,2.19246699498035,77.83785723883193
30,36,0,0,0,10.000000000000002,20,10.0,7.830772175145849,31,4.258064516129032,40.309625012903986,0,,57.287618321565034,20,67.75,58.0,20,58.0,26,1.6840000000000006,44240,299,0,0.0,2990.0000000000005,False,-0.10929557715153758,5,2.4730000000000008,43354,321,0,0.0,3210.0000000000005,False,-0.12440843671490058,0,0.281,79914,16,120,1.0,4962.447356350812,False,0.0531490685759347,0,0.2,81134,0,86,0.5,3466.627751109743,False,0.05918317261084745,1,0.543,104951,0,0,0.0,0.0,False,0.027390287118342096,0,0.2,102153,0,0,0.0,0.0,False,0.0,14,2.734000000000001,123988,155,0,0.0,8879.58083984258,False,-0.06910075731604372,1,1.7850000000000004,133917,0,0,0.0,0.0,False,-0.02931263183073477,0.1875,713651,0.0,0.0,9,0,0,16,9,7.316666666666666,18,34,39,312.0,121.0,22,14,39,666,2.293582395010162,80.13143963384209
31,39,0,0,0,10.000000000000002,20,10.0,8.058884344134045,28,9.142857142857142,39.60314815956181,10,34.0,57.287618321565034,0,,58.0,20,58.0,8,1.738,43940,308,0,0.0,3080.0000000000005,False,-0.11426178744619939,20,2.6680000000000006,42784,332,0,0.0,3320.0000000000005,False,-0.13443823397666854,0,0.281,79866,21,125,1.0,5119.630091172041,False,0.05354007752835635,0,0.2,81266,3,91,1.0,3628.063135552527,False,0.061902061272496006,0,0.542,104611,0,10,1.0,572.8761832156504,False,0.026865956864779522,0,0.2,102153,0,0,0.0,0.0,False,0.0,12,2.8400000000000007,123706,155,0,0.0,8879.58083984258,False,-0.07114481324489316,8,1.8640000000000005,133787,0,0,0.0,0.0,False,-0.030254927117083812,0.375,712113,0.0,0.0,9,0,0,14,14,14.0,18,32,39,291.0,190.0,19,20,39,540,2.364515362016391,82.49595499585848
32,39,0,0,0,10.000000000000002,20,10.0,8.154359349841199,14,9.142857142857142,38.486761045898376,20,34.0,57.287618321565034,0,,57.99999999999999,20,58.0,4,1.7700000000000002,43738,318,0,0.0,3180.0000000000005,False,-0.11722203828850761,10,2.7480000000000007,42514,342,0,0.0,3420.0000000000005,False,-0.13872280756421992,0,0.281,80480,19,115,1.0,4580.910347925295,False,0.05794515605100717,0,0.2,81204,0,100,0.9,3848.6761045898375,False,0.06251949911544302,0,0.542,103931,10,20,1.0,1530.6199768902845,False,0.02489706605234439,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,2.9380000000000006,123466,155,0,0.0,8879.58083984258,False,-0.07288443531199909,9,1.9460000000000002,133610,0,0,0.0,0.0,False,-0.03153789839157443,0.3625,711096,0.0,0.0,7,0,0,18,11,11.0,18,36,37,363.0,154.0,23,16,37,880,2.215094537998084,84.71104953385657
33,37,0,0,0,10.000000000000002,20,10.0,8.173815608809258,7,8.571428571428571,39.09054723390665,5,50.0,57.287618321565034,0,,57.99999999999999,20,58.0,2,1.7860000000000003,43569,330,0,0.0,3300.0000000000005,False,-0.11934484974779441,5,2.7880000000000007,42359,350,0,0.0,3500.0000000000005,False,-0.14096247103043993,0,0.281,80425,14,125,1.0,5000.75182276166,False,0.05992530275164991,0,0.2,81449,0,97,0.2,3791.783081688945,False,0.06528741568368514,0,0.542,103681,5,30,1.0,1914.0812858164843,False,0.024326653577557544,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,3.027000000000001,123260,155,0,0.0,8879.58083984258,False,-0.07437761091959834,10,2.037000000000001,133408,0,0,0.0,0.0,False,-0.03300208029805525,0.275,710304,0.0,0.0,7,0,0,17,9,9.0,16,33,35,318.0,125.0,21,16,35,450,2.614896150014829,87.3259456838714
34,35,0,0,0,10.000000000000002,20,10.0,8.334188618272393,10,10.5,39.801358982244054,5,52.0,57.808602410755526,5,68.0,57.99999999999999,20,58.0,5,1.8340000000000003,43404,338,0,0.0,3380.0000000000005,False,-0.12177926655890314,5,2.8330000000000006,42169,362,0,0.0,3620.0000000000005,False,-0.14349426451399303,0,0.281,80365,9,135,1.0,5448.191160167399,False,0.06201791454278278,0,0.2,81664,0,97,0.5,3860.731821277673,False,0.06847611629585537,0,0.542,103761,0,35,1.0,2023.3010843764434,False,0.025644381880005652,0,0.2,102153,0,0,0.0,0.0,False,0.0,6,3.0770000000000013,123167,155,0,0.0,8960.333373667107,False,-0.07475905011681881,14,2.1670000000000007,132738,0,5,0.5,289.99999999999994,False,-0.03680750356984945,0.375,709421,0.0,0.0,9,0,0,12,7,7.0,20,32,29,266.0,161.0,19,16,29,800,1.990577554970514,89.31652323884191
35,29,0,0,0,10.0,20,10.0,8.15985303410872,11,6.090909090909091,40.38933255261432,5,50.0,58.433621542490094,5,70.0,57.99999999999999,20,58.0,6,1.8890000000000007,43135,349,0,0.0,3490.0,False,-0.1259469881395213,5,2.878,42009,371,0,0.0,3710.0,False,-0.14573392798021306,0,0.281,80358,5,145,1.0,5897.25248529962,False,0.06479832103288488,0,0.2,81854,0,97,0.5,3917.765257603589,False,0.07126912622930057,0,0.542,103861,0,35,0.5,2045.1767539871532,False,0.026730378716176475,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,3.161000000000001,122997,155,0,0.0,9057.211339085965,False,-0.07564017606756267,6,2.2130000000000005,132585,0,5,0.5,289.99999999999994,False,-0.037916512637629476,0.3125,708952,0.0,0.0,11,0,0,11,8,8.0,18,29,26,251.0,93.0,17,12,26,1090,1.9879432340385392,91.30446647288045
36,26,0,0,0,10.0,20,10.0,7.770794012600389,15,4.466666666666667,40.38933255261432,0,,58.433621542490094,0,,57.99999999999999,20,58.0,10,1.9830000000000003,42769,357,0,0.0,3570.0,False,-0.13229594718289286,5,2.923,41814,383,0,0.0,3830.0,False,-0.1483630981362105,0,0.281,80303,0,155,1.0,6260.346545655219,False,0.06641580419529904,0,0.2,81842,0,107,1.0,4321.6585831297325,False,0.0736969629659223,0,0.542,103861,0,35,0.0,2045.1767539871532,False,0.026730378716176475,0,0.2,102153,0,0,0.0,0.0,False,0.0,8,3.232,122855,155,0,0.0,9057.211339085965,False,-0.076669452457267,7,2.2770000000000006,132752,0,0,0.0,0.0,False,-0.0377570472814781,0.25,708349,0.0,0.0,8,0,0,13,10,9.666666666666668,18,31,29,235.0,57.0,18,8,29,432,2.0364614040008746,93.34092787688132
37,29,0,0,0,10.0,20,10.0,7.9335507443557,43,8.418604651162793,41.088312792046246,5,52.0,54.264871651574545,11,21.0,58.0,20,58.0,14,2.113000000000001,42240,368,0,0.0,3680.0,False,-0.14152725573061717,29,3.208000000000001,40950,392,0,0.0,3920.0,False,-0.1643133970825949,0,0.281,80064,14,165,1.0,6890.64132110861,False,0.0673890954478611,0,0.2,81979,9,112,1.0,4673.292989408381,False,0.07769529116280273,0,0.542,103832,0,29,0.5,1573.6812778956619,False,0.02413870017471668,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,3.3340000000000005,122376,166,0,0.0,9007.968694161375,False,-0.0803199139823524,9,2.3600000000000008,132588,0,0,0.0,0.0,False,-0.03894578902733381,0.3125,706182,0.0,0.0,8,0,0,12,15,15.0,17,29,30,250.0,78.0,16,13,30,691,2.1194340939982794,95.4603619708796
38,30,0,0,0,10.0,20,10.0,8.061398174213112,5,12.0,36.97380765418035,17,18.88235294117647,54.264871651574545,0,,58.0,20,58.0,0,2.0990000000000006,42120,380,0,0.0,3800.0,False,-0.14269577579994935,5,3.2290000000000005,40800,400,0,0.0,4000.0,False,-0.16645568387637058,0,0.281,80385,4,158,1.0,5874.107202057347,False,0.06499550853213536,0,0.2,81919,4,122,1.0,4543.050126506855,False,0.07609602954169294,0,0.542,103511,7,39,1.0,2375.14664799067,False,0.024919222382067494,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,3.4230000000000005,122188,166,0,0.0,9007.968694161375,False,-0.0816826179349187,10,2.4510000000000005,132395,0,0,0.0,0.0,False,-0.04034473510629816,0.375,705471,0.0,0.0,9,0,0,11,7,7.0,18,29,29,249.0,88.0,16,14,29,521,1.9760480810073204,97.43641005188692
39,29,0,0,0,10.0,20,10.0,8.124315575276787,8,9.25,34.876864870143834,15,23.333333333333332,45.88931595906564,31,21.870967741935484,57.99999999999999,20,58.0,3,2.1290000000000004,41971,388,0,0.0,3880.0,False,-0.1448185872592362,5,3.2740000000000005,40610,412,0,0.0,4120.0,False,-0.16898747735992364,0,0.281,80556,0,153,0.5,5336.160325132007,False,0.06374324376658115,0,0.2,82024,1,127,1.0,4437.486154083544,False,0.07676346328516905,0,0.542,103839,12,18,1.0,1244.5300657049074,False,0.022596155109027113,0,0.2,102153,0,0,0.0,0.0,False,0.0,12,3.533000000000001,121238,197,0,0.0,9040.195243935932,False,-0.08845182608151599,8,2.521000000000001,132253,0,0,0.0,0.0,False,-0.04137401149600249,0.3125,704644,0.0,0.0,13,0,0,12,11,11.0,17,29,25,249.0,64.0,16,13,25,1228,1.8738122590002604,99.31022231088718
40,25,0,0,0,9.999999999999998,20,10.0,8.22581783776341,23,8.826086956521738,35.7992824968231,5,52.0,44.20419815698919,9,24.0,57.99999999999999,20,58.0,8,2.206000000000001,41671,398,0,0.0,3979.999999999999,False,-0.14968742088145365,15,3.4190000000000005,40210,422,0,0.0,4219.999999999999,False,-0.17580384443102812,0,0.281,80484,0,162,0.9,5799.483764485342,False,0.06578398816726957,0,0.2,82153,5,132,1.0,4766.634378769467,False,0.08051583252661441,0,0.542,103795,7,19,1.0,1090.4747424605564,False,0.021411386559673035,0,0.2,102153,0,0,0.0,0.0,False,0.0,7,3.591000000000001,120928,206,0,0.0,9106.064820339774,False,-0.09046011256681313,13,2.6430000000000007,131931,0,0,0.0,0.0,False,-0.04370800443603627,0.3625,703325,0.0,0.0,7,0,0,9,11,11.0,17,26,32,163.0,81.0,13,12,32,676,1.898704427992925,101.20892673888011
41,32,0,0,0,9.999999999999998,20,10.0,8.552239629254586,15,11.666666666666666,37.42442025524635,10,51.0,44.20419815698919,0,,57.99999999999999,20,58.0,0,2.1980000000000004,41601,405,0,0.0,4049.999999999999,False,-0.1503690575885641,15,3.5540000000000007,39780,435,0,0.0,4349.999999999999,False,-0.1829123415194656,0,0.281,80619,0,167,1.0,6249.878182626141,False,0.07038791225779462,0,0.2,82353,0,137,1.0,5127.14557496875,False,0.08537613645058441,0,0.542,103285,7,29,1.0,1543.892688339411,False,0.018638183354083588,0,0.2,102153,0,0,0.0,0.0,False,0.0,13,3.7140000000000013,120625,206,0,0.0,9106.064820339774,False,-0.09265638542653436,7,2.700000000000001,131818,0,0,0.0,0.0,False,-0.044527076492631976,0.375,702234,0.0,0.0,7,0,0,10,9,9.0,21,31,33,281.0,88.0,18,14,33,710,2.7205216190195642,103.92944835789967
42,33,0,0,0,9.999999999999998,20,10.0,8.238347452241863,7,1.8571428571428572,37.42442025524635,0,,44.20419815698919,0,,57.99999999999999,20,58.0,7,2.2680000000000007,41315,415,0,0.0,4149.999999999999,False,-0.15496523652793737,0,3.5390000000000006,39680,445,0,0.0,4449.999999999999,False,-0.18388610824390908,0,0.281,80607,0,173,0.6,6474.424704157619,False,0.07166957260731899,0,0.2,82352,0,138,0.1,5164.569995223997,False,0.08560252818502762,0,0.542,103285,0,36,0.7,1591.351133651611,False,0.018870474355386645,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,3.7910000000000013,120451,206,0,0.0,9106.064820339774,False,-0.09391761142518615,11,2.803000000000001,131572,0,0,0.0,0.0,False,-0.046310189111415545,0.175,701415,0.0,0.0,6,0,0,14,10,10.0,16,30,27,260.0,105.0,18,15,27,200,1.6352045690291561,105.56465292692883
43,27,0,0,0,9.999999999999998,20,10.0,8.056645340398527,25,7.08,37.42442025524635,0,,40.78884086003503,22,24.454545454545453,58.0,20,58.0,15,2.411000000000001,40773,429,0,0.0,4289.999999999999,False,-0.16415759440668393,10,3.6390000000000007,39445,451,0,0.0,4509.999999999999,False,-0.1878785518141274,0,0.281,80494,8,183,1.0,6913.122069433271,False,0.07302888703192398,0,0.2,82288,0,145,0.7,5426.540937010721,False,0.0864587147833552,0,0.542,103823,0,14,0.0,571.0437720404905,False,0.01914306859338682,0,0.2,102153,0,0,0.0,0.0,False,0.0,12,3.9020000000000015,119627,228,0,0.0,9299.855716087986,False,-0.09918797444173363,8,2.872000000000001,131424,0,0,0.0,0.0,False,-0.04738295605279753,0.2125,700027,0.0,0.0,8,0,0,7,13,13.0,17,24,30,205.0,87.0,13,14,30,738,1.7430216550128534,107.30767458194168
44,30,0,0,0,9.999999999999998,20,10.0,8.137291880211988,25,8.6,37.372695559487575,9,36.888888888888886,39.346686829590176,9,21.0,57.99999999999999,20,58.0,10,2.496000000000001,40403,441,0,0.0,4409.999999999999,False,-0.1701949480982336,15,3.779000000000001,39065,459,0,0.0,4589.999999999999,False,-0.19450016554034316,0,0.281,80421,13,189,1.0,7169.224255185907,False,0.0737325322749204,0,0.2,82478,0,150,1.0,5605.904333923137,False,0.09003351568901624,0,0.542,103680,0,14,0.9,550.8536156142625,False,0.017644384480212355,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,3.980000000000001,119264,237,0,0.0,9325.164778612872,False,-0.101727427393927,11,2.9740000000000006,131189,0,0,0.0,0.0,False,-0.04908633599350541,0.3625,698653,0.0,0.0,10,0,0,10,11,11.0,18,28,29,193.0,108.0,14,16,29,721,1.7273217950132675,109.03499637695495
45,29,0,0,0,10.0,20,10.0,7.9730871369771545,4,1.75,37.013375645443034,10,34.0,36.47253269521397,20,20.5,58.0,20,58.0,4,2.5260000000000007,40200,451,0,0.0,4510.0,False,-0.17317467427503067,0,3.7640000000000007,38965,469,0,0.0,4690.0,False,-0.19547393226478665,0,0.281,80508,6,194,1.0,7228.4333980378115,False,0.07522293414904585,0,0.2,82724,0,146,0.1,5403.952844234683,False,0.09188716875797051,6,0.6020000000000001,103420,0,10,1.0,364.7253269521397,False,0.014188155643750776,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,4.081000000000001,118608,257,0,0.0,9373.44090266999,False,-0.10630743143834126,9,3.0530000000000013,131039,0,0,0.0,0.0,False,-0.05017359978544661,0.2625,697617,0.0,0.0,9,0,0,10,9,8.6,20,30,35,242.0,123.0,16,13,35,740,1.8476102270069532,110.8826066039619
46,35,0,0,0,10.0,20,10.0,7.911189065332679,15,7.333333333333333,37.013375645443034,0,,34.689814631456414,18,23.0,58.0,20,58.0,7,2.592000000000001,39952,459,0,0.0,4590.0,False,-0.1772255438487156,8,3.8440000000000007,38733,481,0,0.0,4810.0,False,-0.19882368979687226,0,0.281,80508,0,200,0.6,7402.675129088607,False,0.07633648484149828,0,0.2,82614,5,156,1.0,5813.642546015777,False,0.09309944493024906,8,0.676,103380,0,0,0.0,0.0,False,0.012011394672696837,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,4.160000000000001,118020,275,0,0.0,9539.699023650513,False,-0.1099669507192231,11,3.1540000000000012,130792,0,0,0.0,0.0,False,-0.05196396082950979,0.2,696152,0.0,0.0,6,0,0,11,11,10.09090909090909,24,35,30,275.0,138.0,21,14,30,200,2.09046060097171,112.97306720493361
47,30,0,0,0,10.0,20,10.0,7.8697261612270655,17,7.529411764705882,37.013375645443034,0,,34.689814631456414,0,,58.0,20,58.0,7,2.6550000000000007,39676,468,0,0.0,4680.0,False,-0.18172434611564453,10,3.9360000000000013,38448,492,0,0.0,4920.0,False,-0.20330301672931234,0,0.281,80501,0,201,0.1,7439.68850473405,False,0.07648355959925641,0,0.2,82493,11,166,1.0,6230.787344917042,False,0.09421876698312208,0,0.6680000000000001,103380,0,0,0.0,0.0,False,0.012011394672696837,0,0.2,102153,0,0,0.0,0.0,False,0.0,10,4.251000000000001,117842,275,0,0.0,9539.699023650513,False,-0.11125717041899333,10,3.2430000000000008,130588,0,0,0.0,0.0,False,-0.05344263958654982,0.1375,695081,0.0,0.0,7,0,0,9,11,11.0,20,29,29,241.0,144.0,16,14,29,200,1.8106854420038871,114.7837526469375
48,29,0,0,0,10.0,20,10.0,7.6299457800579304,6,2.0,35.950902575294556,5,18.0,34.689814631456414,0,,58.0,20,58.0,6,2.7080000000000006,39442,476,0,0.0,4760.0,False,-0.1855025610064853,0,3.926000000000001,38328,504,0,0.0,5040.0,False,-0.20447153679864452,0,0.281,80501,0,201,0.0,7226.131417634206,False,0.0751187508316666,0,0.2,82571,7,171,1.0,6201.013960835775,False,0.09502546084867637,0,0.6680000000000001,103290,0,5,0.5,173.44907315728207,False,0.011979330382647955,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,4.351000000000001,117597,275,0,0.0,9539.699023650513,False,-0.1130330346124973,9,3.3230000000000004,130433,0,0,0.0,0.0,False,-0.054566145504889065,0.1875,694315,0.0,0.0,7,0,0,10,8,8.0,18,28,27,239.0,97.0,15,14,27,290,1.4946585419820622,116.27841118891956
49,27,0,0,0,10.0,20,10.0,7.350039276112785,20,5.5,38.15689076395515,15,50.0,33.64364956133325,11,22.0,58.00000000000001,20,58.0,12,2.8220000000000005,38990,486,0,0.0,4860.0,False,-0.19333164547101098,8,4.006000000000001,38116,514,0,0.0,5140.0,False,-0.20762654098584143,0,0.281,80743,0,202,0.6,7707.691934318939,False,0.08128949176424806,0,0.2,82969,11,171,1.0,6605.678752673571,False,0.10269871513908736,6,0.728,102452,5,10,1.0,527.2209494331082,False,0.00550752767629489,0,0.2,102153,0,0,0.0,0.0,False,0.0,12,4.460000000000001,117083,286,0,0.0,9622.083774541308,False,-0.11646014535071034,8,3.3940000000000006,130285,0,0,0.0,0.0,False,-0.05563891244627105,0.325,692791,0.0,0.0,9,0,0,13,12,11.545454545454545,16,29,25,211.0,64.0,16,11,25,950,1.4965039850212634,117.77491517394083
50,25,0,0,0,10.0,20,10.0,7.672409445325282,31,9.096774193548388,36.934637008556635,14,29.428571428571427,35.83000891214248,15,53.333333333333336,58.00000000000001,9,58.0,8,2.8900000000000006,38635,499,0,0.0,4990.0,False,-0.1989794924727832,23,4.228000000000001,37499,521,0,0.0,5210.0,False,-0.21896118565836367,0,0.281,80941,11,198,1.0,7397.454631592792,False,0.08183758727707342,0,0.2,82901,11,181,1.0,6769.565802447329,False,0.10287693675912499,5,0.7720000000000002,102565,9,10,1.0,690.7118221984346,False,0.007413937046383571,0,0.2,102153,0,0,0.0,0.0,False,0.0,9,4.538000000000001,116906,286,0,0.0,10247.38254887275,False,-0.11547690090361494,0,3.386000000000001,129485,5,10,1.0,759.1500445607126,False,-0.05868633148295271,0.5,691085,0.0,0.0,10,0,0,9,12,11.5,19,28,30,245.0,62.0,16,9,30,952,1.4382442170171998,119.21315939095803
51,30,0,0,0,10.000000000000002,20,10.0,7.408731883711024,7,1.7142857142857142,36.51531815255299,15,34.0,38.42696919631132,10,70.0,58.000000000000014,11,58.0,7,2.9520000000000004,38370,507,0,0.0,5070.000000000001,False,-0.20336144273277892,0,4.205000000000001,37379,533,0,0.0,5330.000000000001,False,-0.22012970572769588,0,0.281,81111,1,203,1.0,7420.018316851969,False,0.08415467308851284,0,0.2,83229,8,181,1.0,6668.542440681779,False,0.10642370260031556,0,0.7670000000000001,102755,14,10,1.0,895.484146098855,False,0.010276174689430893,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,4.639000000000001,116314,291,0,0.0,11182.248036126593,False,-0.11637981735372095,0,3.386000000000001,129135,0,20,1.0,1160.0000000000002,False,-0.05977051485564761,0.5,690446,0.0,0.0,11,0,0,11,6,6.0,20,31,29,281.0,57.0,18,12,29,1410,1.835962527024094,121.04912191798212
52,29,0,0,0,10.000000000000002,20,10.0,7.590747164952865,12,9.75,36.38889591689202,5,34.0,39.70606656098271,5,70.0,58.00000000000002,11,58.0,2,2.9650000000000007,38200,519,0,0.0,5190.000000000001,False,-0.20550372952655463,10,4.305000000000001,37124,541,0,0.0,5410.000000000001,False,-0.22431690264280288,0,0.281,81224,0,206,0.8,7496.112558879756,False,0.08608530847859545,0,0.2,83169,3,191,1.0,6973.051361621234,False,0.107602869241032,0,0.7670000000000001,102935,9,15,1.0,923.0910616667688,False,0.012173362807097111,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,4.738000000000001,115735,296,0,0.0,11752.995702050883,False,-0.11850814468563257,0,3.386000000000001,129135,0,20,0.0,1160.0000000000005,False,-0.05977051485564761,0.35,689675,0.0,0.0,9,0,0,12,7,7.0,18,30,28,250.0,108.0,18,11,28,720,1.9022852189955302,122.95140713697765
53,28,0,0,0,10.000000000000002,20,10.0,7.987956772209585,15,11.666666666666666,36.38889591689202,0,,41.01097037208641,5,70.0,58.000000000000014,11,58.0,0,2.9630000000000014,38110,528,0,0.0,5280.000000000001,False,-0.20638011957855376,15,4.445000000000001,36714,552,0,0.0,5520.000000000001,False,-0.23123064638635168,0,0.281,81164,0,211,0.5,7678.057038464216,False,0.08648118561846828,0,0.2,83054,3,201,1.0,7338.131949611924,False,0.10846614740859127,0,0.7670000000000001,103285,0,19,0.9,779.2084370696418,False,0.014895345398909672,0,0.2,102153,0,0,0.0,0.0,False,0.0,11,4.837000000000001,115484,296,0,0.0,12139.247230137578,False,-0.11892764176057878,0,3.386000000000001,128785,0,25,0.5,1450.0000000000005,False,-0.06125644203796725,0.3625,688749,0.0,0.0,8,0,0,10,7,7.0,17,27,29,212.0,87.0,14,14,29,550,1.4014523639925756,124.35285950097023
