index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,19,0,0,0,10.000000000000002,20,10.0,15.690538348285662,56,19.607142857142858,20.365033871819602,4,4.0,8.980808660361117,19,13.368421052631579,42.0,8,42.0,18,2.423000000000001,10803,235,0,0.0,2350.0000000000005,False,-0.20151989867342177,28,0.8490000000000002,17111,27,10,1.0,426.9053834828567,False,0.1548865203480721,0,0.2,24352,135,66,1.0,3462.314912558658,False,0.14868355380628567,4,2.409000000000001,12762,192,0,0.0,3012.583362870847,False,-0.3716346641372518,0,0.24500000000000002,31125,6,30,1.0,391.61446304175115,False,-0.0014089835319344047,15,4.625000000000002,4149.0,218,0,0.0,4439.5773840566735,False,-0.7969460005729847,0,0.2,45843,0,4,0.0,168.0,False,0.0008062758770974068,8,2.2420000000000004,37663,651,0,0.0,5846.5064378950865,False,-0.11557521858907069,0.375,183808,0.0,0.0,6,0,0,12,9,8.444444444444445,13,25,18,173.0,24.0,15,4,18,372,1.151549874804914,39.61859333049506
26,18,0,0,0,10.000000000000002,20,10.0,15.245629945527739,45,13.177777777777777,20.365033871819602,0,,9.193892990178458,20,11.5,41.99999999999999,8,42.0,34,2.7450000000000006,10491,245,0,0.0,2450.0000000000005,False,-0.21898540097326846,1,0.8310000000000002,17206,27,10,1.0,422.4562994552774,False,0.16107113857260436,0,0.2,23879,164,76,1.0,4048.025885324839,False,0.1407501185829224,0,2.4050000000000007,12642,198,0,0.0,3018.6347292144924,False,-0.37678612918451376,0,0.24500000000000002,31301,0,25,0.6,229.84732475446145,False,0.0016235824127922957,9,4.700000000000002,3888.0,218,0,0.0,4439.5773840566735,False,-0.8052673779044051,0,0.2,45843,0,4,0.0,167.99999999999997,False,0.0008062758770974068,8,2.3140000000000005,37337,671,0,0.0,6169.102196409745,False,-0.11916428201776263,0.325,182587,0.0,0.0,8,0,0,10,6,5.166666666666667,13,23,23,188.0,60.0,13,5,23,466,1.1053682351484895,40.72396156564355
27,23,0,0,0,10.000000000000002,20,10.0,14.577634940440017,36,10.333333333333334,19.5549280756169,9,7.444444444444445,11.354035513390961,15,42.0,41.99999999999999,10,42.0,36,3.071000000000001,10068,254,0,0.0,2540.0000000000005,False,-0.24418372108526099,0,0.8300000000000001,17096,28,20,1.0,571.5526988088004,False,0.15870784277077535,0,0.2,23562,190,81,1.0,4353.6998128085725,False,0.13352049616436712,4,2.4450000000000007,12558,198,0,0.0,2886.371718207123,False,-0.3833978130486827,0,0.24500000000000002,31864,0,19,0.9,215.72667475442827,False,0.01934842459356651,0,4.691000000000002,3888.0,218,0,0.0,4262.974320484484,False,-0.8080826666589433,0,0.2,45885,0,3,0.0,125.99999999999997,False,0.001263891915449989,9,2.396000000000001,36595,686,0,0.0,7788.868362186199,False,-0.1176850254719307,0.3625,181516,0.0,0.0,8,0,0,8,6,6.0,17,25,25,217.0,37.0,15,8,25,927,1.0685274740681052,41.792489039711654
28,25,0,0,0,10.000000000000002,20,10.0,13.657651573200878,52,9.442307692307693,19.135253976724222,9,13.11111111111111,10.957018552565355,14,5.142857142857143,41.99999999999999,10,42.0,46,3.495000000000001,9315,265,0,0.0,2650.0000000000005,False,-0.2907139524031731,0,0.8300000000000001,17060,27,24,1.0,597.7836377568211,False,0.15718230910462047,0,0.2,23206,231,88,1.0,4838.819863361135,False,0.12852468100940528,6,2.501000000000001,12392,199,0,0.0,2717.872663066975,False,-0.3944186228240857,0,0.24500000000000002,31857,0,25,0.6,273.9254638141339,False,0.020053012335631046,14,4.831000000000002,3293.0,221,0,0.0,4228.891128856053,False,-0.8275961879665862,0,0.2,45885,0,3,0.0,125.99999999999997,False,0.001263891915449989,10,2.4870000000000005,36394,700,0,0.0,7669.912986795748,False,-0.12336115725870829,0.325,179402,0.0,0.0,8,0,0,12,12,12.0,14,26,22,252.0,43.0,17,8,22,365,1.0836493643000722,42.876138404011726
29,22,0,0,0,10.000000000000002,20,10.0,13.9143380065269,24,16.708333333333332,20.61361436252903,10,39.0,10.957018552565355,0,,41.99999999999999,11,42.0,10,3.549000000000001,9125,274,0,0.0,2740.0000000000005,False,-0.3003799746683554,0,0.8300000000000001,17286,28,20,1.0,558.2867601305381,False,0.1709314965712466,0,0.2,23531,231,88,1.0,5028.210143410269,False,0.14700775407165778,0,2.4950000000000006,12056,213,0,0.0,2963.7539953902296,False,-0.40380160313140817,0,0.24500000000000002,31857,0,25,0.0,273.9254638141339,False,0.020053012335631046,0,4.817000000000002,2903.0,231,0,0.0,4761.744917744206,False,-0.831536028730365,0,0.2,45885,0,3,0.0,125.99999999999997,False,0.001263891915449989,11,2.5870000000000006,36222,700,0,0.0,7669.912986795748,False,-0.12710925052521516,0.25,178865,0.0,0.0,7,0,0,9,5,5.0,16,25,17,206.0,63.0,15,7,17,926,1.0496476190164685,43.925786023028195
30,17,0,0,0,10.000000000000002,20,10.0,13.886038233525333,24,13.583333333333334,21.07248463464004,7,29.0,10.653251301495665,9,4.0,41.999999999999986,14,42.0,10,3.6390000000000007,8930,283,0,0.0,2830.0000000000005,False,-0.31037930804613023,0,0.8300000000000001,17442,29,16,1.0,512.1766117364054,False,0.1797939007978269,0,0.2,23408,245,91,1.0,5319.67546896595,False,0.14800888424199476,0,2.4950000000000006,12056,213,0,0.0,2957.726143740896,False,-0.40393433426386366,0,0.24500000000000002,31654,0,32,0.7,340.9040416478613,False,0.01464855797302503,9,4.907000000000002,2624.0,231,0,0.0,4867.743950601849,False,-0.8387415279674502,0,0.2,45885,0,3,0.0,125.99999999999996,False,0.001263891915449989,14,2.7160000000000006,35958,709,0,0.0,7553.1551727604265,False,-0.13413428663368465,0.3375,177957,0.0,0.0,7,0,0,9,6,6.0,14,23,20,138.0,45.0,12,5,20,669,0.9033274725079536,44.82911349553615
31,20,0,0,0,10.000000000000002,20,10.0,14.068936262388783,26,15.846153846153847,21.96042646510454,6,39.0,10.653251301495665,0,,41.999999999999986,10,42.0,10,3.7290000000000005,8715,294,0,0.0,2940.0000000000005,False,-0.3210452636490901,0,0.8300000000000001,17704,28,10,1.0,420.68936262388786,False,0.19421003141870172,0,0.2,23582,245,95,1.0,5533.129898470183,False,0.16037190950962668,0,2.495000000000001,11704,229,0,0.0,3221.7864040870313,False,-0.41362164962154774,0,0.24500000000000002,31654,0,32,0.0,340.9040416478613,False,0.01464855797302503,0,4.8980000000000015,2390.0,237,0,0.0,5204.621072229776,False,-0.8408318018136494,0,0.2,45885,0,3,0.0,125.99999999999996,False,0.001263891915449989,10,2.8020000000000005,35811,709,0,0.0,7553.1551727604265,False,-0.13733759890215272,0.25,177445,0.0,0.0,7,0,0,7,5,5.0,14,21,20,159.0,37.0,11,9,20,786,0.9421619139611721,45.77127540949732
32,20,0,0,0,10.000000000000002,20,10.0,14.068936262388783,0,,21.47945447907691,3,4.0,11.335996395801283,4,43.0,41.999999999999986,13,42.0,0,3.7190000000000007,8615,304,0,0.0,3040.0000000000005,False,-0.324378374775015,0,0.8300000000000001,17604,28,20,1.0,561.3787252477757,False,0.19223314196546157,0,0.2,23582,235,105,1.0,5561.54274196444,False,0.16099755013794073,3,2.525000000000001,11644,229,0,0.0,3221.7864040870313,False,-0.4162640066039761,0,0.24500000000000002,31814,0,31,0.3,351.4158882698398,False,0.0199173583336496,0,4.8980000000000015,2390.0,237,0,0.0,5090.630711541227,False,-0.8426489604409177,0,0.2,45885,0,3,0.0,125.99999999999996,False,0.001263891915449989,13,2.922000000000001,35421,713,0,0.0,8082.565430206315,False,-0.14006792950309088,0.2875,176955,0.0,0.0,7,0,0,6,4,4.0,17,23,22,184.0,65.0,13,7,22,372,1.9922922076657414,47.76356761716306
33,22,0,0,0,10.000000000000002,20,10.0,14.074923742586028,20,14.15,20.911233584207697,8,13.75,11.765994634210479,10,19.1,41.99999999999999,8,42.0,5,3.7690000000000006,8480,313,0,0.0,3130.0000000000005,False,-0.3303779748016799,0,0.8300000000000001,17747,29,15,1.0,501.1238561387905,False,0.19975747803942362,0,0.2,23414,244,112,1.0,5776.339554622253,False,0.15832869940155575,5,2.572000000000001,11519,230,0,0.0,3237.2324607947867,False,-0.421428800352429,0,0.24500000000000002,31920,0,34,0.7,400.04381756315627,False,0.024072115695251986,6,4.958000000000001,2143.0,238,0,0.0,4976.873593041431,False,-0.8523374208027829,0,0.2,45885,0,3,0.0,125.99999999999997,False,0.001263891915449989,8,2.989000000000001,35140,723,0,0.0,8506.814120534176,False,-0.14156881542237762,0.3375,176248,0.0,0.0,11,0,0,16,6,6.0,8,24,23,249.0,33.0,19,3,23,729,1.3142409650608897,49.07780858222395
34,23,0,0,0,10.000000000000002,20,10.0,14.43619519567868,32,17.1875,20.927375896990796,8,21.125,11.274436451104998,36,9.055555555555555,41.99999999999999,10,42.0,5,3.8140000000000005,8320,325,0,0.0,3250.0000000000005,False,-0.3370441970535298,12,0.9500000000000002,18002,27,10,1.0,414.36195195678687,False,0.21386447410028622,0,0.2,23327,252,114,1.0,6023.642041567979,False,0.15994279388664234,0,2.567000000000001,11225,244,0,0.0,3522.431627745598,False,-0.428096366148201,0,0.24500000000000002,32041,0,35,0.5,394.60527578867493,False,0.027843221358021232,32,5.272000000000002,568.0,241,0,0.0,5043.4975911747815,False,-0.9014905533050409,0,0.2,45885,0,3,0.0,125.99999999999997,False,0.001263891915449989,10,3.081000000000001,34670,759,0,0.0,8557.297266388694,False,-0.15126065301385172,0.3125,174038,0.0,0.0,9,0,0,11,8,7.857142857142858,11,22,26,217.0,18.0,17,6,26,766,1.2308411188423634,50.308649701066315
35,26,0,0,0,10.0,20,10.0,14.946985237719499,14,24.0,21.46148084739497,37,22.83783783783784,12.492188046895885,7,43.57142857142857,41.99999999999999,6,42.0,0,3.8090000000000006,8220,335,0,0.0,3350.0,False,-0.3403773081794547,4,0.9780000000000002,18178,27,10,1.0,419.469852377195,False,0.22576727726075577,0,0.2,24089,242,96,1.0,5677.472588878036,False,0.18587820030999333,9,2.657000000000001,10736,258,0,0.0,3856.3221913316306,False,-0.4422794250378379,0,0.24500000000000002,31657,23,38,1.0,968.3172052721279,False,0.024746009967673004,0,5.240000000000002,412.0,245,0,0.0,5258.062807611767,False,-0.9030437939165987,0,0.2,45885,0,3,0.0,125.99999999999997,False,0.001263891915449989,6,3.131000000000001,34299,766,0,0.0,9569.016043922247,False,-0.148321899717561,0.375,173476,0.0,0.0,12,0,0,11,5,4.285714285714286,11,22,22,234.0,87.0,17,9,22,1267,1.2792335813865066,51.58788328245282
36,22,0,0,0,10.0,20,10.0,14.460580533847844,19,8.421052631578947,22.49048278161876,7,40.0,12.065767251917087,19,8.31578947368421,41.99999999999999,13,42.0,13,3.9390000000000005,7981,347,0,0.0,3470.0,False,-0.352309846010266,0,0.9740000000000002,18157,25,14,1.0,452.4481274738698,False,0.22546657314425278,0,0.2,24233,250,99,1.0,5841.702928842218,False,0.19583615028057913,0,2.6480000000000006,10712,259,0,0.0,3745.2903582665917,False,-0.44578124899223603,0,0.24500000000000002,31797,13,38,1.0,750.8754317338932,False,0.025743271668003984,9,5.330000000000003,-165.0,252,0,0.0,5667.601660967927,False,-0.9149114991077965,0,0.2,45885,0,3,0.0,125.99999999999997,False,0.001263891915449989,13,3.255000000000001,33926,785,0,0.0,9471.627292754914,False,-0.15751114302947358,0.375,172526,0.0,0.0,10,0,0,7,7,7.0,10,17,24,163.0,45.0,12,10,24,679,1.0531381592154503,52.64102144166827
37,24,0,0,0,10.0,20,10.0,14.191456936478248,30,12.133333333333333,22.248340239116686,10,19.5,12.787354861695793,4,43.0,41.999999999999986,10,42.0,15,4.0760000000000005,7686,359,0,0.0,3590.0,False,-0.3679754683021132,1,0.9840000000000002,18331,23,10,1.0,371.9145693647825,False,0.23438152687703423,0,0.2,24077,268,104,1.0,6117.137843844306,False,0.19503100021676809,5,2.698000000000001,10579,261,0,0.0,3703.970260420823,False,-0.45254832737876377,0,0.24500000000000002,31934,8,44,1.0,740.6303358275484,False,0.029947877185199222,0,5.3210000000000015,-744.0,257,0,0.0,5717.823441452988,False,-0.932570963790005,0,0.2,45969,0,1,0.0,41.999999999999986,False,0.0021791239921551534,8,3.3220000000000014,33675,789,0,0.0,10089.222985877981,False,-0.15625165628810225,0.375,171507,0.0,0.0,9,0,0,6,8,9.1125,9,15,21,218.0,27.0,15,9,21,701,0.993213627487421,53.63423506915569
38,21,0,0,0,10.0,20,10.0,14.243518839186645,24,14.75,20.61321635544557,11,4.090909090909091,13.550633599367853,4,43.0,41.999999999999986,11,42.0,10,4.161000000000001,7501,367,0,0.0,3670.0,False,-0.3776414905672955,4,1.0230000000000004,18445,25,10,1.0,392.43518839186646,False,0.24266499528004348,0,0.2,24047,268,113,1.0,6146.55649706737,False,0.194357609923534,10,2.7930000000000006,10035,275,0,0.0,3916.9676807763276,False,-0.47181557051181733,0,0.24500000000000002,32061,9,50,1.0,863.0506271674027,False,0.03594851948298106,0,5.3210000000000015,-803.0,257,0,0.0,5297.5966033495115,False,-0.9411510185979672,0,0.2,45969,0,1,0.0,41.999999999999986,False,0.0021791239921551534,11,3.4240000000000017,33338,793,0,0.0,10745.652444298707,False,-0.15644309823165506,0.375,170593,0.0,0.0,7,0,0,5,8,7.285714285714286,4,9,20,117.0,51.0,9,12,20,402,1.0266419118270278,54.66087698098272
39,20,0,0,0,10.0,20,10.0,14.587999556529278,19,18.789473684210527,20.275720302970278,4,11.0,12.42787725731432,14,1.0,41.99999999999999,13,42.0,5,4.201000000000001,7381,375,0,0.0,3750.0,False,-0.3829744683687754,4,1.0590000000000002,18587,27,10,1.0,415.8799955652928,False,0.25291247235401954,0,0.2,24056,263,119,1.0,6249.454599420664,False,0.19701974279783027,0,2.7830000000000013,9713,289,0,0.0,4215.931871836961,False,-0.47941313533630686,0,0.24500000000000002,32017,3,60,1.0,806.49979634777,False,0.03364418613658174,14,5.461000000000001,-1408.0,257,0,0.0,5210.860117863362,False,-0.961822730466071,0,0.2,45969,0,1,0.0,41.99999999999999,False,0.0021791239921551534,13,3.5430000000000015,33112,807,0,0.0,10029.296946652656,False,-0.16917305571308938,0.375,169427,0.0,0.0,6,0,0,2,7,6.285714285714286,8,10,21,134.0,37.0,10,10,21,244,0.8861446166411042,55.547021597623825
40,21,0,0,0,9.999999999999998,20,10.0,14.439056002511112,31,13.35483870967742,18.607392807230003,10,1.5,11.831634400986776,12,4.833333333333333,41.99999999999999,10,42.0,15,4.346000000000001,7111,385,0,0.0,3849.999999999999,False,-0.39764015732284513,6,1.1150000000000002,18711,27,10,1.0,414.3905600251111,False,0.26112894340461,0,0.2,23690,282,129,1.0,6472.167464840804,False,0.18580542266351363,10,2.883000000000001,9415,291,0,0.0,4201.765296730734,False,-0.49284878458777615,0,0.24500000000000002,32002,3,70,1.0,884.0365864907642,False,0.03440198607509589,12,5.567000000000002,-1932.0,257,0,0.0,4782.099951458111,False,-0.9853642602987707,0,0.2,45969,0,1,0.0,41.99999999999999,False,0.0021791239921551534,10,3.630000000000001,32908,819,0,0.0,9690.108574408168,False,-0.177314136256176,0.375,167874,0.0,0.0,7,0,0,4,11,10.428571428571429,8,12,22,155.0,83.0,12,9,22,248,0.8438335154205561,56.39085511304438
41,22,0,0,0,9.999999999999998,20,10.0,14.272239491875744,24,12.666666666666666,19.73892649648815,10,31.2,15.499251797970892,39,28.435897435897434,42.0,9,42.0,10,4.431000000000001,6936,392,0,0.0,3919.999999999999,False,-0.40697286847543496,4,1.149,18764,30,10,1.0,442.7223949187574,False,0.2656063727391094,0,0.2,23720,295,130,1.0,6776.371094646804,False,0.19382505603221045,1,2.883000000000001,9369,292,0,0.0,4167.493931627718,False,-0.49562923478161547,0,0.24500000000000002,33081,0,50,0.4,774.9625898985446,False,0.06706460369677252,15,5.705000000000001,-11460.0,266,0,0.0,5250.554448065848,False,-1.281674566426497,0,0.2,45969,0,1,0.0,42.0,False,0.0021791239921551534,9,3.7100000000000013,31688,858,0,0.0,13298.358042659025,False,-0.16458533403073633,0.3,158067,0.0,0.0,6,0,0,7,11,80.90544871794873,6,13,14,167.0,87.0,13,9,14,1280,1.0840940959751606,57.47494920901954
42,14,0,0,0,9.999999999999998,20,10.0,13.947713765640435,10,6.5,18.59526734555074,11,8.181818181818182,15.499251797970892,0,,42.0,11,42.0,5,4.471000000000001,6776,404,0,0.0,4039.999999999999,False,-0.41363909072728483,0,1.1450000000000002,18714,28,15,1.0,489.21570648460647,False,0.26382293535379653,0,0.2,23740,295,134,1.0,6606.341385167728,False,0.19096184844250066,5,2.9320000000000013,9254,292,0,0.0,4072.732419567007,False,-0.5027803668567621,0,0.24500000000000002,32991,1,60,1.0,948.5503752238043,False,0.06696238442888251,0,5.690000000000001,-12376.0,266,0,0.0,4946.341113916497,False,-1.3157286607059382,0,0.2,45969,0,1,0.0,42.0,False,0.0021791239921551534,11,3.8110000000000013,31526,858,0,0.0,13298.358042659025,False,-0.16811551489802767,0.375,156594,0.0,0.0,8,0,0,4,5,5.0,6,10,19,149.0,24.0,10,4,19,315,0.9652885952964425,58.440237804315984
43,19,0,0,1,9.999999999999998,20,10.0,14.225779797262426,18,17.555555555555557,18.59526734555074,0,,15.499251797970892,0,,42.0,9,42.0,5,4.516000000000001,6631,414,0,0.0,4139.999999999999,False,-0.4199720018665422,0,1.1450000000000002,18900,28,12,1.0,450.709357567149,False,0.27493864934228207,0,0.2,23710,290,144,1.0,6803.19463896541,False,0.1939753080320036,0,2.9270000000000014,8968,305,0,0.0,4338.86283816504,False,-0.5095155053911781,0,0.24500000000000002,32991,0,61,0.1,945.4543596762244,False,0.06691302980513666,0,5.690000000000001,-17060.444444444445,266,0,0.0,4946.341113916497,True,-1.4650812653430958,0,0.2,45969,0,1,0.0,42.0,False,0.0021791239921551534,9,3.890000000000001,31418,858,0,0.0,13298.358042659025,False,-0.17046896880955525,0.2625,168587,0.0,0.1,7,0,0,7,5,25.884375,6,13,18,178.0,64.0,13,6,18,486,1.1236894903704524,59.56392729468644
44,18,0,0,0,9.999999999999998,20,10.0,13.70006347642373,15,6.333333333333333,18.59526734555074,0,,16.245378706619217,14,24.714285714285715,41.99999999999999,12,42.0,10,4.6110000000000015,6421,425,0,0.0,4249.999999999999,False,-0.4303046463569095,0,1.1450000000000002,18840,27,17,1.0,502.90107909920334,False,0.2726785240683689,0,0.2,23615,295,154,1.0,6905.189896759815,False,0.19203747515655561,0,2.9270000000000014,8968,305,0,0.0,4178.5193603092375,False,-0.5130462112936708,0,0.24500000000000002,33337,0,47,0.0,763.5327992111032,False,0.07504436153692169,0,5.690000000000001,-17060.444444444445,266,0,0.0,4946.341113916497,True,-1.4650812653430958,0,0.2,45969,0,1,0.0,41.99999999999999,False,0.0021791239921551534,12,4.001000000000001,30887,872,0,0.0,14165.970232171958,False,-0.17258694451762963,0.25,168037,0.0,0.1,8,0,0,3,6,159.6976976976977,8,11,17,160.0,71.0,11,7,17,576,0.8724684929475188,60.436395787633955
45,17,0,0,0,10.0,20,10.0,13.616610546298137,55,13.309090909090909,18.708137163675463,1,30.0,16.940912691277127,4,44.0,41.99999999999999,5,42.0,33,4.931000000000001,6232,434,0,0.0,4340.0,False,-0.4399040063995734,5,1.1950000000000003,18991,28,10,1.0,416.16610546298136,False,0.2798535466123252,0,0.2,23189,328,163,1.0,7515.67461686489,False,0.18671939527160986,0,2.9270000000000014,8692,317,0,0.0,4316.4655431765095,False,-0.5221635279170188,0,0.24500000000000002,33483,0,44,0.1,745.4001584161936,False,0.07941017309765963,0,5.690000000000001,-17060.444444444445,266,0,0.0,4976.364485537673,True,-1.464602652691714,0,0.2,45969,0,1,0.0,41.99999999999999,False,0.0021791239921551534,5,4.039000000000001,30671,876,0,0.0,14840.239517558763,False,-0.16994727045588626,0.2625,167227,0.0,0.1,9,0,0,5,3,3.0,6,11,19,158.0,33.0,11,6,19,712,0.7791726859286427,61.2155684735626
46,19,0,0,0,10.0,20,10.0,13.973207615567084,26,17.153846153846157,20.07543359309222,22,25.727272727272727,16.940912691277127,0,,41.999999999999986,9,42.0,10,4.998000000000001,6012,446,0,0.0,4460.0,False,-0.4505699620025332,6,1.2500000000000002,19199,26,10,1.0,399.7320761556708,False,0.2931715244368932,0,0.2,23682,328,155,1.0,7694.904304835298,False,0.21237733528945474,4,2.967000000000001,8223,333,0,0.0,4653.078135983839,False,-0.5354058630381856,0,0.24500000000000002,32917,12,54,1.0,1155.7144884460715,False,0.06790553943003463,0,5.690000000000001,-17060.444444444445,266,0,0.0,5340.065335762531,True,-1.4588047752770024,0,0.2,45969,0,1,0.0,41.999999999999986,False,0.0021791239921551534,9,4.124000000000001,30583,876,0,0.0,14840.239517558763,False,-0.1718648995689828,0.375,166585,0.0,0.1,6,0,0,3,10,94.63555555555556,8,11,20,169.0,45.0,11,8,20,758,0.730373801663518,61.945942275226116
47,20,0,0,0,10.0,20,10.0,14.05049535743746,21,14.904761904761905,21.065411713712685,21,25.857142857142858,17.673950266762027,4,44.0,41.99999999999999,9,42.0,5,5.038000000000001,5892,454,0,0.0,4540.0,False,-0.4559029398040131,6,1.3040000000000003,19264,28,10,1.0,420.5049535743746,False,0.29819695198901325,0,0.2,23919,338,148,1.0,7866.748364443339,False,0.22659858995999774,4,3.003000000000001,8120,334,0,0.0,4692.865449384112,False,-0.5390658068132269,0,0.24500000000000002,32550,23,60,1.0,1544.9414854211134,False,0.06240939718509655,0,5.690000000000001,-17060.444444444445,266,0,0.0,5603.399515847575,True,-1.4546068766625428,0,0.2,45969,0,1,0.0,41.99999999999999,False,0.0021791239921551534,9,4.205000000000001,30295,880,0,0.0,15553.076234750584,False,-0.17037397870178056,0.375,166009,0.0,0.1,7,0,0,10,6,5.333333333333333,4,14,14,226.0,19.0,14,6,14,903,0.7520567178726196,62.697998993098736
48,14,0,0,0,10.0,20,10.0,13.877591724823466,5,6.0,21.065411713712685,0,,17.75275611121497,10,18.8,41.99999999999999,10,42.0,5,5.083000000000001,5757,463,0,0.0,4630.0,False,-0.46190253983067797,0,1.298,19154,29,20,1.0,567.5518344964694,False,0.2957653434603182,0,0.2,23889,333,158,1.0,7949.573095132819,False,0.22710118234757598,0,2.9990000000000006,8120,334,0,0.0,4635.115636091037,False,-0.540337436999801,0,0.24500000000000002,32738,13,60,1.0,1339.015718951163,False,0.06512060766700409,0,5.690000000000001,-17060.444444444445,266,0,0.0,5603.399515847575,True,-1.4546068766625428,0,0.2,45969,0,1,0.0,41.99999999999999,False,0.0021791239921551534,10,4.296000000000001,29968,890,0,0.0,15799.952938981325,False,-0.17480983940966088,0.375,165595,0.0,0.1,7,0,0,7,4,4.0,4,11,18,175.0,24.0,11,3,18,388,0.7707842476665974,63.46878324076533
49,18,0,0,0,10.0,20,10.0,14.019047093684023,19,15.578947368421053,20.426194198365337,6,8.666666666666666,20.874009499278273,19,42.0,41.99999999999999,9,42.0,5,5.128000000000001,5652,469,0,0.0,4690.0,False,-0.4669022065195654,0,1.298,19280,33,16,1.0,554.3047534989444,False,0.3037232435670604,0,0.2,23623,342,167,1.0,8205.688537166947,False,0.22102630328019882,5,3.0490000000000004,8016,334,0,0.0,4682.361729290464,False,-0.543877180400527,0,0.24500000000000002,33484,9,51,1.0,1248.41023224848,False,0.08746070830939714,0,5.690000000000001,-17060.444444444445,266,0,0.0,5433.36765676518,True,-1.4573174116391474,0,0.2,45969,0,1,0.0,41.99999999999999,False,0.0021791239921551534,9,4.376000000000001,29081,909,0,0.0,18974.47463484395,False,-0.1595502872647205,0.375,165105,0.0,0.1,8,0,0,6,6,103.48825396825397,6,12,20,177.0,25.0,12,6,20,1294,0.9044347004964948,64.37321794126183
50,20,0,0,0,10.0,20,10.0,13.900399029406351,6,9.833333333333334,19.82197052141279,4,4.0,21.676605304736636,5,43.0,41.99999999999999,9,42.0,5,5.173000000000001,5522,478,0,0.0,4780.0,False,-0.47256849543363777,0,1.2980000000000003,19194,34,25,1.0,687.5099757351588,False,0.30243017051313764,0,0.2,23588,337,177,1.0,8192.923255200005,False,0.2192038414409654,4,3.084000000000001,7912,335,0,0.0,4656.633674851128,False,-0.5490237883725034,0,0.24500000000000002,33683,3,56,1.0,1273.3558086294902,False,0.09420302580311644,0,5.690000000000001,-17060.444444444445,266,0,0.0,5272.644158695803,True,-1.459879558906314,0,0.2,45969,0,1,0.0,41.99999999999999,False,0.0021791239921551534,9,4.457000000000001,28754,914,0,0.0,19812.417248529284,False,-0.1575461184514134,0.375,164622,0.0,0.1,7,0,0,7,5,102.48825396825397,5,12,17,188.0,109.0,12,8,17,439,0.8186751920729876,65.19189313333482
