index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,17,0,0,0,10.000000000000002,20,10.0,18.86740989713942,0,,18.385231361478446,0,,27.639708603688625,5,43.0,37.0,20,37.0,0,0.9470000000000003,17444,244,0,0.0,2440.0000000000005,False,-0.10754076411801272,0,0.281,23264,18,30,1.0,746.0222969141827,False,0.1302544421392001,0,0.2,31759,0,10,0.0,183.85231361478446,False,0.015363134202792329,0,0.9380000000000002,24575,286,0,0.0,5396.079230581874,False,-0.13057350839073806,0,1.1900000000000002,35356,0,12,0.0,331.6765032442635,False,-0.05431451329476248,5,0.7990000000000002,38469,0,0,0.0,0.0,False,0.0241467440498376,9,2.1800000000000006,45217,135,0,0.0,3731.3606614979644,False,-0.09384937487732668,11,2.2000000000000006,45554,135,0,0.0,3731.3606614979644,False,-0.08736349177719004,0.125,261638,0.0,0.0,9,0,0,11,10,10.0,17,28,21,201.0,60.0,12,5,21,200,1.319980435015168,64.8948883820558
26,21,0,0,0,10.000000000000002,20,10.0,19.12708977541588,10,23.0,16.615587434755366,20,11.9,28.822554831640666,20,34.5,36.99999999999999,20,37.0,0,0.9470000000000003,17354,253,0,0.0,2530.0000000000005,False,-0.10969253574331755,0,0.281,23384,19,30,1.0,763.8126932624764,False,0.13641784280740382,0,0.2,31759,0,10,0.0,166.15587434755366,False,0.015081065292925409,20,1.1380000000000003,23907,296,0,0.0,5661.6185735231,False,-0.14763590529626228,0,1.1900000000000002,35398,10,12,1.0,512.0265323272416,False,-0.050795664071039255,10,0.8940000000000001,38504,0,0,0.0,0.0,False,0.025078536819125714,10,2.271000000000001,44873,140,0,0.0,4035.1576764296933,False,-0.09754654942907204,10,2.289,44932,150,0,0.0,4323.3832247461,False,-0.09363745236873211,0.25,260111,0.0,0.0,12,0,0,12,13,13.0,16,28,20,207.0,82.0,14,7,20,710,1.487628573027905,66.3825169550837
27,20,0,0,0,10.000000000000002,20,10.0,19.737718085636036,17,24.88235294117647,16.546661833290255,1,12.0,27.528472539861333,21,21.095238095238095,36.99999999999999,20,37.0,0,0.9470000000000003,17254,263,0,0.0,2630.0000000000005,False,-0.11208339310476736,0,0.281,23707,19,23,1.0,643.9675159696288,False,0.14899745411872106,0,0.2,31759,0,10,0.0,165.46661833290256,False,0.015070079032371174,1,1.1280000000000003,23468,313,0,0.0,6177.905760804079,False,-0.15340135546552197,0,1.1900000000000002,35601,1,17,1.0,484.53069501093296,False,-0.04575727204340907,16,1.0440000000000003,38108,0,0,0.0,0.0,False,0.014535967200894522,13,2.391000000000001,44502,150,0,0.0,4129.2708809792,False,-0.10378114589407807,7,2.3490000000000006,44564,161,0,0.0,4432.084078917675,False,-0.09967393445873023,0.25,258963,0.0,0.0,10,0,0,10,12,12.0,20,30,22,219.0,96.0,13,7,22,838,1.3742420800263062,67.75675903511001
28,22,0,0,0,10.000000000000002,20,10.0,20.11750691949915,19,23.0,15.953920323925967,6,10.0,28.09999242533922,5,41.0,36.99999999999999,20,37.0,0,0.9470000000000003,17134,275,0,0.0,2750.0000000000005,False,-0.11495242193850715,0,0.281,24064,17,14,1.0,451.6450968729881,False,0.16147002096478247,0,0.2,31759,0,10,0.0,159.53920323925968,False,0.014975600166394576,6,1.1870000000000003,22923,332,0,0.0,6679.012297273717,False,-0.16278790689416756,0,1.1900000000000002,35746,0,19,0.7,533.8998560814451,False,-0.04123981875191083,0,1.0280000000000002,38108,0,0,0.0,0.0,False,0.014535967200894522,11,2.488000000000001,44135,155,0,0.0,4355.498825927579,False,-0.10866742214123074,9,2.4320000000000004,44455,161,0,0.0,4524.098780479614,False,-0.10088628745280301,0.2125,258324,0.0,0.0,11,0,0,12,10,10.0,18,30,21,252.0,144.0,14,8,21,842,1.4782233340083621,69.23498236911837
29,21,0,0,0,10.000000000000002,20,10.0,20.11750691949915,0,,15.953920323925967,0,,23.166364850648083,56,13.821428571428571,36.99999999999999,20,37.0,0,0.9470000000000003,17044,284,0,0.0,2840.0000000000005,False,-0.11710419356381198,0,0.281,23954,18,24,1.0,662.8201660679796,False,0.16125902945698792,0,0.2,31759,0,10,0.0,159.53920323925968,False,0.014975600166394576,0,1.181,22923,332,0,0.0,6679.012297273717,False,-0.16278790689416756,3,1.2200000000000002,35908,0,0,0.0,0.0,False,-0.04403386401150099,34,1.368,36934,0,0,0.0,0.0,False,-0.01671902454608381,13,2.6070000000000007,43469,187,0,0.0,4332.110227071192,False,-0.12171028862111294,7,2.4930000000000008,44058,185,0,0.0,4285.777497369895,False,-0.11082028621249546,0.125,256049,0.0,0.0,8,0,0,11,11,10.3,20,31,22,222.0,81.0,14,7,22,344,1.396935757016763,70.63191812613513
30,22,0,0,0,10.000000000000002,20,10.0,20.11750691949915,0,,15.138093326928916,12,11.083333333333334,21.49168693520682,27,12.444444444444445,36.99999999999999,20,37.0,0,0.9470000000000003,16924,296,0,0.0,2960.0000000000005,False,-0.11997322239755176,0,0.281,23874,16,34,1.0,843.995235262971,False,0.1617652951576285,0,0.2,31759,0,10,0.0,151.38093326928916,False,0.014845563028296899,12,1.3010000000000004,22709,332,0,0.0,6679.012297273717,False,-0.16960992863537705,27,1.487,34887,1,10,1.0,230.0549626789971,False,-0.0681532537846893,0,1.3340000000000003,36922,0,1,0.1,21.49168693520682,False,-0.016752413517182235,10,2.694000000000001,43103,205,0,0.0,4405.795821717397,False,-0.12804522968381415,10,2.5860000000000003,43815,194,0,0.0,4169.387265430123,False,-0.11661707052262242,0.2625,253993,0.0,0.0,8,0,0,14,13,13.0,19,33,19,279.0,92.0,16,6,19,200,1.3736325560021214,72.00555068213725
31,19,0,0,0,10.000000000000002,20,10.0,20.514496531061656,13,25.0,15.090166911194945,1,12.0,20.39239673387476,23,12.956521739130435,36.99999999999999,20,37.0,0,0.9470000000000003,16794,309,0,0.0,3090.0000000000005,False,-0.12308133696743652,0,0.281,24129,13,31,1.0,765.9493924629113,False,0.17209270292313186,0,0.2,31759,0,10,0.0,150.90166911194945,False,0.014837923891611891,1,1.2990000000000002,22368,345,0,0.0,7077.5013032162715,False,-0.17412889631138595,13,1.5900000000000003,34669,0,2,0.2,40.78479346774952,False,-0.07647642839215489,0,1.3340000000000003,36922,0,1,0.0,20.39239673387476,False,-0.016767046526624276,11,2.7940000000000005,42798,216,0,0.0,4404.7576945169485,False,-0.13392523244753612,9,2.666000000000001,43552,206,0,0.0,4200.833727178201,False,-0.12137614535327655,0.15,252991,0.0,0.0,8,0,0,11,12,11.166666666666668,18,29,22,219.0,78.0,13,6,22,525,1.3467075569787994,73.35225823911605
32,22,0,0,0,10.000000000000002,20,10.0,21.248192977450906,42,23.761904761904763,14.503396741984233,23,13.0,20.41629817810379,22,20.59090909090909,36.99999999999999,20,37.0,0,0.9470000000000001,16674,321,0,0.0,3210.0000000000005,False,-0.1259503658011763,11,0.39100000000000007,24838,11,10,1.0,322.48192977450907,False,0.1953923858311699,0,0.2,31759,0,10,0.0,145.03396741984233,False,0.014744396815643475,23,1.528,21025,387,0,0.0,8223.0506822735,False,-0.1986826057210382,15,1.727,34327,0,0,0.0,0.0,False,-0.08612427453277248,4,1.3740000000000003,36702,13,10,1.0,392.7071394268329,False,-0.01766802700299734,12,2.9030000000000005,42316,228,0,0.0,4654.9159846076645,False,-0.1407945112049148,8,2.737000000000001,43310,216,0,0.0,4409.920406470419,False,-0.12402162852950957,0.25,250951,0.0,0.0,10,0,0,13,13,12.360439560439561,17,30,23,237.0,99.0,14,8,23,899,1.3551338319666684,74.70739207108272
33,23,0,0,0,10.000000000000002,20,10.0,21.248192977450906,0,,13.941053459382843,43,12.976744186046512,20.772077215235612,11,26.09090909090909,36.99999999999999,20,37.0,0,0.9470000000000003,16544,334,0,0.0,3340.0000000000005,False,-0.12905848037106107,0,0.38000000000000006,24768,8,20,1.0,504.96385954901814,False,0.1964080681764696,0,0.2,31759,0,10,0.0,139.41053459382843,False,0.014654763215177877,43,1.9350000000000003,19855,387,0,0.0,8223.0506822735,False,-0.235980575053819,6,1.7720000000000002,34183,0,1,0.1,20.772077215235612,False,-0.08968143233566851,0,1.37,36371,45,15,1.0,938.9285639007621,False,-0.01920919328176405,11,3.001000000000001,41953,233,0,0.0,4839.893991149897,False,-0.14600075067697701,9,2.819000000000001,43119,222,0,0.0,4611.401141782306,False,-0.12575876035160122,0.2625,248552,0.0,0.0,10,0,0,10,11,11.0,21,31,23,255.0,69.0,15,8,23,415,1.3354989820509218,76.04289105313364
34,23,0,0,0,10.000000000000002,20,10.0,21.37449745176301,13,23.0,13.757340902857065,7,11.0,19.08737803500626,46,13.304347826086957,36.99999999999999,20,37.0,0,0.9470000000000003,16474,341,0,0.0,3410.0000000000005,False,-0.13073208052407592,0,0.38000000000000006,24937,11,17,1.0,473.3664566799712,False,0.20373371722564843,0,0.2,31759,0,10,0.0,137.57340902857064,False,0.014625480713898588,7,1.9620000000000002,19437,400,0,0.0,8549.798980705204,False,-0.24409769229645178,17,1.9360000000000002,33678,0,7,0.7,133.61164624504383,False,-0.1016238266566604,13,1.5000000000000002,36261,35,10,1.0,672.3807119500598,False,-0.02568579000119727,7,3.060000000000001,41584,254,0,0.0,4848.19402089159,False,-0.15302263302900757,13,2.940000000000001,42587,247,0,0.0,4714.582374646547,False,-0.1350046924051026,0.3375,246717,0.0,0.0,11,0,0,10,13,12.25,19,29,27,237.0,102.0,14,9,27,625,1.3690565029974096,77.41194755613105
35,27,0,0,0,10.0,20,10.0,21.64339692490815,13,25.0,13.757340902857065,0,,18.36058820861951,26,13.23076923076923,36.99999999999999,20,37.0,0,0.9470000000000003,16384,350,0,0.0,3500.0,False,-0.13288385214938075,0,0.38000000000000006,25152,12,14,1.0,423.00755694871407,False,0.2128103944185128,0,0.2,31759,0,10,0.0,137.57340902857064,False,0.014625480713898588,0,1.9550000000000003,19112,413,0,0.0,8938.722929987065,False,-0.24825906260978886,0,1.919,33678,0,7,0.0,128.52411746033658,False,-0.10169154840716224,16,1.6470000000000005,35977,25,10,1.0,527.5394046576217,False,-0.035174652512411135,9,3.1430000000000007,41251,270,0,0.0,4957.358816327268,False,-0.15838104258812463,11,3.0370000000000013,42311,257,0,0.0,4718.671169615214,False,-0.14027722656695452,0.25,245624,0.0,0.0,10,0,0,12,10,10.0,20,32,33,291.0,106.0,17,10,33,665,1.5013489080010913,78.91329646413215
36,33,0,0,0,10.0,20,10.0,21.64339692490815,0,,13.740087826618392,1,12.0,17.613261125191883,39,14.0,36.99999999999999,20,37.0,0,0.9470000000000003,16254,363,0,0.0,3630.0,False,-0.13599196671926553,0,0.38000000000000006,25082,9,24,1.0,609.4415261977956,False,0.21392056439051785,0,0.2,31759,0,10,0.0,137.40087826618392,False,0.014622730693777041,1,1.9650000000000003,19096,413,0,0.0,8938.722929987065,False,-0.2487691203100662,7,1.9890000000000003,33624,0,1,0.1,17.613261125191883,False,-0.10460554202218737,15,1.7810000000000001,35762,15,10,1.0,382.23392865119473,False,-0.0428327308363346,13,3.2640000000000007,41036,270,0,0.0,4755.580503801809,False,-0.16446062757364638,7,3.096000000000001,41688,296,0,0.0,5213.525293056798,False,-0.14750548227393911,0.2625,244301,0.0,0.0,9,0,0,12,12,10.785714285714285,22,34,31,312.0,147.0,19,14,31,200,1.6187231639632955,80.53201962809544
37,31,0,0,0,10.0,20,10.0,21.64339692490815,0,,13.721310779208082,1,12.0,17.613261125191883,0,,37.0,20,37.0,0,0.9470000000000003,16174,371,0,0.0,3710.0,False,-0.13790465260842538,0,0.38000000000000006,24962,11,34,1.0,845.875495446877,False,0.21383530568179782,0,0.2,31759,0,10,0.0,137.21310779208082,False,0.014619737763270722,1,1.9740000000000006,19080,413,0,0.0,8938.722929987065,False,-0.24927917801034355,0,1.9820000000000002,33612,0,2,0.1,35.226522250383766,False,-0.10469055798080004,0,1.7660000000000002,35762,5,20,1.0,420.87177639987806,False,-0.04231840987700506,14,3.391000000000001,40795,270,0,0.0,4755.580503801809,False,-0.16909890005772035,6,3.149000000000001,41622,296,0,0.0,5213.525293056798,False,-0.1487757145724822,0.2625,243766,0.0,0.0,9,0,0,8,10,10.0,18,26,24,309.0,158.0,18,13,24,200,1.4101910489844158,81.94221067707986
38,24,0,0,0,10.0,13,10.0,21.942956524982698,22,24.09090909090909,13.681000893701828,2,12.0,17.613261125191883,0,,37.0,20,37.0,0,0.9470000000000003,16104,378,0,0.0,3780.0,False,-0.13957825276144026,0,0.38000000000000006,25432,7,22,1.0,552.7450435496194,False,0.22930103389158948,0,0.2,31759,0,10,0.0,136.81000893701827,False,0.01461331264842711,2,1.9930000000000003,18517,435,0,0.0,9545.186088367474,False,-0.2575602332180262,0,1.9820000000000002,33600,0,3,0.1,52.83978337557565,False,-0.10477557393941253,0,1.7660000000000005,35750,0,26,0.6,457.94478925498896,False,-0.04214439075055915,8,3.4570000000000007,40704,270,0,0.0,4755.580503801809,False,-0.17085028095419644,12,3.263000000000001,41436,296,0,0.0,5213.525293056798,False,-0.1523554601411036,0.2125,243302,0.0,0.0,9,0,0,10,9,9.0,12,22,16,222.0,120.0,14,10,16,660,1.9299674310022965,83.87217810808215
39,16,0,0,0,10.000000000000002,4,10.0,21.942956524982698,0,,13.638370256719979,2,12.0,17.526894936616298,7,15.0,36.99999999999999,20,37.0,0,0.9470000000000003,16064,382,0,0.0,3820.0000000000005,False,-0.14053459570602017,0,0.38000000000000006,25432,0,29,0.7,636.3457392244983,False,0.23129980727835547,0,0.2,31759,0,10,0.0,136.38370256719978,False,0.01460651762197068,2,2.0110000000000006,18484,435,0,0.0,9545.186088367474,False,-0.25861222722484817,4,2.0220000000000002,33557,0,1,0.1,17.526894936616298,False,-0.10639040925753934,0,1.7660000000000005,35738,0,27,0.1,473.22616328864007,False,-0.04226044721675315,5,3.4990000000000006,40661,270,0,0.0,4732.261632886401,False,-0.17190225338356785,15,3.401000000000001,41054,303,0,0.0,5310.649165794738,False,-0.158772790413646,0.11249999999999999,242749,0.0,0.0,2,0,0,8,11,10.571428571428571,10,18,12,165.0,78.0,10,6,12,40,1.021037366008386,84.89321547409054
40,12,0,0,0,10.000000000000002,20,10.0,21.968077147814473,2,24.0,13.615607894032904,1,12.0,18.17796508486185,5,43.0,37.0,20,37.0,0,0.9470000000000001,15954,393,0,0.0,3930.000000000001,False,-0.143164538803615,0,0.38000000000000006,25390,0,36,0.9,790.8507773213211,False,0.2329854821718864,0,0.2,31759,0,10,0.0,136.15607894032902,False,0.014602889459981673,1,2.019,18420,437,0,0.0,9600.049713594924,False,-0.2597779700724453,0,2.0180000000000007,33557,0,1,0.0,18.17796508486185,False,-0.10638174265101882,0,1.7660000000000002,35941,0,23,0.1,418.09319695182256,False,-0.037589942003197006,11,3.6040000000000005,40499,270,0,0.0,4908.050572912699,False,-0.17332848425765793,9,3.476000000000001,40720,308,0,0.0,5598.81324613745,False,-0.1624279408173998,0.125,242240,0.0,0.0,10,0,0,6,10,10.0,8,14,17,126.0,59.0,7,5,17,463,0.9356641540070996,85.82887962809764
41,17,0,0,0,10.000000000000002,20,10.0,21.968077147814473,0,,13.615607894032904,0,,19.093974127261237,29,24.655172413793103,37.0,20,37.0,0,0.9470000000000003,15854,403,0,0.0,4030.000000000001,False,-0.1455553961650648,0,0.38000000000000006,25290,0,46,1.0,1010.5315487994658,False,0.23345602134556176,0,0.2,31759,0,10,0.0,136.15607894032902,False,0.014602889459981673,0,2.0180000000000002,18420,437,0,0.0,9600.049713594924,False,-0.2597779700724453,16,2.1780000000000004,33299,0,0,0.0,0.0,False,-0.11349235929929184,0,1.7660000000000002,36261,0,11,0.0,210.0337153998736,False,-0.03184024126244782,10,3.693000000000001,40286,275,0,0.0,5250.84288499684,False,-0.1741291895052171,10,3.5670000000000015,39941,332,0,0.0,6339.199410250731,False,-0.17029581583314987,0.125,241110,0.0,0.0,10,0,0,7,11,10.8,4,11,21,198.0,48.0,11,6,21,520,1.096220623003319,86.92510025110096
42,21,0,0,0,10.000000000000002,20,10.0,22.127839549478097,27,23.0,13.567221511541753,2,12.0,20.840802630536125,15,42.333333333333336,37.0,20,37.0,0,0.9470000000000003,15754,413,0,0.0,4130.000000000001,False,-0.1479462535265146,0,0.38000000000000006,25811,0,29,1.0,641.7073469348647,False,0.2495506944707804,0,0.2,31759,0,10,0.0,135.67221511541754,False,0.014595177007800969,2,2.0380000000000007,17766,464,0,0.0,10267.317550957836,False,-0.2699907942402079,5,2.2120000000000006,33332,0,1,0.1,20.840802630536125,False,-0.11233639312828736,0,1.7660000000000005,36669,0,2,0.1,41.68160526107225,False,-0.023219189536485458,8,3.763000000000001,39767,285,0,0.0,5939.628749702795,False,-0.1774896673367194,12,3.6770000000000014,39537,337,0,0.0,7023.350486490674,False,-0.17148761055360312,0.15,240395,0.0,0.0,12,0,0,6,12,12.0,4,10,22,180.0,89.0,10,11,22,1241,1.2326943730004132,88.15779462410137
43,22,0,0,0,10.0,20,10.0,22.43566964993652,36,23.77777777777778,13.54157203502653,1,12.0,21.904048386860268,10,41.0,37.0,20,37.0,0,0.9470000000000003,15624,426,0,0.0,4260.0,False,-0.15105436809639936,7,0.45000000000000007,26464,0,7,0.7,157.04968754955564,False,0.2691878182840711,0,0.2,31759,0,10,0.0,135.4157203502653,False,0.01459108865998696,1,2.0460000000000003,16894,500,0,0.0,11217.83482496826,False,-0.28263835594108416,4,2.2470000000000003,33389,0,1,0.1,21.904048386860268,False,-0.1108047488367651,3,1.7960000000000005,36772,0,0,0.0,0.0,False,-0.021031893935360205,7,3.825000000000001,39282,295,0,0.0,6461.694274123779,False,-0.18180012823453326,13,3.795000000000001,39322,337,0,0.0,7381.66430637191,False,-0.17217744465470938,0.09999999999999999,239506,0.0,0.0,9,0,0,13,13,11.9,4,17,22,216.0,62.0,17,5,22,706,1.2976871299906634,89.45548175409203
44,22,0,0,0,10.0,20,10.0,22.43566964993652,0,,13.54157203502653,0,,23.447026833847236,15,41.0,37.0,20,37.0,0,0.9470000000000003,15474,441,0,0.0,4410.0,False,-0.15464065413857409,0,0.44300000000000006,26414,0,12,0.5,269.2280357992382,False,0.2694789852197015,0,0.2,31759,0,10,0.0,135.4157203502653,False,0.01459108865998696,0,2.0450000000000004,16894,500,0,0.0,11217.83482496826,False,-0.28263835594108416,4,2.283000000000001,33458,0,0,0.0,0.0,False,-0.10925935786166871,10,1.8930000000000005,36807,0,0,0.0,0.0,False,-0.020100101166072096,7,3.888000000000001,39001,300,0,0.0,7034.108050154171,False,-0.18169991675980895,13,3.9120000000000013,38691,347,0,0.0,8136.118311344991,False,-0.17706154553258344,0.0625,238498,0.0,0.0,8,0,0,9,12,11.8,6,15,23,270.0,126.0,15,7,23,200,1.318082636978943,90.77356439107098
45,23,0,0,0,10.000000000000002,20,10.0,22.43566964993652,0,,13.487473579246423,2,12.0,24.893093094194327,15,41.0,37.0,20,37.0,0,0.9470000000000003,15384,450,0,0.0,4500.000000000001,False,-0.15679242576387892,0,0.44300000000000006,26304,1,22,1.0,503.58473229860346,False,0.2698222333548176,0,0.2,31759,0,10,0.0,134.87473579246424,False,0.014582465743129614,2,2.0650000000000004,16861,500,0,0.0,11217.83482496826,False,-0.2836903499479062,5,2.3290000000000006,33481,0,1,0.1,24.893093094194327,False,-0.10831567683970235,10,1.9830000000000003,36830,0,1,0.1,24.893093094194327,False,-0.019156420144105738,10,3.981000000000001,38459,310,0,0.0,7716.858859200242,False,-0.1855611264727936,10,3.9990000000000014,38355,352,0,0.0,8762.368769156403,False,-0.17750179209418582,0.15,237433,0.0,0.0,7,0,0,10,12,12.0,5,15,25,240.0,99.0,15,8,25,200,1.352100494026672,92.12566488509765
46,25,0,0,0,10.000000000000002,20,10.0,22.466396434246118,10,23.0,13.487473579246423,0,,25.369999048390476,5,41.0,37.0,20,37.0,0,0.9470000000000003,15294,459,0,0.0,4590.000000000001,False,-0.15894419738918375,0,0.44300000000000006,26424,2,22,1.0,514.2607215534147,False,0.27581553869730346,0,0.2,31759,0,10,0.0,134.87473579246424,False,0.014582465743129614,0,2.0630000000000006,16631,510,0,0.0,11457.86218146552,False,-0.28719656059381043,0,2.3240000000000003,33481,0,1,0.0,25.369999048390476,False,-0.10830932858942033,4,2.0130000000000003,36899,0,0,0.0,0.0,False,-0.01765081731537192,8,4.051000000000002,38156,315,0,0.0,7991.549700243,False,-0.18874930521908614,12,4.109000000000001,38164,352,0,0.0,8930.239665033447,False,-0.17956235045869395,0.125,236808,0.0,0.0,10,0,0,6,10,9.8,8,14,26,252.0,137.0,14,11,26,430,1.3572694530012086,93.48293433809886
47,26,0,0,0,10.000000000000002,20,10.0,22.466396434246118,0,,13.459028168026757,1,12.0,25.931528723442298,5,43.0,37.0,20,37.0,0,0.9470000000000003,15204,468,0,0.0,4680.000000000001,False,-0.16109596901448858,0,0.44300000000000006,26314,3,32,1.0,748.9246858958758,False,0.2761661331682655,0,0.2,31759,0,10,0.0,134.59028168026757,False,0.014577931742807708,1,2.0730000000000004,16615,510,0,0.0,11457.86218146552,False,-0.2877066182940878,4,2.3640000000000003,33560,0,0,0.0,0.0,False,-0.10654384750545765,0,2.0090000000000003,36887,0,1,0.1,25.931528723442298,False,-0.017625106108255024,13,4.173000000000001,37952,315,0,0.0,8168.431547884324,False,-0.19097334871837102,7,4.167000000000002,37871,357,0,0.0,9257.5557542689,False,-0.1820516584781375,0.1375,236162,0.0,0.0,9,0,0,14,10,9.8,3,17,19,276.0,103.0,17,9,19,200,1.338446815032512,94.82138115313137
48,19,0,0,0,10.000000000000002,20,10.0,22.709242778467818,28,24.142857142857142,13.428671587161011,1,12.0,26.061241757587467,11,27.727272727272727,37.0,20,37.0,0,0.9470000000000001,15094,479,0,0.0,4790.000000000001,False,-0.1637259121120834,0,0.44300000000000006,26900,2,14,1.0,337.92939889854944,False,0.2943606703700701,0,0.2,31759,0,10,0.0,134.2867158716101,False,0.014573093115362472,1,2.0820000000000003,15923,538,0,0.0,12217.572614815686,False,-0.29765735894010514,6,2.420000000000001,33446,0,0,0.0,0.0,False,-0.10957882966828178,4,2.0490000000000004,36954,0,1,0.1,26.061241757587467,False,-0.015839661868942145,11,4.270000000000001,37575,320,0,0.0,8339.59736242799,False,-0.1965819457415656,9,4.250000000000001,37671,363,0,0.0,9460.23075800425,False,-0.1839505113839349,0.1375,235322,0.0,0.0,11,0,0,8,10,9.8,4,12,20,201.0,96.0,12,7,20,876,1.1605675430037081,95.98194869613508
49,20,0,0,0,10.000000000000002,20,10.0,22.709242778467818,0,,13.428671587161011,0,,27.2131045043219,10,43.0,37.0,20,37.0,0,0.9470000000000003,14964,492,0,0.0,4920.000000000001,False,-0.16683402668196815,0,0.44300000000000006,26830,0,23,0.9,522.3125839047598,False,0.2954218090160368,0,0.2,31759,0,10,0.0,134.2867158716101,False,0.014573093115362472,0,2.0810000000000004,15923,538,0,0.0,12217.572614815686,False,-0.29765735894010514,5,2.4640000000000004,33491,0,0,0.0,0.0,False,-0.10838081039348277,4,2.0850000000000004,37033,0,0,0.0,0.0,False,-0.01408338214152601,9,4.349000000000001,37038,330,0,0.0,8980.324486426227,False,-0.2007513184777784,11,4.351000000000001,37509,363,0,0.0,9878.35693506885,False,-0.18304473782146646,0.1125,234547,0.0,0.0,9,0,0,10,10,9.8,4,14,12,222.0,49.0,14,6,12,200,1.154045759991277,97.13599445612635
50,12,0,0,0,10.000000000000002,20,10.0,22.776152976772956,52,23.0,13.365535222650534,2,12.0,26.044784200840457,14,15.0,37.00000000000001,20,37.0,0,0.9470000000000003,14904,498,0,0.0,4980.000000000001,False,-0.16826854109883804,29,0.7330000000000001,27159,4,10,1.0,267.76152976772954,False,0.3050676978378935,0,0.2,31759,0,10,0.0,133.65535222650533,False,0.014563029618835509,2,2.101000000000001,14694,590,0,0.0,13437.930256296044,False,-0.31738451566361625,7,2.5290000000000004,33346,0,1,0.1,26.044784200840457,False,-0.11189440412916188,7,2.1510000000000002,36888,0,1,0.1,26.044784200840457,False,-0.017596975877205108,11,4.450000000000001,36875,330,0,0.0,8594.778786277351,False,-0.20759850279761585,9,4.430000000000001,37180,377,0,0.0,9818.883643716852,False,-0.18994896318523402,0.15,232805,0.0,0.0,11,0,0,7,15,14.8125,0,7,17,111.0,45.0,7,5,17,660,0.8857630409765989,98.02175749710295
51,17,0,0,0,10.000000000000002,20,10.0,22.776152976772956,0,,13.365535222650534,0,,26.664878418088172,5,43.0,37.00000000000001,20,37.0,0,0.9470000000000003,14814,507,0,0.0,5070.000000000001,False,-0.17042031272414288,0,0.7040000000000002,27049,5,20,1.0,505.5230595354591,False,0.30549235067985125,0,0.2,31759,0,10,0.0,133.65535222650533,False,0.014563029618835509,0,2.0990000000000006,14694,590,0,0.0,13437.930256296044,False,-0.31738451566361625,4,2.5620000000000007,33425,0,0,0.0,0.0,False,-0.11013790532985464,0,2.1440000000000006,36888,0,1,0.0,26.664878418088172,False,-0.017588721601377894,13,4.569000000000002,36440,335,0,0.0,8932.734270059538,False,-0.21271835225793864,7,4.491000000000001,37105,377,0,0.0,10052.65916361924,False,-0.18914279370639114,0.125,232174,0.0,0.0,8,0,0,6,10,9.8,5,11,20,198.0,63.0,11,6,20,200,0.9767232179874554,98.99848071509041
