index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,37,0,0,0,10.000000000000002,20,10.0,31.53004754297499,0,,17.274515926640532,11,15.363636363636363,65.4909499781598,48,69.0,52.999999999999986,10,53.0,0,0.758,27064,9,30,1.0,1035.9014262892497,False,0.362879272316663,0,2.099,14549,275,0,0.0,2750.0000000000005,False,-0.21316335606285206,6,4.283000000000001,5631.0,246,0,0.0,7756.391695571848,False,-0.7021954887793704,0,0.2,31659,38,69,1.0,2390.083405571246,False,0.028907384760440444,0,0.2,43092,86,106,1.0,8427.649067376025,False,0.1623052710979856,0,0.2,40727,64,140,1.0,10274.302016247366,False,0.1268833171529161,0,0.8390000000000002,42481,51,60,1.0,6520.038448886149,False,-0.12319776061104369,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,257371,0.0,0.0,17,0,0,9,2,2.0,22,31,38,177.0,132.0,13,24,38,4192,1.5479641580022871,61.68956084892852
27,38,0,0,0,10.000000000000002,20,10.0,31.53004754297499,0,,17.192273522221083,49,16.816326530612248,65.50297814606601,1,67.0,52.999999999999986,10,53.0,0,0.758,26984,7,40,1.0,1331.2019017189996,False,0.3662220056754374,0,2.0990000000000006,14429,287,0,0.0,2870.0000000000005,False,-0.21612807589682775,41,4.687000000000001,3661.0,246,0,0.0,7756.391695571848,False,-0.7638910197680648,0,0.2,32013,28,71,1.0,2103.492751280997,False,0.0355061343409382,0,0.2,42491,102,115,1.0,9286.454386064142,False,0.1580891202219182,0,0.2,40571,77,150,1.0,11149.251783120926,False,0.13379916195480254,0,0.8390000000000002,42944,42,60,1.0,5931.125082134771,False,-0.11996698088737574,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,255261,0.0,0.0,16,0,0,12,8,8.0,15,27,46,144.0,150.0,13,25,46,1151,2.0481330800103024,63.737693928938825
28,46,0,0,0,10.000000000000002,20,10.0,30.49478799042269,25,23.0,17.70945966695956,14,26.785714285714285,65.52489843935247,1,68.0,53.0,12,53.0,0,0.758,27032,6,44,1.0,1401.7706715785985,False,0.3703372534731346,19,2.2890000000000006,14224,298,0,0.0,2980.0000000000005,False,-0.223539875481767,8,4.726000000000001,3465.0,246,0,0.0,7501.7178456439815,False,-0.7740171331050706,0,0.2,31703,43,75,1.0,2639.4853586101426,False,0.03419068238718077,0,0.2,42280,100,124,1.0,9896.033373175662,False,0.1603935303829933,0,0.2,40475,73,160,1.0,11776.774305984443,False,0.1391495614985803,0,0.8390000000000002,43512,33,58,1.0,5236.3216484986315,False,-0.11573836788358156,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,254859,0.0,0.0,17,0,0,18,3,3.0,18,36,41,271.0,176.0,20,26,41,1307,2.6633870390360244,66.40108096797485
29,41,0,0,0,10.000000000000002,20,10.0,31.093993021709196,31,34.67741935483871,18.228633281892083,16,25.8125,65.52489843935247,0,,53.00000000000001,9,53.0,0,0.758,27712,1,38,1.0,1191.5717348249495,False,0.398744236950908,15,2.420000000000001,13999,313,0,0.0,3130.0000000000005,False,-0.2309516750667062,11,4.828,2522.0,262,0,0.0,8146.626171687809,False,-0.7934510949909522,0,0.2,31578,48,80,1.0,2950.8023275934083,False,0.03515083034658185,0,0.2,41867,106,134,1.0,10712.571518753793,False,0.16027729138518182,0,0.2,40475,63,170,1.0,12287.63663144912,False,0.14542551144286384,0,0.8390000000000002,43989,23,59,1.0,4634.072664105107,False,-0.11236703856669701,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,254310,0.0,0.0,15,0,0,15,3,3.0,16,31,46,262.0,135.0,16,25,46,1627,1.9216883989865892,68.32276936696144
30,46,0,0,0,10.000000000000002,20,10.0,31.536251279381908,24,35.12499999999999,18.035872292995627,9,13.222222222222221,65.57468103144969,12,66.0,53.0,11,53.0,0,0.7580000000000002,28425,4,24,1.0,796.8700307051658,False,0.42422349122208625,0,2.4050000000000007,13929,320,0,0.0,3200.0000000000005,False,-0.23268109496985867,9,4.907000000000001,2031.0,268,0,0.0,8451.715342874351,False,-0.8040506820507602,0,0.2,30984,56,90,1.0,3389.2585780149934,False,0.023413901506607944,0,0.2,42609,101,132,1.0,10477.480997743916,False,0.17562015967744365,0,0.2,40406,57,180,1.0,12831.487306361694,False,0.15041139197004544,0,0.8390000000000002,43780,25,58,1.0,4713.367025786242,False,-0.11561333551424015,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,254332,0.0,0.0,15,0,0,9,4,4.0,24,33,41,224.0,162.0,16,30,41,2418,1.8156400760053657,70.1384094429668
31,41,0,0,0,10.000000000000002,20,10.0,31.833384951167783,33,33.60606060606061,20.585746420629306,30,38.46666666666667,66.19958999007633,23,69.0,53.0,9,53.0,0,0.758,29354,1,11,1.0,360.1672344628456,False,0.45933805797170785,10,2.505000000000001,13604,333,0,0.0,3330.0000000000005,False,-0.24552821425042,7,4.968000000000002,837.0,291,0,0.0,9263.515020789824,False,-0.8287320312425257,0,0.2,31955,56,77,1.0,3367.7720316538525,False,0.0534867688399024,0,0.2,44192,95,119,1.0,9833.397118778867,False,0.20660193020612863,0,0.2,39256,73,190,1.0,14080.681586820441,False,0.13750223079631993,0,0.8390000000000002,42670,38,59,1.0,5642.584419622901,False,-0.12798473758220652,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,254036,0.0,0.0,16,0,0,11,4,4.0,25,36,42,266.0,140.0,19,22,42,4344,1.9189424369833432,72.05735187995015
32,42,0,0,0,10.000000000000002,20,10.0,32.5552130640727,12,45.0,18.72170883249705,35,7.2,66.19958999007633,0,,53.00000000000001,8,53.0,1,0.768,29786,0,9,0.9,292.9969175766543,False,0.47902453102027504,0,2.4950000000000006,13484,345,0,0.0,3450.0000000000005,False,-0.24849293408439568,32,5.2810000000000015,-1051.0,303,0,0.0,9864.229558414028,False,-0.8784530775983522,0,0.2,32003,46,84,1.0,3070.1633428770965,False,0.05032982591959384,0,0.2,44130,95,129,1.0,10318.309447807067,False,0.21103574260205246,0,0.2,39066,88,200,1.0,14887.428375275005,False,0.14274482033507377,0,0.8390000000000002,43094,28,61,1.0,5086.588519722138,False,-0.1251860477714103,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.6125,252680,0.0,0.0,14,0,0,14,4,3.083333333333333,19,33,39,211.0,152.0,16,26,39,672,2.032592696021311,74.08994457597146
33,39,0,0,0,10.000000000000002,20,10.0,32.45139835132962,1,12.0,18.729602471821334,14,18.857142857142858,66.20658272455616,1,67.0,53.00000000000001,0,,0,0.7670000000000001,29716,0,16,0.7,519.222373621274,False,0.4811548170180175,1,2.505000000000001,13338,358,0,0.0,3580.0000000000005,False,-0.25249530586026286,9,5.339000000000001,-1453.0,303,0,0.0,9832.773700452875,False,-0.8915352838863037,0,0.2,32221,37,89,1.0,2867.636358991295,False,0.053985724828400215,0,0.2,43866,99,139,1.0,11056.945643423618,False,0.21362341085287,0,0.2,39133,78,209,1.0,15298.0847822343,False,0.14943593098567942,0,0.8390000000000002,43027,19,71,1.0,5020.925071766567,False,-0.12709970602892032,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.5875,252016,0.0,0.0,11,0,0,9,3,3.0,17,26,42,175.0,176.0,10,29,42,497,1.681707245996222,75.77165182196768
34,42,0,0,0,10.000000000000002,20,10.0,31.812370422843816,6,12.833333333333334,18.701155724906062,43,18.558139534883722,66.22382433910668,1,68.0,53.0,8,53.0,0,0.7670000000000001,29711,0,18,0.7,572.6226676111887,False,0.48222706462128645,1,2.5140000000000007,13192,371,0,0.0,3710.0000000000005,False,-0.2564976776361301,28,5.610000000000001,-2788.0,303,0,0.0,9639.148238121676,False,-0.9363761197876409,0,0.2,32804,33,84,1.0,2620.705304845955,False,0.06837720874457344,0,0.2,43292,124,149,1.0,12186.293136415246,False,0.21339426457512586,0,0.2,38977,76,218,1.0,15858.081541018119,False,0.15248257421398187,0,0.8390000000000002,43383,10,73,1.0,4531.238243391067,False,-0.12496896331667816,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.5875,250739,0.0,0.0,16,0,0,13,5,5.0,19,32,44,237.0,195.0,17,25,44,1417,1.9150031320168637,77.68665495398454
35,44,0,0,0,10.0,20,10.0,30.27355662878477,15,13.266666666666667,18.416086524401585,6,7.333333333333333,66.24259698297023,1,68.0,52.99999999999999,7,53.0,0,0.7670000000000001,29583,4,27,1.0,857.3860289771889,False,0.48293769218739974,14,2.653000000000001,12878,377,0,0.0,3770.0,False,-0.27053068485028164,6,5.642000000000002,-6969.0,307,0,0.0,9293.981885036925,False,-1.0727195846507012,0,0.2,32681,34,94,1.0,2760.4130586724314,False,0.06671280352435618,0,0.2,43252,119,159,1.0,12724.087216696054,False,0.21901827047538158,0,0.2,39041,67,227,1.0,16270.947312269147,False,0.15912711685834327,0,0.8390000000000002,43686,1,76,1.0,4094.2425969829696,False,-0.12334915468311068,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,246320,0.0,0.0,13,0,0,15,5,45.61842105263158,21,36,38,308.0,144.0,21,23,38,651,1.737425510014873,79.42408046399942
36,38,0,0,0,10.0,20,10.0,31.18000275894076,14,41.714285714285715,19.041841976171984,6,41.5,66.32386572216097,62,66.43548387096774,53.0,8,53.0,0,0.7670000000000001,30035,6,24,1.0,808.3200662145782,False,0.5040596913285545,1,2.649000000000001,12782,385,0,0.0,3850.0,False,-0.27329775669532563,1,5.646000000000002,-17823.0,320,0,0.0,9977.600882861043,False,-1.4019354094318839,0,0.2,32889,25,99,1.0,2664.6424246145452,False,0.07172719965886673,0,0.2,44089,114,153,1.0,12318.321440774236,False,0.23459854349845496,0,0.2,42074,58,191,1.0,13772.285187550722,False,0.20295190648096706,0,0.8390000000000002,39991,53,78,1.0,7649.164883274532,False,-0.16010614856545655,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,236205,0.0,0.0,17,0,0,11,3,16.157342657342657,19,30,35,216.0,114.0,14,24,35,4963,1.4738075920031406,80.89788805600256
37,35,0,0,0,10.0,20,10.0,31.18000275894076,0,,19.071926803015078,14,19.5,66.32386572216097,0,,53.0,11,53.0,0,0.7670000000000001,29925,7,34,1.0,1130.1200938039858,False,0.5065747626693345,0,2.6480000000000006,12692,394,0,0.0,3940.0,False,-0.2755212965708074,9,5.735000000000001,-19555.0,320,0,0.0,9977.600882861043,False,-1.4561773686564619,0,0.2,33109,15,104,1.0,2451.1804288976796,False,0.07527450485261479,0,0.2,44052,109,163,1.0,12889.630134240882,False,0.24070798690713616,0,0.2,41838,57,201,1.0,14418.196837926214,False,0.20508841324233673,0,0.8390000000000002,40574,43,77,1.0,6932.926226052921,False,-0.1557954471510033,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,234803,0.0,0.0,12,0,0,10,3,3.0,18,28,35,116.0,105.0,10,25,35,1003,1.462194684019778,82.36008274002234
38,35,0,0,1,10.0,20,10.0,30.819722228527592,15,27.0,18.99391310413252,5,16.0,66.31297237180961,11,66.18181818181819,53.0,9,53.0,0,0.7670000000000001,30195,5,34,1.0,1097.8705557699382,False,0.5191192448801744,5,2.6980000000000004,12487,406,0,0.0,4060.0,False,-0.282686036169582,0,5.726,-26230.11111111111,320,0,0.0,9862.31111312883,True,-1.6670306459098272,0,0.2,32784,20,109,1.0,2686.730972920997,False,0.06878473854437687,0,0.2,44780,99,162,1.0,12623.098921542276,False,0.25532062557177243,0,0.2,41758,52,211,1.0,14979.720651866719,False,0.21002113822932092,0,0.8390000000000002,40323,44,78,1.0,7051.770784359623,False,-0.15946776966378212,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,254495,0.0,0.1,15,0,0,10,5,762.1781400966183,22,32,33,202.0,105.0,15,20,33,1835,1.561786630016286,83.92186937003862
39,33,0,0,0,10.0,20,10.0,29.74338487438676,25,23.0,20.329740983024543,10,44.0,66.75697752846705,26,68.96153846153847,53.0,8,53.0,0,0.7670000000000001,30115,3,44,1.0,1338.7089344730175,False,0.5211164377525699,25,2.943000000000001,12242,418,0,0.0,4180.0,False,-0.2918272556576737,0,5.726000000000002,-26230.11111111111,320,0,0.0,9517.883159803763,True,-1.6724239620183905,0,0.2,32649,35,109,1.0,3256.960237753212,False,0.07348595781142485,0,0.2,46285,94,147,1.0,11724.271349088962,False,0.2812564047799626,0,0.2,41606,47,220,1.0,15642.032882464904,False,0.21442300838408973,0,0.8390000000000002,38954,60,80,1.0,8245.418651708023,False,-0.17426948846315726,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,254019,0.0,0.1,15,0,0,10,3,3.0,17,27,33,138.0,92.0,12,21,33,2857,2.298918636981398,86.22078800702002
40,33,0,0,0,9.999999999999998,20,10.0,27.85736249324863,61,22.80327868852459,20.329740983024543,0,,66.75697752846705,0,,53.00000000000001,11,53.0,8,0.8470000000000002,30769,2,22,1.0,632.8619748514699,False,0.5359932299350595,21,3.128,11877,429,0,0.0,4289.999999999999,False,-0.3071449747998814,0,5.726,-26230.11111111111,320,0,0.0,8914.35599783956,True,-1.6818744515421167,0,0.2,31258,86,119,1.0,4814.972351399303,False,0.054319820102710664,0,0.2,46285,84,157,1.0,12188.54371454339,False,0.2869599964931621,0,0.2,41606,37,230,1.0,16106.305247919328,False,0.22012660009728904,0,0.8390000000000002,39537,50,79,1.0,7524.848876423353,False,-0.17000029830141708,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,253500,0.0,0.1,17,0,0,11,4,39.537581699346404,12,23,26,110.0,117.0,9,24,26,1751,1.2232673509861343,87.44405535800615
41,26,0,0,0,9.999999999999998,20,10.0,27.37594344414192,6,11.166666666666666,22.483270886954404,19,41.578947368421055,66.66210925507384,20,66.0,53.00000000000001,11,53.0,0,0.8390000000000002,30659,3,32,1.0,906.0301902125415,False,0.5373068037902101,22,3.327000000000001,11121,438,16,0.0,4818.01509510627,False,-0.3314553044988075,0,5.726,-26230.11111111111,320,0,0.0,8760.301902125415,True,-1.6842867483025399,0,0.2,31981,82,110,1.0,4717.987159984622,False,0.07544372490658957,0,0.2,45935,83,167,1.0,12998.683729214546,False,0.28831306792646866,0,0.2,42486,37,220,1.0,15497.54505893356,False,0.234269595318594,0,0.8390000000000002,38800,60,78,1.0,8133.726555304432,False,-0.1782919936042744,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,253150,0.0,0.1,16,0,0,10,4,83.06580687830687,16,26,31,117.0,111.0,9,17,31,2893,1.3446828649612144,88.78873822296737
42,31,0,0,0,9.999999999999998,20,10.0,27.294250739589476,1,12.0,23.79905186593311,10,46.0,66.67135991794804,1,68.0,53.00000000000001,0,,0,0.8390000000000002,30579,1,42,1.0,1156.358531062758,False,0.539538455654283,0,3.3050000000000006,11013,450,15,0.0,4909.4137610938415,False,-0.3345337048845281,0,5.726000000000002,-26230.11111111111,320,0,0.0,8734.160236668633,True,-1.684696094477993,0,0.2,32429,73,110,1.0,4610.376009242674,False,0.08778892000317352,0,0.2,45935,73,177,1.0,13538.16149168992,False,0.2949405588659694,0,0.2,42094,37,229,1.0,16148.306340249626,False,0.23263275602272276,0,0.8390000000000002,38732,51,88,1.0,8064.239355815351,False,-0.1802614691399387,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,252950,0.0,0.1,11,0,0,12,3,258.0987606995359,7,19,27,183.0,105.0,11,20,27,740,1.3118541990406811,90.10059242200805
43,27,0,0,0,9.999999999999998,20,10.0,26.906456924668603,14,22.214285714285715,23.79905186593311,0,,66.68148954076476,1,68.0,53.00000000000001,7,53.0,0,0.8390000000000002,30758,3,39,1.0,1079.3518200620756,False,0.5464806754635357,0,3.3050000000000006,10945,458,14,0.0,4956.69039694536,False,-0.3367257041964285,0,5.726000000000002,-26230.11111111111,320,0,0.0,8610.066215893952,True,-1.6866392534892154,0,0.2,32118,77,120,1.0,4927.683407111455,False,0.08301781038976946,0,0.2,46003,63,186,1.0,13902.097322136031,False,0.3010822766847178,0,0.2,42094,27,239,1.0,16579.450400622973,False,0.23792936610101928,0,0.8390000000000002,39035,42,91,1.0,7623.622560712121,False,-0.1786763671147819,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,253121,0.0,0.1,13,0,0,13,1,1.0,4,17,29,147.0,114.0,9,18,29,950,1.2599515210022219,91.36054394301027
44,29,0,0,0,9.999999999999998,20,10.0,26.906456924668603,0,,24.40804440228068,5,44.0,66.60760650042015,16,66.0625,53.000000000000014,9,53.0,0,0.8390000000000002,30638,5,49,1.0,1368.4163893087616,False,0.5476928646434618,0,3.3050000000000006,10865,466,14,0.0,5036.69039694536,False,-0.33870218408574565,0,5.726,-26230.11111111111,320,0,0.0,8610.066215893952,True,-1.6866392534892154,0,0.2,32338,67,125,1.0,4853.738164237881,False,0.0887497755196811,0,0.2,46070,53,195,1.0,14282.109620902806,False,0.30739692408971503,0,0.2,42864,22,234,1.0,16123.15689794849,False,0.2512427137340109,0,0.8390000000000002,38455,48,92,1.0,8073.165112020168,False,-0.18548568938793733,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,253398,0.0,0.1,16,0,0,14,3,288.1099033816425,3,17,32,180.0,117.0,10,19,32,1954,1.1590258379583247,92.5195697809686
45,32,0,0,0,10.0,20,10.0,26.906456924668603,0,,24.40804440228068,0,,66.60760650042015,0,,53.000000000000014,10,53.0,0,0.8390000000000002,30528,6,59,1.0,1647.4809585554476,False,0.5491521138095525,0,3.3049999999999997,10775,475,14,0.0,5126.690396945361,False,-0.3409257239612274,0,5.726,-26230.11111111111,320,0,0.0,8610.066215893952,True,-1.6866392534892154,0,0.2,32338,57,135,1.0,4828.754039014002,False,0.08835855499379922,0,0.2,46070,43,205,1.0,14704.1052418842,False,0.3125811454776929,0,0.2,42864,12,244,1.0,16545.152518929885,False,0.2564269351219888,0,0.8390000000000002,38985,38,92,1.0,7407.089047015967,False,-0.18171015711723695,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,253728,0.0,0.1,13,0,0,11,1,1.0,7,18,38,155.0,141.0,10,22,38,730,1.4441374560119584,93.96370723698055
46,38,0,0,0,10.0,20,10.0,27.368798081833575,10,35.0,25.049516042360064,5,44.2,67.06455770492013,29,68.96551724137932,53.000000000000014,9,53.0,0,0.8390000000000002,30768,7,59,1.0,1684.759086828181,False,0.5619319865309859,0,3.305,10685,484,14,0.0,5223.16317314567,False,-0.34298934743685966,0,5.726,-26230.11111111111,320,0,0.0,8758.015386186744,True,-1.6843225523164866,0,0.2,32209,57,140,1.0,5066.953736594923,False,0.08804850672692559,0,0.2,45917,38,214,1.0,15303.69695846259,False,0.31618792332263623,0,0.2,44796,2,226,1.0,15206.68907339667,False,0.2874531827198608,0,0.8390000000000002,37462,57,93,1.0,8751.679789180449,False,-0.19801717730044813,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,254005,0.0,0.1,19,0,0,12,1,1.0,3,15,36,225.0,143.0,15,23,36,3248,1.758172902977094,95.72188013995765
47,36,0,0,0,10.0,20,10.0,26.08346704587587,30,19.333333333333332,26.61808091882688,23,36.08695652173913,67.06455770492013,0,,53.000000000000014,10,53.0,0,0.8390000000000002,30733,7,64,1.0,1739.3418909360557,False,0.5615510893106052,11,3.415000000000001,10757,494,0,0.0,4940.0,False,-0.3464275126000593,0,5.726000000000002,-26230.11111111111,320,0,0.0,8346.709454680278,True,-1.6907630949162562,0,0.2,32459,77,127,1.0,5388.923239223456,False,0.1009195333566668,0,0.2,45151,47,224,1.0,16273.510729086973,False,0.3092814585882921,0,0.2,44732,0,232,0.6,15558.97738754147,False,0.29020856741451434,0,0.8390000000000002,37992,47,93,1.0,8081.034212131248,False,-0.19428544115040597,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.575,253992,0.0,0.1,16,0,0,8,2,1.3,5,13,44,204.0,158.0,13,23,44,1625,1.8566041439771652,97.57848428393481
48,44,0,0,0,10.0,20,10.0,26.35686888854312,22,28.454545454545453,26.61808091882688,0,,67.06455770492013,0,,53.00000000000001,11,53.0,0,0.8390000000000002,31249,8,52,1.0,1450.557182204242,False,0.5799129652684119,0,3.4040000000000004,10667,503,0,0.0,5030.0,False,-0.34865105247554107,0,5.726,-26230.11111111111,320,0,0.0,8434.198044333798,True,-1.6893931317197775,0,0.2,31833,89,137,1.0,5992.43841695962,False,0.09076506243086055,0,0.2,45151,37,234,1.0,16677.975496947907,False,0.3142503132303183,0,0.2,44732,0,232,0.0,15558.97738754147,False,0.29020856741451434,0,0.8390000000000002,38575,37,92,1.0,7357.388635082046,False,-0.19004573076328363,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.5,254375,0.0,0.1,14,0,0,5,0,0.0,7,12,31,216.0,170.0,12,32,31,1409,1.46558084001299,99.0440651239478
49,31,0,0,0,10.0,20,10.0,25.978948903933752,5,13.0,27.867492672686645,15,40.0,67.06455770492013,0,,53.000000000000014,8,53.0,0,0.8390000000000002,31224,7,57,1.0,1550.800087524224,False,0.5811542664177345,0,3.4040000000000004,10557,514,0,0.0,5140.0,False,-0.3513687123233521,0,5.726,-26230.11111111111,320,0,0.0,8313.2636492588,True,-1.6912868148971756,0,0.2,32368,84,132,1.0,5860.740740725072,False,0.10545771727670715,0,0.2,45151,27,244,1.0,17116.17438216305,False,0.319633591918465,0,0.2,44132,5,242,1.0,16368.960427954105,False,0.28541720427462053,0,0.8390000000000002,38999,27,94,1.0,6792.743058032845,False,-0.18732994308740175,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,254599,0.0,0.1,15,0,0,3,0,0.0,3,6,38,93.0,133.0,6,25,38,1289,1.2760400249972008,100.320105148945
50,38,0,0,0,10.0,20,10.0,26.06694829211978,15,27.0,27.867492672686645,0,,67.0640818908544,1,67.0,53.000000000000014,11,53.0,0,0.8390000000000002,31424,11,57,1.0,1595.8160526508275,False,0.5921488302364569,5,3.4540000000000006,10422,520,0,0.0,5200.0,False,-0.35655697203280956,0,5.726000000000002,-26230.11111111111,320,0,0.0,8341.42345347833,True,-1.6908458671626927,0,0.2,31963,89,142,1.0,6277.142357520164,False,0.09929445300053494,0,0.2,45218,17,253,1.0,17440.960093821835,False,0.32526978002238127,0,0.2,44132,0,247,0.5,16564.828227041035,False,0.2878234425926416,0,0.8390000000000002,39515,18,93,1.0,6136.15347403538,False,-0.18373185215040463,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.5625,254842,0.0,0.1,15,0,0,3,1,1.0,3,6,34,108.0,124.0,6,32,34,1190,1.0459277959889732,101.36603294493398
51,34,0,0,0,10.000000000000002,20,10.0,26.06694829211978,0,,29.040413451025945,10,46.0,66.95561141013637,17,66.17647058823529,53.000000000000014,7,53.0,0,0.8390000000000002,31294,14,67,1.0,1886.4855355720251,False,0.5929065504390757,0,3.4490000000000007,10352,527,0,0.0,5270.000000000001,False,-0.35828639193596207,0,5.726000000000002,-26230.11111111111,320,0,0.0,8341.42345347833,True,-1.6908458671626927,0,0.2,32423,79,142,1.0,6183.027625123147,False,0.11222679567071406,0,0.2,45123,12,261,1.0,17823.899539457903,False,0.32764004348228376,0,0.2,44892,0,237,0.5,15868.47990420232,False,0.2979420135651391,0,0.8390000000000002,38761,25,96,1.0,6761.890285253411,False,-0.1921878327206965,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.5625,255013,0.0,0.1,17,0,0,6,0,0.0,1,7,32,126.0,95.0,7,27,32,2156,0.9196661760215648,102.28569912095554
52,32,0,0,0,10.000000000000002,20,10.0,25.977713433307272,1,12.0,31.014898025741577,19,45.473684210526315,66.964450489281,3,67.33333333333333,53.00000000000001,10,53.0,0,0.8390000000000002,31216,13,76,1.0,2104.306220931353,False,0.5944338922060319,0,3.4490000000000007,10242,538,0,0.0,5380.000000000001,False,-0.3610040517837731,0,5.726,-26230.11111111111,320,0,0.0,8312.868298658326,True,-1.6912930055990085,0,0.2,33275,70,133,1.0,5943.421377755139,False,0.1351573921542566,0,0.2,45038,7,269,1.0,18230.541467796782,False,0.3305471924790759,0,0.2,44315,4,246,1.0,16597.314412466094,False,0.2927188502759962,0,0.8390000000000002,39089,18,96,1.0,6293.360108807059,False,-0.1903910432755036,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,255343,0.0,0.1,19,0,0,5,0,0.0,1,6,35,108.0,93.0,6,26,35,1808,0.8551395040121861,103.14083862496773
53,35,0,0,0,10.000000000000002,20,10.0,25.977713433307272,0,,31.014898025741577,0,,66.77610696997249,28,66.0,53.000000000000014,8,53.0,0,0.8390000000000002,31146,10,86,1.0,2334.0833552644253,False,0.596651925962655,0,3.449,10112,551,0,0.0,5510.000000000001,False,-0.3642158316039134,0,5.726,-26230.11111111111,320,0,0.0,8312.868298658326,True,-1.6912930055990085,0,0.2,33275,60,143,1.0,5993.793223679482,False,0.13594615301242505,0,0.2,45038,0,276,0.7,18430.205523712408,False,0.33300006785887487,0,0.2,46163,0,222,0.4,14824.295747333892,False,0.31634269959869643,0,0.8390000000000002,37665,36,98,1.0,7597.939850919011,False,-0.2051838305961604,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.5125,255567,0.0,0.1,15,0,0,4,0,0.0,1,5,26,90.0,90.0,5,30,26,2472,0.8341825690004043,103.97502119396813
